"plh0206i02","year","age_gr","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2011","66 and older","","","",""
"4 on scale 1-7","2011","16-34 y.","","","",""
"4 on scale 1-7","2011","35-65 y.","","","",""
"4 on scale 1-7","2011","66 and older","","","",""
"5 on scale 1-7","2011","16-34 y.","","","",""
"5 on scale 1-7","2011","35-65 y.","","","",""
"5 on scale 1-7","2011","66 and older","","","",""
"6 on scale 1-7","2011","16-34 y.","","","",""
"6 on scale 1-7","2011","35-65 y.","","","",""
"6 on scale 1-7","2011","66 and older","","","",""
"7 Strongly agree","2011","16-34 y.","","","",""
"7 Strongly agree","2011","35-65 y.","","","",""
"7 Strongly agree","2011","66 and older","","","",""
"1 Strongly disagree","2012","16-34 y.","","","",""
"1 Strongly disagree","2012","35-65 y.","","","",""
"1 Strongly disagree","2012","66 and older","","","",""
"2 on scale 1-7 ","2012","16-34 y.","","","",""
"2 on scale 1-7 ","2012","35-65 y.","","","",""
"2 on scale 1-7 ","2012","66 and older","","","",""
"3 on scale 1-7 ","2012","16-34 y.","","","",""
"3 on scale 1-7 ","2012","35-65 y.","","","",""
"3 on scale 1-7 ","2012","66 and older","","","",""
"4 on scale 1-7","2012","16-34 y.","","","",""
"4 on scale 1-7","2012","35-65 y.","","","",""
"4 on scale 1-7","2012","66 and older","","","",""
"5 on scale 1-7","2012","16-34 y.","","","",""
"5 on scale 1-7","2012","35-65 y.","","","",""
"5 on scale 1-7","2012","66 and older","","","",""
"6 on scale 1-7","2012","16-34 y.","","","",""
"6 on scale 1-7","2012","35-65 y.","","","",""
"6 on scale 1-7","2012","66 and older","","","",""
"7 Strongly agree","2012","16-34 y.","","","",""
"7 Strongly agree","2012","35-65 y.","","","",""
"7 Strongly agree","2012","66 and older","","","",""
"1 Strongly disagree","2013","16-34 y.","","","",""
"1 Strongly disagree","2013","35-65 y.","","","",""
"1 Strongly disagree","2013","66 and older","","","",""
"2 on scale 1-7 ","2013","16-34 y.","","","",""
"2 on scale 1-7 ","2013","35-65 y.","","","",""
"2 on scale 1-7 ","2013","66 and older","","","",""
"3 on scale 1-7 ","2013","16-34 y.","","","",""
"3 on scale 1-7 ","2013","35-65 y.","","","",""
"3 on scale 1-7 ","2013","66 and older","","","",""
"4 on scale 1-7","2013","16-34 y.","","","",""
"4 on scale 1-7","2013","35-65 y.","","","",""
"4 on scale 1-7","2013","66 and older","","","",""
"5 on scale 1-7","2013","16-34 y.","","","",""
"5 on scale 1-7","2013","35-65 y.","","","",""
"5 on scale 1-7","2013","66 and older","","","",""
"6 on scale 1-7","2013","16-34 y.","","","",""
"6 on scale 1-7","2013","35-65 y.","","","",""
"6 on scale 1-7","2013","66 and older","","","",""
"7 Strongly agree","2013","16-34 y.","","","",""
"7 Strongly agree","2013","35-65 y.","","","",""
"7 Strongly agree","2013","66 and older","","","",""
"1 Strongly disagree","2014","16-34 y.","","","",""
"1 Strongly disagree","2014","35-65 y.","","","",""
"1 Strongly disagree","2014","66 and older","","","",""
"2 on scale 1-7 ","2014","16-34 y.","","","",""
"2 on scale 1-7 ","2014","35-65 y.","","","",""
"2 on scale 1-7 ","2014","66 and older","","","",""
"3 on scale 1-7 ","2014","16-34 y.","","","",""
"3 on scale 1-7 ","2014","35-65 y.","","","",""
"3 on scale 1-7 ","2014","66 and older","","","",""
"4 on scale 1-7","2014","16-34 y.","","","",""
"4 on scale 1-7","2014","35-65 y.","","","",""
"4 on scale 1-7","2014","66 and older","","","",""
"5 on scale 1-7","2014","16-34 y.","","","",""
"5 on scale 1-7","2014","35-65 y.","","","",""
"5 on scale 1-7","2014","66 and older","","","",""
"6 on scale 1-7","2014","16-34 y.","","","",""
"6 on scale 1-7","2014","35-65 y.","","","",""
"6 on scale 1-7","2014","66 and older","","","",""
"7 Strongly agree","2014","16-34 y.","","","",""
"7 Strongly agree","2014","35-65 y.","","","",""
"7 Strongly agree","2014","66 and older","","","",""
"1 Strongly disagree","2015","16-34 y.","1769","0.233184718398699","0.223006916357283","0.243362520440115"
"1 Strongly disagree","2015","35-65 y.","4291","0.250182638951833","0.243281046500148","0.257084231403518"
"1 Strongly disagree","2015","66 and older","1412","0.286887547735826","0.274273239553527","0.299501855918126"
"2 on scale 1-7 ","2015","16-34 y.","1800","0.291368900181887","0.280432099973274","0.302305700390499"
"2 on scale 1-7 ","2015","35-65 y.","3883","0.25730519785601","0.250339374589114","0.264271021122907"
"2 on scale 1-7 ","2015","66 and older","1181","0.239943700164433","0.228033854452448","0.251853545876417"
"3 on scale 1-7 ","2015","16-34 y.","1044","0.173212669749912","0.164104202287161","0.182321137212663"
"3 on scale 1-7 ","2015","35-65 y.","2505","0.173006089550801","0.166978761488951","0.17903341761265"
"3 on scale 1-7 ","2015","66 and older","852","0.166266562929095","0.155883041891061","0.176650083967128"
"4 on scale 1-7","2015","16-34 y.","882","0.139057917108406","0.130729865546332","0.147385968670479"
"4 on scale 1-7","2015","35-65 y.","2059","0.147023355700529","0.141380425024658","0.152666286376399"
"4 on scale 1-7","2015","66 and older","694","0.13987359239616","0.130200227213921","0.1495469575784"
"5 on scale 1-7","2015","16-34 y.","559","0.0870764033786121","0.0802902130699726","0.0938625936872516"
"5 on scale 1-7","2015","35-65 y.","1184","0.0852804379308791","0.0808299085341798","0.0897309673275784"
"5 on scale 1-7","2015","66 and older","397","0.0838435173687188","0.0761140752009286","0.091572959536509"
"6 on scale 1-7","2015","16-34 y.","282","0.0430219986606377","0.0381382326779321","0.0479057646433433"
"6 on scale 1-7","2015","35-65 y.","599","0.0432395339253576","0.0399984886904318","0.0464805791602834"
"6 on scale 1-7","2015","66 and older","232","0.0507533758882443","0.044631978470013","0.0568747733064755"
"7 Strongly agree","2015","16-34 y.","295","0.0330773925218469","0.0287729187311309","0.0373818663125629"
"7 Strongly agree","2015","35-65 y.","608","0.043962746084591","0.0406959442288215","0.0472295479403605"
"7 Strongly agree","2015","66 and older","171","0.0324317035175229","0.0274913926981786","0.0373720143368673"
"1 Strongly disagree","2016","16-34 y.","1658","0.548629805284094","0.528949127654893","0.568310482913296"
"1 Strongly disagree","2016","35-65 y.","1391","0.631957669000142","0.609770460892251","0.654144877108033"
"1 Strongly disagree","2016","66 and older","19","","",""
"2 on scale 1-7 ","2016","16-34 y.","229","0.11698916637914","0.104277872809604","0.129700459948675"
"2 on scale 1-7 ","2016","35-65 y.","146","0.153184540262844","0.136614955154334","0.169754125371353"
"2 on scale 1-7 ","2016","66 and older","4","","",""
"3 on scale 1-7 ","2016","16-34 y.","139","0.101440211179287","0.0894999872429583","0.113380435115615"
"3 on scale 1-7 ","2016","35-65 y.","67","0.0523602062041211","0.0421123718887394","0.0626080405195029"
"3 on scale 1-7 ","2016","66 and older","2","","",""
"4 on scale 1-7","2016","16-34 y.","132","0.0683898482072233","0.0584071754226285","0.078372520991818"
"4 on scale 1-7","2016","35-65 y.","66","0.055960642950837","0.0453864757237075","0.0665348101779665"
"4 on scale 1-7","2016","66 and older","1","","",""
"5 on scale 1-7","2016","16-34 y.","91","0.0741793848736303","0.0638151094134824","0.0845436603337781"
"5 on scale 1-7","2016","35-65 y.","52","0.0485733857403283","0.0386833784340923","0.0584633930465643"
"5 on scale 1-7","2016","66 and older","","","",""
"6 on scale 1-7","2016","16-34 y.","67","0.039320046107414","0.0316335168732201","0.047006575341608"
"6 on scale 1-7","2016","35-65 y.","25","","",""
"6 on scale 1-7","2016","66 and older","","","",""
"7 Strongly agree","2016","16-34 y.","140","0.0510515379692116","0.0423467211190668","0.0597563548193563"
"7 Strongly agree","2016","35-65 y.","68","0.0392971909730823","0.0303582707715129","0.0482361111746517"
"7 Strongly agree","2016","66 and older","","","",""
"1 Strongly disagree","2017","16-34 y.","1308","0.698798507077448","0.677715318864151","0.719881695290745"
"1 Strongly disagree","2017","35-65 y.","757","0.778953223693984","0.752635750603783","0.805270696784185"
"1 Strongly disagree","2017","66 and older","31","0.839023497692998","0.718972673506284","0.959074321879711"
"2 on scale 1-7 ","2017","16-34 y.","185","0.114759378326776","0.100112114565798","0.129406642087753"
"2 on scale 1-7 ","2017","35-65 y.","94","0.106923552424195","0.0873248457530813","0.126522259095309"
"2 on scale 1-7 ","2017","66 and older","2","","",""
"3 on scale 1-7 ","2017","16-34 y.","79","0.034902136609128","0.02646794572963","0.043336327488626"
"3 on scale 1-7 ","2017","35-65 y.","38","0.0409733452068502","0.0284011112110492","0.0535455792026513"
"3 on scale 1-7 ","2017","66 and older","","","",""
"4 on scale 1-7","2017","16-34 y.","89","0.0569242604246649","0.0462766114204556","0.0675719094288742"
"4 on scale 1-7","2017","35-65 y.","19","","",""
"4 on scale 1-7","2017","66 and older","1","","",""
"5 on scale 1-7","2017","16-34 y.","58","0.0356601135611704","0.0271381795393043","0.0441820475830365"
"5 on scale 1-7","2017","35-65 y.","15","","",""
"5 on scale 1-7","2017","66 and older","","","",""
"6 on scale 1-7","2017","16-34 y.","19","","",""
"6 on scale 1-7","2017","35-65 y.","10","","",""
"6 on scale 1-7","2017","66 and older","1","","",""
"7 Strongly agree","2017","16-34 y.","81","0.0468592347598693","0.0371472529632381","0.0565712165565005"
"7 Strongly agree","2017","35-65 y.","22","","",""
"7 Strongly agree","2017","66 and older","1","","",""
"1 Strongly disagree","2018","16-34 y.","162","0.684067121942845","0.626091370672333","0.742042873213358"
"1 Strongly disagree","2018","35-65 y.","117","0.723517754257359","0.65399807665836","0.793037431856358"
"1 Strongly disagree","2018","66 and older","4","","",""
"2 on scale 1-7 ","2018","16-34 y.","25","","",""
"2 on scale 1-7 ","2018","35-65 y.","14","","",""
"2 on scale 1-7 ","2018","66 and older","","","",""
"3 on scale 1-7 ","2018","16-34 y.","16","","",""
"3 on scale 1-7 ","2018","35-65 y.","5","","",""
"3 on scale 1-7 ","2018","66 and older","","","",""
"4 on scale 1-7","2018","16-34 y.","19","","",""
"4 on scale 1-7","2018","35-65 y.","6","","",""
"4 on scale 1-7","2018","66 and older","","","",""
"5 on scale 1-7","2018","16-34 y.","6","","",""
"5 on scale 1-7","2018","35-65 y.","5","","",""
"5 on scale 1-7","2018","66 and older","","","",""
"6 on scale 1-7","2018","16-34 y.","7","","",""
"6 on scale 1-7","2018","35-65 y.","7","","",""
"6 on scale 1-7","2018","66 and older","","","",""
"7 Strongly agree","2018","16-34 y.","12","","",""
"7 Strongly agree","2018","35-65 y.","5","","",""
"7 Strongly agree","2018","66 and older","","","",""
"1 Strongly disagree","2019","16-34 y.","73","0.574983117897216","0.493387061029022","0.65657917476541"
"1 Strongly disagree","2019","35-65 y.","73","0.684943220895415","0.602848121022336","0.767038320768494"
"1 Strongly disagree","2019","66 and older","5","","",""
"2 on scale 1-7 ","2019","16-34 y.","24","","",""
"2 on scale 1-7 ","2019","35-65 y.","18","","",""
"2 on scale 1-7 ","2019","66 and older","1","","",""
"3 on scale 1-7 ","2019","16-34 y.","16","","",""
"3 on scale 1-7 ","2019","35-65 y.","15","","",""
"3 on scale 1-7 ","2019","66 and older","","","",""
"4 on scale 1-7","2019","16-34 y.","9","","",""
"4 on scale 1-7","2019","35-65 y.","8","","",""
"4 on scale 1-7","2019","66 and older","","","",""
"5 on scale 1-7","2019","16-34 y.","7","","",""
"5 on scale 1-7","2019","35-65 y.","2","","",""
"5 on scale 1-7","2019","66 and older","","","",""
"6 on scale 1-7","2019","16-34 y.","3","","",""
"6 on scale 1-7","2019","35-65 y.","2","","",""
"6 on scale 1-7","2019","66 and older","","","",""
"7 Strongly agree","2019","16-34 y.","9","","",""
"7 Strongly agree","2019","35-65 y.","5","","",""
"7 Strongly agree","2019","66 and older","","","",""
