"plh0206i02","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2008","general elemantary","","","",""
"3 on scale 1-7 ","2008","middle vocational","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","higher vocational","","","",""
"3 on scale 1-7 ","2008","higher education","","","",""
"4 on scale 1-7","2008","in school","","","",""
"4 on scale 1-7","2008","inadequately","","","",""
"4 on scale 1-7","2008","general elemantary","","","",""
"4 on scale 1-7","2008","middle vocational","","","",""
"4 on scale 1-7","2008","vocational + Abi","","","",""
"4 on scale 1-7","2008","higher vocational","","","",""
"4 on scale 1-7","2008","higher education","","","",""
"5 on scale 1-7","2008","in school","","","",""
"5 on scale 1-7","2008","inadequately","","","",""
"5 on scale 1-7","2008","general elemantary","","","",""
"5 on scale 1-7","2008","middle vocational","","","",""
"5 on scale 1-7","2008","vocational + Abi","","","",""
"5 on scale 1-7","2008","higher vocational","","","",""
"5 on scale 1-7","2008","higher education","","","",""
"6 on scale 1-7","2008","in school","","","",""
"6 on scale 1-7","2008","inadequately","","","",""
"6 on scale 1-7","2008","general elemantary","","","",""
"6 on scale 1-7","2008","middle vocational","","","",""
"6 on scale 1-7","2008","vocational + Abi","","","",""
"6 on scale 1-7","2008","higher vocational","","","",""
"6 on scale 1-7","2008","higher education","","","",""
"7 Strongly agree","2008","in school","","","",""
"7 Strongly agree","2008","inadequately","","","",""
"7 Strongly agree","2008","general elemantary","","","",""
"7 Strongly agree","2008","middle vocational","","","",""
"7 Strongly agree","2008","vocational + Abi","","","",""
"7 Strongly agree","2008","higher vocational","","","",""
"7 Strongly agree","2008","higher education","","","",""
"1 Strongly disagree","2009","in school","","","",""
"1 Strongly disagree","2009","inadequately","","","",""
"1 Strongly disagree","2009","general elemantary","","","",""
"1 Strongly disagree","2009","middle vocational","","","",""
"1 Strongly disagree","2009","vocational + Abi","","","",""
"1 Strongly disagree","2009","higher vocational","","","",""
"1 Strongly disagree","2009","higher education","","","",""
"2 on scale 1-7 ","2009","in school","","","",""
"2 on scale 1-7 ","2009","inadequately","","","",""
"2 on scale 1-7 ","2009","general elemantary","","","",""
"2 on scale 1-7 ","2009","middle vocational","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","higher vocational","","","",""
"2 on scale 1-7 ","2009","higher education","","","",""
"3 on scale 1-7 ","2009","in school","","","",""
"3 on scale 1-7 ","2009","inadequately","","","",""
"3 on scale 1-7 ","2009","general elemantary","","","",""
"3 on scale 1-7 ","2009","middle vocational","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","higher vocational","","","",""
"3 on scale 1-7 ","2009","higher education","","","",""
"4 on scale 1-7","2009","in school","","","",""
"4 on scale 1-7","2009","inadequately","","","",""
"4 on scale 1-7","2009","general elemantary","","","",""
"4 on scale 1-7","2009","middle vocational","","","",""
"4 on scale 1-7","2009","vocational + Abi","","","",""
"4 on scale 1-7","2009","higher vocational","","","",""
"4 on scale 1-7","2009","higher education","","","",""
"5 on scale 1-7","2009","in school","","","",""
"5 on scale 1-7","2009","inadequately","","","",""
"5 on scale 1-7","2009","general elemantary","","","",""
"5 on scale 1-7","2009","middle vocational","","","",""
"5 on scale 1-7","2009","vocational + Abi","","","",""
"5 on scale 1-7","2009","higher vocational","","","",""
"5 on scale 1-7","2009","higher education","","","",""
"6 on scale 1-7","2009","in school","","","",""
"6 on scale 1-7","2009","inadequately","","","",""
"6 on scale 1-7","2009","general elemantary","","","",""
"6 on scale 1-7","2009","middle vocational","","","",""
"6 on scale 1-7","2009","vocational + Abi","","","",""
"6 on scale 1-7","2009","higher vocational","","","",""
"6 on scale 1-7","2009","higher education","","","",""
"7 Strongly agree","2009","in school","","","",""
"7 Strongly agree","2009","inadequately","","","",""
"7 Strongly agree","2009","general elemantary","","","",""
"7 Strongly agree","2009","middle vocational","","","",""
"7 Strongly agree","2009","vocational + Abi","","","",""
"7 Strongly agree","2009","higher vocational","","","",""
"7 Strongly agree","2009","higher education","","","",""
"1 Strongly disagree","2010","in school","30","0.0952950476653006","0.0602068871843063","0.130383208146295"
"1 Strongly disagree","2010","inadequately","30","0.203192230636227","0.135814227388053","0.270570233884402"
"1 Strongly disagree","2010","general elemantary","335","0.202847146967194","0.18329580091556","0.222398493018829"
"1 Strongly disagree","2010","middle vocational","1514","0.180422088438052","0.172158311071091","0.188685865805014"
"1 Strongly disagree","2010","vocational + Abi","149","0.181580454744018","0.156962884513082","0.206198024974953"
"1 Strongly disagree","2010","higher vocational","230","0.191897715237923","0.170102187350039","0.213693243125808"
"1 Strongly disagree","2010","higher education","653","0.170472225342218","0.158565903387459","0.182378547296977"
"2 on scale 1-7 ","2010","in school","57","0.245673897125267","0.194230335734049","0.297117458516485"
"2 on scale 1-7 ","2010","inadequately","31","0.217054557943004","0.148024535821434","0.286084580064575"
"2 on scale 1-7 ","2010","general elemantary","308","0.17414092079701","0.155702454218398","0.192579387375622"
"2 on scale 1-7 ","2010","middle vocational","1620","0.192450619919677","0.183978680643665","0.200922559195688"
"2 on scale 1-7 ","2010","vocational + Abi","235","0.219174036072771","0.192756377970863","0.245591694174679"
"2 on scale 1-7 ","2010","higher vocational","291","0.218925303292692","0.196038054677074","0.24181255190831"
"2 on scale 1-7 ","2010","higher education","1025","0.257995612533649","0.244142583715871","0.271848641351427"
"3 on scale 1-7 ","2010","in school","71","0.243950735351189","0.192629386230055","0.295272084472323"
"3 on scale 1-7 ","2010","inadequately","","","",""
"3 on scale 1-7 ","2010","general elemantary","307","0.175719429390522","0.157215292523716","0.194223566257328"
"3 on scale 1-7 ","2010","middle vocational","1662","0.19962279677757","0.191032838466355","0.208212755088785"
"3 on scale 1-7 ","2010","vocational + Abi","213","0.244934736127396","0.21747223577981","0.272397236474981"
"3 on scale 1-7 ","2010","higher vocational","262","0.203563669702508","0.1812780359062","0.225849303498816"
"3 on scale 1-7 ","2010","higher education","827","0.21889284291864","0.205800829846043","0.231984855991237"
"4 on scale 1-7","2010","in school","42","0.148463499335175","0.105973822138422","0.190953176531927"
"4 on scale 1-7","2010","inadequately","","","",""
"4 on scale 1-7","2010","general elemantary","264","0.17795941013838","0.15936302558915","0.196555794687611"
"4 on scale 1-7","2010","middle vocational","1568","0.184214325581412","0.175883493696636","0.192545157466187"
"4 on scale 1-7","2010","vocational + Abi","161","0.156580689100743","0.133373982592477","0.17978739560901"
"4 on scale 1-7","2010","higher vocational","228","0.158467550226101","0.138255753191375","0.178679347260827"
"4 on scale 1-7","2010","higher education","703","0.185226439094896","0.172926433936268","0.197526444253523"
"5 on scale 1-7","2010","in school","39","0.114282232756569","0.0762625063198851","0.152301959193252"
"5 on scale 1-7","2010","inadequately","","","",""
"5 on scale 1-7","2010","general elemantary","173","0.116142063621541","0.10056421746623","0.131719909776853"
"5 on scale 1-7","2010","middle vocational","1020","0.126225145251448","0.119088216784942","0.133362073717953"
"5 on scale 1-7","2010","vocational + Abi","104","0.126003144732668","0.104811324232868","0.147194965232468"
"5 on scale 1-7","2010","higher vocational","115","0.0979072432696534","0.0814585147844445","0.114355971754862"
"5 on scale 1-7","2010","higher education","361","0.102678549729753","0.0930679779094805","0.112289121550026"
"6 on scale 1-7","2010","in school","","","",""
"6 on scale 1-7","2010","inadequately","","","",""
"6 on scale 1-7","2010","general elemantary","90","0.0608798537006371","0.0492541623948436","0.0725055450064306"
"6 on scale 1-7","2010","middle vocational","450","0.0528078754603643","0.0480016181248238","0.0576141327959049"
"6 on scale 1-7","2010","vocational + Abi","47","0.0449929595464716","0.0317556962645456","0.0582302228283977"
"6 on scale 1-7","2010","higher vocational","63","0.0591867983827461","0.0461261887741091","0.0722474079913831"
"6 on scale 1-7","2010","higher education","160","0.0339547215145038","0.028220371890844","0.0396890711381635"
"7 Strongly agree","2010","in school","","","",""
"7 Strongly agree","2010","inadequately","","","",""
"7 Strongly agree","2010","general elemantary","148","0.0923111753847152","0.0782371917073157","0.106385159062115"
"7 Strongly agree","2010","middle vocational","484","0.0642571485714772","0.0589875489787182","0.0695267481642362"
"7 Strongly agree","2010","vocational + Abi","33","0.0267339796759327","0.0164331969443117","0.0370347624075537"
"7 Strongly agree","2010","higher vocational","65","0.0700517198883762","0.0559251044820858","0.0841783352946665"
"7 Strongly agree","2010","higher education","103","0.0307796088663406","0.025310983653224","0.0362482340794572"
"1 Strongly disagree","2011","in school","","","",""
"1 Strongly disagree","2011","inadequately","","","",""
"1 Strongly disagree","2011","general elemantary","","","",""
"1 Strongly disagree","2011","middle vocational","","","",""
"1 Strongly disagree","2011","vocational + Abi","","","",""
"1 Strongly disagree","2011","higher vocational","","","",""
"1 Strongly disagree","2011","higher education","","","",""
"2 on scale 1-7 ","2011","in school","","","",""
"2 on scale 1-7 ","2011","inadequately","","","",""
"2 on scale 1-7 ","2011","general elemantary","","","",""
"2 on scale 1-7 ","2011","middle vocational","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","higher vocational","","","",""
"2 on scale 1-7 ","2011","higher education","","","",""
"3 on scale 1-7 ","2011","in school","","","",""
"3 on scale 1-7 ","2011","inadequately","","","",""
"3 on scale 1-7 ","2011","general elemantary","","","",""
"3 on scale 1-7 ","2011","middle vocational","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","higher vocational","","","",""
"3 on scale 1-7 ","2011","higher education","","","",""
"4 on scale 1-7","2011","in school","","","",""
"4 on scale 1-7","2011","inadequately","","","",""
"4 on scale 1-7","2011","general elemantary","","","",""
"4 on scale 1-7","2011","middle vocational","","","",""
"4 on scale 1-7","2011","vocational + Abi","","","",""
"4 on scale 1-7","2011","higher vocational","","","",""
"4 on scale 1-7","2011","higher education","","","",""
"5 on scale 1-7","2011","in school","","","",""
"5 on scale 1-7","2011","inadequately","","","",""
"5 on scale 1-7","2011","general elemantary","","","",""
"5 on scale 1-7","2011","middle vocational","","","",""
"5 on scale 1-7","2011","vocational + Abi","","","",""
"5 on scale 1-7","2011","higher vocational","","","",""
"5 on scale 1-7","2011","higher education","","","",""
"6 on scale 1-7","2011","in school","","","",""
"6 on scale 1-7","2011","inadequately","","","",""
"6 on scale 1-7","2011","general elemantary","","","",""
"6 on scale 1-7","2011","middle vocational","","","",""
"6 on scale 1-7","2011","vocational + Abi","","","",""
"6 on scale 1-7","2011","higher vocational","","","",""
"6 on scale 1-7","2011","higher education","","","",""
"7 Strongly agree","2011","in school","","","",""
"7 Strongly agree","2011","inadequately","","","",""
"7 Strongly agree","2011","general elemantary","","","",""
"7 Strongly agree","2011","middle vocational","","","",""
"7 Strongly agree","2011","vocational + Abi","","","",""
"7 Strongly agree","2011","higher vocational","","","",""
"7 Strongly agree","2011","higher education","","","",""
"1 Strongly disagree","2012","in school","","","",""
"1 Strongly disagree","2012","inadequately","","","",""
"1 Strongly disagree","2012","general elemantary","","","",""
"1 Strongly disagree","2012","middle vocational","","","",""
"1 Strongly disagree","2012","vocational + Abi","","","",""
"1 Strongly disagree","2012","higher vocational","","","",""
"1 Strongly disagree","2012","higher education","","","",""
"2 on scale 1-7 ","2012","in school","","","",""
"2 on scale 1-7 ","2012","inadequately","","","",""
"2 on scale 1-7 ","2012","general elemantary","","","",""
"2 on scale 1-7 ","2012","middle vocational","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","higher vocational","","","",""
"2 on scale 1-7 ","2012","higher education","","","",""
"3 on scale 1-7 ","2012","in school","","","",""
"3 on scale 1-7 ","2012","inadequately","","","",""
"3 on scale 1-7 ","2012","general elemantary","","","",""
"3 on scale 1-7 ","2012","middle vocational","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","higher vocational","","","",""
"3 on scale 1-7 ","2012","higher education","","","",""
"4 on scale 1-7","2012","in school","","","",""
"4 on scale 1-7","2012","inadequately","","","",""
"4 on scale 1-7","2012","general elemantary","","","",""
"4 on scale 1-7","2012","middle vocational","","","",""
"4 on scale 1-7","2012","vocational + Abi","","","",""
"4 on scale 1-7","2012","higher vocational","","","",""
"4 on scale 1-7","2012","higher education","","","",""
"5 on scale 1-7","2012","in school","","","",""
"5 on scale 1-7","2012","inadequately","","","",""
"5 on scale 1-7","2012","general elemantary","","","",""
"5 on scale 1-7","2012","middle vocational","","","",""
"5 on scale 1-7","2012","vocational + Abi","","","",""
"5 on scale 1-7","2012","higher vocational","","","",""
"5 on scale 1-7","2012","higher education","","","",""
"6 on scale 1-7","2012","in school","","","",""
"6 on scale 1-7","2012","inadequately","","","",""
"6 on scale 1-7","2012","general elemantary","","","",""
"6 on scale 1-7","2012","middle vocational","","","",""
"6 on scale 1-7","2012","vocational + Abi","","","",""
"6 on scale 1-7","2012","higher vocational","","","",""
"6 on scale 1-7","2012","higher education","","","",""
"7 Strongly agree","2012","in school","","","",""
"7 Strongly agree","2012","inadequately","","","",""
"7 Strongly agree","2012","general elemantary","","","",""
"7 Strongly agree","2012","middle vocational","","","",""
"7 Strongly agree","2012","vocational + Abi","","","",""
"7 Strongly agree","2012","higher vocational","","","",""
"7 Strongly agree","2012","higher education","","","",""
"1 Strongly disagree","2013","in school","","","",""
"1 Strongly disagree","2013","inadequately","","","",""
"1 Strongly disagree","2013","general elemantary","","","",""
"1 Strongly disagree","2013","middle vocational","","","",""
"1 Strongly disagree","2013","vocational + Abi","","","",""
"1 Strongly disagree","2013","higher vocational","","","",""
"1 Strongly disagree","2013","higher education","","","",""
"2 on scale 1-7 ","2013","in school","","","",""
"2 on scale 1-7 ","2013","inadequately","","","",""
"2 on scale 1-7 ","2013","general elemantary","","","",""
"2 on scale 1-7 ","2013","middle vocational","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","higher vocational","","","",""
"2 on scale 1-7 ","2013","higher education","","","",""
"3 on scale 1-7 ","2013","in school","","","",""
"3 on scale 1-7 ","2013","inadequately","","","",""
"3 on scale 1-7 ","2013","general elemantary","","","",""
"3 on scale 1-7 ","2013","middle vocational","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","higher vocational","","","",""
"3 on scale 1-7 ","2013","higher education","","","",""
"4 on scale 1-7","2013","in school","","","",""
"4 on scale 1-7","2013","inadequately","","","",""
"4 on scale 1-7","2013","general elemantary","","","",""
"4 on scale 1-7","2013","middle vocational","","","",""
"4 on scale 1-7","2013","vocational + Abi","","","",""
"4 on scale 1-7","2013","higher vocational","","","",""
"4 on scale 1-7","2013","higher education","","","",""
"5 on scale 1-7","2013","in school","","","",""
"5 on scale 1-7","2013","inadequately","","","",""
"5 on scale 1-7","2013","general elemantary","","","",""
"5 on scale 1-7","2013","middle vocational","","","",""
"5 on scale 1-7","2013","vocational + Abi","","","",""
"5 on scale 1-7","2013","higher vocational","","","",""
"5 on scale 1-7","2013","higher education","","","",""
"6 on scale 1-7","2013","in school","","","",""
"6 on scale 1-7","2013","inadequately","","","",""
"6 on scale 1-7","2013","general elemantary","","","",""
"6 on scale 1-7","2013","middle vocational","","","",""
"6 on scale 1-7","2013","vocational + Abi","","","",""
"6 on scale 1-7","2013","higher vocational","","","",""
"6 on scale 1-7","2013","higher education","","","",""
"7 Strongly agree","2013","in school","","","",""
"7 Strongly agree","2013","inadequately","","","",""
"7 Strongly agree","2013","general elemantary","","","",""
"7 Strongly agree","2013","middle vocational","","","",""
"7 Strongly agree","2013","vocational + Abi","","","",""
"7 Strongly agree","2013","higher vocational","","","",""
"7 Strongly agree","2013","higher education","","","",""
"1 Strongly disagree","2014","in school","","","",""
"1 Strongly disagree","2014","inadequately","","","",""
"1 Strongly disagree","2014","general elemantary","","","",""
"1 Strongly disagree","2014","middle vocational","","","",""
"1 Strongly disagree","2014","vocational + Abi","","","",""
"1 Strongly disagree","2014","higher vocational","","","",""
"1 Strongly disagree","2014","higher education","","","",""
"2 on scale 1-7 ","2014","in school","","","",""
"2 on scale 1-7 ","2014","inadequately","","","",""
"2 on scale 1-7 ","2014","general elemantary","","","",""
"2 on scale 1-7 ","2014","middle vocational","","","",""
"2 on scale 1-7 ","2014","vocational + Abi","","","",""
"2 on scale 1-7 ","2014","higher vocational","","","",""
"2 on scale 1-7 ","2014","higher education","","","",""
"3 on scale 1-7 ","2014","in school","","","",""
"3 on scale 1-7 ","2014","inadequately","","","",""
"3 on scale 1-7 ","2014","general elemantary","","","",""
"3 on scale 1-7 ","2014","middle vocational","","","",""
"3 on scale 1-7 ","2014","vocational + Abi","","","",""
"3 on scale 1-7 ","2014","higher vocational","","","",""
"3 on scale 1-7 ","2014","higher education","","","",""
"4 on scale 1-7","2014","in school","","","",""
"4 on scale 1-7","2014","inadequately","","","",""
"4 on scale 1-7","2014","general elemantary","","","",""
"4 on scale 1-7","2014","middle vocational","","","",""
"4 on scale 1-7","2014","vocational + Abi","","","",""
"4 on scale 1-7","2014","higher vocational","","","",""
"4 on scale 1-7","2014","higher education","","","",""
"5 on scale 1-7","2014","in school","","","",""
"5 on scale 1-7","2014","inadequately","","","",""
"5 on scale 1-7","2014","general elemantary","","","",""
"5 on scale 1-7","2014","middle vocational","","","",""
"5 on scale 1-7","2014","vocational + Abi","","","",""
"5 on scale 1-7","2014","higher vocational","","","",""
"5 on scale 1-7","2014","higher education","","","",""
"6 on scale 1-7","2014","in school","","","",""
"6 on scale 1-7","2014","inadequately","","","",""
