"plh0206i02","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Employed","","","","","4"
"5 on scale 1-7","2007","66 and older","Employed","","","","","5"
"5 on scale 1-7","2007","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2007","66 and older","Employed","","","","","6"
"6 on scale 1-7","2007","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Employed","","","","","6"
"7 Strongly agree","2007","66 and older","Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2007","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Employed","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","","","3"
"4 on scale 1-7","2008","66 and older","Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2008","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2008","66 and older","Employed","","","","","5"
"5 on scale 1-7","2008","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2008","66 and older","Employed","","","","","6"
"6 on scale 1-7","2008","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2008","66 and older","Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2008","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Employed","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Employed","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","","","3"
"4 on scale 1-7","2009","66 and older","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2009","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2009","66 and older","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2009","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2009","66 and older","Employed","","","","","6"
"6 on scale 1-7","2009","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2009","66 and older","Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2009","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Employed","332","0.128278004259944","0.115596340139013","0.140959668380876","1"
"1 Strongly disagree","2010","35-65 y.","Not Employed","375","0.211675031918785","0.192228117737956","0.231121946099614","1"
"1 Strongly disagree","2010","35-65 y.","Employed","1208","0.163708246760554","0.15525959385896","0.172156899662147","1"
"1 Strongly disagree","2010","66 and older","Not Employed","909","0.253812106809514","0.239829165904627","0.267795047714402","1"
"1 Strongly disagree","2010","66 and older","Employed","48","0.165493044784025","0.123718074205594","0.207268015362456","1"
"1 Strongly disagree","2010","16-34 y.","Not Employed","115","0.102203603717985","0.0825116782650445","0.121895529170926","1"
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","374","0.193115560672124","0.174323364191471","0.211907757152778","2"
"2 on scale 1-7 ","2010","35-65 y.","Employed","1640","0.215315765706612","0.205930238754115","0.224701292659109","2"
"2 on scale 1-7 ","2010","16-34 y.","Employed","551","0.192186441477419","0.177243775488827","0.207129107466012","2"
"2 on scale 1-7 ","2010","66 and older","Employed","69","0.208653137046902","0.162975124333249","0.254331149760555","2"
"2 on scale 1-7 ","2010","66 and older","Not Employed","797","0.210976903297336","0.197867571038025","0.224086235556646","2"
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","205","0.194556511213999","0.168822554159042","0.220290468268956","2"
"3 on scale 1-7 ","2010","16-34 y.","Employed","594","0.224197795773496","0.208381589483","0.240014002063992","3"
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","311","0.198186157887259","0.179208759547141","0.217163556227377","3"
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","195","0.17886694657756","0.153953261915001","0.203780631240118","3"
"3 on scale 1-7 ","2010","66 and older","Employed","55","0.189575070910923","0.145513669250015","0.233636472571831","3"
"3 on scale 1-7 ","2010","66 and older","Not Employed","687","0.184161456088522","0.171707144245454","0.196615767931591","3"
"3 on scale 1-7 ","2010","35-65 y.","Employed","1571","0.208706700416202","0.199427507099983","0.217985893732422","3"
"4 on scale 1-7","2010","66 and older","Employed","60","0.175073927380096","0.132354093875981","0.217793760884212","4"
"4 on scale 1-7","2010","66 and older","Not Employed","615","0.16026819174097","0.148480949019503","0.172055434462437","4"
"4 on scale 1-7","2010","35-65 y.","Not Employed","282","0.170030471990594","0.152146758901432","0.187914185079757","4"
"4 on scale 1-7","2010","16-34 y.","Employed","544","0.20986430610811","0.194421320117277","0.225307292098944","4"
"4 on scale 1-7","2010","35-65 y.","Employed","1367","0.173408423579511","0.16476364517863","0.182053201980392","4"
"4 on scale 1-7","2010","16-34 y.","Not Employed","179","0.252296793824842","0.224061868942901","0.280531718706784","4"
"5 on scale 1-7","2010","66 and older","Employed","31","0.118072842761801","0.0817982398491752","0.154347445674427","5"
"5 on scale 1-7","2010","35-65 y.","Not Employed","189","0.126865411443896","0.111021024051055","0.142709798836738","5"
"5 on scale 1-7","2010","66 and older","Not Employed","310","0.0827334126268529","0.073882123801784","0.0915847014519218","5"
"5 on scale 1-7","2010","35-65 y.","Employed","843","0.123005116004344","0.115505597175694","0.130504634832994","5"
"5 on scale 1-7","2010","16-34 y.","Employed","376","0.148762730661669","0.135267399916976","0.162258061406361","5"
"5 on scale 1-7","2010","16-34 y.","Not Employed","112","0.146432965055381","0.123450087958897","0.169415842151866","5"
"6 on scale 1-7","2010","66 and older","Employed","16","","","","6"
"6 on scale 1-7","2010","35-65 y.","Not Employed","72","0.0434888473785465","0.0337793397455312","0.0531983550115618","6"
"6 on scale 1-7","2010","66 and older","Not Employed","179","0.0454845251513157","0.0387896639836203","0.0521793863190111","6"
"6 on scale 1-7","2010","16-34 y.","Employed","148","0.0489329734307403","0.0407517639527842","0.0571141829086965","6"
"6 on scale 1-7","2010","35-65 y.","Employed","379","0.0549741820285493","0.0497697360226668","0.0601786280344318","6"
"6 on scale 1-7","2010","16-34 y.","Not Employed","50","0.0622796109727477","0.0465696258239186","0.0779895961215768","6"
"7 Strongly agree","2010","66 and older","Employed","25","","","","7"
"7 Strongly agree","2010","16-34 y.","Not Employed","53","0.0633635686374848","0.0475266207803378","0.0792005164946318","7"
"7 Strongly agree","2010","16-34 y.","Employed","126","0.0477777482886213","0.0396887796987259","0.0558667168785168","7"
"7 Strongly agree","2010","35-65 y.","Not Employed","92","0.0566385187087949","0.0456343243412776","0.0676427130763122","7"
"7 Strongly agree","2010","35-65 y.","Employed","360","0.0608815655042284","0.0554217700712535","0.0663413609372033","7"
"7 Strongly agree","2010","66 and older","Not Employed","224","0.0625634042854892","0.0547821538364893","0.0703446547344891","7"
"1 Strongly disagree","2011","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Employed","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2011","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2011","66 and older","Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2011","66 and older","Employed","","","","","5"
"5 on scale 1-7","2011","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Not Employed","","","","","6"
"7 Strongly agree","2011","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Employed","","","","","7"
"7 Strongly agree","2011","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2012","66 and older","Employed","","","","","4"
"4 on scale 1-7","2012","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2012","66 and older","Employed","","","","","5"
"5 on scale 1-7","2012","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2012","66 and older","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2012","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Employed","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Not Employed","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2013","66 and older","Employed","","","","","4"
"4 on scale 1-7","2013","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Employed","","","","","4"
"5 on scale 1-7","2013","66 and older","Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2013","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Not Employed","","","","","6"
