"plh0206i02","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2012","West Germany","Male","","","",""
"7 Strongly agree","2012","West Germany","Female","","","",""
"7 Strongly agree","2012","East Germany","Male","","","",""
"7 Strongly agree","2012","East Germany","Female","","","",""
"1 Strongly disagree","2013","West Germany","Male","","","",""
"1 Strongly disagree","2013","West Germany","Female","","","",""
"1 Strongly disagree","2013","East Germany","Male","","","",""
"1 Strongly disagree","2013","East Germany","Female","","","",""
"2 on scale 1-7 ","2013","West Germany","Male","","","",""
"2 on scale 1-7 ","2013","West Germany","Female","","","",""
"2 on scale 1-7 ","2013","East Germany","Male","","","",""
"2 on scale 1-7 ","2013","East Germany","Female","","","",""
"3 on scale 1-7 ","2013","West Germany","Male","","","",""
"3 on scale 1-7 ","2013","West Germany","Female","","","",""
"3 on scale 1-7 ","2013","East Germany","Male","","","",""
"3 on scale 1-7 ","2013","East Germany","Female","","","",""
"4 on scale 1-7","2013","West Germany","Male","","","",""
"4 on scale 1-7","2013","West Germany","Female","","","",""
"4 on scale 1-7","2013","East Germany","Male","","","",""
"4 on scale 1-7","2013","East Germany","Female","","","",""
"5 on scale 1-7","2013","West Germany","Male","","","",""
"5 on scale 1-7","2013","West Germany","Female","","","",""
"5 on scale 1-7","2013","East Germany","Male","","","",""
"5 on scale 1-7","2013","East Germany","Female","","","",""
"6 on scale 1-7","2013","West Germany","Male","","","",""
"6 on scale 1-7","2013","West Germany","Female","","","",""
"6 on scale 1-7","2013","East Germany","Male","","","",""
"6 on scale 1-7","2013","East Germany","Female","","","",""
"7 Strongly agree","2013","West Germany","Male","","","",""
"7 Strongly agree","2013","West Germany","Female","","","",""
"7 Strongly agree","2013","East Germany","Male","","","",""
"7 Strongly agree","2013","East Germany","Female","","","",""
"1 Strongly disagree","2014","West Germany","Male","","","",""
"1 Strongly disagree","2014","West Germany","Female","","","",""
"1 Strongly disagree","2014","East Germany","Male","","","",""
"1 Strongly disagree","2014","East Germany","Female","","","",""
"2 on scale 1-7 ","2014","West Germany","Male","","","",""
"2 on scale 1-7 ","2014","West Germany","Female","","","",""
"2 on scale 1-7 ","2014","East Germany","Male","","","",""
"2 on scale 1-7 ","2014","East Germany","Female","","","",""
"3 on scale 1-7 ","2014","West Germany","Male","","","",""
"3 on scale 1-7 ","2014","West Germany","Female","","","",""
"3 on scale 1-7 ","2014","East Germany","Male","","","",""
"3 on scale 1-7 ","2014","East Germany","Female","","","",""
"4 on scale 1-7","2014","West Germany","Male","","","",""
"4 on scale 1-7","2014","West Germany","Female","","","",""
"4 on scale 1-7","2014","East Germany","Male","","","",""
"4 on scale 1-7","2014","East Germany","Female","","","",""
"5 on scale 1-7","2014","West Germany","Male","","","",""
"5 on scale 1-7","2014","West Germany","Female","","","",""
"5 on scale 1-7","2014","East Germany","Male","","","",""
"5 on scale 1-7","2014","East Germany","Female","","","",""
"6 on scale 1-7","2014","West Germany","Male","","","",""
"6 on scale 1-7","2014","West Germany","Female","","","",""
"6 on scale 1-7","2014","East Germany","Male","","","",""
"6 on scale 1-7","2014","East Germany","Female","","","",""
"7 Strongly agree","2014","West Germany","Male","","","",""
"7 Strongly agree","2014","West Germany","Female","","","",""
"7 Strongly agree","2014","East Germany","Male","","","",""
"7 Strongly agree","2014","East Germany","Female","","","",""
"1 Strongly disagree","2015","West Germany","Male","2322","0.203865893695247","0.195888391370883","0.211843396019611"
"1 Strongly disagree","2015","West Germany","Female","3843","0.316485151929878","0.30797380883149","0.324996495028267"
"1 Strongly disagree","2015","East Germany","Male","501","0.18145389968205","0.166298164078688","0.196609635285411"
"1 Strongly disagree","2015","East Germany","Female","806","0.271933212184462","0.255868433028468","0.287997991340456"
"2 on scale 1-7 ","2015","West Germany","Male","2468","0.255366195339647","0.246731348987447","0.264001041691846"
"2 on scale 1-7 ","2015","West Germany","Female","3018","0.268538646690248","0.260428166988957","0.276649126391539"
"2 on scale 1-7 ","2015","East Germany","Male","606","0.256282689387637","0.23911405007991","0.273451328695364"
"2 on scale 1-7 ","2015","East Germany","Female","772","0.254778204797586","0.239046277391767","0.270510132203405"
"3 on scale 1-7 ","2015","West Germany","Male","1754","0.188262486149037","0.180521590013395","0.196003382284678"
"3 on scale 1-7 ","2015","West Germany","Female","1723","0.149961896267384","0.143428227557674","0.156495564977093"
"3 on scale 1-7 ","2015","East Germany","Male","446","0.191877029907089","0.176391626819315","0.207362432994862"
"3 on scale 1-7 ","2015","East Germany","Female","478","0.175862432538168","0.162117442897898","0.189607422178437"
"4 on scale 1-7","2015","West Germany","Male","1456","0.162883346289739","0.155571402073916","0.170195290505561"
"4 on scale 1-7","2015","West Germany","Female","1355","0.126749857829322","0.120661635212724","0.132838080445921"
"4 on scale 1-7","2015","East Germany","Male","409","0.152881622868644","0.138729487012559","0.167033758724729"
"4 on scale 1-7","2015","East Germany","Female","415","0.124834133968171","0.112900577712514","0.136767690223827"
"5 on scale 1-7","2015","West Germany","Male","870","0.0961425533855905","0.0903052894153144","0.101979817355867"
"5 on scale 1-7","2015","West Germany","Female","754","0.0682302082057048","0.0636160751639281","0.0728443412474816"
"5 on scale 1-7","2015","East Germany","Male","262","0.109185522504922","0.0969210617763945","0.12144998323345"
"5 on scale 1-7","2015","East Germany","Female","254","0.0936428538716358","0.0831245666673497","0.104161141075922"
"6 on scale 1-7","2015","West Germany","Male","481","0.054039576140594","0.0495625050802545","0.0585166472009336"
"6 on scale 1-7","2015","West Germany","Female","392","0.0361168576078857","0.0327024558444952","0.0395312593712762"
"6 on scale 1-7","2015","East Germany","Male","134","0.050395364325682","0.0417925806388406","0.0589981480125235"
"6 on scale 1-7","2015","East Germany","Female","106","0.0414495502487892","0.034252982436802","0.0486461180607765"
"7 Strongly agree","2015","West Germany","Male","446","0.0394399490001466","0.0355857692110943","0.0432941287891988"
"7 Strongly agree","2015","West Germany","Female","386","0.0339173814695777","0.030604806290777","0.0372299566483783"
"7 Strongly agree","2015","East Germany","Male","126","0.0579238713239765","0.048737498120754","0.067110244527199"
"7 Strongly agree","2015","East Germany","Female","116","0.0374996123911885","0.0306404376166139","0.0443587871657631"
"1 Strongly disagree","2016","West Germany","Male","1540","0.552481391131498","0.531750578283976","0.57321220397902"
"1 Strongly disagree","2016","West Germany","Female","1039","0.561063660610645","0.534804679274964","0.587322641946325"
"1 Strongly disagree","2016","East Germany","Male","315","0.673212113530416","0.629971902051586","0.716452325009245"
"1 Strongly disagree","2016","East Germany","Female","174","0.623612227616632","0.565170749493939","0.682053705739325"
"2 on scale 1-7 ","2016","West Germany","Male","204","0.140733576265608","0.12623535454655","0.155231797984667"
"2 on scale 1-7 ","2016","West Germany","Female","103","0.110896829347357","0.0942815870258719","0.127512071668841"
"2 on scale 1-7 ","2016","East Germany","Male","47","0.124374309331665","0.0939512095217982","0.154797409141532"
"2 on scale 1-7 ","2016","East Germany","Female","","","",""
"3 on scale 1-7 ","2016","West Germany","Male","110","0.0807294035575182","0.0693717266360369","0.0920870804789995"
"3 on scale 1-7 ","2016","West Germany","Female","56","0.115793040065405","0.098861782050408","0.132724298080402"
"3 on scale 1-7 ","2016","East Germany","Male","","","",""
"3 on scale 1-7 ","2016","East Germany","Female","","","",""
"4 on scale 1-7","2016","West Germany","Male","114","0.0696109225493373","0.0590007376916587","0.0802211074070159"
"4 on scale 1-7","2016","West Germany","Female","55","0.0707413178664313","0.057174564742843","0.0843080709900196"
"4 on scale 1-7","2016","East Germany","Male","","","",""
"4 on scale 1-7","2016","East Germany","Female","","","",""
"5 on scale 1-7","2016","West Germany","Male","87","0.0821485489333198","0.0707003253695682","0.0935967724970713"
"5 on scale 1-7","2016","West Germany","Female","31","0.0432307101848958","0.0324692591524861","0.0539921612173054"
"5 on scale 1-7","2016","East Germany","Male","","","",""
"5 on scale 1-7","2016","East Germany","Female","","","",""
"6 on scale 1-7","2016","West Germany","Male","45","0.02412825115115","0.0177307370866769","0.0305257652156231"
"6 on scale 1-7","2016","West Germany","Female","","","",""
"6 on scale 1-7","2016","East Germany","Male","","","",""
"6 on scale 1-7","2016","East Germany","Female","","","",""
"7 Strongly agree","2016","West Germany","Male","110","0.0501679064115682","0.0410669221603958","0.0592688906627406"
"7 Strongly agree","2016","West Germany","Female","60","0.0479372448985211","0.0366330312167595","0.0592414585802827"
"7 Strongly agree","2016","East Germany","Male","","","",""
"7 Strongly agree","2016","East Germany","Female","","","",""
"1 Strongly disagree","2017","West Germany","Male","1087","0.712613968831251","0.689511449502619","0.735716488159882"
"1 Strongly disagree","2017","West Germany","Female","822","0.736417412135133","0.710068278904637","0.762766545365628"
"1 Strongly disagree","2017","East Germany","Male","100","0.703780766936159","0.627602011787305","0.779959522085014"
"1 Strongly disagree","2017","East Germany","Female","87","0.750696253646492","0.674552588934086","0.826839918358898"
"2 on scale 1-7 ","2017","West Germany","Male","155","0.125779154546485","0.108850818807538","0.142707490285432"
"2 on scale 1-7 ","2017","West Germany","Female","107","0.110512674308727","0.0917617847127543","0.1292635639047"
"2 on scale 1-7 ","2017","East Germany","Male","","","",""
"2 on scale 1-7 ","2017","East Germany","Female","","","",""
"3 on scale 1-7 ","2017","West Germany","Male","64","0.0345065748815428","0.0251885270319945","0.0438246227310911"
"3 on scale 1-7 ","2017","West Germany","Female","41","0.0421073582175459","0.0300962420757758","0.054118474359316"
"3 on scale 1-7 ","2017","East Germany","Male","","","",""
"3 on scale 1-7 ","2017","East Germany","Female","","","",""
"4 on scale 1-7","2017","West Germany","Male","62","0.0405158988788977","0.0304505002361943","0.0505812975216011"
"4 on scale 1-7","2017","West Germany","Female","36","0.0364228809957988","0.0252187974870933","0.0476269645045044"
"4 on scale 1-7","2017","East Germany","Male","","","",""
"4 on scale 1-7","2017","East Germany","Female","","","",""
"5 on scale 1-7","2017","West Germany","Male","39","0.0342279681043149","0.0249462746534432","0.0435096615551866"
"5 on scale 1-7","2017","West Germany","Female","","","",""
"5 on scale 1-7","2017","East Germany","Male","","","",""
"5 on scale 1-7","2017","East Germany","Female","","","",""
"6 on scale 1-7","2017","West Germany","Male","","","",""
"6 on scale 1-7","2017","West Germany","Female","","","",""
"6 on scale 1-7","2017","East Germany","Male","","","",""
"6 on scale 1-7","2017","East Germany","Female","","","",""
"7 Strongly agree","2017","West Germany","Male","53","0.0389651543931755","0.0290862878748698","0.0488440209114812"
"7 Strongly agree","2017","West Germany","Female","33","0.0344675391740765","0.0235572935295073","0.0453777848186457"
"7 Strongly agree","2017","East Germany","Male","","","",""
"7 Strongly agree","2017","East Germany","Female","","","",""
"1 Strongly disagree","2018","West Germany","Male","114","0.688253972668781","0.619230013453033","0.757277931884528"
"1 Strongly disagree","2018","West Germany","Female","133","0.686375371087978","0.620403740792135","0.75234700138382"
"1 Strongly disagree","2018","East Germany","Male","","","",""
"1 Strongly disagree","2018","East Germany","Female","","","",""
"2 on scale 1-7 ","2018","West Germany","Male","","","",""
"2 on scale 1-7 ","2018","West Germany","Female","","","",""
"2 on scale 1-7 ","2018","East Germany","Male","","","",""
"2 on scale 1-7 ","2018","East Germany","Female","","","",""
"3 on scale 1-7 ","2018","West Germany","Male","","","",""
"3 on scale 1-7 ","2018","West Germany","Female","","","",""
"3 on scale 1-7 ","2018","East Germany","Male","","","",""
"3 on scale 1-7 ","2018","East Germany","Female","","","",""
"4 on scale 1-7","2018","West Germany","Male","","","",""
"4 on scale 1-7","2018","West Germany","Female","","","",""
"4 on scale 1-7","2018","East Germany","Male","","","",""
"4 on scale 1-7","2018","East Germany","Female","","","",""
"5 on scale 1-7","2018","West Germany","Male","","","",""
"5 on scale 1-7","2018","West Germany","Female","","","",""
"5 on scale 1-7","2018","East Germany","Male","","","",""
"5 on scale 1-7","2018","East Germany","Female","","","",""
"6 on scale 1-7","2018","West Germany","Male","","","",""
"6 on scale 1-7","2018","West Germany","Female","","","",""
"6 on scale 1-7","2018","East Germany","Male","","","",""
"6 on scale 1-7","2018","East Germany","Female","","","",""
"7 Strongly agree","2018","West Germany","Male","","","",""
"7 Strongly agree","2018","West Germany","Female","","","",""
"7 Strongly agree","2018","East Germany","Male","","","",""
"7 Strongly agree","2018","East Germany","Female","","","",""
"1 Strongly disagree","2019","West Germany","Male","63","0.595663416844165","0.507856353926183","0.683470479762147"
"1 Strongly disagree","2019","West Germany","Female","73","0.603327703484901","0.518578490224956","0.688076916744845"
"1 Strongly disagree","2019","East Germany","Male","","","",""
"1 Strongly disagree","2019","East Germany","Female","","","",""
"2 on scale 1-7 ","2019","West Germany","Male","","","",""
"2 on scale 1-7 ","2019","West Germany","Female","","","",""
"2 on scale 1-7 ","2019","East Germany","Male","","","",""
"2 on scale 1-7 ","2019","East Germany","Female","","","",""
"3 on scale 1-7 ","2019","West Germany","Male","","","",""
"3 on scale 1-7 ","2019","West Germany","Female","","","",""
"3 on scale 1-7 ","2019","East Germany","Male","","","",""
"3 on scale 1-7 ","2019","East Germany","Female","","","",""
"4 on scale 1-7","2019","West Germany","Male","","","",""
"4 on scale 1-7","2019","West Germany","Female","","","",""
"4 on scale 1-7","2019","East Germany","Male","","","",""
"4 on scale 1-7","2019","East Germany","Female","","","",""
