"plh0206i02","year","sex","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2008","Female","","","",""
"4 on scale 1-7","2008","Male","","","",""
"4 on scale 1-7","2008","Female","","","",""
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","","","",""
"1 Strongly disagree","2009","Female","","","",""
"2 on scale 1-7 ","2009","Male","","","",""
"2 on scale 1-7 ","2009","Female","","","",""
"3 on scale 1-7 ","2009","Male","","","",""
"3 on scale 1-7 ","2009","Female","","","",""
"4 on scale 1-7","2009","Male","","","",""
"4 on scale 1-7","2009","Female","","","",""
"5 on scale 1-7","2009","Male","","","",""
"5 on scale 1-7","2009","Female","","","",""
"6 on scale 1-7","2009","Male","","","",""
"6 on scale 1-7","2009","Female","","","",""
"7 Strongly agree","2009","Male","","","",""
"7 Strongly agree","2009","Female","","","",""
"1 Strongly disagree","2010","Male","1098","0.13955411389628","0.131931118688474","0.147177109104087"
"1 Strongly disagree","2010","Female","1889","0.222542260000648","0.213816854646476","0.23126766535482"
"2 on scale 1-7 ","2010","Male","1631","0.195888896839033","0.187158067816676","0.204619725861391"
"2 on scale 1-7 ","2010","Female","2005","0.217869528986392","0.20921030807515","0.226528749897634"
"3 on scale 1-7 ","2010","Male","1643","0.205989264467291","0.197092583352377","0.214885945582206"
"3 on scale 1-7 ","2010","Female","1770","0.199098530853525","0.190721993258267","0.207475068448782"
"4 on scale 1-7","2010","Male","1579","0.195965268078075","0.187233151976814","0.204697384179336"
"4 on scale 1-7","2010","Female","1468","0.164225460102159","0.156453943459517","0.171996976744802"
"5 on scale 1-7","2010","Male","999","0.135838447605147","0.128301398085912","0.143375497124382"
"5 on scale 1-7","2010","Female","862","0.102373716683822","0.0960148021957967","0.108732631171848"
"6 on scale 1-7","2010","Male","469","0.0567559628074228","0.0516660501998932","0.0618458754149524"
"6 on scale 1-7","2010","Female","375","0.0449730196882898","0.0406256676060982","0.0493203717704815"
"7 Strongly agree","2010","Male","519","0.0700080463067505","0.0643949031530369","0.075621189460464"
"7 Strongly agree","2010","Female","361","0.0489174836851634","0.0443928635623827","0.0534421038079441"
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","","","",""
"1 Strongly disagree","2012","Female","","","",""
"2 on scale 1-7 ","2012","Male","","","",""
"2 on scale 1-7 ","2012","Female","","","",""
"3 on scale 1-7 ","2012","Male","","","",""
"3 on scale 1-7 ","2012","Female","","","",""
"4 on scale 1-7","2012","Male","","","",""
"4 on scale 1-7","2012","Female","","","",""
"5 on scale 1-7","2012","Male","","","",""
"5 on scale 1-7","2012","Female","","","",""
"6 on scale 1-7","2012","Male","","","",""
"6 on scale 1-7","2012","Female","","","",""
"7 Strongly agree","2012","Male","","","",""
"7 Strongly agree","2012","Female","","","",""
"1 Strongly disagree","2013","Male","","","",""
"1 Strongly disagree","2013","Female","","","",""
"2 on scale 1-7 ","2013","Male","","","",""
"2 on scale 1-7 ","2013","Female","","","",""
"3 on scale 1-7 ","2013","Male","","","",""
"3 on scale 1-7 ","2013","Female","","","",""
"4 on scale 1-7","2013","Male","","","",""
"4 on scale 1-7","2013","Female","","","",""
"5 on scale 1-7","2013","Male","","","",""
"5 on scale 1-7","2013","Female","","","",""
"6 on scale 1-7","2013","Male","","","",""
"6 on scale 1-7","2013","Female","","","",""
"7 Strongly agree","2013","Male","","","",""
"7 Strongly agree","2013","Female","","","",""
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","2823","0.199864104223115","0.192791481318418","0.206936727127812"
"1 Strongly disagree","2015","Female","4649","0.308564415284437","0.301024883716586","0.316103946852289"
"2 on scale 1-7 ","2015","Male","3074","0.255529840583812","0.247815910741719","0.263243770425905"
"2 on scale 1-7 ","2015","Female","3790","0.266092224896281","0.258878951099234","0.273305498693328"
"3 on scale 1-7 ","2015","Male","2200","0.188907883571016","0.181984930993976","0.195830836148056"
"3 on scale 1-7 ","2015","Female","2201","0.154566663825179","0.148666104499262","0.160467223151097"
"4 on scale 1-7","2015","Male","1865","0.161097481477079","0.154595715255224","0.167599247698933"
"4 on scale 1-7","2015","Female","1770","0.126409267851057","0.120985025972692","0.131833509729422"
"5 on scale 1-7","2015","Male","1132","0.0984714499789211","0.0932018683771226","0.10374103158072"
"5 on scale 1-7","2015","Female","1008","0.0727482353653292","0.0685088231554516","0.0769876475752067"
"6 on scale 1-7","2015","Male","615","0.0533888813176994","0.0494129173817282","0.0573648452536705"
"6 on scale 1-7","2015","Female","498","0.0370649387522992","0.033981213168751","0.0401486643358475"
"7 Strongly agree","2015","Male","572","0.0427403588483577","0.0391629779643741","0.0463177397323413"
"7 Strongly agree","2015","Female","502","0.0345542540254163","0.0315729224628223","0.0375355855880104"
"1 Strongly disagree","2016","Male","1855","0.570077746408338","0.551271328943532","0.588884163873143"
"1 Strongly disagree","2016","Female","1213","0.569678740221621","0.545686663094254","0.593670817348989"
"2 on scale 1-7 ","2016","Male","251","0.138349233098281","0.125233333517001","0.151465132679562"
"2 on scale 1-7 ","2016","Female","128","0.115940898884711","0.100427197680359","0.131454600089064"
"3 on scale 1-7 ","2016","Male","132","0.0760455291954118","0.0659760688879074","0.0861149895029163"
"3 on scale 1-7 ","2016","Female","76","0.108764064561261","0.0936773212749816","0.12385080784754"
"4 on scale 1-7","2016","Male","131","0.0654714036270139","0.0560749020939556","0.0748679051600723"
"4 on scale 1-7","2016","Female","69","0.0638774060172815","0.052028003816127","0.0757268082184359"
"5 on scale 1-7","2016","Male","103","0.0755244226215823","0.0654866929914682","0.0855621522516963"
"5 on scale 1-7","2016","Female","40","0.049506010538953","0.0389946218958527","0.0600173991820533"
"6 on scale 1-7","2016","Male","57","0.0264066969991703","0.0203156788227978","0.0324977151755428"
"6 on scale 1-7","2016","Female","35","0.046277863088154","0.0360977167399019","0.0564580094364062"
"7 Strongly agree","2016","Male","133","0.0481249680502024","0.039994430494987","0.0562555056054179"
"7 Strongly agree","2016","Female","75","0.045955016688018","0.035808725276358","0.056101308099678"
"1 Strongly disagree","2017","Male","1187","0.711531713127315","0.689415450386263","0.733647975868367"
"1 Strongly disagree","2017","Female","909","0.738123026491025","0.71322684647984","0.76301920650221"
"2 on scale 1-7 ","2017","Male","161","0.114824446973238","0.0992612985602877","0.130387595386188"
"2 on scale 1-7 ","2017","Female","120","0.107420227962736","0.0898860166118769","0.124954439313596"
"3 on scale 1-7 ","2017","Male","71","0.0336880684430094","0.0248803728030175","0.0424957640830013"
"3 on scale 1-7 ","2017","Female","46","0.0405255859285879","0.0293594982841566","0.0516916735730193"
"4 on scale 1-7","2017","Male","70","0.0510598264047165","0.0403143752153748","0.0618052775940581"
"4 on scale 1-7","2017","Female","39","0.0346685499620357","0.0243093611593346","0.0450277387647368"
"5 on scale 1-7","2017","Male","44","0.0339931650160918","0.0251470725796509","0.0428392574525327"
"5 on scale 1-7","2017","Female","29","","",""
"6 on scale 1-7","2017","Male","17","","",""
"6 on scale 1-7","2017","Female","13","","",""
"7 Strongly agree","2017","Male","62","0.0424037168679664","0.0325668054363676","0.0522406282995653"
"7 Strongly agree","2017","Female","42","0.0383903003341397","0.0275102763050628","0.0492703243632165"
"1 Strongly disagree","2018","Male","128","0.699689946657583","0.634338539782949","0.765041353532217"
"1 Strongly disagree","2018","Female","155","0.698080998295764","0.637553867685383","0.758608128906145"
"2 on scale 1-7 ","2018","Male","17","","",""
"2 on scale 1-7 ","2018","Female","22","","",""
"3 on scale 1-7 ","2018","Male","9","","",""
"3 on scale 1-7 ","2018","Female","12","","",""
"4 on scale 1-7","2018","Male","13","","",""
"4 on scale 1-7","2018","Female","12","","",""
"5 on scale 1-7","2018","Male","8","","",""
"5 on scale 1-7","2018","Female","3","","",""
"6 on scale 1-7","2018","Male","8","","",""
"6 on scale 1-7","2018","Female","6","","",""
"7 Strongly agree","2018","Male","6","","",""
"7 Strongly agree","2018","Female","11","","",""
"1 Strongly disagree","2019","Male","70","0.624281001848409","0.541346721526745","0.707215282170073"
"1 Strongly disagree","2019","Female","81","0.62078765549574","0.540128539063991","0.70144677192749"
"2 on scale 1-7 ","2019","Male","17","","",""
"2 on scale 1-7 ","2019","Female","26","","",""
"3 on scale 1-7 ","2019","Male","16","","",""
"3 on scale 1-7 ","2019","Female","15","","",""
"4 on scale 1-7","2019","Male","12","","",""
"4 on scale 1-7","2019","Female","5","","",""
"5 on scale 1-7","2019","Male","4","","",""
"5 on scale 1-7","2019","Female","5","","",""
"6 on scale 1-7","2019","Male","4","","",""
"6 on scale 1-7","2019","Female","1","","",""
"7 Strongly agree","2019","Male","8","","",""
"7 Strongly agree","2019","Female","6","","",""
