"plh0206i02","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Rural Area","Male","239","0.0706384051965538","0.0618699321209788","0.0794068782721287"
"6 on scale 1-7","2005","Rural Area","Female","188","0.0537174634250152","0.0462977751788376","0.0611371516711928"
"7 Strongly agree","2005","Urban Area","Male","437","0.0715203465797992","0.0653019867426956","0.0777387064169028"
"7 Strongly agree","2005","Urban Area","Female","326","0.0518017575534668","0.0466931709186569","0.0569103441882767"
"7 Strongly agree","2005","Rural Area","Male","229","0.0788184831638332","0.0695970629441491","0.0880399033835172"
"7 Strongly agree","2005","Rural Area","Female","169","0.0479020589993768","0.0408739999715797","0.054930118027174"
"1 Strongly disagree","2006","Urban Area","Male","","","",""
"1 Strongly disagree","2006","Urban Area","Female","","","",""
"1 Strongly disagree","2006","Rural Area","Male","","","",""
"1 Strongly disagree","2006","Rural Area","Female","","","",""
"2 on scale 1-7 ","2006","Urban Area","Male","","","",""
"2 on scale 1-7 ","2006","Urban Area","Female","","","",""
"2 on scale 1-7 ","2006","Rural Area","Male","","","",""
"2 on scale 1-7 ","2006","Rural Area","Female","","","",""
"3 on scale 1-7 ","2006","Urban Area","Male","","","",""
"3 on scale 1-7 ","2006","Urban Area","Female","","","",""
"3 on scale 1-7 ","2006","Rural Area","Male","","","",""
"3 on scale 1-7 ","2006","Rural Area","Female","","","",""
"4 on scale 1-7","2006","Urban Area","Male","","","",""
"4 on scale 1-7","2006","Urban Area","Female","","","",""
"4 on scale 1-7","2006","Rural Area","Male","","","",""
"4 on scale 1-7","2006","Rural Area","Female","","","",""
"5 on scale 1-7","2006","Urban Area","Male","","","",""
"5 on scale 1-7","2006","Urban Area","Female","","","",""
"5 on scale 1-7","2006","Rural Area","Male","","","",""
"5 on scale 1-7","2006","Rural Area","Female","","","",""
"6 on scale 1-7","2006","Urban Area","Male","","","",""
"6 on scale 1-7","2006","Urban Area","Female","","","",""
"6 on scale 1-7","2006","Rural Area","Male","","","",""
"6 on scale 1-7","2006","Rural Area","Female","","","",""
"7 Strongly agree","2006","Urban Area","Male","","","",""
"7 Strongly agree","2006","Urban Area","Female","","","",""
"7 Strongly agree","2006","Rural Area","Male","","","",""
"7 Strongly agree","2006","Rural Area","Female","","","",""
"1 Strongly disagree","2007","Urban Area","Male","","","",""
"1 Strongly disagree","2007","Urban Area","Female","","","",""
"1 Strongly disagree","2007","Rural Area","Male","","","",""
"1 Strongly disagree","2007","Rural Area","Female","","","",""
"2 on scale 1-7 ","2007","Urban Area","Male","","","",""
"2 on scale 1-7 ","2007","Urban Area","Female","","","",""
"2 on scale 1-7 ","2007","Rural Area","Male","","","",""
"2 on scale 1-7 ","2007","Rural Area","Female","","","",""
"3 on scale 1-7 ","2007","Urban Area","Male","","","",""
"3 on scale 1-7 ","2007","Urban Area","Female","","","",""
"3 on scale 1-7 ","2007","Rural Area","Male","","","",""
"3 on scale 1-7 ","2007","Rural Area","Female","","","",""
"4 on scale 1-7","2007","Urban Area","Male","","","",""
"4 on scale 1-7","2007","Urban Area","Female","","","",""
"4 on scale 1-7","2007","Rural Area","Male","","","",""
"4 on scale 1-7","2007","Rural Area","Female","","","",""
"5 on scale 1-7","2007","Urban Area","Male","","","",""
"5 on scale 1-7","2007","Urban Area","Female","","","",""
"5 on scale 1-7","2007","Rural Area","Male","","","",""
"5 on scale 1-7","2007","Rural Area","Female","","","",""
"6 on scale 1-7","2007","Urban Area","Male","","","",""
"6 on scale 1-7","2007","Urban Area","Female","","","",""
"6 on scale 1-7","2007","Rural Area","Male","","","",""
"6 on scale 1-7","2007","Rural Area","Female","","","",""
"7 Strongly agree","2007","Urban Area","Male","","","",""
"7 Strongly agree","2007","Urban Area","Female","","","",""
"7 Strongly agree","2007","Rural Area","Male","","","",""
"7 Strongly agree","2007","Rural Area","Female","","","",""
"1 Strongly disagree","2008","Urban Area","Male","","","",""
"1 Strongly disagree","2008","Urban Area","Female","","","",""
"1 Strongly disagree","2008","Rural Area","Male","","","",""
"1 Strongly disagree","2008","Rural Area","Female","","","",""
"2 on scale 1-7 ","2008","Urban Area","Male","","","",""
"2 on scale 1-7 ","2008","Urban Area","Female","","","",""
"2 on scale 1-7 ","2008","Rural Area","Male","","","",""
"2 on scale 1-7 ","2008","Rural Area","Female","","","",""
"3 on scale 1-7 ","2008","Urban Area","Male","","","",""
"3 on scale 1-7 ","2008","Urban Area","Female","","","",""
"3 on scale 1-7 ","2008","Rural Area","Male","","","",""
"3 on scale 1-7 ","2008","Rural Area","Female","","","",""
"4 on scale 1-7","2008","Urban Area","Male","","","",""
"4 on scale 1-7","2008","Urban Area","Female","","","",""
"4 on scale 1-7","2008","Rural Area","Male","","","",""
"4 on scale 1-7","2008","Rural Area","Female","","","",""
"5 on scale 1-7","2008","Urban Area","Male","","","",""
"5 on scale 1-7","2008","Urban Area","Female","","","",""
"5 on scale 1-7","2008","Rural Area","Male","","","",""
"5 on scale 1-7","2008","Rural Area","Female","","","",""
"6 on scale 1-7","2008","Urban Area","Male","","","",""
"6 on scale 1-7","2008","Urban Area","Female","","","",""
"6 on scale 1-7","2008","Rural Area","Male","","","",""
"6 on scale 1-7","2008","Rural Area","Female","","","",""
"7 Strongly agree","2008","Urban Area","Male","","","",""
"7 Strongly agree","2008","Urban Area","Female","","","",""
"7 Strongly agree","2008","Rural Area","Male","","","",""
"7 Strongly agree","2008","Rural Area","Female","","","",""
"1 Strongly disagree","2009","Urban Area","Male","","","",""
"1 Strongly disagree","2009","Urban Area","Female","","","",""
"1 Strongly disagree","2009","Rural Area","Male","","","",""
"1 Strongly disagree","2009","Rural Area","Female","","","",""
"2 on scale 1-7 ","2009","Urban Area","Male","","","",""
"2 on scale 1-7 ","2009","Urban Area","Female","","","",""
"2 on scale 1-7 ","2009","Rural Area","Male","","","",""
"2 on scale 1-7 ","2009","Rural Area","Female","","","",""
"3 on scale 1-7 ","2009","Urban Area","Male","","","",""
"3 on scale 1-7 ","2009","Urban Area","Female","","","",""
"3 on scale 1-7 ","2009","Rural Area","Male","","","",""
"3 on scale 1-7 ","2009","Rural Area","Female","","","",""
"4 on scale 1-7","2009","Urban Area","Male","","","",""
"4 on scale 1-7","2009","Urban Area","Female","","","",""
"4 on scale 1-7","2009","Rural Area","Male","","","",""
"4 on scale 1-7","2009","Rural Area","Female","","","",""
"5 on scale 1-7","2009","Urban Area","Male","","","",""
"5 on scale 1-7","2009","Urban Area","Female","","","",""
"5 on scale 1-7","2009","Rural Area","Male","","","",""
"5 on scale 1-7","2009","Rural Area","Female","","","",""
"6 on scale 1-7","2009","Urban Area","Male","","","",""
"6 on scale 1-7","2009","Urban Area","Female","","","",""
"6 on scale 1-7","2009","Rural Area","Male","","","",""
"6 on scale 1-7","2009","Rural Area","Female","","","",""
"7 Strongly agree","2009","Urban Area","Male","","","",""
"7 Strongly agree","2009","Urban Area","Female","","","",""
"7 Strongly agree","2009","Rural Area","Male","","","",""
"7 Strongly agree","2009","Rural Area","Female","","","",""
"1 Strongly disagree","2010","Urban Area","Male","762","0.150037152189565","0.140342209075747","0.159732095303383"
"1 Strongly disagree","2010","Urban Area","Female","1277","0.228204691648131","0.217409684685399","0.238999698610864"
"1 Strongly disagree","2010","Rural Area","Male","336","0.116431752966814","0.104391352458212","0.128472153475416"
"1 Strongly disagree","2010","Rural Area","Female","612","0.210019428377996","0.195255655747222","0.22478320100877"
"2 on scale 1-7 ","2010","Urban Area","Male","1086","0.196949405339147","0.186152614739653","0.207746195938641"
"2 on scale 1-7 ","2010","Urban Area","Female","1362","0.226948236655963","0.216174229263542","0.237722244048385"
"2 on scale 1-7 ","2010","Rural Area","Male","545","0.193549740992956","0.178718747123607","0.208380734862305"
"2 on scale 1-7 ","2010","Rural Area","Female","643","0.197791383310612","0.183353392799411","0.212229373821812"
"3 on scale 1-7 ","2010","Urban Area","Male","1108","0.201126193066858","0.190243928124458","0.212008458009258"
"3 on scale 1-7 ","2010","Urban Area","Female","1221","0.198325344721282","0.188068878334906","0.208581811107658"
"3 on scale 1-7 ","2010","Rural Area","Male","535","0.216715705504774","0.201249275957746","0.232182135051801"
"3 on scale 1-7 ","2010","Rural Area","Female","549","0.200808481692639","0.186288172435162","0.215328790950117"
"4 on scale 1-7","2010","Urban Area","Male","1021","0.197022400196113","0.186224099788252","0.207820700603973"
"4 on scale 1-7","2010","Urban Area","Female","948","0.160918359643199","0.151466560522849","0.170370158763548"
"4 on scale 1-7","2010","Rural Area","Male","558","0.19363355949326","0.178800125539602","0.208466993446917"
"4 on scale 1-7","2010","Rural Area","Female","520","0.171539325378602","0.157875345782222","0.185203304974983"
"5 on scale 1-7","2010","Urban Area","Male","610","0.131733546361274","0.12255189939371","0.140915193328837"
"5 on scale 1-7","2010","Urban Area","Female","538","0.0976515090504588","0.0900160315286124","0.105286986572305"
"5 on scale 1-7","2010","Rural Area","Male","389","0.144892598270747","0.131679076082357","0.158106120459136"
"5 on scale 1-7","2010","Rural Area","Female","324","0.112817182452826","0.10135008264557","0.124284282260082"
"6 on scale 1-7","2010","Urban Area","Male","298","0.0557047791373561","0.0494782501873782","0.061931308087334"
"6 on scale 1-7","2010","Urban Area","Female","231","0.0400278501856929","0.0349856506862525","0.0450700496851332"
"6 on scale 1-7","2010","Rural Area","Male","171","0.0590745509440333","0.0502241491529456","0.0679249527351211"
"6 on scale 1-7","2010","Rural Area","Female","144","0.0559095799651842","0.0475821820578549","0.0642369778725135"
"7 Strongly agree","2010","Urban Area","Male","327","0.067426523709688","0.0606187862020075","0.0742342612173685"
"7 Strongly agree","2010","Urban Area","Female","229","0.0479240080952727","0.0424295869022793","0.0534184292882661"
"7 Strongly agree","2010","Rural Area","Male","192","0.075702091827417","0.0657721868987063","0.0856319967561276"
"7 Strongly agree","2010","Rural Area","Female","132","0.0511146188221406","0.043132120277733","0.0590971173665481"
"1 Strongly disagree","2011","Urban Area","Male","","","",""
"1 Strongly disagree","2011","Urban Area","Female","","","",""
"1 Strongly disagree","2011","Rural Area","Male","","","",""
"1 Strongly disagree","2011","Rural Area","Female","","","",""
"2 on scale 1-7 ","2011","Urban Area","Male","","","",""
"2 on scale 1-7 ","2011","Urban Area","Female","","","",""
"2 on scale 1-7 ","2011","Rural Area","Male","","","",""
"2 on scale 1-7 ","2011","Rural Area","Female","","","",""
"3 on scale 1-7 ","2011","Urban Area","Male","","","",""
"3 on scale 1-7 ","2011","Urban Area","Female","","","",""
"3 on scale 1-7 ","2011","Rural Area","Male","","","",""
"3 on scale 1-7 ","2011","Rural Area","Female","","","",""
"4 on scale 1-7","2011","Urban Area","Male","","","",""
"4 on scale 1-7","2011","Urban Area","Female","","","",""
"4 on scale 1-7","2011","Rural Area","Male","","","",""
"4 on scale 1-7","2011","Rural Area","Female","","","",""
"5 on scale 1-7","2011","Urban Area","Male","","","",""
"5 on scale 1-7","2011","Urban Area","Female","","","",""
"5 on scale 1-7","2011","Rural Area","Male","","","",""
"5 on scale 1-7","2011","Rural Area","Female","","","",""
"6 on scale 1-7","2011","Urban Area","Male","","","",""
"6 on scale 1-7","2011","Urban Area","Female","","","",""
"6 on scale 1-7","2011","Rural Area","Male","","","",""
"6 on scale 1-7","2011","Rural Area","Female","","","",""
"7 Strongly agree","2011","Urban Area","Male","","","",""
"7 Strongly agree","2011","Urban Area","Female","","","",""
"7 Strongly agree","2011","Rural Area","Male","","","",""
"7 Strongly agree","2011","Rural Area","Female","","","",""
"1 Strongly disagree","2012","Urban Area","Male","","","",""
"1 Strongly disagree","2012","Urban Area","Female","","","",""
"1 Strongly disagree","2012","Rural Area","Male","","","",""
"1 Strongly disagree","2012","Rural Area","Female","","","",""
"2 on scale 1-7 ","2012","Urban Area","Male","","","",""
"2 on scale 1-7 ","2012","Urban Area","Female","","","",""
"2 on scale 1-7 ","2012","Rural Area","Male","","","",""
"2 on scale 1-7 ","2012","Rural Area","Female","","","",""
"3 on scale 1-7 ","2012","Urban Area","Male","","","",""
"3 on scale 1-7 ","2012","Urban Area","Female","","","",""
"3 on scale 1-7 ","2012","Rural Area","Male","","","",""
"3 on scale 1-7 ","2012","Rural Area","Female","","","",""
"4 on scale 1-7","2012","Urban Area","Male","","","",""
"4 on scale 1-7","2012","Urban Area","Female","","","",""
"4 on scale 1-7","2012","Rural Area","Male","","","",""
"4 on scale 1-7","2012","Rural Area","Female","","","",""
"5 on scale 1-7","2012","Urban Area","Male","","","",""
"5 on scale 1-7","2012","Urban Area","Female","","","",""
"5 on scale 1-7","2012","Rural Area","Male","","","",""
"5 on scale 1-7","2012","Rural Area","Female","","","",""
"6 on scale 1-7","2012","Urban Area","Male","","","",""
"6 on scale 1-7","2012","Urban Area","Female","","","",""
"6 on scale 1-7","2012","Rural Area","Male","","","",""
"6 on scale 1-7","2012","Rural Area","Female","","","",""
"7 Strongly agree","2012","Urban Area","Male","","","",""
"7 Strongly agree","2012","Urban Area","Female","","","",""
"7 Strongly agree","2012","Rural Area","Male","","","",""
"7 Strongly agree","2012","Rural Area","Female","","","",""
"1 Strongly disagree","2013","Urban Area","Male","","","",""
"1 Strongly disagree","2013","Urban Area","Female","","","",""
"1 Strongly disagree","2013","Rural Area","Male","","","",""
"1 Strongly disagree","2013","Rural Area","Female","","","",""
"2 on scale 1-7 ","2013","Urban Area","Male","","","",""
"2 on scale 1-7 ","2013","Urban Area","Female","","","",""
"2 on scale 1-7 ","2013","Rural Area","Male","","","",""
"2 on scale 1-7 ","2013","Rural Area","Female","","","",""
"3 on scale 1-7 ","2013","Urban Area","Male","","","",""
"3 on scale 1-7 ","2013","Urban Area","Female","","","",""
"3 on scale 1-7 ","2013","Rural Area","Male","","","",""
"3 on scale 1-7 ","2013","Rural Area","Female","","","",""
"4 on scale 1-7","2013","Urban Area","Male","","","",""
"4 on scale 1-7","2013","Urban Area","Female","","","",""
"4 on scale 1-7","2013","Rural Area","Male","","","",""
"4 on scale 1-7","2013","Rural Area","Female","","","",""
"5 on scale 1-7","2013","Urban Area","Male","","","",""
"5 on scale 1-7","2013","Urban Area","Female","","","",""
"5 on scale 1-7","2013","Rural Area","Male","","","",""
"5 on scale 1-7","2013","Rural Area","Female","","","",""
"6 on scale 1-7","2013","Urban Area","Male","","","",""
"6 on scale 1-7","2013","Urban Area","Female","","","",""
"6 on scale 1-7","2013","Rural Area","Male","","","",""
"6 on scale 1-7","2013","Rural Area","Female","","","",""
"7 Strongly agree","2013","Urban Area","Male","","","",""
"7 Strongly agree","2013","Urban Area","Female","","","",""
"7 Strongly agree","2013","Rural Area","Male","","","",""
"7 Strongly agree","2013","Rural Area","Female","","","",""
"1 Strongly disagree","2014","Urban Area","Male","","","",""
"1 Strongly disagree","2014","Urban Area","Female","","","",""
"1 Strongly disagree","2014","Rural Area","Male","","","",""
"1 Strongly disagree","2014","Rural Area","Female","","","",""
"2 on scale 1-7 ","2014","Urban Area","Male","","","",""
"2 on scale 1-7 ","2014","Urban Area","Female","","","",""
"2 on scale 1-7 ","2014","Rural Area","Male","","","",""
"2 on scale 1-7 ","2014","Rural Area","Female","","","",""
"3 on scale 1-7 ","2014","Urban Area","Male","","","",""
"3 on scale 1-7 ","2014","Urban Area","Female","","","",""
"3 on scale 1-7 ","2014","Rural Area","Male","","","",""
"3 on scale 1-7 ","2014","Rural Area","Female","","","",""
"4 on scale 1-7","2014","Urban Area","Male","","","",""
"4 on scale 1-7","2014","Urban Area","Female","","","",""
"4 on scale 1-7","2014","Rural Area","Male","","","",""
"4 on scale 1-7","2014","Rural Area","Female","","","",""
"5 on scale 1-7","2014","Urban Area","Male","","","",""
"5 on scale 1-7","2014","Urban Area","Female","","","",""
"5 on scale 1-7","2014","Rural Area","Male","","","",""
"5 on scale 1-7","2014","Rural Area","Female","","","",""
"6 on scale 1-7","2014","Urban Area","Male","","","",""
"6 on scale 1-7","2014","Urban Area","Female","","","",""
"6 on scale 1-7","2014","Rural Area","Male","","","",""
"6 on scale 1-7","2014","Rural Area","Female","","","",""
"7 Strongly agree","2014","Urban Area","Male","","","",""
"7 Strongly agree","2014","Urban Area","Female","","","",""
"7 Strongly agree","2014","Rural Area","Male","","","",""
"7 Strongly agree","2014","Rural Area","Female","","","",""
"1 Strongly disagree","2015","Urban Area","Male","1899","0.2063616135975","0.197520033259929","0.215203193935071"
"1 Strongly disagree","2015","Urban Area","Female","3153","0.312145309854564","0.302843658593384","0.321446961115745"
"1 Strongly disagree","2015","Rural Area","Male","924","0.18577885889084","0.174062483187044","0.197495234594636"
"1 Strongly disagree","2015","Rural Area","Female","1496","0.300672219624147","0.287813348338474","0.313531090909819"
"2 on scale 1-7 ","2015","Urban Area","Male","2077","0.259809456419877","0.250228621648559","0.269390291191195"
"2 on scale 1-7 ","2015","Urban Area","Female","2594","0.277359266963203","0.268372243949596","0.286346289976809"
"2 on scale 1-7 ","2015","Rural Area","Male","997","0.246252525922828","0.233273944124168","0.259231107721489"
"2 on scale 1-7 ","2015","Rural Area","Female","1196","0.241259966151028","0.229262074433072","0.253257857868984"
"3 on scale 1-7 ","2015","Urban Area","Male","1420","0.182593792055419","0.174153332813891","0.191034251296947"
"3 on scale 1-7 ","2015","Urban Area","Female","1413","0.151687952885606","0.144487054923148","0.158888850848064"
"3 on scale 1-7 ","2015","Rural Area","Male","780","0.20259551723542","0.19048735562352","0.214703678847321"
"3 on scale 1-7 ","2015","Rural Area","Female","788","0.160911265583094","0.150607096477244","0.171215434688943"
"4 on scale 1-7","2015","Urban Area","Male","1166","0.158544429282751","0.150564570687497","0.166524287878005"
"4 on scale 1-7","2015","Urban Area","Female","1101","0.123456861341988","0.11685331001788","0.130060412666096"
"4 on scale 1-7","2015","Rural Area","Male","699","0.166631966220567","0.155406056761407","0.177857875679727"
"4 on scale 1-7","2015","Rural Area","Female","669","0.13291629266901","0.123396325962229","0.142436259375791"
"5 on scale 1-7","2015","Urban Area","Male","727","0.0980848606938774","0.0915867375773451","0.10458298381041"
"5 on scale 1-7","2015","Urban Area","Female","641","0.0687442439408775","0.0636651534608125","0.0738233344209425"
"5 on scale 1-7","2015","Rural Area","Male","405","0.0993094949295195","0.0902998612054533","0.108319128653586"
"5 on scale 1-7","2015","Rural Area","Female","367","0.081572925153048","0.073897345833105","0.089248504472991"
"6 on scale 1-7","2015","Urban Area","Male","389","0.0560363845061336","0.0510116075583655","0.0610611614539017"
"6 on scale 1-7","2015","Urban Area","Female","309","0.0333971646618267","0.0297904471725117","0.0370038821511418"
"6 on scale 1-7","2015","Rural Area","Male","226","0.0476496465158095","0.0412323490334728","0.0540669439981462"
"6 on scale 1-7","2015","Rural Area","Female","189","0.0451486145469558","0.0393261626099675","0.0509710664839441"
"7 Strongly agree","2015","Urban Area","Male","370","0.0385694634444419","0.034362343811275","0.0427765830776088"
"7 Strongly agree","2015","Urban Area","Female","322","0.0332092003519348","0.0296122970868868","0.0368061036169829"
"7 Strongly agree","2015","Rural Area","Male","202","0.0517819902850146","0.0451067419658217","0.0584572386042074"
"7 Strongly agree","2015","Rural Area","Female","180","0.0375187162727178","0.032189836296062","0.0428475962493737"
"1 Strongly disagree","2016","Urban Area","Male","1259","0.553828626334494","0.530902653724578","0.57675459894441"
"1 Strongly disagree","2016","Urban Area","Female","879","0.541524566877361","0.512949070299271","0.570100063455451"
"1 Strongly disagree","2016","Rural Area","Male","596","0.611991088244623","0.579346995130127","0.644635181359119"
"1 Strongly disagree","2016","Rural Area","Female","334","0.648627529791791","0.605375477521273","0.691879582062309"
"2 on scale 1-7 ","2016","Urban Area","Male","179","0.14567581220376","0.129405559687655","0.161946064719864"
"2 on scale 1-7 ","2016","Urban Area","Female","89","0.0962433359783449","0.0793296695957357","0.113157002360954"
"2 on scale 1-7 ","2016","Rural Area","Male","72","0.119450891948547","0.0977247457355332","0.14117703816156"
"2 on scale 1-7 ","2016","Rural Area","Female","39","0.17117600488213","0.137050603724013","0.205301406040247"
"3 on scale 1-7 ","2016","Urban Area","Male","89","0.079323953628381","0.0668603159323962","0.0917875913243659"
"3 on scale 1-7 ","2016","Urban Area","Female","52","0.131135683369684","0.111777567176415","0.150493799562954"
"3 on scale 1-7 ","2016","Rural Area","Male","43","0.0675890882731336","0.0507719081256998","0.0844062684205674"
"3 on scale 1-7 ","2016","Rural Area","Female","24","","",""
"4 on scale 1-7","2016","Urban Area","Male","90","0.0712317351340189","0.0593691412239839","0.0830943290440538"
"4 on scale 1-7","2016","Urban Area","Female","52","0.0804700804334829","0.0648700006396718","0.096070160227294"
"4 on scale 1-7","2016","Rural Area","Male","41","0.0506130763793708","0.03592840611027","0.0652977466484716"
"4 on scale 1-7","2016","Rural Area","Female","17","","",""
"5 on scale 1-7","2016","Urban Area","Male","71","0.0853201297775141","0.0724361648935758","0.0982040946614524"
"5 on scale 1-7","2016","Urban Area","Female","23","","",""
"5 on scale 1-7","2016","Rural Area","Male","32","0.0502571576442249","0.035621468228613","0.0648928470598368"
"5 on scale 1-7","2016","Rural Area","Female","17","","",""
"6 on scale 1-7","2016","Urban Area","Male","34","0.0204447871237724","0.0139180672297076","0.0269715070178371"
"6 on scale 1-7","2016","Urban Area","Female","25","","",""
"6 on scale 1-7","2016","Rural Area","Male","23","","",""
"6 on scale 1-7","2016","Rural Area","Female","10","","",""
"7 Strongly agree","2016","Urban Area","Male","84","0.0441749557980598","0.0346980517689417","0.0536518598271778"
"7 Strongly agree","2016","Urban Area","Female","48","0.0468851767537357","0.0347619826019945","0.0590083709054769"
"7 Strongly agree","2016","Rural Area","Male","49","0.0583137175350479","0.0426155234152483","0.0740119116548475"
"7 Strongly agree","2016","Rural Area","Female","27","","",""
"1 Strongly disagree","2017","Urban Area","Male","834","0.670999721831412","0.64407727904005","0.697922164622773"
"1 Strongly disagree","2017","Urban Area","Female","657","0.721103687036725","0.691440276827113","0.750767097246336"
"1 Strongly disagree","2017","Rural Area","Male","353","0.821547084330724","0.785851457748435","0.857242710913013"
"1 Strongly disagree","2017","Rural Area","Female","252","0.785500647145852","0.740526869479184","0.830474424812521"
"2 on scale 1-7 ","2017","Urban Area","Male","130","0.129669281055035","0.110419939974366","0.148918622135704"
"2 on scale 1-7 ","2017","Urban Area","Female","94","0.12069159958156","0.0991434507872061","0.142239748375914"
"2 on scale 1-7 ","2017","Rural Area","Male","31","0.0745313382523018","0.0500470617921736","0.0990156147124301"
"2 on scale 1-7 ","2017","Rural Area","Female","26","","",""
"3 on scale 1-7 ","2017","Urban Area","Male","56","0.0384511233898715","0.0274333113572415","0.0494689354225016"
"3 on scale 1-7 ","2017","Urban Area","Female","40","0.0473167692146077","0.0332730339153429","0.0613605045138725"
"3 on scale 1-7 ","2017","Rural Area","Male","15","","",""
"3 on scale 1-7 ","2017","Rural Area","Female","6","","",""
"4 on scale 1-7","2017","Urban Area","Male","52","0.0570455897562174","0.0437560008966928","0.070335178615742"
"4 on scale 1-7","2017","Urban Area","Female","28","","",""
"4 on scale 1-7","2017","Rural Area","Male","18","","",""
"4 on scale 1-7","2017","Rural Area","Female","11","","",""
"5 on scale 1-7","2017","Urban Area","Male","36","0.0420035669217307","0.0305093287419528","0.0534978051015086"
"5 on scale 1-7","2017","Urban Area","Female","20","","",""
"5 on scale 1-7","2017","Rural Area","Male","8","","",""
"5 on scale 1-7","2017","Rural Area","Female","9","","",""
"6 on scale 1-7","2017","Urban Area","Male","13","","",""
"6 on scale 1-7","2017","Urban Area","Female","12","","",""
"6 on scale 1-7","2017","Rural Area","Male","4","","",""
"6 on scale 1-7","2017","Rural Area","Female","1","","",""
"7 Strongly agree","2017","Urban Area","Male","49","0.046592990801169","0.0345161143140566","0.0586698672882815"
"7 Strongly agree","2017","Urban Area","Female","27","","",""
"7 Strongly agree","2017","Rural Area","Male","13","","",""
"7 Strongly agree","2017","Rural Area","Female","15","","",""
"1 Strongly disagree","2018","Urban Area","Male","80","0.659765037666206","0.574639723284147","0.744890352048266"
"1 Strongly disagree","2018","Urban Area","Female","94","0.656695652850719","0.578323774304413","0.735067531397025"
"1 Strongly disagree","2018","Rural Area","Male","48","0.784617543133158","0.688316001076551","0.880919085189764"
"1 Strongly disagree","2018","Rural Area","Female","61","0.775630992825245","0.684217120160223","0.867044865490268"
"2 on scale 1-7 ","2018","Urban Area","Male","10","","",""
"2 on scale 1-7 ","2018","Urban Area","Female","16","","",""
"2 on scale 1-7 ","2018","Rural Area","Male","7","","",""
"2 on scale 1-7 ","2018","Rural Area","Female","6","","",""
"3 on scale 1-7 ","2018","Urban Area","Male","7","","",""
"3 on scale 1-7 ","2018","Urban Area","Female","9","","",""
"3 on scale 1-7 ","2018","Rural Area","Male","2","","",""
"3 on scale 1-7 ","2018","Rural Area","Female","3","","",""
"4 on scale 1-7","2018","Urban Area","Male","7","","",""
"4 on scale 1-7","2018","Urban Area","Female","9","","",""
"4 on scale 1-7","2018","Rural Area","Male","6","","",""
"4 on scale 1-7","2018","Rural Area","Female","3","","",""
"5 on scale 1-7","2018","Urban Area","Male","6","","",""
"5 on scale 1-7","2018","Urban Area","Female","2","","",""
"5 on scale 1-7","2018","Rural Area","Male","2","","",""
"5 on scale 1-7","2018","Rural Area","Female","1","","",""
"6 on scale 1-7","2018","Urban Area","Male","4","","",""
"6 on scale 1-7","2018","Urban Area","Female","3","","",""
"6 on scale 1-7","2018","Rural Area","Male","4","","",""
"6 on scale 1-7","2018","Rural Area","Female","3","","",""
"7 Strongly agree","2018","Urban Area","Male","5","","",""
