"plh0206i02","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2007","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Single parent ","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","1-pers.-HH","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Single parent ","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Single parent ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Single parent ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","1-pers.-HH","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Single parent ","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","1-pers.-HH","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Single parent ","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","1-pers.-HH","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Single parent ","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","1-pers.-HH","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Single parent ","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","1-pers.-HH","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Single parent ","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Single parent ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Single parent ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","1-pers.-HH","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Single parent ","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","1-pers.-HH","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Single parent ","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","1-pers.-HH","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Single parent ","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","1-pers.-HH","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Single parent ","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","1-pers.-HH","588","0.219169882231769","0.203685885138911","0.234653879324627"
"1 Strongly disagree","2010","(Married) couple without C. ","1243","0.19282605740388","0.183094180122088","0.202557934685672"
"1 Strongly disagree","2010","Single parent ","151","0.150431022575351","0.126931164623926","0.173930880526776"
"1 Strongly disagree","2010","Couple + C. LE 16 ","368","0.146167227737461","0.132452897960659","0.159881557514263"
"1 Strongly disagree","2010","Couple + C. GT 16 ","398","0.125295399682587","0.113085446096716","0.137505353268458"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","177","0.162816756923983","0.140442837885074","0.185190675962893"
"2 on scale 1-7 ","2010","1-pers.-HH","618","0.225876693949755","0.210225223398749","0.24152816450076"
"2 on scale 1-7 ","2010","(Married) couple without C. ","1369","0.204091902794497","0.194149884791186","0.214033920797808"
"2 on scale 1-7 ","2010","Single parent ","205","0.233963077586687","0.206134197804184","0.261791957369189"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","561","0.20579182121096","0.190097432451247","0.221486209970672"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","599","0.181569511462429","0.167351852025822","0.195787170899037"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","233","0.199985731937541","0.175745843260351","0.224225620614732"
"3 on scale 1-7 ","2010","1-pers.-HH","546","0.192780690795297","0.178015403459575","0.20754597813102"
"3 on scale 1-7 ","2010","(Married) couple without C. ","1268","0.199310598133452","0.189456260625396","0.209164935641507"
"3 on scale 1-7 ","2010","Single parent ","167","0.174578273258664","0.149624842973606","0.199531703543723"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","533","0.206910832329594","0.191184921954069","0.22263674270512"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","609","0.226474641244021","0.211037644485498","0.241911638002544"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","232","0.227311406724781","0.201913664318228","0.252709149131335"
"4 on scale 1-7","2010","1-pers.-HH","438","0.159049782341734","0.145360961200826","0.172738603482642"
"4 on scale 1-7","2010","(Married) couple without C. ","1108","0.178642905415879","0.169193834912595","0.188091975919164"
"4 on scale 1-7","2010","Single parent ","170","0.204916601996134","0.178383249546386","0.231449954445882"
"4 on scale 1-7","2010","Couple + C. LE 16 ","519","0.192039625973482","0.176748001304002","0.207331250642962"
"4 on scale 1-7","2010","Couple + C. GT 16 ","535","0.195279521522536","0.180658873478827","0.209900169566245"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","200","0.205583812170653","0.181093137523335","0.23007448681797"
"5 on scale 1-7","2010","1-pers.-HH","269","0.102368968838288","0.0910228465778556","0.113715091098721"
"5 on scale 1-7","2010","(Married) couple without C. ","674","0.118862774313235","0.110879613048016","0.126845935578454"
"5 on scale 1-7","2010","Single parent ","106","0.130317069503902","0.108187226331248","0.152446912676556"
"5 on scale 1-7","2010","Couple + C. LE 16 ","304","0.115075584907017","0.102687394909012","0.127463774905022"
"5 on scale 1-7","2010","Couple + C. GT 16 ","360","0.138817399748117","0.126065193719955","0.15156960577628"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","119","0.125718943205597","0.105627638331813","0.145810248079381"
"6 on scale 1-7","2010","1-pers.-HH","121","0.0419453055632266","0.0344420247799196","0.0494485863465337"
"6 on scale 1-7","2010","(Married) couple without C. ","317","0.0479768184105754","0.0427048878626968","0.053248748958454"
"6 on scale 1-7","2010","Single parent ","30","0.033704697393688","0.0218416200777325","0.0455677747096436"
"6 on scale 1-7","2010","Couple + C. LE 16 ","140","0.077216072676534","0.0668535131443787","0.0875786322086892"
"6 on scale 1-7","2010","Couple + C. GT 16 ","181","0.0666641400084667","0.057464287571287","0.0758639924456464"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","43","0.037396991111239","0.0258989412735024","0.0488950409489755"
"7 Strongly agree","2010","1-pers.-HH","162","0.05880867627993","0.0500027706833428","0.0676145818765172"
"7 Strongly agree","2010","(Married) couple without C. ","334","0.0582889435284816","0.0525095519199299","0.0640683351370333"
"7 Strongly agree","2010","Single parent ","60","0.0720892576855739","0.0550878223262591","0.0890906930448888"
"7 Strongly agree","2010","Couple + C. LE 16 ","124","0.0567988351649523","0.047813484056222","0.0657841862736825"
"7 Strongly agree","2010","Couple + C. GT 16 ","142","0.0658993863318424","0.0567487086408935","0.0750500640227914"
"7 Strongly agree","2010","Couple + C. LE and GT 16","42","0.0411863579262057","0.0291435975285686","0.0532291183238428"
"1 Strongly disagree","2011","1-pers.-HH","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","","","",""
"1 Strongly disagree","2011","Single parent ","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2011","Single parent ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2011","Single parent ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2011","1-pers.-HH","","","",""
"4 on scale 1-7","2011","(Married) couple without C. ","","","",""
"4 on scale 1-7","2011","Single parent ","","","",""
"4 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2011","1-pers.-HH","","","",""
"5 on scale 1-7","2011","(Married) couple without C. ","","","",""
"5 on scale 1-7","2011","Single parent ","","","",""
"5 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2011","1-pers.-HH","","","",""
"6 on scale 1-7","2011","(Married) couple without C. ","","","",""
"6 on scale 1-7","2011","Single parent ","","","",""
"6 on scale 1-7","2011","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2011","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2011","1-pers.-HH","","","",""
"7 Strongly agree","2011","(Married) couple without C. ","","","",""
"7 Strongly agree","2011","Single parent ","","","",""
"7 Strongly agree","2011","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2011","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2011","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2012","1-pers.-HH","","","",""
"1 Strongly disagree","2012","(Married) couple without C. ","","","",""
"1 Strongly disagree","2012","Single parent ","","","",""
"1 Strongly disagree","2012","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2012","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2012","1-pers.-HH","","","",""
"2 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2012","Single parent ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2012","1-pers.-HH","","","",""
"3 on scale 1-7 ","2012","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2012","Single parent ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2012","1-pers.-HH","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","","","",""
"4 on scale 1-7","2012","Single parent ","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2012","1-pers.-HH","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","","","",""
"5 on scale 1-7","2012","Single parent ","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2012","1-pers.-HH","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","","","",""
"6 on scale 1-7","2012","Single parent ","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2012","1-pers.-HH","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","","","",""
"7 Strongly agree","2012","Single parent ","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2013","1-pers.-HH","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","","","",""
"1 Strongly disagree","2013","Single parent ","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2013","Single parent ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2013","Single parent ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2013","1-pers.-HH","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","","","",""
"4 on scale 1-7","2013","Single parent ","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2013","1-pers.-HH","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","","","",""
"5 on scale 1-7","2013","Single parent ","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2013","1-pers.-HH","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","","","",""
"6 on scale 1-7","2013","Single parent ","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2013","1-pers.-HH","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","","","",""
"7 Strongly agree","2013","Single parent ","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2014","1-pers.-HH","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","","","",""
"1 Strongly disagree","2014","Single parent ","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2014","Single parent ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2014","Single parent ","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","","","",""
