"plh0206i02","year","education","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","no degree/no degree yet","45","0.0475362715177929","0.0336114816550852","0.0614610613805005"
"7 Strongly agree","2005","lower secondary degree","511","0.0768613719899357","0.0706496748349765","0.0830730691448948"
"7 Strongly agree","2005","secondary school degree","339","0.060167511138958","0.0541545363973516","0.0661804858805643"
"7 Strongly agree","2005","college entrance qualification","146","0.0280000219346465","0.0235091785670288","0.0324908653022641"
"7 Strongly agree","2005","Other degree","64","0.0605488912281989","0.0465560410950728","0.0745417413613251"
"7 Strongly agree","2005","no degree/no degree yet","65","0.0847212246144182","0.0664980231027401","0.102944426126096"
"1 Strongly disagree","2006","lower secondary degree","","","",""
"1 Strongly disagree","2006","secondary school degree","","","",""
"1 Strongly disagree","2006","college entrance qualification","","","",""
"1 Strongly disagree","2006","Other degree","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","secondary school degree","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Other degree","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","secondary school degree","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Other degree","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","lower secondary degree","","","",""
"4 on scale 1-7","2006","secondary school degree","","","",""
"4 on scale 1-7","2006","college entrance qualification","","","",""
"4 on scale 1-7","2006","Other degree","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","lower secondary degree","","","",""
"5 on scale 1-7","2006","secondary school degree","","","",""
"5 on scale 1-7","2006","college entrance qualification","","","",""
"5 on scale 1-7","2006","Other degree","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","lower secondary degree","","","",""
"6 on scale 1-7","2006","secondary school degree","","","",""
"6 on scale 1-7","2006","college entrance qualification","","","",""
"6 on scale 1-7","2006","Other degree","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","","","",""
"7 Strongly agree","2006","lower secondary degree","","","",""
"7 Strongly agree","2006","secondary school degree","","","",""
"7 Strongly agree","2006","college entrance qualification","","","",""
"7 Strongly agree","2006","Other degree","","","",""
"7 Strongly agree","2006","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","lower secondary degree","","","",""
"1 Strongly disagree","2007","secondary school degree","","","",""
"1 Strongly disagree","2007","college entrance qualification","","","",""
"1 Strongly disagree","2007","Other degree","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","secondary school degree","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Other degree","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","secondary school degree","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Other degree","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","lower secondary degree","","","",""
"4 on scale 1-7","2007","secondary school degree","","","",""
"4 on scale 1-7","2007","college entrance qualification","","","",""
"4 on scale 1-7","2007","Other degree","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","lower secondary degree","","","",""
"5 on scale 1-7","2007","secondary school degree","","","",""
"5 on scale 1-7","2007","college entrance qualification","","","",""
"5 on scale 1-7","2007","Other degree","","","",""
"5 on scale 1-7","2007","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","lower secondary degree","","","",""
"6 on scale 1-7","2007","secondary school degree","","","",""
"6 on scale 1-7","2007","college entrance qualification","","","",""
"6 on scale 1-7","2007","Other degree","","","",""
"6 on scale 1-7","2007","no degree/no degree yet","","","",""
"7 Strongly agree","2007","lower secondary degree","","","",""
"7 Strongly agree","2007","secondary school degree","","","",""
"7 Strongly agree","2007","college entrance qualification","","","",""
"7 Strongly agree","2007","Other degree","","","",""
"7 Strongly agree","2007","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","lower secondary degree","","","",""
"1 Strongly disagree","2008","secondary school degree","","","",""
"1 Strongly disagree","2008","college entrance qualification","","","",""
"1 Strongly disagree","2008","Other degree","","","",""
"1 Strongly disagree","2008","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","secondary school degree","","","",""
"2 on scale 1-7 ","2008","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Other degree","","","",""
"2 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","secondary school degree","","","",""
"3 on scale 1-7 ","2008","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Other degree","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","lower secondary degree","","","",""
"4 on scale 1-7","2008","secondary school degree","","","",""
"4 on scale 1-7","2008","college entrance qualification","","","",""
"4 on scale 1-7","2008","Other degree","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","lower secondary degree","","","",""
"5 on scale 1-7","2008","secondary school degree","","","",""
"5 on scale 1-7","2008","college entrance qualification","","","",""
"5 on scale 1-7","2008","Other degree","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","lower secondary degree","","","",""
"6 on scale 1-7","2008","secondary school degree","","","",""
"6 on scale 1-7","2008","college entrance qualification","","","",""
"6 on scale 1-7","2008","Other degree","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","","","",""
"7 Strongly agree","2008","lower secondary degree","","","",""
"7 Strongly agree","2008","secondary school degree","","","",""
"7 Strongly agree","2008","college entrance qualification","","","",""
"7 Strongly agree","2008","Other degree","","","",""
"7 Strongly agree","2008","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","lower secondary degree","","","",""
"1 Strongly disagree","2009","secondary school degree","","","",""
"1 Strongly disagree","2009","college entrance qualification","","","",""
"1 Strongly disagree","2009","Other degree","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","secondary school degree","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Other degree","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","secondary school degree","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Other degree","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","lower secondary degree","","","",""
"4 on scale 1-7","2009","secondary school degree","","","",""
"4 on scale 1-7","2009","college entrance qualification","","","",""
"4 on scale 1-7","2009","Other degree","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","lower secondary degree","","","",""
"5 on scale 1-7","2009","secondary school degree","","","",""
"5 on scale 1-7","2009","college entrance qualification","","","",""
"5 on scale 1-7","2009","Other degree","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","lower secondary degree","","","",""
"6 on scale 1-7","2009","secondary school degree","","","",""
"6 on scale 1-7","2009","college entrance qualification","","","",""
"6 on scale 1-7","2009","Other degree","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","","","",""
"7 Strongly agree","2009","lower secondary degree","","","",""
"7 Strongly agree","2009","secondary school degree","","","",""
"7 Strongly agree","2009","college entrance qualification","","","",""
"7 Strongly agree","2009","Other degree","","","",""
"7 Strongly agree","2009","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","lower secondary degree","1074","0.197556165734749","0.1868951311338","0.208217200335699"
"1 Strongly disagree","2010","secondary school degree","871","0.171474380134157","0.161075560856614","0.1818731994117"
"1 Strongly disagree","2010","college entrance qualification","744","0.164788610631707","0.154139244552252","0.175437976711161"
"1 Strongly disagree","2010","Other degree","161","0.210502692600427","0.180642284827048","0.240363100373806"
"1 Strongly disagree","2010","no degree/no degree yet","65","0.14438571322577","0.110569484854884","0.178201941596656"
"2 on scale 1-7 ","2010","lower secondary degree","989","0.178594163891024","0.168338606721617","0.188849721060432"
"2 on scale 1-7 ","2010","secondary school degree","1031","0.197707110974988","0.186719353749982","0.208694868199994"
"2 on scale 1-7 ","2010","college entrance qualification","1245","0.255251082098635","0.242735510391982","0.267766653805288"
"2 on scale 1-7 ","2010","Other degree","173","0.230708538843927","0.19985046100705","0.261566616680804"
"2 on scale 1-7 ","2010","no degree/no degree yet","92","0.224804168785374","0.184640633147787","0.264967704422961"
"3 on scale 1-7 ","2010","lower secondary degree","996","0.18608383531237","0.175663279174371","0.196504391450369"
"3 on scale 1-7 ","2010","secondary school degree","1081","0.211262214373576","0.200000391930226","0.222524036816926"
"3 on scale 1-7 ","2010","college entrance qualification","1011","0.222022788360987","0.210092685980042","0.233952890741933"
"3 on scale 1-7 ","2010","Other degree","148","0.206037938969989","0.176412482305631","0.235663395634348"
"3 on scale 1-7 ","2010","no degree/no degree yet","94","0.186530490776793","0.149053078291217","0.224007903262368"
"4 on scale 1-7","2010","lower secondary degree","976","0.178347470154171","0.168097459627477","0.188597480680865"
"4 on scale 1-7","2010","secondary school degree","945","0.18699198248789","0.17623500286639","0.19774896210939"
"4 on scale 1-7","2010","college entrance qualification","872","0.186606518181223","0.175423070633991","0.197789965728455"
"4 on scale 1-7","2010","Other degree","99","0.134304212211314","0.109328432861537","0.15927999156109"
"4 on scale 1-7","2010","no degree/no degree yet","61","0.131257796298813","0.0987691170092076","0.163746475588418"
"5 on scale 1-7","2010","lower secondary degree","621","0.120769945992892","0.112044704924986","0.129495187060799"
"5 on scale 1-7","2010","secondary school degree","594","0.116699770054043","0.107842077326972","0.125557462781114"
"5 on scale 1-7","2010","college entrance qualification","470","0.113763473719306","0.104648861392159","0.122878086046454"
"5 on scale 1-7","2010","Other degree","59","0.104780860354582","0.0823473498552529","0.127214370853912"
"5 on scale 1-7","2010","no degree/no degree yet","54","0.159159419821908","0.123963116812074","0.194355722831743"
"6 on scale 1-7","2010","lower secondary degree","294","0.0564061051076054","0.050228753042928","0.0625834571722828"
"6 on scale 1-7","2010","secondary school degree","271","0.0542670567946169","0.0480170019070274","0.0605171116822064"
"6 on scale 1-7","2010","college entrance qualification","198","0.0338949655166539","0.0287004897172518","0.039089441316056"
"6 on scale 1-7","2010","Other degree","33","0.0493819292759498","0.0335118666957422","0.0652519918561573"
"6 on scale 1-7","2010","no degree/no degree yet","18","","",""
"7 Strongly agree","2010","lower secondary degree","408","0.0822423138071875","0.0748860310900891","0.089598596524286"
"7 Strongly agree","2010","secondary school degree","254","0.0615974851807287","0.0549645231538633","0.0682304472075942"
"7 Strongly agree","2010","college entrance qualification","122","0.0236725614914875","0.0193085857224687","0.0280365372605063"
"7 Strongly agree","2010","Other degree","43","0.0642838277438113","0.0463193534784219","0.0822483020092008"
"7 Strongly agree","2010","no degree/no degree yet","31","0.0546907823064348","0.0328147751467051","0.0765667894661645"
"1 Strongly disagree","2011","lower secondary degree","","","",""
"1 Strongly disagree","2011","secondary school degree","","","",""
"1 Strongly disagree","2011","college entrance qualification","","","",""
"1 Strongly disagree","2011","Other degree","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","secondary school degree","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Other degree","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","secondary school degree","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Other degree","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","lower secondary degree","","","",""
"4 on scale 1-7","2011","secondary school degree","","","",""
"4 on scale 1-7","2011","college entrance qualification","","","",""
"4 on scale 1-7","2011","Other degree","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","lower secondary degree","","","",""
"5 on scale 1-7","2011","secondary school degree","","","",""
"5 on scale 1-7","2011","college entrance qualification","","","",""
"5 on scale 1-7","2011","Other degree","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","lower secondary degree","","","",""
"6 on scale 1-7","2011","secondary school degree","","","",""
"6 on scale 1-7","2011","college entrance qualification","","","",""
"6 on scale 1-7","2011","Other degree","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","","","",""
"7 Strongly agree","2011","lower secondary degree","","","",""
"7 Strongly agree","2011","secondary school degree","","","",""
"7 Strongly agree","2011","college entrance qualification","","","",""
"7 Strongly agree","2011","Other degree","","","",""
"7 Strongly agree","2011","no degree/no degree yet","","","",""
"1 Strongly disagree","2012","lower secondary degree","","","",""
"1 Strongly disagree","2012","secondary school degree","","","",""
"1 Strongly disagree","2012","college entrance qualification","","","",""
"1 Strongly disagree","2012","Other degree","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","","","",""
"2 on scale 1-7 ","2012","secondary school degree","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","","","",""
"2 on scale 1-7 ","2012","Other degree","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","","","",""
"3 on scale 1-7 ","2012","secondary school degree","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","","","",""
"3 on scale 1-7 ","2012","Other degree","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"4 on scale 1-7","2012","lower secondary degree","","","",""
"4 on scale 1-7","2012","secondary school degree","","","",""
"4 on scale 1-7","2012","college entrance qualification","","","",""
"4 on scale 1-7","2012","Other degree","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","","","",""
"5 on scale 1-7","2012","lower secondary degree","","","",""
"5 on scale 1-7","2012","secondary school degree","","","",""
"5 on scale 1-7","2012","college entrance qualification","","","",""
"5 on scale 1-7","2012","Other degree","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","","","",""
"6 on scale 1-7","2012","lower secondary degree","","","",""
"6 on scale 1-7","2012","secondary school degree","","","",""
"6 on scale 1-7","2012","college entrance qualification","","","",""
"6 on scale 1-7","2012","Other degree","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","","","",""
"7 Strongly agree","2012","lower secondary degree","","","",""
"7 Strongly agree","2012","secondary school degree","","","",""
"7 Strongly agree","2012","college entrance qualification","","","",""
"7 Strongly agree","2012","Other degree","","","",""
"7 Strongly agree","2012","no degree/no degree yet","","","",""
"1 Strongly disagree","2013","lower secondary degree","","","",""
"1 Strongly disagree","2013","secondary school degree","","","",""
"1 Strongly disagree","2013","college entrance qualification","","","",""
"1 Strongly disagree","2013","Other degree","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","","","",""
"2 on scale 1-7 ","2013","secondary school degree","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","","","",""
"2 on scale 1-7 ","2013","Other degree","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","","","",""
"3 on scale 1-7 ","2013","secondary school degree","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","","","",""
"3 on scale 1-7 ","2013","Other degree","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"4 on scale 1-7","2013","lower secondary degree","","","",""
"4 on scale 1-7","2013","secondary school degree","","","",""
"4 on scale 1-7","2013","college entrance qualification","","","",""
"4 on scale 1-7","2013","Other degree","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","","","",""
"5 on scale 1-7","2013","lower secondary degree","","","",""
"5 on scale 1-7","2013","secondary school degree","","","",""
"5 on scale 1-7","2013","college entrance qualification","","","",""
"5 on scale 1-7","2013","Other degree","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","","","",""
"6 on scale 1-7","2013","lower secondary degree","","","",""
"6 on scale 1-7","2013","secondary school degree","","","",""
"6 on scale 1-7","2013","college entrance qualification","","","",""
"6 on scale 1-7","2013","Other degree","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","","","",""
"7 Strongly agree","2013","lower secondary degree","","","",""
"7 Strongly agree","2013","secondary school degree","","","",""
"7 Strongly agree","2013","college entrance qualification","","","",""
"7 Strongly agree","2013","Other degree","","","",""
"7 Strongly agree","2013","no degree/no degree yet","","","",""
"1 Strongly disagree","2014","lower secondary degree","","","",""
"1 Strongly disagree","2014","secondary school degree","","","",""
"1 Strongly disagree","2014","college entrance qualification","","","",""
"1 Strongly disagree","2014","Other degree","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","","","",""
"2 on scale 1-7 ","2014","secondary school degree","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","","","",""
"2 on scale 1-7 ","2014","Other degree","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","","","",""
"3 on scale 1-7 ","2014","secondary school degree","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","","","",""
"3 on scale 1-7 ","2014","Other degree","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"4 on scale 1-7","2014","lower secondary degree","","","",""
"4 on scale 1-7","2014","secondary school degree","","","",""
"4 on scale 1-7","2014","college entrance qualification","","","",""
"4 on scale 1-7","2014","Other degree","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","","","",""
"5 on scale 1-7","2014","lower secondary degree","","","",""
"5 on scale 1-7","2014","secondary school degree","","","",""
"5 on scale 1-7","2014","college entrance qualification","","","",""
"5 on scale 1-7","2014","Other degree","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","","","",""
"6 on scale 1-7","2014","lower secondary degree","","","",""
"6 on scale 1-7","2014","secondary school degree","","","",""
"6 on scale 1-7","2014","college entrance qualification","","","",""
"6 on scale 1-7","2014","Other degree","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","","","",""
"7 Strongly agree","2014","lower secondary degree","","","",""
"7 Strongly agree","2014","secondary school degree","","","",""
"7 Strongly agree","2014","college entrance qualification","","","",""
"7 Strongly agree","2014","Other degree","","","",""
"7 Strongly agree","2014","no degree/no degree yet","","","",""
"1 Strongly disagree","2015","lower secondary degree","1692","0.256043736652774","0.245339285260395","0.266748188045154"
"1 Strongly disagree","2015","secondary school degree","1828","0.237945110860414","0.228109227669666","0.247780994051161"
"1 Strongly disagree","2015","college entrance qualification","1869","0.237528530203778","0.227699940129133","0.247357120278424"
"1 Strongly disagree","2015","Other degree","1564","0.361052713081391","0.346177450100291","0.37592797606249"
"1 Strongly disagree","2015","no degree/no degree yet","274","0.256945835935803","0.229145758033847","0.284745913837759"
"2 on scale 1-7 ","2015","lower secondary degree","1395","0.228734030290719","0.21843251503904","0.239035545542397"
"2 on scale 1-7 ","2015","secondary school degree","1832","0.252841423217455","0.24280191709242","0.26288092934249"
"2 on scale 1-7 ","2015","college entrance qualification","2301","0.321346448241861","0.310561145312727","0.332131751170996"
"2 on scale 1-7 ","2015","Other degree","872","0.220515090264191","0.2076749477511","0.233355232777282"
"2 on scale 1-7 ","2015","no degree/no degree yet","227","0.213180644410826","0.187123525935233","0.239237762886419"
"3 on scale 1-7 ","2015","lower secondary degree","1045","0.159197631188562","0.150224399159524","0.1681708632176"
"3 on scale 1-7 ","2015","secondary school degree","1256","0.179481495189694","0.170617370180802","0.188345620198586"
"3 on scale 1-7 ","2015","college entrance qualification","1306","0.189176014199993","0.180130820704861","0.198221207695125"
"3 on scale 1-7 ","2015","Other degree","495","0.13336311042354","0.122834203790724","0.143892017056355"
"3 on scale 1-7 ","2015","no degree/no degree yet","135","0.170465172354814","0.146540272533428","0.1943900721762"
"4 on scale 1-7","2015","lower secondary degree","967","0.154549772529082","0.145684096816852","0.163415448241312"
"4 on scale 1-7","2015","secondary school degree","1064","0.150317889147796","0.142062920760893","0.158572857534699"
"4 on scale 1-7","2015","college entrance qualification","885","0.129841992963685","0.122079018109813","0.137604967817557"
"4 on scale 1-7","2015","Other degree","454","0.12575593008945","0.115486947555765","0.136024912623135"
"4 on scale 1-7","2015","no degree/no degree yet","125","0.14005446617814","0.117974472804263","0.162134459552017"
"5 on scale 1-7","2015","lower secondary degree","550","0.0878867335685067","0.0809425741581705","0.0948308929788429"
"5 on scale 1-7","2015","secondary school degree","644","0.094500119435642","0.08774330144878","0.101256937422504"
"5 on scale 1-7","2015","college entrance qualification","514","0.0798653754376491","0.0736046236235886","0.0861261272517096"
"5 on scale 1-7","2015","Other degree","267","0.0651146240413281","0.0574733586659394","0.0727558894167169"
"5 on scale 1-7","2015","no degree/no degree yet","87","0.0995873695794388","0.0805354866270519","0.118639252531826"
"6 on scale 1-7","2015","lower secondary degree","344","0.0582131045578882","0.0524703489299918","0.0639558601857845"
"6 on scale 1-7","2015","secondary school degree","304","0.0458915117972832","0.0410581767113077","0.0507248468832586"
"6 on scale 1-7","2015","college entrance qualification","212","0.0287307325226199","0.0248727104716712","0.0325887545735686"
"6 on scale 1-7","2015","Other degree","165","0.0440409177027749","0.0376862234101361","0.0503956119954136"
"6 on scale 1-7","2015","no degree/no degree yet","45","0.051398107098415","0.0373495881761052","0.0654466260207247"
"7 Strongly agree","2015","lower secondary degree","393","0.0553749912124676","0.0497655424081354","0.0609844400167997"
"7 Strongly agree","2015","secondary school degree","272","0.0390224503517158","0.0345494829607236","0.0434954177427079"
"7 Strongly agree","2015","college entrance qualification","115","0.0135109064304133","0.0108446008617209","0.0161772119991057"
"7 Strongly agree","2015","Other degree","188","0.0501576143973251","0.0433977024378579","0.0569175263567923"
"7 Strongly agree","2015","no degree/no degree yet","56","0.068368404442563","0.0523113894991791","0.0844254193859469"
"1 Strongly disagree","2016","lower secondary degree","12","","",""
"1 Strongly disagree","2016","secondary school degree","15","","",""
"1 Strongly disagree","2016","college entrance qualification","12","","",""
"1 Strongly disagree","2016","Other degree","1682","0.603061923227766","0.583165921000432","0.6229579254551"
"1 Strongly disagree","2016","no degree/no degree yet","1103","0.568029185882377","0.543448255337193","0.592610116427561"
"2 on scale 1-7 ","2016","lower secondary degree","6","","",""
"2 on scale 1-7 ","2016","secondary school degree","2","","",""
"2 on scale 1-7 ","2016","college entrance qualification","7","","",""
"2 on scale 1-7 ","2016","Other degree","212","0.136374722530561","0.122418975174462","0.150330469886659"
"2 on scale 1-7 ","2016","no degree/no degree yet","120","0.0949070832372726","0.0803631561662327","0.109451010308313"
"3 on scale 1-7 ","2016","lower secondary degree","2","","",""
"3 on scale 1-7 ","2016","secondary school degree","1","","",""
"3 on scale 1-7 ","2016","college entrance qualification","2","","",""
"3 on scale 1-7 ","2016","Other degree","125","0.0823351482899311","0.0711573010272364","0.0935129955526257"
"3 on scale 1-7 ","2016","no degree/no degree yet","65","0.0965580130905376","0.0819015193370356","0.11121450684404"
"4 on scale 1-7","2016","lower secondary degree","3","","",""
"4 on scale 1-7","2016","secondary school degree","1","","",""
"4 on scale 1-7","2016","college entrance qualification","1","","",""
"4 on scale 1-7","2016","Other degree","112","0.0567575870550669","0.0473485081971034","0.0661666659130304"
"4 on scale 1-7","2016","no degree/no degree yet","69","0.0760301063509762","0.0628776308625395","0.0891825818394129"
"5 on scale 1-7","2016","lower secondary degree","1","","",""
"5 on scale 1-7","2016","secondary school degree","3","","",""
"5 on scale 1-7","2016","college entrance qualification","3","","",""
"5 on scale 1-7","2016","Other degree","67","0.0574423286420988","0.047980099280183","0.0669045580040145"
"5 on scale 1-7","2016","no degree/no degree yet","52","0.0561156310823562","0.0446950785824907","0.0675361835822218"
"6 on scale 1-7","2016","lower secondary degree","3","","",""
"6 on scale 1-7","2016","secondary school degree","1","","",""
"6 on scale 1-7","2016","college entrance qualification","","","",""
"6 on scale 1-7","2016","Other degree","42","0.0187942817741688","0.0132720276495585","0.0243165358987791"
