"plh0206i02","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2006","Part Time","direct migration background","","","",""
"6 on scale 1-7","2006","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2006","Not Working","no migration background","","","",""
"6 on scale 1-7","2006","Not Working","direct migration background","","","",""
"6 on scale 1-7","2006","Not Working","indirect migration background","","","",""
"7 Strongly agree","2006","Full Time","no migration background","","","",""
"7 Strongly agree","2006","Full Time","direct migration background","","","",""
"7 Strongly agree","2006","Full Time","indirect migration background","","","",""
"7 Strongly agree","2006","Part Time","no migration background","","","",""
"7 Strongly agree","2006","Part Time","direct migration background","","","",""
"7 Strongly agree","2006","Part Time","indirect migration background","","","",""
"7 Strongly agree","2006","Not Working","no migration background","","","",""
"7 Strongly agree","2006","Not Working","direct migration background","","","",""
"7 Strongly agree","2006","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2007","Full Time","no migration background","","","",""
"1 Strongly disagree","2007","Full Time","direct migration background","","","",""
"1 Strongly disagree","2007","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2007","Part Time","no migration background","","","",""
"1 Strongly disagree","2007","Part Time","direct migration background","","","",""
"1 Strongly disagree","2007","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2007","Not Working","no migration background","","","",""
"1 Strongly disagree","2007","Not Working","direct migration background","","","",""
"1 Strongly disagree","2007","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2007","Full Time","no migration background","","","",""
"4 on scale 1-7","2007","Full Time","direct migration background","","","",""
"4 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2007","Part Time","no migration background","","","",""
"4 on scale 1-7","2007","Part Time","direct migration background","","","",""
"4 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2007","Not Working","no migration background","","","",""
"4 on scale 1-7","2007","Not Working","direct migration background","","","",""
"4 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2007","Full Time","no migration background","","","",""
"5 on scale 1-7","2007","Full Time","direct migration background","","","",""
"5 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2007","Part Time","no migration background","","","",""
"5 on scale 1-7","2007","Part Time","direct migration background","","","",""
"5 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2007","Not Working","no migration background","","","",""
"5 on scale 1-7","2007","Not Working","direct migration background","","","",""
"5 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2007","Full Time","no migration background","","","",""
"6 on scale 1-7","2007","Full Time","direct migration background","","","",""
"6 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2007","Part Time","no migration background","","","",""
"6 on scale 1-7","2007","Part Time","direct migration background","","","",""
"6 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2007","Not Working","no migration background","","","",""
"6 on scale 1-7","2007","Not Working","direct migration background","","","",""
"6 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"7 Strongly agree","2007","Full Time","no migration background","","","",""
"7 Strongly agree","2007","Full Time","direct migration background","","","",""
"7 Strongly agree","2007","Full Time","indirect migration background","","","",""
"7 Strongly agree","2007","Part Time","no migration background","","","",""
"7 Strongly agree","2007","Part Time","direct migration background","","","",""
"7 Strongly agree","2007","Part Time","indirect migration background","","","",""
"7 Strongly agree","2007","Not Working","no migration background","","","",""
"7 Strongly agree","2007","Not Working","direct migration background","","","",""
"7 Strongly agree","2007","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2008","Full Time","no migration background","","","",""
"1 Strongly disagree","2008","Full Time","direct migration background","","","",""
"1 Strongly disagree","2008","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2008","Part Time","no migration background","","","",""
"1 Strongly disagree","2008","Part Time","direct migration background","","","",""
"1 Strongly disagree","2008","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2008","Not Working","no migration background","","","",""
"1 Strongly disagree","2008","Not Working","direct migration background","","","",""
"1 Strongly disagree","2008","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2008","Full Time","no migration background","","","",""
"4 on scale 1-7","2008","Full Time","direct migration background","","","",""
"4 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2008","Part Time","no migration background","","","",""
"4 on scale 1-7","2008","Part Time","direct migration background","","","",""
"4 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2008","Not Working","no migration background","","","",""
"4 on scale 1-7","2008","Not Working","direct migration background","","","",""
"4 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2008","Full Time","no migration background","","","",""
"5 on scale 1-7","2008","Full Time","direct migration background","","","",""
"5 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2008","Part Time","no migration background","","","",""
"5 on scale 1-7","2008","Part Time","direct migration background","","","",""
"5 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2008","Not Working","no migration background","","","",""
"5 on scale 1-7","2008","Not Working","direct migration background","","","",""
"5 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2008","Full Time","no migration background","","","",""
"6 on scale 1-7","2008","Full Time","direct migration background","","","",""
"6 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2008","Part Time","no migration background","","","",""
"6 on scale 1-7","2008","Part Time","direct migration background","","","",""
"6 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2008","Not Working","no migration background","","","",""
"6 on scale 1-7","2008","Not Working","direct migration background","","","",""
"6 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"7 Strongly agree","2008","Full Time","no migration background","","","",""
"7 Strongly agree","2008","Full Time","direct migration background","","","",""
"7 Strongly agree","2008","Full Time","indirect migration background","","","",""
"7 Strongly agree","2008","Part Time","no migration background","","","",""
"7 Strongly agree","2008","Part Time","direct migration background","","","",""
"7 Strongly agree","2008","Part Time","indirect migration background","","","",""
"7 Strongly agree","2008","Not Working","no migration background","","","",""
"7 Strongly agree","2008","Not Working","direct migration background","","","",""
"7 Strongly agree","2008","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2009","Full Time","no migration background","","","",""
"1 Strongly disagree","2009","Full Time","direct migration background","","","",""
"1 Strongly disagree","2009","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2009","Part Time","no migration background","","","",""
"1 Strongly disagree","2009","Part Time","direct migration background","","","",""
"1 Strongly disagree","2009","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2009","Not Working","no migration background","","","",""
"1 Strongly disagree","2009","Not Working","direct migration background","","","",""
"1 Strongly disagree","2009","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2009","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2009","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2009","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2009","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2009","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2009","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2009","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2009","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2009","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2009","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2009","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2009","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2009","Full Time","no migration background","","","",""
"4 on scale 1-7","2009","Full Time","direct migration background","","","",""
"4 on scale 1-7","2009","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2009","Part Time","no migration background","","","",""
"4 on scale 1-7","2009","Part Time","direct migration background","","","",""
"4 on scale 1-7","2009","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2009","Not Working","no migration background","","","",""
"4 on scale 1-7","2009","Not Working","direct migration background","","","",""
"4 on scale 1-7","2009","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2009","Full Time","no migration background","","","",""
"5 on scale 1-7","2009","Full Time","direct migration background","","","",""
"5 on scale 1-7","2009","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2009","Part Time","no migration background","","","",""
"5 on scale 1-7","2009","Part Time","direct migration background","","","",""
"5 on scale 1-7","2009","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2009","Not Working","no migration background","","","",""
"5 on scale 1-7","2009","Not Working","direct migration background","","","",""
"5 on scale 1-7","2009","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2009","Full Time","no migration background","","","",""
"6 on scale 1-7","2009","Full Time","direct migration background","","","",""
"6 on scale 1-7","2009","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2009","Part Time","no migration background","","","",""
"6 on scale 1-7","2009","Part Time","direct migration background","","","",""
"6 on scale 1-7","2009","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2009","Not Working","no migration background","","","",""
"6 on scale 1-7","2009","Not Working","direct migration background","","","",""
"6 on scale 1-7","2009","Not Working","indirect migration background","","","",""
"7 Strongly agree","2009","Full Time","no migration background","","","",""
"7 Strongly agree","2009","Full Time","direct migration background","","","",""
"7 Strongly agree","2009","Full Time","indirect migration background","","","",""
"7 Strongly agree","2009","Part Time","no migration background","","","",""
"7 Strongly agree","2009","Part Time","direct migration background","","","",""
"7 Strongly agree","2009","Part Time","indirect migration background","","","",""
"7 Strongly agree","2009","Not Working","no migration background","","","",""
"7 Strongly agree","2009","Not Working","direct migration background","","","",""
"7 Strongly agree","2009","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2010","Full Time","no migration background","790","0.137160672344982","0.128222026587249","0.146099318102714"
"1 Strongly disagree","2010","Full Time","direct migration background","90","0.181052309273655","0.146128648082605","0.215975970464705"
"1 Strongly disagree","2010","Full Time","indirect migration background","39","0.122296977282566","0.0843926493096582","0.160201305255474"
"1 Strongly disagree","2010","Part Time","no migration background","554","0.176326010034201","0.163382208646847","0.189269811421556"
"1 Strongly disagree","2010","Part Time","direct migration background","83","0.201902226682336","0.161219421237902","0.242585032126769"
"1 Strongly disagree","2010","Part Time","indirect migration background","32","0.120711769399757","0.074984925895981","0.166438612903533"
"1 Strongly disagree","2010","Not Working","no migration background","1207","0.225390506881412","0.2143807691487","0.236400244614123"
"1 Strongly disagree","2010","Not Working","direct migration background","156","0.233766215065542","0.200344459696151","0.267187970434933"
"1 Strongly disagree","2010","Not Working","indirect migration background","36","0.151128928235994","0.0982129992182289","0.204044857253759"
"2 on scale 1-7 ","2010","Full Time","no migration background","1221","0.211948552228873","0.201329531449882","0.222567573007863"
"2 on scale 1-7 ","2010","Full Time","direct migration background","101","0.170379111151581","0.136280423546795","0.204477798756368"
"2 on scale 1-7 ","2010","Full Time","indirect migration background","68","0.201779824336473","0.1553488964466","0.248210752226346"
"2 on scale 1-7 ","2010","Part Time","no migration background","751","0.212337834014423","0.198447596932937","0.22622807109591"
"2 on scale 1-7 ","2010","Part Time","direct migration background","81","0.207847874702355","0.166724440067855","0.248971309336854"
"2 on scale 1-7 ","2010","Part Time","indirect migration background","38","0.190003064915248","0.134940964207835","0.24506516562266"
"2 on scale 1-7 ","2010","Not Working","no migration background","1192","0.200955755757017","0.190397227305604","0.211514284208431"
"2 on scale 1-7 ","2010","Not Working","direct migration background","140","0.23248831242862","0.199130251601494","0.265846373255746"
"2 on scale 1-7 ","2010","Not Working","indirect migration background","44","0.183439242754199","0.126260824936693","0.240617660571706"
"3 on scale 1-7 ","2010","Full Time","no migration background","1219","0.213144009730767","0.202503163891623","0.223784855569911"
"3 on scale 1-7 ","2010","Full Time","direct migration background","80","0.149415472642644","0.117082459678164","0.181748485607124"
"3 on scale 1-7 ","2010","Full Time","indirect migration background","57","0.213127146565059","0.165748919038161","0.260505374091957"
"3 on scale 1-7 ","2010","Part Time","no migration background","741","0.226394932303235","0.212180845021418","0.240609019585051"
"3 on scale 1-7 ","2010","Part Time","direct migration background","88","0.207271673336397","0.166190347127093","0.248352999545701"
"3 on scale 1-7 ","2010","Part Time","indirect migration background","35","0.19982829621223","0.143704004554847","0.255952587869613"
"3 on scale 1-7 ","2010","Not Working","no migration background","1051","0.190915684163005","0.180559841317566","0.201271527008444"
"3 on scale 1-7 ","2010","Not Working","direct migration background","112","0.167554813185493","0.138062148567769","0.197047477803216"
"3 on scale 1-7 ","2010","Not Working","indirect migration background","30","0.14593693283622","0.0937791243679179","0.198094741304522"
"4 on scale 1-7","2010","Full Time","no migration background","1115","0.190662739909621","0.180455939083627","0.200869540735615"
"4 on scale 1-7","2010","Full Time","direct migration background","92","0.220988942616662","0.18335785818429","0.258620027049035"
"4 on scale 1-7","2010","Full Time","indirect migration background","58","0.22621297378433","0.177809490173587","0.274616457395073"
"4 on scale 1-7","2010","Part Time","no migration background","615","0.168332165107657","0.15562395221692","0.181040377998394"
"4 on scale 1-7","2010","Part Time","direct migration background","51","0.121915252027977","0.0887556333917782","0.155074870664176"
"4 on scale 1-7","2010","Part Time","indirect migration background","40","0.216673125767423","0.158849566208797","0.27449668532605"
"4 on scale 1-7","2010","Not Working","no migration background","952","0.174144431714134","0.164151921455679","0.184136941972589"
"4 on scale 1-7","2010","Not Working","direct migration background","98","0.165288540433056","0.135956160933793","0.194620919932319"
"4 on scale 1-7","2010","Not Working","indirect migration background","26","","",""
"5 on scale 1-7","2010","Full Time","no migration background","743","0.135186405099345","0.126302176566471","0.14407063363222"
"5 on scale 1-7","2010","Full Time","direct migration background","53","0.143646495195912","0.111836492377706","0.175456498014117"
"5 on scale 1-7","2010","Full Time","indirect migration background","37","0.139119601299398","0.0990815700135106","0.179157632585285"
"5 on scale 1-7","2010","Part Time","no migration background","354","0.112428496364798","0.101699333182553","0.123157659547043"
"5 on scale 1-7","2010","Part Time","direct migration background","34","0.146349290619923","0.110527465979847","0.18217111526"
"5 on scale 1-7","2010","Part Time","indirect migration background","29","","",""
"5 on scale 1-7","2010","Not Working","no migration background","531","0.0979908360914495","0.0901571536484448","0.105824518534454"
"5 on scale 1-7","2010","Not Working","direct migration background","62","0.116231571417254","0.0909217528995287","0.141541389934979"
"5 on scale 1-7","2010","Not Working","indirect migration background","18","","",""
"6 on scale 1-7","2010","Full Time","no migration background","318","0.0537791200595473","0.0479178049856106","0.059640435133484"
"6 on scale 1-7","2010","Full Time","direct migration background","22","","",""
"6 on scale 1-7","2010","Full Time","indirect migration background","12","","",""
"6 on scale 1-7","2010","Part Time","no migration background","160","0.0490977594489275","0.0417589646161811","0.056436554281674"
"6 on scale 1-7","2010","Part Time","direct migration background","22","","",""
"6 on scale 1-7","2010","Part Time","indirect migration background","9","","",""
"6 on scale 1-7","2010","Not Working","no migration background","271","0.0491956148767511","0.0434969050921059","0.0548943246613963"
"6 on scale 1-7","2010","Not Working","direct migration background","19","","",""
"6 on scale 1-7","2010","Not Working","indirect migration background","11","","",""
"7 Strongly agree","2010","Full Time","no migration background","284","0.0581185006268649","0.0520392885836132","0.0641977126701167"
"7 Strongly agree","2010","Full Time","direct migration background","29","","",""
"7 Strongly agree","2010","Full Time","indirect migration background","16","","",""
"7 Strongly agree","2010","Part Time","no migration background","155","0.0550828027267581","0.0473340667071286","0.0628315387463876"
"7 Strongly agree","2010","Part Time","direct migration background","15","","",""
"7 Strongly agree","2010","Part Time","indirect migration background","12","","",""
"7 Strongly agree","2010","Not Working","no migration background","329","0.0614071705162313","0.0550813638398116","0.0677329771926511"
"7 Strongly agree","2010","Not Working","direct migration background","29","","",""
"7 Strongly agree","2010","Not Working","indirect migration background","11","","",""
"1 Strongly disagree","2011","Full Time","no migration background","","","",""
