"plh0206i02","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2007","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2007","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2008","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2008","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Urban Area","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Urban Area","","","","","3"
"4 on scale 1-7","2008","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2008","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2008","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2008","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2008","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2008","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2008","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2008","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","3"
"4 on scale 1-7","2009","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2009","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2009","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2009","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2009","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2009","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2009","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Rural Area","136","0.109057396007125","0.0911963213619747","0.126918470652276","1"
"1 Strongly disagree","2010","35-65 y.","Urban Area","1075","0.181264541494594","0.171476003376587","0.191053079612601","1"
"1 Strongly disagree","2010","35-65 y.","Rural Area","508","0.154394510834289","0.141701683992466","0.167087337676112","1"
"1 Strongly disagree","2010","66 and older","Urban Area","653","0.256934503546164","0.240323519343458","0.27354548774887","1"
"1 Strongly disagree","2010","66 and older","Rural Area","304","0.226266767022519","0.204086342967082","0.248447191077957","1"
"1 Strongly disagree","2010","16-34 y.","Urban Area","311","0.128357487258919","0.115003241168889","0.141711733348948","1"
"2 on scale 1-7 ","2010","35-65 y.","Urban Area","1353","0.217916118336463","0.207426469414426","0.228405767258501","2"
"2 on scale 1-7 ","2010","35-65 y.","Rural Area","661","0.196649457059331","0.182687141400078","0.210611772718584","2"
"2 on scale 1-7 ","2010","16-34 y.","Rural Area","247","0.184050607164742","0.16184537086247","0.206255843467014","2"
"2 on scale 1-7 ","2010","66 and older","Rural Area","280","0.203098819811981","0.181772310894655","0.224425328729308","2"
"2 on scale 1-7 ","2010","66 and older","Urban Area","586","0.214258164625146","0.198659794136815","0.229856535113477","2"
"2 on scale 1-7 ","2010","16-34 y.","Urban Area","509","0.196401562285897","0.18054052519743","0.212262599374363","2"
"3 on scale 1-7 ","2010","16-34 y.","Rural Area","236","0.213358635931098","0.189884010955407","0.23683326090679","3"
"3 on scale 1-7 ","2010","35-65 y.","Urban Area","1267","0.199426334401131","0.18927363538132","0.209579033420942","3"
"3 on scale 1-7 ","2010","16-34 y.","Urban Area","553","0.2146905808886","0.19829727779739","0.231083883979809","3"
"3 on scale 1-7 ","2010","66 and older","Rural Area","233","0.177499596516478","0.157244674350138","0.197754518682818","3"
"3 on scale 1-7 ","2010","66 and older","Urban Area","509","0.187704469504143","0.17285999112603","0.202548947882256","3"
"3 on scale 1-7 ","2010","35-65 y.","Rural Area","615","0.222381110640085","0.20777310664588","0.236989114634289","3"
"4 on scale 1-7","2010","66 and older","Rural Area","250","0.169842184754664","0.149936966310692","0.189747403198637","4"
"4 on scale 1-7","2010","66 and older","Urban Area","425","0.157528197867055","0.14367891001683","0.171377485717281","4"
"4 on scale 1-7","2010","35-65 y.","Urban Area","1075","0.174690458875728","0.165042562418427","0.184338355333028","4"
"4 on scale 1-7","2010","16-34 y.","Rural Area","254","0.232717392425399","0.20850446735124","0.256930317499557","4"
"4 on scale 1-7","2010","35-65 y.","Rural Area","574","0.168669400340953","0.155515226885993","0.181823573795913","4"
"4 on scale 1-7","2010","16-34 y.","Urban Area","469","0.213334769612334","0.19697921148022","0.229690327744449","4"
"5 on scale 1-7","2010","66 and older","Rural Area","141","0.101405389060937","0.0854033157248498","0.117407462397023","5"
"5 on scale 1-7","2010","35-65 y.","Urban Area","638","0.122584258710074","0.114251099650372","0.130917417769776","5"
"5 on scale 1-7","2010","66 and older","Urban Area","200","0.0780627406966119","0.0678640790535556","0.0882614023396682","5"
"5 on scale 1-7","2010","35-65 y.","Rural Area","394","0.126183852869503","0.114519236624034","0.137848469114973","5"
"5 on scale 1-7","2010","16-34 y.","Rural Area","178","0.168975640345308","0.147503561768782","0.190447718921833","5"
"5 on scale 1-7","2010","16-34 y.","Urban Area","310","0.139400410489014","0.125572003168867","0.153228817809161","5"
"6 on scale 1-7","2010","66 and older","Rural Area","73","0.0551266230400693","0.0430281284534199","0.0672251176267186","6"
"6 on scale 1-7","2010","35-65 y.","Urban Area","266","0.0483728135244162","0.0429212170431247","0.0538244100057076","6"
"6 on scale 1-7","2010","66 and older","Urban Area","122","0.0418895925849253","0.0342735134174852","0.0495056717523653","6"
"6 on scale 1-7","2010","16-34 y.","Rural Area","57","0.0482379432154826","0.035960335736321","0.0605155506946442","6"
"6 on scale 1-7","2010","35-65 y.","Rural Area","185","0.0623405046026907","0.0538474040614956","0.0708336051438858","6"
"6 on scale 1-7","2010","16-34 y.","Urban Area","141","0.0533925583132085","0.0444169293312445","0.0623681872951724","6"
"7 Strongly agree","2010","66 and older","Rural Area","86","0.0667606197933512","0.053528770614741","0.0799924689719614","7"
"7 Strongly agree","2010","16-34 y.","Urban Area","117","0.054422631152028","0.0453657666218361","0.0634794956822199","7"
"7 Strongly agree","2010","16-34 y.","Rural Area","62","0.0436023849108455","0.0319012085636914","0.0553035612579996","7"
"7 Strongly agree","2010","35-65 y.","Urban Area","276","0.0557454746575939","0.0499158720008067","0.0615750773143812","7"
"7 Strongly agree","2010","35-65 y.","Rural Area","176","0.0693811636531482","0.0604549918854592","0.0783073354208372","7"
"7 Strongly agree","2010","66 and older","Urban Area","163","0.0636223311759542","0.0543433367112037","0.0729013256407048","7"
"1 Strongly disagree","2011","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2011","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2011","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2011","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2011","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Urban Area","","","","","6"
"7 Strongly agree","2011","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2011","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2012","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2012","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2012","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2012","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Rural Area","","","","","6"
"7 Strongly agree","2012","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Urban Area","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","3"
