"plh0206i02","year","e11102","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2007","Not Employed","","","",""
"2 on scale 1-7 ","2007","Employed","","","",""
"3 on scale 1-7 ","2007","Not Employed","","","",""
"3 on scale 1-7 ","2007","Employed","","","",""
"4 on scale 1-7","2007","Not Employed","","","",""
"4 on scale 1-7","2007","Employed","","","",""
"5 on scale 1-7","2007","Not Employed","","","",""
"5 on scale 1-7","2007","Employed","","","",""
"6 on scale 1-7","2007","Not Employed","","","",""
"6 on scale 1-7","2007","Employed","","","",""
"7 Strongly agree","2007","Not Employed","","","",""
"7 Strongly agree","2007","Employed","","","",""
"1 Strongly disagree","2008","Not Employed","","","",""
"1 Strongly disagree","2008","Employed","","","",""
"2 on scale 1-7 ","2008","Not Employed","","","",""
"2 on scale 1-7 ","2008","Employed","","","",""
"3 on scale 1-7 ","2008","Not Employed","","","",""
"3 on scale 1-7 ","2008","Employed","","","",""
"4 on scale 1-7","2008","Not Employed","","","",""
"4 on scale 1-7","2008","Employed","","","",""
"5 on scale 1-7","2008","Not Employed","","","",""
"5 on scale 1-7","2008","Employed","","","",""
"6 on scale 1-7","2008","Not Employed","","","",""
"6 on scale 1-7","2008","Employed","","","",""
"7 Strongly agree","2008","Not Employed","","","",""
"7 Strongly agree","2008","Employed","","","",""
"1 Strongly disagree","2009","Not Employed","","","",""
"1 Strongly disagree","2009","Employed","","","",""
"2 on scale 1-7 ","2009","Not Employed","","","",""
"2 on scale 1-7 ","2009","Employed","","","",""
"3 on scale 1-7 ","2009","Not Employed","","","",""
"3 on scale 1-7 ","2009","Employed","","","",""
"4 on scale 1-7","2009","Not Employed","","","",""
"4 on scale 1-7","2009","Employed","","","",""
"5 on scale 1-7","2009","Not Employed","","","",""
"5 on scale 1-7","2009","Employed","","","",""
"6 on scale 1-7","2009","Not Employed","","","",""
"6 on scale 1-7","2009","Employed","","","",""
"7 Strongly agree","2009","Not Employed","","","",""
"7 Strongly agree","2009","Employed","","","",""
"1 Strongly disagree","2010","Not Employed","1399","0.224815836549908","0.214527771008463","0.235103902091353"
"1 Strongly disagree","2010","Employed","1588","0.153801953915957","0.146849441642907","0.160754466189006"
"2 on scale 1-7 ","2010","Not Employed","1376","0.20454536666705","0.194604589077421","0.214486144256679"
"2 on scale 1-7 ","2010","Employed","2260","0.208603339720478","0.200772964670841","0.216433714770115"
"3 on scale 1-7 ","2010","Not Employed","1193","0.186983999168357","0.177375189418357","0.196592808918357"
"3 on scale 1-7 ","2010","Employed","2220","0.212462537002279","0.204579353767162","0.220345720237397"
"4 on scale 1-7","2010","Not Employed","1076","0.173955168948473","0.164613202480836","0.183297135416111"
"4 on scale 1-7","2010","Employed","1971","0.183711302571498","0.176248281660417","0.19117432348258"
"5 on scale 1-7","2010","Not Employed","611","0.101457035684293","0.0940160865683779","0.108897984800209"
"5 on scale 1-7","2010","Employed","1250","0.130092962279358","0.123609781193631","0.136576143365086"
"6 on scale 1-7","2010","Not Employed","301","0.0470475401576401","0.0418293259294676","0.0522657543858126"
"6 on scale 1-7","2010","Employed","543","0.0531939234520789","0.048868920990862","0.0575189259132957"
"7 Strongly agree","2010","Not Employed","369","0.0611950528242785","0.0552880977494378","0.0671020078991192"
"7 Strongly agree","2010","Employed","511","0.0581339810583508","0.0536244184031613","0.0626435437135402"
"1 Strongly disagree","2011","Not Employed","","","",""
"1 Strongly disagree","2011","Employed","","","",""
"2 on scale 1-7 ","2011","Not Employed","","","",""
"2 on scale 1-7 ","2011","Employed","","","",""
"3 on scale 1-7 ","2011","Not Employed","","","",""
"3 on scale 1-7 ","2011","Employed","","","",""
"4 on scale 1-7","2011","Not Employed","","","",""
"4 on scale 1-7","2011","Employed","","","",""
"5 on scale 1-7","2011","Not Employed","","","",""
"5 on scale 1-7","2011","Employed","","","",""
"6 on scale 1-7","2011","Not Employed","","","",""
"6 on scale 1-7","2011","Employed","","","",""
"7 Strongly agree","2011","Not Employed","","","",""
"7 Strongly agree","2011","Employed","","","",""
"1 Strongly disagree","2012","Not Employed","","","",""
"1 Strongly disagree","2012","Employed","","","",""
"2 on scale 1-7 ","2012","Not Employed","","","",""
"2 on scale 1-7 ","2012","Employed","","","",""
"3 on scale 1-7 ","2012","Not Employed","","","",""
"3 on scale 1-7 ","2012","Employed","","","",""
"4 on scale 1-7","2012","Not Employed","","","",""
"4 on scale 1-7","2012","Employed","","","",""
"5 on scale 1-7","2012","Not Employed","","","",""
"5 on scale 1-7","2012","Employed","","","",""
"6 on scale 1-7","2012","Not Employed","","","",""
"6 on scale 1-7","2012","Employed","","","",""
"7 Strongly agree","2012","Not Employed","","","",""
"7 Strongly agree","2012","Employed","","","",""
"1 Strongly disagree","2013","Not Employed","","","",""
"1 Strongly disagree","2013","Employed","","","",""
"2 on scale 1-7 ","2013","Not Employed","","","",""
"2 on scale 1-7 ","2013","Employed","","","",""
"3 on scale 1-7 ","2013","Not Employed","","","",""
"3 on scale 1-7 ","2013","Employed","","","",""
"4 on scale 1-7","2013","Not Employed","","","",""
"4 on scale 1-7","2013","Employed","","","",""
"5 on scale 1-7","2013","Not Employed","","","",""
"5 on scale 1-7","2013","Employed","","","",""
"6 on scale 1-7","2013","Not Employed","","","",""
"6 on scale 1-7","2013","Employed","","","",""
"7 Strongly agree","2013","Not Employed","","","",""
"7 Strongly agree","2013","Employed","","","",""
"1 Strongly disagree","2014","Not Employed","","","",""
"1 Strongly disagree","2014","Employed","","","",""
"2 on scale 1-7 ","2014","Not Employed","","","",""
"2 on scale 1-7 ","2014","Employed","","","",""
"3 on scale 1-7 ","2014","Not Employed","","","",""
"3 on scale 1-7 ","2014","Employed","","","",""
"4 on scale 1-7","2014","Not Employed","","","",""
"4 on scale 1-7","2014","Employed","","","",""
"5 on scale 1-7","2014","Not Employed","","","",""
"5 on scale 1-7","2014","Employed","","","",""
"6 on scale 1-7","2014","Not Employed","","","",""
"6 on scale 1-7","2014","Employed","","","",""
"7 Strongly agree","2014","Not Employed","","","",""
"7 Strongly agree","2014","Employed","","","",""
"1 Strongly disagree","2015","Not Employed","3157","0.284715725162401","0.275916893721979","0.293514556602823"
"1 Strongly disagree","2015","Employed","4315","0.237112811379218","0.230641679972826","0.24358394278561"
"2 on scale 1-7 ","2015","Not Employed","2473","0.24786972991297","0.239451162137033","0.256288297688908"
"2 on scale 1-7 ","2015","Employed","4391","0.269025581935338","0.262278430977268","0.275772732893407"
"3 on scale 1-7 ","2015","Not Employed","1490","0.154046785855629","0.147008297034703","0.161085274676555"
"3 on scale 1-7 ","2015","Employed","2911","0.182141376214525","0.176268971567364","0.188013780861686"
"4 on scale 1-7","2015","Not Employed","1334","0.137621193926642","0.130904251434416","0.144338136418869"
"4 on scale 1-7","2015","Employed","2301","0.146974472771164","0.141587131128661","0.152361814413667"
"5 on scale 1-7","2015","Not Employed","784","0.0855600888463211","0.0801063651430172","0.091013812549625"
"5 on scale 1-7","2015","Employed","1356","0.0852056803318497","0.0809578364015477","0.0894535242621518"
"6 on scale 1-7","2015","Not Employed","429","0.0482031048052899","0.0440268250762597","0.0523793845343201"
"6 on scale 1-7","2015","Employed","684","0.0431027536179056","0.0400127591028261","0.046192748132985"
"7 Strongly agree","2015","Not Employed","438","0.0419833714907461","0.0380731162059578","0.0458936267755343"
"7 Strongly agree","2015","Employed","636","0.0364373237500003","0.033586398907104","0.0392882485928967"
"1 Strongly disagree","2016","Not Employed","3052","0.569543212666653","0.554702410934081","0.584384014399225"
"1 Strongly disagree","2016","Employed","","","",""
"2 on scale 1-7 ","2016","Not Employed","377","0.130832177116509","0.120724802862519","0.140939551370498"
"2 on scale 1-7 ","2016","Employed","","","",""
"3 on scale 1-7 ","2016","Not Employed","207","0.0872757247703506","0.0788162037195729","0.0957352458211283"
"3 on scale 1-7 ","2016","Employed","","","",""
"4 on scale 1-7","2016","Not Employed","198","0.0649562975385223","0.0575695062425334","0.0723430888345113"
"4 on scale 1-7","2016","Employed","","","",""
"5 on scale 1-7","2016","Not Employed","143","0.0666897718209698","0.0592120058142491","0.0741675378276904"
"5 on scale 1-7","2016","Employed","","","",""
"6 on scale 1-7","2016","Not Employed","91","0.0331913222604089","0.0278220949610393","0.0385605495597786"
"6 on scale 1-7","2016","Employed","","","",""
"7 Strongly agree","2016","Not Employed","208","0.047511493826587","0.0411353448255638","0.0538876428276102"
"7 Strongly agree","2016","Employed","","","",""
"1 Strongly disagree","2017","Not Employed","2096","0.720508065306358","0.703916055552103","0.737100075060613"
"1 Strongly disagree","2017","Employed","","","",""
"2 on scale 1-7 ","2017","Not Employed","281","0.112325026333875","0.10064993777292","0.12400011489483"
"2 on scale 1-7 ","2017","Employed","","","",""
"3 on scale 1-7 ","2017","Not Employed","117","0.0359961892996752","0.0291086741055928","0.0428837044937576"
"3 on scale 1-7 ","2017","Employed","","","",""
"4 on scale 1-7","2017","Not Employed","109","0.045526670971546","0.0378192376348014","0.0532341043082906"
"4 on scale 1-7","2017","Employed","","","",""
"5 on scale 1-7","2017","Not Employed","73","0.031948099687831","0.0254458032132258","0.0384503961624361"
"5 on scale 1-7","2017","Employed","","","",""
"6 on scale 1-7","2017","Not Employed","30","0.0126470288590809","0.00851536097314925","0.0167786967450126"
"6 on scale 1-7","2017","Employed","","","",""
"7 Strongly agree","2017","Not Employed","104","0.041048919541634","0.0337131779805507","0.0483846611027173"
"7 Strongly agree","2017","Employed","","","",""
"1 Strongly disagree","2018","Not Employed","283","0.698758935311529","0.654349327607651","0.743168543015407"
"1 Strongly disagree","2018","Employed","","","",""
"2 on scale 1-7 ","2018","Not Employed","39","0.074218124107203","0.0488454941038033","0.0995907541106027"
"2 on scale 1-7 ","2018","Employed","","","",""
"3 on scale 1-7 ","2018","Not Employed","21","","",""
"3 on scale 1-7 ","2018","Employed","","","",""
"4 on scale 1-7","2018","Not Employed","25","","",""
"4 on scale 1-7","2018","Employed","","","",""
"5 on scale 1-7","2018","Not Employed","11","","",""
"5 on scale 1-7","2018","Employed","","","",""
"6 on scale 1-7","2018","Not Employed","14","","",""
"6 on scale 1-7","2018","Employed","","","",""
"7 Strongly agree","2018","Not Employed","17","","",""
"7 Strongly agree","2018","Employed","","","",""
"1 Strongly disagree","2019","Not Employed","151","0.622450314441604","0.564626649985882","0.680273978897327"
"1 Strongly disagree","2019","Employed","","","",""
"2 on scale 1-7 ","2019","Not Employed","43","0.169459245600361","0.124710659539601","0.21420783166112"
"2 on scale 1-7 ","2019","Employed","","","",""
"3 on scale 1-7 ","2019","Not Employed","31","0.0942679016448898","0.0594142722889331","0.129121531000846"
"3 on scale 1-7 ","2019","Employed","","","",""
"4 on scale 1-7","2019","Not Employed","17","","",""
"4 on scale 1-7","2019","Employed","","","",""
"5 on scale 1-7","2019","Not Employed","9","","",""
"5 on scale 1-7","2019","Employed","","","",""
"6 on scale 1-7","2019","Not Employed","5","","",""
"6 on scale 1-7","2019","Employed","","","",""
"7 Strongly agree","2019","Not Employed","14","","",""
"7 Strongly agree","2019","Employed","","","",""
