"plh0206i02","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Full Time","East Germany","121","0.0578930970480422","0.0474874020787835","0.0682987920173009","6"
"7 Strongly agree","2005","Not Working","East Germany","108","0.0514048203495758","0.0419715035308198","0.0608381371683318","7"
"7 Strongly agree","2005","Not Working","West Germany","344","0.0613928205228056","0.0551811788464462","0.0676044621991649","7"
"7 Strongly agree","2005","Part Time","West Germany","195","0.0570880436312193","0.0497093621676477","0.064466725094791","7"
"7 Strongly agree","2005","Part Time","East Germany","60","0.0610363369566626","0.0462576296210261","0.0758150442922991","7"
"7 Strongly agree","2005","Full Time","West Germany","346","0.0643051702142979","0.058134845271411","0.0704754951571849","7"
"7 Strongly agree","2005","Full Time","East Germany","108","0.0803921191832986","0.0682773348548329","0.0925069035117643","7"
"1 Strongly disagree","2006","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2006","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2006","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2006","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","West Germany","","","","","4"
"5 on scale 1-7","2006","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","East Germany","","","","","5"
"6 on scale 1-7","2006","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","West Germany","","","","","6"
"7 Strongly agree","2006","Not Working","East Germany","","","","","7"
"7 Strongly agree","2006","Part Time","West Germany","","","","","7"
"7 Strongly agree","2006","Part Time","East Germany","","","","","7"
"7 Strongly agree","2006","Not Working","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","East Germany","","","","","7"
"1 Strongly disagree","2007","Full Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","West Germany","","","","","3"
"4 on scale 1-7","2007","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2007","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2007","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2007","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2007","Full Time","West Germany","","","","","5"
"5 on scale 1-7","2007","Full Time","East Germany","","","","","5"
"6 on scale 1-7","2007","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2007","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2007","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2007","Full Time","West Germany","","","","","6"
"6 on scale 1-7","2007","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2007","Full Time","East Germany","","","","","6"
"7 Strongly agree","2007","Not Working","East Germany","","","","","7"
"7 Strongly agree","2007","Full Time","West Germany","","","","","7"
"7 Strongly agree","2007","Full Time","East Germany","","","","","7"
"7 Strongly agree","2007","Part Time","West Germany","","","","","7"
"7 Strongly agree","2007","Part Time","East Germany","","","","","7"
"7 Strongly agree","2007","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2008","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2008","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2008","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2008","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2008","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2008","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2008","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Full Time","West Germany","","","","","2"
"3 on scale 1-7 ","2008","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Working","West Germany","","","","","3"
"4 on scale 1-7","2008","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2008","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2008","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2008","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2008","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2008","Full Time","West Germany","","","","","4"
"5 on scale 1-7","2008","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2008","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2008","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2008","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2008","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2008","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2008","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2008","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2008","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2008","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2008","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2008","Full Time","West Germany","","","","","6"
"7 Strongly agree","2008","Not Working","East Germany","","","","","7"
"7 Strongly agree","2008","Full Time","West Germany","","","","","7"
"7 Strongly agree","2008","Part Time","West Germany","","","","","7"
"7 Strongly agree","2008","Part Time","East Germany","","","","","7"
"7 Strongly agree","2008","Not Working","West Germany","","","","","7"
"7 Strongly agree","2008","Full Time","East Germany","","","","","7"
"1 Strongly disagree","2009","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2009","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2009","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2009","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2009","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2009","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2009","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Full Time","East Germany","","","","","2"
"3 on scale 1-7 ","2009","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Part Time","East Germany","","","","","3"
"4 on scale 1-7","2009","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2009","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2009","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2009","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2009","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2009","Full Time","West Germany","","","","","4"
"5 on scale 1-7","2009","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2009","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2009","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2009","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2009","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2009","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2009","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2009","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2009","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2009","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2009","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2009","Full Time","West Germany","","","","","6"
"7 Strongly agree","2009","Not Working","East Germany","","","","","7"
"7 Strongly agree","2009","Full Time","West Germany","","","","","7"
"7 Strongly agree","2009","Full Time","East Germany","","","","","7"
"7 Strongly agree","2009","Part Time","West Germany","","","","","7"
"7 Strongly agree","2009","Part Time","East Germany","","","","","7"
"7 Strongly agree","2009","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2010","Full Time","East Germany","216","0.150901820366424","0.133718523809168","0.16808511692368","1"
"1 Strongly disagree","2010","Part Time","West Germany","545","0.171489977149802","0.158227475290718","0.184752479008886","1"
"1 Strongly disagree","2010","Part Time","East Germany","124","0.20937636016908","0.181111927159157","0.237640793179002","1"
"1 Strongly disagree","2010","Not Working","West Germany","1058","0.231462847226061","0.219345488065814","0.243580206386309","1"
"1 Strongly disagree","2010","Not Working","East Germany","341","0.197745466493051","0.178648287269928","0.216842645716173","1"
"1 Strongly disagree","2010","Full Time","West Germany","703","0.138080468740777","0.128297515951123","0.147863421530431","1"
"2 on scale 1-7 ","2010","Part Time","West Germany","691","0.208271346626403","0.19398371820032","0.222558975052486","2"
"2 on scale 1-7 ","2010","Part Time","East Germany","179","0.221497631348904","0.192650271673527","0.25034499102428","2"
"2 on scale 1-7 ","2010","Full Time","East Germany","343","0.193033196709714","0.174086909038213","0.211979484381216","2"
"2 on scale 1-7 ","2010","Not Working","East Germany","353","0.21274902527151","0.19312670955492","0.2323713409881","2"
"2 on scale 1-7 ","2010","Not Working","West Germany","1023","0.202530994266051","0.190984834692897","0.214077153839206","2"
"2 on scale 1-7 ","2010","Full Time","West Germany","1047","0.211067708236387","0.199495899843483","0.22263951662929","2"
"3 on scale 1-7 ","2010","Full Time","East Germany","367","0.211382155054385","0.191782530518405","0.230981779590365","3"
"3 on scale 1-7 ","2010","Part Time","West Germany","716","0.230112263272081","0.215302749969151","0.244921776575011","3"
"3 on scale 1-7 ","2010","Full Time","West Germany","989","0.206268836699034","0.194794594944621","0.217743078453448","3"
"3 on scale 1-7 ","2010","Not Working","East Germany","308","0.176370226809042","0.158096020589832","0.194644433028251","3"
"3 on scale 1-7 ","2010","Not Working","West Germany","885","0.189590164434604","0.17832869260539","0.200851636263818","3"
"3 on scale 1-7 ","2010","Part Time","East Germany","148","0.176736417196876","0.15023774987152","0.203235084522233","3"
"4 on scale 1-7","2010","Not Working","East Germany","307","0.18687322826651","0.168183088879869","0.205563367653151","4"
"4 on scale 1-7","2010","Not Working","West Germany","769","0.170783196122767","0.159971557596105","0.181594834649428","4"
"4 on scale 1-7","2010","Part Time","West Germany","547","0.157901602303553","0.145071447623784","0.170731756983322","4"
"4 on scale 1-7","2010","Full Time","East Germany","350","0.193807972347321","0.174832816146419","0.212783128548224","4"
"4 on scale 1-7","2010","Part Time","East Germany","159","0.192892298333503","0.165481937871772","0.220302658795234","4"
"4 on scale 1-7","2010","Full Time","West Germany","915","0.195445129837282","0.184200096923878","0.206690162750686","4"
"5 on scale 1-7","2010","Not Working","East Germany","173","0.10565036168759","0.0909120061811866","0.120388717193994","5"
"5 on scale 1-7","2010","Part Time","West Germany","322","0.123782833623695","0.112195239040635","0.135370428206755","5"
"5 on scale 1-7","2010","Not Working","West Germany","438","0.100427382870018","0.091792049910428","0.109062715829609","5"
"5 on scale 1-7","2010","Part Time","East Germany","95","0.0952182899499244","0.0748279882208682","0.115608591678981","5"
"5 on scale 1-7","2010","Full Time","East Germany","214","0.117312294166687","0.10186488699961","0.132759701333763","5"
"5 on scale 1-7","2010","Full Time","West Germany","619","0.140598060494363","0.130740753099704","0.150455367889022","5"
"6 on scale 1-7","2010","Not Working","East Germany","84","0.0517089488635134","0.0410916621114854","0.0623262356155413","6"
"6 on scale 1-7","2010","Part Time","West Germany","146","0.0521724275792676","0.0443481834123264","0.0599966717462089","6"
"6 on scale 1-7","2010","Not Working","West Germany","217","0.0459029516880781","0.0398905016008044","0.0519154017753518","6"
"6 on scale 1-7","2010","Full Time","East Germany","92","0.0612418368657395","0.0497316795740096","0.0727519941574695","6"
"6 on scale 1-7","2010","Part Time","East Germany","45","0.0486796100593224","0.0337300468044105","0.0636291733142343","6"
"6 on scale 1-7","2010","Full Time","West Germany","260","0.0523848361691815","0.0460666958593708","0.0587029764789923","6"
"7 Strongly agree","2010","Not Working","East Germany","105","0.0689027426087848","0.0567583543225961","0.0810471308949735","7"
"7 Strongly agree","2010","Full Time","West Germany","244","0.0561549598229754","0.0496264377049663","0.0626834819409844","7"
"7 Strongly agree","2010","Full Time","East Germany","85","0.0723207244897293","0.0598867319509743","0.0847547170284842","7"
"7 Strongly agree","2010","Part Time","West Germany","136","0.0562695494451981","0.0481614716641661","0.06437762722623","7"
"7 Strongly agree","2010","Part Time","East Germany","46","0.0555993929423902","0.0396807987762797","0.0715179871085007","7"
"7 Strongly agree","2010","Not Working","West Germany","264","0.0593024633924205","0.0525167381326102","0.0660881886522308","7"
"1 Strongly disagree","2011","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2011","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2011","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2011","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2011","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2011","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2011","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2011","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2011","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2011","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2011","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2011","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2011","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2011","Full Time","West Germany","","","","","4"
"5 on scale 1-7","2011","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2011","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2011","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2011","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2011","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2011","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2011","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2011","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2011","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2011","Full Time","West Germany","","","","","6"
"6 on scale 1-7","2011","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2011","Not Working","West Germany","","","","","6"
"7 Strongly agree","2011","Full Time","East Germany","","","","","7"
"7 Strongly agree","2011","Part Time","West Germany","","","","","7"
"7 Strongly agree","2011","Not Working","East Germany","","","","","7"
"7 Strongly agree","2011","Full Time","West Germany","","","","","7"
"7 Strongly agree","2011","Part Time","East Germany","","","","","7"
"7 Strongly agree","2011","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2012","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2012","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2012","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2012","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2012","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2012","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2012","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2012","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2012","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2012","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2012","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2012","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2012","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2012","Full Time","West Germany","","","","","4"
"5 on scale 1-7","2012","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2012","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2012","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2012","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2012","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2012","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2012","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2012","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2012","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2012","Full Time","West Germany","","","","","6"
"6 on scale 1-7","2012","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2012","Part Time","East Germany","","","","","6"
"7 Strongly agree","2012","Not Working","East Germany","","","","","7"
"7 Strongly agree","2012","Part Time","West Germany","","","","","7"
"7 Strongly agree","2012","Full Time","West Germany","","","","","7"
"7 Strongly agree","2012","Full Time","East Germany","","","","","7"
"7 Strongly agree","2012","Part Time","East Germany","","","","","7"
"7 Strongly agree","2012","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2013","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2013","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2013","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2013","Full Time","West Germany","","","","","1"
"1 Strongly disagree","2013","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2013","Not Working","West Germany","","","","","1"
"2 on scale 1-7 ","2013","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2013","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2013","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2013","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2013","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2013","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2013","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2013","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2013","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2013","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2013","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2013","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2013","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2013","Full Time","East Germany","","","","","4"
"5 on scale 1-7","2013","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2013","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2013","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2013","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2013","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2013","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2013","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2013","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2013","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2013","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2013","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2013","Full Time","West Germany","","","","","6"
"7 Strongly agree","2013","Not Working","East Germany","","","","","7"
"7 Strongly agree","2013","Full Time","West Germany","","","","","7"
"7 Strongly agree","2013","Full Time","East Germany","","","","","7"
"7 Strongly agree","2013","Part Time","West Germany","","","","","7"
"7 Strongly agree","2013","Part Time","East Germany","","","","","7"
"7 Strongly agree","2013","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2014","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2014","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2014","Part Time","East Germany","","","","","1"
