"plh0206i02","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","secondary school degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(2b) intermediate general qualification","99","0.152967737736069","0.12352067084214","0.182414804629999"
"2 on scale 1-7 ","2005","secondary school degree","(2a) intermediate vocational","955","0.199416123265629","0.188075994548403","0.210756251982856"
"2 on scale 1-7 ","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","131","0.267297773505564","0.228851820911005","0.305743726100122"
"2 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","32","0.280288910257316","0.197108485350205","0.363469335164426"
"2 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","182","0.245333032713034","0.214162212185228","0.27650385324084"
"2 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","308","0.238767839314575","0.215547974573854","0.261987704055297"
"2 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","225","0.225275219929183","0.19898509446143","0.251565345396936"
"2 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","522","0.237426563137508","0.219593366881038","0.255259759393978"
"2 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"2 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Other degree","(1b) general elementary school","61","0.164300197081608","0.126181419006522","0.202418975156694"
"2 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","72","0.211210489721545","0.169279442959822","0.253141536483269"
"2 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","33","0.185018507026894","0.12558824755111","0.244448766502679"
"2 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","117","0.159150395084818","0.131071027906338","0.187229762263298"
"2 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","35","0.131308494028123","0.0888441761760143","0.173772811880231"
"2 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1b) general elementary school","244","0.157988879722971","0.139457028762638","0.176520730683304"
"3 on scale 1-7 ","2005","lower secondary degree","(1c) basic vocational qualification","918","0.171739064546507","0.161619581752058","0.181858547340957"
"3 on scale 1-7 ","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3a) lower tertiary education","30","0.217052974058226","0.148521550893308","0.285584397223144"
"3 on scale 1-7 ","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2b) intermediate general qualification","100","0.186844350973603","0.154956961042859","0.218731740904347"
"3 on scale 1-7 ","2005","secondary school degree","(2a) intermediate vocational","863","0.173860751393404","0.163104477965961","0.184617024820848"
"3 on scale 1-7 ","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","84","0.184216725122427","0.150539125680528","0.217894324564326"
"3 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","150","0.19800663850167","0.169138564316387","0.226874712686953"
"3 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","241","0.191343733232038","0.169919647054954","0.212767819409123"
"3 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","190","0.174924311525687","0.151016809251755","0.19883181379962"
"3 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","484","0.209213591662329","0.192166580510461","0.226260602814196"
"3 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Other degree","(1b) general elementary school","53","0.155010679434373","0.117779979714899","0.192241379153846"
"3 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","60","0.135427265265367","0.100275169619099","0.170579360911635"
"3 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","140","0.222812921642063","0.190871277606086","0.25475456567804"
"3 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","50","0.210516281688104","0.159258549406418","0.26177401396979"
"3 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","267","0.178812623572339","0.159342583499914","0.198282663644763"
"4 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","984","0.180996992402923","0.170666557436127","0.191327427369719"
"4 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","118","0.215611132183735","0.181968230564799","0.249254033802672"
"4 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","965","0.203671784981227","0.192241793244658","0.215101776717796"
"4 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","105","0.192663186617173","0.15840093126504","0.226925441969307"
"4 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","155","0.190207462457057","0.161776392006286","0.218638532907828"
"4 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","257","0.206386327114947","0.18434395962126","0.228428694608633"
"4 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","177","0.182328706692349","0.15803022568393","0.206627187700769"
"4 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","401","0.187324698577946","0.170972364497861","0.203677032658032"
"4 on scale 1-7","2005","Other degree","(0) in school","","","",""
"4 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","Other degree","(1b) general elementary school","56","0.128286806577641","0.0938856863307695","0.162687926824512"
"4 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","66","0.176323238220959","0.137173344941608","0.215473131500309"
"4 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","Other degree","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(0) in school","139","0.195266315863622","0.164838971516132","0.225693660211113"
"4 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","38","0.145562537011149","0.101221085733783","0.189903988288515"
"4 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","167","0.101997232386818","0.0866199476256426","0.117374517147994"
"5 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","578","0.108545997030185","0.100199647728067","0.116892346332303"
"5 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","75","0.110522807492137","0.0848729174739099","0.136172697510364"
"5 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","556","0.111334832184476","0.102407554615726","0.120262109753225"
"5 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","54","0.099838883613585","0.0737953935931972","0.125882373633973"
"5 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","99","0.157068957814333","0.130709664947717","0.183428250680948"
"5 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","154","0.0986915040472622","0.0824476221575116","0.114935385937013"
"5 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","119","0.121574811853019","0.101009447079129","0.14214017662691"
"5 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","220","0.0936859069251769","0.0814735300332223","0.105898283817132"
"5 on scale 1-7","2005","Other degree","(0) in school","","","",""
"5 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","Other degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","Other degree","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(0) in school","79","0.118301505217843","0.0935113367542223","0.143091673681463"
"5 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","94","0.0548942563388935","0.043321141045419","0.0664673716323681"
"6 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","324","0.0630415770207176","0.0565205819067214","0.0695625721347137"
"6 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","49","0.077884908095904","0.0559613335372279","0.09980848265458"
"6 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","295","0.0640634076952369","0.0571137620414102","0.0710130533490636"
"6 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","38","0.0481321051838175","0.0326261573518871","0.0636380530157479"
"6 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","65","0.0379856479867782","0.0275741372320719","0.0483971587414844"
"6 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","43","0.0429062528399245","0.0301536229054555","0.0556588827743935"
"6 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","96","0.0450287904563736","0.0363379059322511","0.053719674980496"
"6 on scale 1-7","2005","Other degree","(0) in school","","","",""
"6 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","Other degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","Other degree","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","Other degree","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(0) in school","39","0.0675482698906319","0.0482843533659946","0.0868121864152692"
"6 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","lower secondary degree","(0) in school","","","",""
"7 Strongly agree","2005","lower secondary degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","lower secondary degree","(1b) general elementary school","121","0.10331193386769","0.0878471958967712","0.118776671838609"
"7 Strongly agree","2005","lower secondary degree","(1c) basic vocational qualification","378","0.0699610112954594","0.0631168726687897","0.0768051499221291"
"7 Strongly agree","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","lower secondary degree","(2a) intermediate vocational","","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
