"plh0206i02","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","666","0.174315211226789","0.162019309144454","0.186611113309123"
"3 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","98","0.199448969741093","0.1636648166348","0.235233122847387"
"3 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","208","0.199357008434216","0.176104127333551","0.222609889534881"
"3 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","217","0.170466788603038","0.14906537178795","0.191868205418125"
"3 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","438","0.212479599965647","0.194429730115951","0.230529469815344"
"4 on scale 1-7","2005","Not Employed","(0) in school","114","0.202997709688384","0.169351412816957","0.236644006559811"
"4 on scale 1-7","2005","Not Employed","(1a) inadequately completed","24","","",""
"4 on scale 1-7","2005","Not Employed","(1b) general elementary school","181","0.141438817538636","0.121342011920673","0.161535623156599"
"4 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","481","0.172554706814213","0.158561263701168","0.186548149927257"
"4 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","33","0.200787502598361","0.146347780981046","0.255227224215676"
"4 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","197","0.167289790952388","0.145557035161754","0.189022546743021"
"4 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","71","0.207906190335441","0.163303962595529","0.252508418075354"
"4 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","69","0.17724227591403","0.138694701187242","0.215789850640817"
"4 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","90","0.199378501679635","0.162946763595983","0.235810239763287"
"4 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","82","0.170766750582918","0.13905724507492","0.202476256090916"
"4 on scale 1-7","2005","Employed","(0) in school","25","","",""
"4 on scale 1-7","2005","Employed","(1a) inadequately completed","14","","",""
"4 on scale 1-7","2005","Employed","(1b) general elementary school","142","0.216707216605545","0.186098704353836","0.247315728857255"
"4 on scale 1-7","2005","Employed","(1c) basic vocational qualification","569","0.188547999190464","0.174309429502722","0.202786568878205"
"4 on scale 1-7","2005","Employed","(2b) intermediate general qualification","86","0.221377050052135","0.179016186377384","0.263737913726885"
"4 on scale 1-7","2005","Employed","(2a) intermediate vocational","772","0.21683016105299","0.20347425258835","0.230186069517631"
"4 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","99","0.191178554690898","0.155963671659671","0.226393437722126"
"4 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","219","0.198090957044573","0.174893710176793","0.221288203912353"
"4 on scale 1-7","2005","Employed","(3a) lower tertiary education","228","0.178862074759547","0.157051207528361","0.200672941990733"
"4 on scale 1-7","2005","Employed","(3b) higher tertiary education","378","0.190917458110467","0.173575274290542","0.208259641930392"
"5 on scale 1-7","2005","Not Employed","(0) in school","63","0.107767202382775","0.0818287347958951","0.133705669969654"
"5 on scale 1-7","2005","Not Employed","(1a) inadequately completed","14","","",""
"5 on scale 1-7","2005","Not Employed","(1b) general elementary school","112","0.0908438488849911","0.0742699722201741","0.107417725549808"
"5 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","273","0.0985497008735779","0.0875117086083555","0.1095876931388"
"5 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","24","","",""
"5 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","122","0.104655860388642","0.0868316659965753","0.122480054780709"
"5 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","38","0.141681482071406","0.103353556207902","0.18000940793491"
"5 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","41","0.0892657690542505","0.060484116807126","0.118047421301375"
"5 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","49","0.0902874735606231","0.0641542525696507","0.116420694551595"
"5 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","46","0.0821455308245412","0.0590073962796658","0.105283665369417"
"5 on scale 1-7","2005","Employed","(0) in school","16","","",""
"5 on scale 1-7","2005","Employed","(1a) inadequately completed","7","","",""
"5 on scale 1-7","2005","Employed","(1b) general elementary school","82","0.107145761469572","0.0841672838960384","0.130124239043106"
"5 on scale 1-7","2005","Employed","(1c) basic vocational qualification","332","0.116814661545199","0.105122398258235","0.128506924832163"
"5 on scale 1-7","2005","Employed","(2b) intermediate general qualification","51","0.120823098427353","0.087568781840823","0.154077415013884"
"5 on scale 1-7","2005","Employed","(2a) intermediate vocational","434","0.112831815773211","0.102577554501351","0.123086077045071"
"5 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","67","0.156942295719205","0.124367703659786","0.189516887778624"
"5 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","138","0.109676375901691","0.0914889156142635","0.127863836189119"
"5 on scale 1-7","2005","Employed","(3a) lower tertiary education","145","0.130115022881646","0.110968038498957","0.149262007264335"
"5 on scale 1-7","2005","Employed","(3b) higher tertiary education","211","0.109172673545311","0.095412044522799","0.122933302567822"
"6 on scale 1-7","2005","Not Employed","(0) in school","32","0.0683965653775745","0.0472813942209182","0.0895117365342308"
"6 on scale 1-7","2005","Not Employed","(1a) inadequately completed","5","","",""
"6 on scale 1-7","2005","Not Employed","(1b) general elementary school","70","0.0557116712845789","0.0424840271244983","0.0689393154446595"
"6 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","148","0.050998744910735","0.0428516143876754","0.0591458754337947"
"6 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","15","","",""
"6 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","70","0.0541699840959868","0.0409898740538783","0.0673500941380952"
"6 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","17","","",""
"6 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","19","","",""
"6 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","25","","",""
"6 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","27","","",""
"6 on scale 1-7","2005","Employed","(0) in school","7","","",""
"6 on scale 1-7","2005","Employed","(1a) inadequately completed","1","","",""
"6 on scale 1-7","2005","Employed","(1b) general elementary school","45","0.0492157497309136","0.0331449861046781","0.0652865133571491"
"6 on scale 1-7","2005","Employed","(1c) basic vocational qualification","193","0.0730256747665342","0.063554679372874","0.0824966701601944"
"6 on scale 1-7","2005","Employed","(2b) intermediate general qualification","35","0.0893581081538073","0.0602525653380316","0.118463650969583"
"6 on scale 1-7","2005","Employed","(2a) intermediate vocational","226","0.0674812593774996","0.0593509703533615","0.0756115484016378"
"6 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","23","","",""
"6 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","56","0.033951831081773","0.0234110557854051","0.044492606378141"
"6 on scale 1-7","2005","Employed","(3a) lower tertiary education","51","0.0401049935011344","0.0289384994764029","0.051271487525866"
"6 on scale 1-7","2005","Employed","(3b) higher tertiary education","79","0.0404745303510581","0.0317788471149757","0.0491702135871406"
"7 Strongly agree","2005","Not Employed","(0) in school","45","0.0987376307373872","0.0737842789735104","0.123690982501264"
"7 Strongly agree","2005","Not Employed","(1a) inadequately completed","12","","",""
"7 Strongly agree","2005","Not Employed","(1b) general elementary school","78","0.0783509068726116","0.0628533973193379","0.0938484164258852"
"7 Strongly agree","2005","Not Employed","(1c) basic vocational qualification","188","0.062869678680458","0.0538806627118747","0.0718586946490412"
"7 Strongly agree","2005","Not Employed","(2b) intermediate general qualification","9","","",""
"7 Strongly agree","2005","Not Employed","(2a) intermediate vocational","53","0.0432041224435254","0.0313653853017189","0.0550428595853318"
"7 Strongly agree","2005","Not Employed","(2c_gen) general maturity certificate","12","","",""
"7 Strongly agree","2005","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"7 Strongly agree","2005","Not Employed","(3a) lower tertiary education","10","","",""
"7 Strongly agree","2005","Not Employed","(3b) higher tertiary education","20","","",""
"7 Strongly agree","2005","Employed","(0) in school","4","","",""
"7 Strongly agree","2005","Employed","(1a) inadequately completed","4","","",""
"7 Strongly agree","2005","Employed","(1b) general elementary school","69","0.129268721625915","0.104343887835779","0.15419355541605"
"7 Strongly agree","2005","Employed","(1c) basic vocational qualification","210","0.0750390965450613","0.0654488566768364","0.0846293364132863"
"7 Strongly agree","2005","Employed","(2b) intermediate general qualification","25","","",""
"7 Strongly agree","2005","Employed","(2a) intermediate vocational","233","0.0674647053619955","0.0593353414759108","0.0755940692480802"
"7 Strongly agree","2005","Employed","(2c_gen) general maturity certificate","14","","",""
"7 Strongly agree","2005","Employed","(2c_voc) vocational maturity certificate","52","0.0478967691138291","0.0354677546708748","0.0603257835567833"
"7 Strongly agree","2005","Employed","(3a) lower tertiary education","33","0.0262268249039255","0.0171317242798934","0.0353219255279576"
"7 Strongly agree","2005","Employed","(3b) higher tertiary education","46","0.0206663518124887","0.0143889230099158","0.0269437806150617"
"1 Strongly disagree","2006","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"4 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Employed","(0) in school","","","",""
"4 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"5 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2006","Employed","(0) in school","","","",""
"5 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"5 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"5 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2006","Not Employed","(0) in school","","","",""
"6 on scale 1-7","2006","Not Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2006","Not Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2006","Not Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2006","Not Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2006","Not Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2006","Not Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2006","Not Employed","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2006","Employed","(0) in school","","","",""
"6 on scale 1-7","2006","Employed","(1a) inadequately completed","","","",""
"6 on scale 1-7","2006","Employed","(1b) general elementary school","","","",""
"6 on scale 1-7","2006","Employed","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2006","Employed","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2006","Employed","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2006","Employed","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2006","Employed","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2006","Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2006","Not Employed","(0) in school","","","",""
"7 Strongly agree","2006","Not Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2006","Not Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2006","Not Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2006","Not Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2006","Not Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2006","Not Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2006","Not Employed","(3b) higher tertiary education","","","",""
"7 Strongly agree","2006","Employed","(0) in school","","","",""
"7 Strongly agree","2006","Employed","(1a) inadequately completed","","","",""
"7 Strongly agree","2006","Employed","(1b) general elementary school","","","",""
"7 Strongly agree","2006","Employed","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2006","Employed","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2006","Employed","(2a) intermediate vocational","","","",""
"7 Strongly agree","2006","Employed","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2006","Employed","(3a) lower tertiary education","","","",""
"7 Strongly agree","2006","Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2007","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2007","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2007","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2007","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2007","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2007","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2007","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2007","Employed","(0) in school","","","",""
"1 Strongly disagree","2007","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2007","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2007","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2007","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2007","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2007","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2007","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2007","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2007","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2007","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","Employed","(1c) basic vocational qualification","","","",""
