"plh0206i02","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","243","0.217501429792073","0.192666210859168","0.242336648724977"
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","494","0.205288497369153","0.188968345911069","0.221608648827238"
"2 on scale 1-7 ","2005","Full Time","Single parent ","73","0.170223661158724","0.130850112763891","0.209597209553557"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","375","0.193324540517378","0.17524614954522","0.211402931489537"
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","314","0.180174546332357","0.161235754562281","0.199113338102433"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","141","0.190936115342447","0.160674226129967","0.221198004554928"
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","103","0.222960827230391","0.185250447581036","0.260671206879746"
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","240","0.212054844599015","0.188662638634661","0.235447050563369"
"2 on scale 1-7 ","2005","Part Time","Single parent ","61","0.160754199866014","0.12265290500328","0.198855494728748"
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","267","0.207346068769837","0.184437129068521","0.230255008471152"
"2 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","216","0.182855089228705","0.158666159462788","0.207044018994622"
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","99","0.179089356002805","0.145746786459875","0.212431925545736"
"2 on scale 1-7 ","2005","Not Working","1-pers.-HH","281","0.187194893977943","0.166949392478101","0.207440395477785"
"2 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","675","0.187187226411913","0.174236919395076","0.20013753342875"
"2 on scale 1-7 ","2005","Not Working","Single parent ","58","0.152207969909985","0.116464592257051","0.187951347562919"
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","126","0.194930886564661","0.164912182200844","0.224949590928479"
"2 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","204","0.150718167365403","0.129311111156099","0.172125223574707"
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","89","0.157900527144632","0.12722997009161","0.188571084197655"
"3 on scale 1-7 ","2005","Full Time","1-pers.-HH","196","0.185362524195475","0.161969395052918","0.208755653338032"
"3 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","449","0.183986232833037","0.168330314977011","0.199642150689062"
"3 on scale 1-7 ","2005","Full Time","Single parent ","53","0.171774128654158","0.132258641335382","0.211289615972934"
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","360","0.203394409504963","0.184967265093738","0.221821553916187"
"3 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","290","0.184005208422738","0.164910914524435","0.203099502321041"
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","126","0.211271535428199","0.179841502240472","0.242701568615926"
"3 on scale 1-7 ","2005","Part Time","1-pers.-HH","80","0.136282823885773","0.105199210077138","0.167366437694408"
"3 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","205","0.140174513893103","0.120307217483961","0.160041810302246"
"3 on scale 1-7 ","2005","Part Time","Single parent ","68","0.184920387815928","0.144648091300741","0.225192684331116"
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","217","0.193359962207533","0.171042827191181","0.215677097223885"
"3 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","191","0.186065974416902","0.161713579938005","0.210418368895799"
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","99","0.188698574771191","0.15467408162746","0.222723067914923"
"3 on scale 1-7 ","2005","Not Working","1-pers.-HH","245","0.180241020216516","0.160290315625712","0.200191724807319"
"3 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","613","0.160306371473299","0.148125383322855","0.172487359623743"
"3 on scale 1-7 ","2005","Not Working","Single parent ","70","0.166779939068727","0.129687619527838","0.203872258609616"
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","108","0.167154065190154","0.1388808083244","0.195427322055908"
"3 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","195","0.182266066653297","0.159166323511743","0.205365809794852"
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","113","0.189224436082035","0.156279618169447","0.222169253994622"
"4 on scale 1-7","2005","Full Time","1-pers.-HH","189","0.180981728313966","0.157804616318786","0.204158840309147"
"4 on scale 1-7","2005","Full Time","(Married) couple without C. ","458","0.19271459539085","0.176777543689229","0.208651647092471"
"4 on scale 1-7","2005","Full Time","Single parent ","62","0.183853562227247","0.143271497614412","0.224435626840082"
"4 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","401","0.222228367987736","0.203196007436626","0.241260728538846"
"4 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","365","0.243294031791088","0.222150664274666","0.264437399307509"
"4 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","106","0.162522285920436","0.134116704789513","0.190927867051358"
"4 on scale 1-7","2005","Part Time","1-pers.-HH","92","0.193495968764351","0.157705746415009","0.229286191113693"
"4 on scale 1-7","2005","Part Time","(Married) couple without C. ","228","0.178114450113277","0.156218976957213","0.200009923269341"
"4 on scale 1-7","2005","Part Time","Single parent ","77","0.216162566582467","0.173463613475081","0.258861519689853"
"4 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","238","0.220748313238017","0.197311268461474","0.24418535801456"
"4 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","209","0.205725836951733","0.180430339526101","0.231021334377366"
"4 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","88","0.175843923291425","0.142739604934261","0.208948241648589"
"4 on scale 1-7","2005","Not Working","1-pers.-HH","212","0.153654123383194","0.134937203592883","0.172371043173505"
"4 on scale 1-7","2005","Not Working","(Married) couple without C. ","576","0.162840977670726","0.150582613154523","0.17509934218693"
"4 on scale 1-7","2005","Not Working","Single parent ","66","0.177172972797924","0.139181577977858","0.21516436761799"
"4 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","139","0.200375671708003","0.170043708033705","0.230707635382301"
"4 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","245","0.234236211645571","0.20889527515268","0.259577148138462"
"4 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","102","0.176447263922649","0.144384471188197","0.208510056657101"
"5 on scale 1-7","2005","Full Time","1-pers.-HH","120","0.108408032995905","0.0896922084970531","0.127123857494757"
"5 on scale 1-7","2005","Full Time","(Married) couple without C. ","298","0.1281303014697","0.114625480117554","0.141635122821846"
"5 on scale 1-7","2005","Full Time","Single parent ","38","0.123230964137481","0.0887946553133449","0.157667272961617"
"5 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","232","0.119701975349727","0.104841510977097","0.134562439722356"
"5 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","168","0.100594242650428","0.085772159485112","0.115416325815744"
"5 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","79","0.10428396075359","0.080752194685964","0.127815726821216"
"5 on scale 1-7","2005","Part Time","1-pers.-HH","44","0.0800804562478617","0.055490182885814","0.104670729609909"
"5 on scale 1-7","2005","Part Time","(Married) couple without C. ","145","0.133738499100522","0.114260164844856","0.153216833356188"
"5 on scale 1-7","2005","Part Time","Single parent ","37","0.100295593754884","0.0691350639196313","0.131456123590136"
"5 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","134","0.0933807011305417","0.0769386375863649","0.109822764674718"
"5 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","117","0.142326119947153","0.120462755998122","0.164189483896185"
"5 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","65","0.123278102832405","0.0946896842113491","0.15186652145346"
"5 on scale 1-7","2005","Not Working","1-pers.-HH","106","0.067599522320768","0.0545690131722604","0.0806300314692755"
"5 on scale 1-7","2005","Not Working","(Married) couple without C. ","314","0.0922691755273454","0.0826607205063083","0.101877630548382"
"5 on scale 1-7","2005","Not Working","Single parent ","49","0.123430010510431","0.0907007713069849","0.156159249713877"
"5 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","89","0.154499984510797","0.127112252969748","0.181887716051845"
"5 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","136","0.121770541973558","0.102203582311196","0.14133750163592"
"5 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","74","0.150663335783369","0.120575434073581","0.180751237493156"
"6 on scale 1-7","2005","Full Time","1-pers.-HH","69","0.0669944372463438","0.0519437390681428","0.0820451354245447"
"6 on scale 1-7","2005","Full Time","(Married) couple without C. ","140","0.0624880327948531","0.0527083681220023","0.072267697467704"
"6 on scale 1-7","2005","Full Time","Single parent ","25","","",""
"6 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","103","0.0618863980149744","0.0508559747410502","0.0729168212888987"
"6 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","105","0.0737528499961906","0.0608733887284438","0.0866323112639373"
"6 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","40","0.0591918473910853","0.0410223852455803","0.0773613095365904"
"6 on scale 1-7","2005","Part Time","1-pers.-HH","26","","",""
"6 on scale 1-7","2005","Part Time","(Married) couple without C. ","65","0.0590267109879154","0.0455398144769497","0.0725136074988811"
"6 on scale 1-7","2005","Part Time","Single parent ","14","","",""
"6 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","59","0.0396009989045715","0.0285806791033155","0.0506213187058274"
"6 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","49","0.0521220798100407","0.0382129276143226","0.0660312320057587"
"6 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","21","","",""
"6 on scale 1-7","2005","Not Working","1-pers.-HH","64","0.0410148961144618","0.0307213487593611","0.0513084434695625"
"6 on scale 1-7","2005","Not Working","(Married) couple without C. ","201","0.056261819934346","0.0486115043499089","0.063912135518783"
"6 on scale 1-7","2005","Not Working","Single parent ","32","0.0906685185700947","0.0620977711671694","0.11923926597302"
"6 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","36","0.0358629769911116","0.0217724388128495","0.0499535151693736"
"6 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","63","0.0692462081936126","0.054056003167152","0.0844364132200732"
"6 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","26","","",""
"7 Strongly agree","2005","Full Time","1-pers.-HH","66","0.0669171130775359","0.0518744797727446","0.0819597463823272"
"7 Strongly agree","2005","Full Time","(Married) couple without C. ","121","0.0616257604620852","0.051909339737533","0.0713421811866373"
"7 Strongly agree","2005","Full Time","Single parent ","29","","",""
"7 Strongly agree","2005","Full Time","Couple + C. LE 16 ","94","0.0562659245967236","0.0457168489491792","0.066815000244268"
"7 Strongly agree","2005","Full Time","Couple + C. GT 16 ","79","0.048735941653624","0.0381258270146167","0.0593460562926312"
"7 Strongly agree","2005","Full Time","Couple + C. LE and GT 16","53","0.115668236312537","0.0910432919977104","0.140293180627363"
"7 Strongly agree","2005","Part Time","1-pers.-HH","32","0.0841542029810124","0.0590021031325107","0.109306302829514"
"7 Strongly agree","2005","Part Time","(Married) couple without C. ","47","0.0342059680730484","0.023804556371488","0.0446073797746087"
"7 Strongly agree","2005","Part Time","Single parent ","30","0.092921834765672","0.0628059776709941","0.12303769186035"
"7 Strongly agree","2005","Part Time","Couple + C. LE 16 ","73","0.0584204103215964","0.0451670472110001","0.0716737734321927"
"7 Strongly agree","2005","Part Time","Couple + C. GT 16 ","44","0.0581785190832158","0.043530489304011","0.0728265488624207"
"7 Strongly agree","2005","Part Time","Couple + C. LE and GT 16","25","","",""
"7 Strongly agree","2005","Not Working","1-pers.-HH","65","0.0420469253741714","0.0316302874615517","0.0524635632867912"
"7 Strongly agree","2005","Not Working","(Married) couple without C. ","203","0.0622688556722412","0.0542461416381968","0.0702915697062856"
"7 Strongly agree","2005","Not Working","Single parent ","28","","",""
"7 Strongly agree","2005","Not Working","Couple + C. LE 16 ","31","0.0419675969491214","0.0267732449779939","0.0571619489202489"
"7 Strongly agree","2005","Not Working","Couple + C. GT 16 ","60","0.0621291452627023","0.0476858117587093","0.0765724787666952"
"7 Strongly agree","2005","Not Working","Couple + C. LE and GT 16","48","0.119972078083193","0.0926422756052586","0.147301880561128"
"1 Strongly disagree","2006","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Full Time","Single parent ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Part Time","Single parent ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Not Working","Single parent ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Full Time","Single parent ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Part Time","Single parent ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Not Working","Single parent ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Full Time","Single parent ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Part Time","Single parent ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Not Working","Single parent ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Full Time","Single parent ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Part Time","Single parent ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Not Working","Single parent ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Full Time","Single parent ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Part Time","Single parent ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2006","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Not Working","Single parent ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Full Time","Single parent ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Part Time","Single parent ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Not Working","Single parent ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Full Time","Single parent ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Part Time","Single parent ","","","",""
