"plh0206i02","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2006","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2006","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2006","no migration background","Urban Area","","","",""
"4 on scale 1-7","2006","no migration background","Rural Area","","","",""
"4 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2006","no migration background","Urban Area","","","",""
"5 on scale 1-7","2006","no migration background","Rural Area","","","",""
"5 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2006","no migration background","Urban Area","","","",""
"6 on scale 1-7","2006","no migration background","Rural Area","","","",""
"6 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2006","no migration background","Urban Area","","","",""
"7 Strongly agree","2006","no migration background","Rural Area","","","",""
"7 Strongly agree","2006","direct migration background","Urban Area","","","",""
"7 Strongly agree","2006","direct migration background","Rural Area","","","",""
"7 Strongly agree","2006","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2006","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2007","no migration background","Urban Area","","","",""
"1 Strongly disagree","2007","no migration background","Rural Area","","","",""
"1 Strongly disagree","2007","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2007","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2007","no migration background","Urban Area","","","",""
"4 on scale 1-7","2007","no migration background","Rural Area","","","",""
"4 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2007","no migration background","Urban Area","","","",""
"5 on scale 1-7","2007","no migration background","Rural Area","","","",""
"5 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2007","no migration background","Urban Area","","","",""
"6 on scale 1-7","2007","no migration background","Rural Area","","","",""
"6 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2007","no migration background","Urban Area","","","",""
"7 Strongly agree","2007","no migration background","Rural Area","","","",""
"7 Strongly agree","2007","direct migration background","Urban Area","","","",""
"7 Strongly agree","2007","direct migration background","Rural Area","","","",""
"7 Strongly agree","2007","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2007","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2008","no migration background","Urban Area","","","",""
"1 Strongly disagree","2008","no migration background","Rural Area","","","",""
"1 Strongly disagree","2008","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2008","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2008","no migration background","Urban Area","","","",""
"4 on scale 1-7","2008","no migration background","Rural Area","","","",""
"4 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2008","no migration background","Urban Area","","","",""
"5 on scale 1-7","2008","no migration background","Rural Area","","","",""
"5 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2008","no migration background","Urban Area","","","",""
"6 on scale 1-7","2008","no migration background","Rural Area","","","",""
"6 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2008","no migration background","Urban Area","","","",""
"7 Strongly agree","2008","no migration background","Rural Area","","","",""
"7 Strongly agree","2008","direct migration background","Urban Area","","","",""
"7 Strongly agree","2008","direct migration background","Rural Area","","","",""
"7 Strongly agree","2008","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2008","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2009","no migration background","Urban Area","","","",""
"1 Strongly disagree","2009","no migration background","Rural Area","","","",""
"1 Strongly disagree","2009","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2009","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2009","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2009","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2009","no migration background","Urban Area","","","",""
"4 on scale 1-7","2009","no migration background","Rural Area","","","",""
"4 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2009","no migration background","Urban Area","","","",""
"5 on scale 1-7","2009","no migration background","Rural Area","","","",""
"5 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2009","no migration background","Urban Area","","","",""
"6 on scale 1-7","2009","no migration background","Rural Area","","","",""
"6 on scale 1-7","2009","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2009","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2009","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2009","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2009","no migration background","Urban Area","","","",""
"7 Strongly agree","2009","no migration background","Rural Area","","","",""
"7 Strongly agree","2009","direct migration background","Urban Area","","","",""
"7 Strongly agree","2009","direct migration background","Rural Area","","","",""
"7 Strongly agree","2009","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2009","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2010","no migration background","Urban Area","1679","0.188165635806134","0.180214034870391","0.196117236741877"
"1 Strongly disagree","2010","no migration background","Rural Area","872","0.164067840573227","0.15407111804297","0.174064563103484"
"1 Strongly disagree","2010","direct migration background","Urban Area","269","0.219671440473479","0.19605857503621","0.243284305910748"
"1 Strongly disagree","2010","direct migration background","Rural Area","60","0.167866870833812","0.123773586006319","0.211960155661306"
"1 Strongly disagree","2010","indirect migration background","Urban Area","91","0.127180035802084","0.0994862389326308","0.154873832671538"
"1 Strongly disagree","2010","indirect migration background","Rural Area","16","","",""
"2 on scale 1-7 ","2010","no migration background","Urban Area","2066","0.214716849253337","0.206362802390625","0.22307089611605"
"2 on scale 1-7 ","2010","no migration background","Rural Area","1098","0.193543571865718","0.182879078704575","0.20420806502686"
"2 on scale 1-7 ","2010","direct migration background","Urban Area","258","0.204264420854662","0.181270983813787","0.227257857895537"
"2 on scale 1-7 ","2010","direct migration background","Rural Area","64","0.215750308974633","0.167221856613375","0.264278761335891"
"2 on scale 1-7 ","2010","indirect migration background","Urban Area","124","0.191251057588405","0.158560714330947","0.223941400845864"
"2 on scale 1-7 ","2010","indirect migration background","Rural Area","26","","",""
"3 on scale 1-7 ","2010","no migration background","Urban Area","1982","0.203810390560265","0.195614953523293","0.212005827597236"
"3 on scale 1-7 ","2010","no migration background","Rural Area","1029","0.213435095004468","0.202374955912913","0.224495234096022"
"3 on scale 1-7 ","2010","direct migration background","Urban Area","241","0.177247877993769","0.155468364717229","0.199027391270309"
"3 on scale 1-7 ","2010","direct migration background","Rural Area","39","0.161934616674503","0.118473352974208","0.205395880374798"
"3 on scale 1-7 ","2010","indirect migration background","Urban Area","106","0.195179943391065","0.162235840592383","0.228124046189747"
"3 on scale 1-7 ","2010","indirect migration background","Rural Area","16","","",""
"4 on scale 1-7","2010","no migration background","Urban Area","1683","0.179644045439515","0.171833915034684","0.187454175844346"
"4 on scale 1-7","2010","no migration background","Rural Area","999","0.179413082648356","0.1690557067404","0.189770458556311"
"4 on scale 1-7","2010","direct migration background","Urban Area","182","0.163538058793483","0.142444218471853","0.184631899115113"
"4 on scale 1-7","2010","direct migration background","Rural Area","59","0.188819496116237","0.14264781163066","0.234991180601813"
"4 on scale 1-7","2010","indirect migration background","Urban Area","104","0.207466046529795","0.17376113827054","0.24117095478905"
"4 on scale 1-7","2010","indirect migration background","Rural Area","20","","",""
"5 on scale 1-7","2010","no migration background","Urban Area","956","0.110072613213699","0.103705132631392","0.116440093796006"
"5 on scale 1-7","2010","no migration background","Rural Area","672","0.127261495865968","0.118265464301918","0.136257527430019"
"5 on scale 1-7","2010","direct migration background","Urban Area","119","0.12598423170525","0.107059014522812","0.144909448887688"
"5 on scale 1-7","2010","direct migration background","Rural Area","30","0.160470958955436","0.117168791427955","0.203773126482918"
"5 on scale 1-7","2010","indirect migration background","Urban Area","73","0.155854309952309","0.125704900680881","0.186003719223736"
"5 on scale 1-7","2010","indirect migration background","Rural Area","11","","",""
"6 on scale 1-7","2010","no migration background","Urban Area","451","0.0473513955806148","0.0430304035613426","0.051672387599887"
"6 on scale 1-7","2010","no migration background","Rural Area","298","0.0583311019871527","0.0520046590659798","0.0646575449083257"
"6 on scale 1-7","2010","direct migration background","Urban Area","52","0.050188810122235","0.0377366346250924","0.0626409856193776"
"6 on scale 1-7","2010","direct migration background","Rural Area","11","","",""
"6 on scale 1-7","2010","indirect migration background","Urban Area","26","","",""
"6 on scale 1-7","2010","indirect migration background","Rural Area","6","","",""
"7 Strongly agree","2010","no migration background","Urban Area","464","0.056239070146435","0.0515520073995157","0.0609261328933543"
"7 Strongly agree","2010","no migration background","Rural Area","304","0.0639478120551107","0.0573435656792942","0.0705520584309272"
"7 Strongly agree","2010","direct migration background","Urban Area","60","0.0591051600571218","0.0456556524632153","0.0725546676510284"
"7 Strongly agree","2010","direct migration background","Rural Area","13","","",""
"7 Strongly agree","2010","indirect migration background","Urban Area","32","0.0753110189923348","0.0533760109304072","0.0972460270542624"
"7 Strongly agree","2010","indirect migration background","Rural Area","7","","",""
"1 Strongly disagree","2011","no migration background","Urban Area","","","",""
"1 Strongly disagree","2011","no migration background","Rural Area","","","",""
"1 Strongly disagree","2011","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2011","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2011","no migration background","Urban Area","","","",""
"4 on scale 1-7","2011","no migration background","Rural Area","","","",""
"4 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2011","no migration background","Urban Area","","","",""
"5 on scale 1-7","2011","no migration background","Rural Area","","","",""
"5 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2011","no migration background","Urban Area","","","",""
"6 on scale 1-7","2011","no migration background","Rural Area","","","",""
"6 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2011","no migration background","Urban Area","","","",""
"7 Strongly agree","2011","no migration background","Rural Area","","","",""
"7 Strongly agree","2011","direct migration background","Urban Area","","","",""
"7 Strongly agree","2011","direct migration background","Rural Area","","","",""
"7 Strongly agree","2011","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2011","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2012","no migration background","Urban Area","","","",""
"1 Strongly disagree","2012","no migration background","Rural Area","","","",""
"1 Strongly disagree","2012","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2012","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2012","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2012","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2012","no migration background","Urban Area","","","",""
"4 on scale 1-7","2012","no migration background","Rural Area","","","",""
"4 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2012","no migration background","Urban Area","","","",""
"5 on scale 1-7","2012","no migration background","Rural Area","","","",""
"5 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2012","no migration background","Urban Area","","","",""
"6 on scale 1-7","2012","no migration background","Rural Area","","","",""
"6 on scale 1-7","2012","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2012","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2012","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2012","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2012","no migration background","Urban Area","","","",""
"7 Strongly agree","2012","no migration background","Rural Area","","","",""
"7 Strongly agree","2012","direct migration background","Urban Area","","","",""
"7 Strongly agree","2012","direct migration background","Rural Area","","","",""
"7 Strongly agree","2012","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2012","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2013","no migration background","Urban Area","","","",""
"1 Strongly disagree","2013","no migration background","Rural Area","","","",""
"1 Strongly disagree","2013","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2013","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2013","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2013","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2013","no migration background","Urban Area","","","",""
"4 on scale 1-7","2013","no migration background","Rural Area","","","",""
"4 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2013","no migration background","Urban Area","","","",""
"5 on scale 1-7","2013","no migration background","Rural Area","","","",""
"5 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2013","no migration background","Urban Area","","","",""
"6 on scale 1-7","2013","no migration background","Rural Area","","","",""
"6 on scale 1-7","2013","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2013","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2013","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2013","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2013","no migration background","Urban Area","","","",""
"7 Strongly agree","2013","no migration background","Rural Area","","","",""
"7 Strongly agree","2013","direct migration background","Urban Area","","","",""
"7 Strongly agree","2013","direct migration background","Rural Area","","","",""
"7 Strongly agree","2013","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2013","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2014","no migration background","Urban Area","","","",""
"1 Strongly disagree","2014","no migration background","Rural Area","","","",""
"1 Strongly disagree","2014","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2014","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2014","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2014","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2014","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2014","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","direct migration background","Rural Area","","","",""
