"plh0206i02","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Employed","no migration background","646","0.0635063274351155","0.0589287467518228","0.0680839081184082","6"
"6 on scale 1-7","2005","Not Employed","direct migration background","43","0.0462813037185594","0.0332336818443936","0.0593289255927252","6"
"7 Strongly agree","2005","Employed","indirect migration background","40","0.0723181716415505","0.0506122779562766","0.0940240653268243","7"
"7 Strongly agree","2005","Employed","direct migration background","79","0.0593168177442735","0.046771832669692","0.0718618028188551","7"
"7 Strongly agree","2005","Not Employed","indirect migration background","26","","","","7"
"7 Strongly agree","2005","Employed","no migration background","590","0.0637488132342986","0.0591630954080745","0.0683345310605227","7"
"7 Strongly agree","2005","Not Employed","no migration background","364","0.0565092455929306","0.0509237809770409","0.0620947102088203","7"
"7 Strongly agree","2005","Not Employed","direct migration background","62","0.0602211927526256","0.0454469264824213","0.07499545902283","7"
"1 Strongly disagree","2006","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Employed","no migration background","","","","","1"
"1 Strongly disagree","2006","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2007","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2007","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Employed","no migration background","","","","","4"
"5 on scale 1-7","2007","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2007","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2007","Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Employed","direct migration background","","","","","6"
"7 Strongly agree","2007","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2007","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2007","Employed","no migration background","","","","","7"
"7 Strongly agree","2007","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2008","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Employed","no migration background","","","","","1"
"1 Strongly disagree","2008","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2008","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2008","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","no migration background","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2008","Employed","direct migration background","","","","","3"
"4 on scale 1-7","2008","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2008","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Employed","no migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2008","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2008","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2008","Employed","no migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2008","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2008","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Employed","no migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2008","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2008","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2008","Employed","no migration background","","","","","7"
"7 Strongly agree","2008","Employed","direct migration background","","","","","7"
"7 Strongly agree","2008","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2009","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Employed","no migration background","","","","","1"
"1 Strongly disagree","2009","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2009","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2009","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Employed","no migration background","","","","","3"
"4 on scale 1-7","2009","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2009","Employed","no migration background","","","","","4"
"4 on scale 1-7","2009","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2009","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2009","Employed","no migration background","","","","","5"
"5 on scale 1-7","2009","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2009","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Employed","no migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2009","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2009","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2009","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2009","Employed","no migration background","","","","","7"
"7 Strongly agree","2009","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2010","Not Employed","direct migration background","156","0.233766215065542","0.200344459696151","0.267187970434933","1"
"1 Strongly disagree","2010","Not Employed","indirect migration background","36","0.151128928235994","0.0982129992182289","0.204044857253759","1"
"1 Strongly disagree","2010","Employed","no migration background","1344","0.150362648282265","0.14298646662757","0.157738829936961","1"
"1 Strongly disagree","2010","Employed","direct migration background","173","0.191486783208588","0.164894045089612","0.218079521327564","1"
"1 Strongly disagree","2010","Employed","indirect migration background","71","0.121658802690321","0.0924759349082178","0.150841670472425","1"
"1 Strongly disagree","2010","Not Employed","no migration background","1207","0.225390506881412","0.2143807691487","0.236400244614123","1"
"2 on scale 1-7 ","2010","Not Employed","indirect migration background","44","0.183439242754199","0.126260824936693","0.240617660571706","2"
"2 on scale 1-7 ","2010","Employed","no migration background","1972","0.212079772564733","0.203643791978143","0.220515753151323","2"
"2 on scale 1-7 ","2010","Not Employed","direct migration background","140","0.23248831242862","0.199130251601494","0.265846373255746","2"
"2 on scale 1-7 ","2010","Employed","indirect migration background","106","0.197038724621344","0.161528970408813","0.232548478833875","2"
"2 on scale 1-7 ","2010","Employed","direct migration background","182","0.189130592463538","0.162663487332052","0.215597697595024","2"
"2 on scale 1-7 ","2010","Not Employed","no migration background","1192","0.200955755757017","0.190397227305604","0.211514284208431","2"
"3 on scale 1-7 ","2010","Not Employed","direct migration background","112","0.167554813185493","0.138062148567769","0.197047477803216","3"
"3 on scale 1-7 ","2010","Not Employed","indirect migration background","30","0.14593693283622","0.0937791243679179","0.198094741304522","3"
"3 on scale 1-7 ","2010","Not Employed","no migration background","1051","0.190915684163005","0.180559841317566","0.201271527008444","3"
"3 on scale 1-7 ","2010","Employed","indirect migration background","92","0.207773281943718","0.171553639029272","0.243992924858165","3"
"3 on scale 1-7 ","2010","Employed","direct migration background","168","0.178369976695589","0.152496837728372","0.204243115662806","3"
"3 on scale 1-7 ","2010","Employed","no migration background","1960","0.217610672633987","0.209095442755953","0.226125902512022","3"
"4 on scale 1-7","2010","Employed","indirect migration background","98","0.222372412124064","0.185248746249871","0.259496077998258","4"
"4 on scale 1-7","2010","Employed","direct migration background","143","0.171406883281749","0.145936535044157","0.19687723151934","4"
"4 on scale 1-7","2010","Not Employed","indirect migration background","26","","","","4"
"4 on scale 1-7","2010","Not Employed","direct migration background","98","0.165288540433056","0.135956160933793","0.194620919932319","4"
"4 on scale 1-7","2010","Employed","no migration background","1730","0.18313547910721","0.175153582763564","0.191117375450857","4"
"4 on scale 1-7","2010","Not Employed","no migration background","952","0.174144431714134","0.164151921455679","0.184136941972589","4"
"5 on scale 1-7","2010","Employed","indirect migration background","66","0.137564345899475","0.106814647046219","0.168314044752732","5"
"5 on scale 1-7","2010","Not Employed","indirect migration background","18","","","","5"
"5 on scale 1-7","2010","Employed","direct migration background","87","0.144999126376674","0.121202463111214","0.168795789642135","5"
"5 on scale 1-7","2010","Employed","no migration background","1097","0.127515097222965","0.120631672207003","0.134398522238928","5"
"5 on scale 1-7","2010","Not Employed","direct migration background","62","0.116231571417254","0.0909217528995287","0.141541389934979","5"
"5 on scale 1-7","2010","Not Employed","no migration background","531","0.0979908360914495","0.0901571536484448","0.105824518534454","5"
"6 on scale 1-7","2010","Employed","indirect migration background","21","","","","6"
"6 on scale 1-7","2010","Not Employed","indirect migration background","11","","","","6"
"6 on scale 1-7","2010","Employed","direct migration background","44","0.0620141312558827","0.0457139072416185","0.0783143552701468","6"
"6 on scale 1-7","2010","Not Employed","direct migration background","19","","","","6"
"6 on scale 1-7","2010","Employed","no migration background","478","0.0522011122143051","0.0476107939510575","0.0567914304775527","6"
"6 on scale 1-7","2010","Not Employed","no migration background","271","0.0491956148767511","0.0434969050921059","0.0548943246613963","6"
"7 Strongly agree","2010","Employed","indirect migration background","28","","","","7"
"7 Strongly agree","2010","Not Employed","no migration background","329","0.0614071705162313","0.0550813638398116","0.0677329771926511","7"
"7 Strongly agree","2010","Not Employed","direct migration background","29","","","","7"
"7 Strongly agree","2010","Not Employed","indirect migration background","11","","","","7"
"7 Strongly agree","2010","Employed","no migration background","439","0.0570952179745337","0.0523069482201094","0.061883487728958","7"
"7 Strongly agree","2010","Employed","direct migration background","44","0.0625925067179793","0.0462214966411791","0.0789635167947794","7"
"1 Strongly disagree","2011","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Employed","no migration background","","","","","1"
"1 Strongly disagree","2011","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2011","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2011","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2011","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2011","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2011","Employed","no migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2011","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2011","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2011","Employed","no migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2011","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2011","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2011","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2011","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","no migration background","","","","","6"
"6 on scale 1-7","2011","Employed","direct migration background","","","","","6"
"7 Strongly agree","2011","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2011","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","no migration background","","","","","7"
"7 Strongly agree","2011","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2012","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2012","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2012","Employed","no migration background","","","","","1"
"1 Strongly disagree","2012","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2012","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2012","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2012","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2012","Employed","no migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2012","Not Employed","no migration background","","","","","4"
"5 on scale 1-7","2012","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Employed","no migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2012","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2012","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","no migration background","","","","","6"
"6 on scale 1-7","2012","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Employed","no migration background","","","","","6"
"7 Strongly agree","2012","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2012","Employed","no migration background","","","","","7"
"7 Strongly agree","2012","Employed","direct migration background","","","","","7"
"1 Strongly disagree","2013","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","no migration background","","","","","1"
"1 Strongly disagree","2013","Employed","direct migration background","","","","","1"
"2 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2013","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2013","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2013","Not Employed","direct migration background","","","","","4"
"5 on scale 1-7","2013","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Employed","no migration background","","","","","5"
"5 on scale 1-7","2013","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","direct migration background","","","","","5"
"5 on scale 1-7","2013","Not Employed","no migration background","","","","","5"
"6 on scale 1-7","2013","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Employed","no migration background","","","","","6"
"6 on scale 1-7","2013","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2013","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","direct migration background","","","","","7"
"7 Strongly agree","2013","Not Employed","indirect migration background","","","","","7"
