"plh0212","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2005","35-65 y.","Couple + C. GT 16 ","1092","0.532410049873335","0.511250658411205","0.553569441335465"
"7 Strongly agree","2005","35-65 y.","Couple + C. LE and GT 16","528","0.485524880879417","0.455480075707113","0.515569686051721"
"7 Strongly agree","2005","66 and older","1-pers.-HH","534","0.485203885131459","0.455230055820218","0.5151777144427"
"7 Strongly agree","2005","66 and older","(Married) couple without C. ","1220","0.532547203818382","0.512305568297437","0.552788839339327"
"7 Strongly agree","2005","66 and older","Single parent ","26","","",""
"7 Strongly agree","2005","66 and older","Couple + C. LE 16 ","1","","",""
"7 Strongly agree","2005","66 and older","Couple + C. GT 16 ","73","0.499385416189746","0.423324119800219","0.575446712579272"
"7 Strongly agree","2005","66 and older","Couple + C. LE and GT 16","2","","",""
"1 Strongly disagree","2006","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2006","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","66 and older","Single parent ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","66 and older","Single parent ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","66 and older","Single parent ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","66 and older","Single parent ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2006","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","66 and older","Single parent ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2007","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","66 and older","Single parent ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","66 and older","Single parent ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","66 and older","Single parent ","","","",""
