"plh0212","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2012","Employed","West Germany","33","0.00762368921205854","0.00504894788250564","0.0101984305416114"
"3 on scale 1-7 ","2012","Employed","East Germany","7","","",""
"4 on scale 1-7","2012","Not Employed","West Germany","115","0.08823137346947","0.0734058760788072","0.103056870860133"
"4 on scale 1-7","2012","Not Employed","East Germany","18","","",""
"4 on scale 1-7","2012","Employed","West Germany","119","0.0292160384481691","0.0242308132868607","0.0342012636094776"
"4 on scale 1-7","2012","Employed","East Germany","18","","",""
"5 on scale 1-7","2012","Not Employed","West Germany","296","0.206735399018057","0.185567785802969","0.227903012233145"
"5 on scale 1-7","2012","Not Employed","East Germany","65","0.217894191013409","0.173949762208898","0.26183861981792"
"5 on scale 1-7","2012","Employed","West Germany","630","0.136986403594982","0.126808452278471","0.147164354911493"
"5 on scale 1-7","2012","Employed","East Germany","112","0.117606482385417","0.0976303166943435","0.13758264807649"
"6 on scale 1-7","2012","Not Employed","West Germany","481","0.326082094742835","0.301578917334681","0.35058527215099"
"6 on scale 1-7","2012","Not Employed","East Germany","103","0.29663813197571","0.248014080709971","0.345262183241448"
"6 on scale 1-7","2012","Employed","West Germany","1657","0.356233149535637","0.342057456886742","0.370408842184531"
"6 on scale 1-7","2012","Employed","East Germany","363","0.368724138863005","0.338806609674218","0.398641668051791"
"7 Strongly agree","2012","Not Employed","West Germany","469","0.342286066938448","0.317485102918421","0.367087030958475"
"7 Strongly agree","2012","Not Employed","East Germany","142","0.396532863999661","0.344459618369863","0.448606109629458"
"7 Strongly agree","2012","Employed","West Germany","1920","0.46484621816538","0.450082125282881","0.479610311047878"
"7 Strongly agree","2012","Employed","East Germany","498","0.483313886704954","0.452325898756247","0.51430187465366"
"1 Strongly disagree","2013","Not Employed","West Germany","17","","",""
"1 Strongly disagree","2013","Not Employed","East Germany","8","","",""
"1 Strongly disagree","2013","Employed","West Germany","16","","",""
"1 Strongly disagree","2013","Employed","East Germany","8","","",""
"2 on scale 1-7 ","2013","Not Employed","West Germany","35","0.0058147254603237","0.00379018313288303","0.00783926778776436"
"2 on scale 1-7 ","2013","Not Employed","East Germany","10","","",""
"2 on scale 1-7 ","2013","Employed","West Germany","31","0.0038095038714902","0.00253437484936087","0.00508463289361953"
"2 on scale 1-7 ","2013","Employed","East Germany","14","","",""
"3 on scale 1-7 ","2013","Not Employed","West Germany","88","0.0168743948353471","0.0134447654018783","0.0203040242688159"
"3 on scale 1-7 ","2013","Not Employed","East Germany","33","0.0167880424686836","0.0109462134510813","0.0226298714862859"
"3 on scale 1-7 ","2013","Employed","West Germany","104","0.0125626522374196","0.0102572634990415","0.0148680409757977"
"3 on scale 1-7 ","2013","Employed","East Germany","23","","",""
"4 on scale 1-7","2013","Not Employed","West Germany","347","0.0667063255128471","0.0600624534478074","0.0733501975778869"
"4 on scale 1-7","2013","Not Employed","East Germany","91","0.0458664779503373","0.0363543538095116","0.0553786020911629"
"4 on scale 1-7","2013","Employed","West Germany","274","0.028269633566747","0.0248389417971863","0.0317003253363077"
"4 on scale 1-7","2013","Employed","East Germany","58","0.0183793090785279","0.0132173523749748","0.0235412657820809"
"5 on scale 1-7","2013","Not Employed","West Germany","883","0.158512001852125","0.148787135778955","0.168236867925295"
"5 on scale 1-7","2013","Not Employed","East Germany","272","0.144856673978668","0.128853211862209","0.160860136095128"
"5 on scale 1-7","2013","Employed","West Germany","1125","0.123730302087533","0.116914677558636","0.130545926616429"
"5 on scale 1-7","2013","Employed","East Germany","307","0.115004459574493","0.102744026901275","0.12726489224771"
"6 on scale 1-7","2013","Not Employed","West Germany","1728","0.311462223628401","0.299131312522419","0.323793134734383"
"6 on scale 1-7","2013","Not Employed","East Germany","612","0.320927110274742","0.299700207273789","0.342154013275694"
"6 on scale 1-7","2013","Employed","West Germany","3334","0.371449597487705","0.361448014929043","0.381451180046367"
"6 on scale 1-7","2013","Employed","East Germany","922","0.343569800260631","0.32531909369299","0.361820506828271"
"7 Strongly agree","2013","Not Employed","West Germany","2320","0.435997402993477","0.422793233399854","0.4492015725871"
"7 Strongly agree","2013","Not Employed","East Germany","832","0.457759958483658","0.435106217578494","0.480413699388821"
"7 Strongly agree","2013","Employed","West Germany","4082","0.457557018905064","0.447244888849077","0.467869148961051"
"7 Strongly agree","2013","Employed","East Germany","1269","0.505748567518768","0.48653450435987","0.524962630677666"
"1 Strongly disagree","2014","Not Employed","West Germany","","","",""
"1 Strongly disagree","2014","Not Employed","East Germany","","","",""
"1 Strongly disagree","2014","Employed","West Germany","","","",""
"1 Strongly disagree","2014","Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Employed","East Germany","","","",""
"4 on scale 1-7","2014","Not Employed","West Germany","","","",""
"4 on scale 1-7","2014","Not Employed","East Germany","","","",""
"4 on scale 1-7","2014","Employed","West Germany","","","",""
"4 on scale 1-7","2014","Employed","East Germany","","","",""
"5 on scale 1-7","2014","Not Employed","West Germany","","","",""
"5 on scale 1-7","2014","Not Employed","East Germany","","","",""
"5 on scale 1-7","2014","Employed","West Germany","","","",""
"5 on scale 1-7","2014","Employed","East Germany","","","",""
"6 on scale 1-7","2014","Not Employed","West Germany","","","",""
"6 on scale 1-7","2014","Not Employed","East Germany","","","",""
"6 on scale 1-7","2014","Employed","West Germany","","","",""
"6 on scale 1-7","2014","Employed","East Germany","","","",""
"7 Strongly agree","2014","Not Employed","West Germany","","","",""
"7 Strongly agree","2014","Not Employed","East Germany","","","",""
"7 Strongly agree","2014","Employed","West Germany","","","",""
"7 Strongly agree","2014","Employed","East Germany","","","",""
"1 Strongly disagree","2015","Not Employed","West Germany","","","",""
"1 Strongly disagree","2015","Not Employed","East Germany","","","",""
"1 Strongly disagree","2015","Employed","West Germany","","","",""
"1 Strongly disagree","2015","Employed","East Germany","","","",""
"2 on scale 1-7 ","2015","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2015","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2015","Employed","West Germany","","","",""
"2 on scale 1-7 ","2015","Employed","East Germany","","","",""
"3 on scale 1-7 ","2015","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2015","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2015","Employed","West Germany","","","",""
"3 on scale 1-7 ","2015","Employed","East Germany","","","",""
"4 on scale 1-7","2015","Not Employed","West Germany","","","",""
"4 on scale 1-7","2015","Not Employed","East Germany","","","",""
"4 on scale 1-7","2015","Employed","West Germany","","","",""
"4 on scale 1-7","2015","Employed","East Germany","","","",""
"5 on scale 1-7","2015","Not Employed","West Germany","","","",""
"5 on scale 1-7","2015","Not Employed","East Germany","","","",""
"5 on scale 1-7","2015","Employed","West Germany","","","",""
"5 on scale 1-7","2015","Employed","East Germany","","","",""
"6 on scale 1-7","2015","Not Employed","West Germany","","","",""
"6 on scale 1-7","2015","Not Employed","East Germany","","","",""
"6 on scale 1-7","2015","Employed","West Germany","","","",""
"6 on scale 1-7","2015","Employed","East Germany","","","",""
"7 Strongly agree","2015","Not Employed","West Germany","","","",""
"7 Strongly agree","2015","Not Employed","East Germany","","","",""
"7 Strongly agree","2015","Employed","West Germany","","","",""
"7 Strongly agree","2015","Employed","East Germany","","","",""
"1 Strongly disagree","2016","Not Employed","West Germany","","","",""
"1 Strongly disagree","2016","Not Employed","East Germany","","","",""
"1 Strongly disagree","2016","Employed","West Germany","","","",""
"1 Strongly disagree","2016","Employed","East Germany","","","",""
"2 on scale 1-7 ","2016","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2016","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2016","Employed","West Germany","","","",""
"2 on scale 1-7 ","2016","Employed","East Germany","","","",""
"3 on scale 1-7 ","2016","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2016","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2016","Employed","West Germany","","","",""
"3 on scale 1-7 ","2016","Employed","East Germany","","","",""
"4 on scale 1-7","2016","Not Employed","West Germany","","","",""
"4 on scale 1-7","2016","Not Employed","East Germany","","","",""
"4 on scale 1-7","2016","Employed","West Germany","","","",""
"4 on scale 1-7","2016","Employed","East Germany","","","",""
"5 on scale 1-7","2016","Not Employed","West Germany","","","",""
"5 on scale 1-7","2016","Not Employed","East Germany","","","",""
"5 on scale 1-7","2016","Employed","West Germany","","","",""
"5 on scale 1-7","2016","Employed","East Germany","","","",""
"6 on scale 1-7","2016","Not Employed","West Germany","","","",""
"6 on scale 1-7","2016","Not Employed","East Germany","","","",""
"6 on scale 1-7","2016","Employed","West Germany","","","",""
"6 on scale 1-7","2016","Employed","East Germany","","","",""
"7 Strongly agree","2016","Not Employed","West Germany","","","",""
"7 Strongly agree","2016","Not Employed","East Germany","","","",""
"7 Strongly agree","2016","Employed","West Germany","","","",""
"7 Strongly agree","2016","Employed","East Germany","","","",""
"1 Strongly disagree","2017","Not Employed","West Germany","38","0.00463108819780979","0.00318467017067372","0.00607750622494585"
"1 Strongly disagree","2017","Not Employed","East Germany","19","","",""
"1 Strongly disagree","2017","Employed","West Germany","8","","",""
"1 Strongly disagree","2017","Employed","East Germany","3","","",""
"2 on scale 1-7 ","2017","Not Employed","West Germany","59","0.00785006363191644","0.00596994390309588","0.00973018336073701"
"2 on scale 1-7 ","2017","Not Employed","East Germany","15","","",""
"2 on scale 1-7 ","2017","Employed","West Germany","51","0.00289307137294026","0.00202394390598858","0.00376219883989194"
"2 on scale 1-7 ","2017","Employed","East Germany","13","","",""
"3 on scale 1-7 ","2017","Not Employed","West Germany","184","0.0260441201592834","0.0226511131972569","0.0294371271213099"
"3 on scale 1-7 ","2017","Not Employed","East Germany","45","0.0208550965511813","0.0151862619272382","0.0265239311751244"
"3 on scale 1-7 ","2017","Employed","West Germany","160","0.0107203379347768","0.00905387057274692","0.0123868052968066"
"3 on scale 1-7 ","2017","Employed","East Germany","31","0.00940439557511966","0.00626627756007662","0.0125425135901627"
"4 on scale 1-7","2017","Not Employed","West Germany","538","0.0805502395846974","0.0747525136230905","0.0863479655463042"
"4 on scale 1-7","2017","Not Employed","East Germany","146","0.0694853954189864","0.0593981505180619","0.079572640319911"
"4 on scale 1-7","2017","Employed","West Germany","560","0.0372000601951159","0.0341375828642493","0.0402625375259826"
"4 on scale 1-7","2017","Employed","East Germany","100","0.0369143117191195","0.0307839587357567","0.0430446647024823"
"5 on scale 1-7","2017","Not Employed","West Germany","1298","0.18294122905126","0.17470472894977","0.19117772915275"
"5 on scale 1-7","2017","Not Employed","East Germany","409","0.178067360844631","0.16289076126974","0.193243960419521"
"5 on scale 1-7","2017","Employed","West Germany","2095","0.1445358476412","0.138845723667538","0.150225971614862"
"5 on scale 1-7","2017","Employed","East Germany","480","0.135757392237943","0.124620725856082","0.146894058619805"
"6 on scale 1-7","2017","Not Employed","West Germany","2483","0.313880367151616","0.303993874158032","0.3237668601452"
"6 on scale 1-7","2017","Not Employed","East Germany","782","0.35192377361221","0.332978470878149","0.370869076346271"
"6 on scale 1-7","2017","Employed","West Germany","5578","0.3773987755212","0.369554763280575","0.385242787761826"
"6 on scale 1-7","2017","Employed","East Germany","1373","0.390558178205245","0.374695934265785","0.406420422144706"
"7 Strongly agree","2017","Not Employed","West Germany","3864","0.384102892223417","0.373741022334396","0.394464762112438"
"7 Strongly agree","2017","Not Employed","East Germany","1025","0.357868005245683","0.338851189774434","0.376884820716931"
"7 Strongly agree","2017","Employed","West Germany","6218","0.426556102989299","0.418552849334245","0.434559356644352"
"7 Strongly agree","2017","Employed","East Germany","1634","0.423598526522551","0.4075329841806","0.439664068864502"
"1 Strongly disagree","2018","Not Employed","West Germany","","","",""
"1 Strongly disagree","2018","Not Employed","East Germany","","","",""
"1 Strongly disagree","2018","Employed","West Germany","","","",""
"1 Strongly disagree","2018","Employed","East Germany","","","",""
"2 on scale 1-7 ","2018","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2018","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2018","Employed","West Germany","","","",""
"2 on scale 1-7 ","2018","Employed","East Germany","","","",""
"3 on scale 1-7 ","2018","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2018","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2018","Employed","West Germany","","","",""
"3 on scale 1-7 ","2018","Employed","East Germany","","","",""
"4 on scale 1-7","2018","Not Employed","West Germany","","","",""
"4 on scale 1-7","2018","Not Employed","East Germany","","","",""
"4 on scale 1-7","2018","Employed","West Germany","","","",""
"4 on scale 1-7","2018","Employed","East Germany","","","",""
"5 on scale 1-7","2018","Not Employed","West Germany","","","",""
"5 on scale 1-7","2018","Not Employed","East Germany","","","",""
"5 on scale 1-7","2018","Employed","West Germany","","","",""
"5 on scale 1-7","2018","Employed","East Germany","","","",""
"6 on scale 1-7","2018","Not Employed","West Germany","","","",""
"6 on scale 1-7","2018","Not Employed","East Germany","","","",""
"6 on scale 1-7","2018","Employed","West Germany","","","",""
"6 on scale 1-7","2018","Employed","East Germany","","","",""
