"plh0212","year","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
"4 on scale 1-7","2011","East Germany","","","",""
"5 on scale 1-7","2011","West Germany","","","",""
"5 on scale 1-7","2011","East Germany","","","",""
"6 on scale 1-7","2011","West Germany","","","",""
"6 on scale 1-7","2011","East Germany","","","",""
"7 Strongly agree","2011","West Germany","","","",""
"7 Strongly agree","2011","East Germany","","","",""
"1 Strongly disagree","2012","West Germany","","","",""
"1 Strongly disagree","2012","East Germany","","","",""
"2 on scale 1-7 ","2012","West Germany","35","0.00592811478633155","0.00395079912208486","0.00790543045057825"
"2 on scale 1-7 ","2012","East Germany","","","",""
"3 on scale 1-7 ","2012","West Germany","64","0.0122405657162747","0.00940829248781134","0.0150728389447381"
"3 on scale 1-7 ","2012","East Germany","","","",""
"4 on scale 1-7","2012","West Germany","234","0.0436494600307289","0.0383867820017526","0.0489121380597051"
"4 on scale 1-7","2012","East Germany","36","0.0314263108355103","0.0220780016256302","0.0407746200453903"
"5 on scale 1-7","2012","West Germany","926","0.154044963976583","0.144746607291345","0.163343320661821"
"5 on scale 1-7","2012","East Germany","177","0.142421837328971","0.123695830251523","0.161147844406419"
"6 on scale 1-7","2012","West Germany","2138","0.348859085068727","0.336582676869453","0.361135493268001"
"6 on scale 1-7","2012","East Germany","466","0.350887059206441","0.325315109371194","0.376459009041688"
"7 Strongly agree","2012","West Germany","2389","0.434871596632822","0.422102419886237","0.447640773379407"
"7 Strongly agree","2012","East Germany","640","0.461840648256714","0.435127716349137","0.48855358016429"
"1 Strongly disagree","2013","West Germany","33","0.00340661372927538","0.0024544125820748","0.00435881487647595"
"1 Strongly disagree","2013","East Germany","","","",""
"2 on scale 1-7 ","2013","West Germany","66","0.00459232246449916","0.00348741747489235","0.00569722745410597"
"2 on scale 1-7 ","2013","East Germany","","","",""
"3 on scale 1-7 ","2013","West Germany","192","0.0142459137246899","0.012309323649641","0.0161825037997388"
"3 on scale 1-7 ","2013","East Germany","56","0.0114355334421603","0.00831477562573325","0.0145562912585874"
"4 on scale 1-7","2013","West Germany","621","0.0432749363605737","0.0399497189290804","0.0466001537920671"
"4 on scale 1-7","2013","East Germany","149","0.0298345595527865","0.0248409788824904","0.0348281402230826"
"5 on scale 1-7","2013","West Germany","2008","0.137308732234007","0.131684217827027","0.142933246640988"
"5 on scale 1-7","2013","East Germany","579","0.127445340438066","0.117657482513285","0.137233198362847"
"6 on scale 1-7","2013","West Germany","5062","0.348031122510004","0.340246622432847","0.355815622587161"
"6 on scale 1-7","2013","East Germany","1534","0.334133481576484","0.320288800948926","0.347978162204043"
"7 Strongly agree","2013","West Germany","6402","0.449140358976951","0.441011683750193","0.457269034203708"
"7 Strongly agree","2013","East Germany","2101","0.485749362108703","0.471079605989918","0.500419118227488"
"1 Strongly disagree","2014","West Germany","","","",""
"1 Strongly disagree","2014","East Germany","","","",""
"2 on scale 1-7 ","2014","West Germany","","","",""
"2 on scale 1-7 ","2014","East Germany","","","",""
"3 on scale 1-7 ","2014","West Germany","","","",""
"3 on scale 1-7 ","2014","East Germany","","","",""
"4 on scale 1-7","2014","West Germany","","","",""
"4 on scale 1-7","2014","East Germany","","","",""
"5 on scale 1-7","2014","West Germany","","","",""
"5 on scale 1-7","2014","East Germany","","","",""
"6 on scale 1-7","2014","West Germany","","","",""
"6 on scale 1-7","2014","East Germany","","","",""
"7 Strongly agree","2014","West Germany","","","",""
"7 Strongly agree","2014","East Germany","","","",""
"1 Strongly disagree","2015","West Germany","","","",""
"1 Strongly disagree","2015","East Germany","","","",""
"2 on scale 1-7 ","2015","West Germany","","","",""
"2 on scale 1-7 ","2015","East Germany","","","",""
"3 on scale 1-7 ","2015","West Germany","","","",""
"3 on scale 1-7 ","2015","East Germany","","","",""
"4 on scale 1-7","2015","West Germany","","","",""
"4 on scale 1-7","2015","East Germany","","","",""
"5 on scale 1-7","2015","West Germany","","","",""
"5 on scale 1-7","2015","East Germany","","","",""
"6 on scale 1-7","2015","West Germany","","","",""
"6 on scale 1-7","2015","East Germany","","","",""
"7 Strongly agree","2015","West Germany","","","",""
"7 Strongly agree","2015","East Germany","","","",""
"1 Strongly disagree","2016","West Germany","","","",""
"1 Strongly disagree","2016","East Germany","","","",""
"2 on scale 1-7 ","2016","West Germany","","","",""
"2 on scale 1-7 ","2016","East Germany","","","",""
"3 on scale 1-7 ","2016","West Germany","","","",""
"3 on scale 1-7 ","2016","East Germany","","","",""
"4 on scale 1-7","2016","West Germany","","","",""
"4 on scale 1-7","2016","East Germany","","","",""
"5 on scale 1-7","2016","West Germany","","","",""
"5 on scale 1-7","2016","East Germany","","","",""
"6 on scale 1-7","2016","West Germany","","","",""
"6 on scale 1-7","2016","East Germany","","","",""
"7 Strongly agree","2016","West Germany","","","",""
"7 Strongly agree","2016","East Germany","","","",""
"1 Strongly disagree","2017","West Germany","46","0.00208888142398996","0.00150054525251153","0.00267721759546839"
"1 Strongly disagree","2017","East Germany","","","",""
"2 on scale 1-7 ","2017","West Germany","110","0.00464782974704914","0.00377136144372243","0.00552429805037585"
"2 on scale 1-7 ","2017","East Germany","","","",""
"3 on scale 1-7 ","2017","West Germany","344","0.0161449046431031","0.0145208298077447","0.0177689794784616"
"3 on scale 1-7 ","2017","East Germany","76","0.0137085657512509","0.0107845911875185","0.0166325403149833"
"4 on scale 1-7","2017","West Germany","1098","0.0525458760303623","0.0496706556440876","0.0554210964166369"
"4 on scale 1-7","2017","East Germany","246","0.0491573601891057","0.0437208081338516","0.0545939122443598"
"5 on scale 1-7","2017","West Germany","3393","0.158131221835726","0.153429534549331","0.162832909122121"
"5 on scale 1-7","2017","East Germany","889","0.151661161396763","0.142641363351087","0.160680959442438"
"6 on scale 1-7","2017","West Germany","8061","0.354913475328374","0.348747625333707","0.361079325323041"
"6 on scale 1-7","2017","East Germany","2155","0.376036005949628","0.363855384954297","0.388216626944959"
"7 Strongly agree","2017","West Germany","10082","0.411527810991396","0.405186408893267","0.417869213089524"
"7 Strongly agree","2017","East Germany","2659","0.398891274981103","0.386577853814818","0.411204696147389"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","76","0.0048379402506256","0.00387884352723114","0.00579703697402007"
"1 Strongly disagree","2019","East Germany","","","",""
"2 on scale 1-7 ","2019","West Germany","98","0.00422531507717989","0.00332872208059415","0.00512190807376563"
"2 on scale 1-7 ","2019","East Germany","","","",""
"3 on scale 1-7 ","2019","West Germany","289","0.0151761757937984","0.01348633535304","0.0168660162345569"
"3 on scale 1-7 ","2019","East Germany","83","0.0160222740546946","0.0127224763928645","0.0193220717165247"
"4 on scale 1-7","2019","West Germany","1003","0.0538326272262488","0.0507130767037158","0.0569521777487817"
"4 on scale 1-7","2019","East Germany","212","0.0353494187435","0.0304964359397079","0.0402024015472921"
"5 on scale 1-7","2019","West Germany","2824","0.142924466228013","0.138086664221561","0.147762268234465"
"5 on scale 1-7","2019","East Germany","726","0.132987384346755","0.124063569943805","0.141911198749705"
"6 on scale 1-7","2019","West Germany","7442","0.363955627303674","0.357305144443384","0.370606110163965"
"6 on scale 1-7","2019","East Germany","2070","0.376614423547491","0.363880581812774","0.389348265282209"
"7 Strongly agree","2019","West Germany","8374","0.41504784812046","0.408237104901618","0.421858591339302"
"7 Strongly agree","2019","East Germany","2429","0.430043562563448","0.417032593151995","0.443054531974901"
