"plh0212","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2008","Rural Area","East Germany","","","",""
"5 on scale 1-7","2008","Urban Area","West Germany","","","",""
"5 on scale 1-7","2008","Urban Area","East Germany","","","",""
"5 on scale 1-7","2008","Rural Area","West Germany","","","",""
"5 on scale 1-7","2008","Rural Area","East Germany","","","",""
"6 on scale 1-7","2008","Urban Area","West Germany","","","",""
"6 on scale 1-7","2008","Urban Area","East Germany","","","",""
"6 on scale 1-7","2008","Rural Area","West Germany","","","",""
"6 on scale 1-7","2008","Rural Area","East Germany","","","",""
"7 Strongly agree","2008","Urban Area","West Germany","","","",""
"7 Strongly agree","2008","Urban Area","East Germany","","","",""
"7 Strongly agree","2008","Rural Area","West Germany","","","",""
"7 Strongly agree","2008","Rural Area","East Germany","","","",""
"1 Strongly disagree","2009","Urban Area","West Germany","36","0.00564024402385787","0.00418532914816832","0.00709515889954742"
"1 Strongly disagree","2009","Urban Area","East Germany","10","","",""
"1 Strongly disagree","2009","Rural Area","West Germany","10","","",""
"1 Strongly disagree","2009","Rural Area","East Germany","14","","",""
"2 on scale 1-7 ","2009","Urban Area","West Germany","66","0.00783808416620837","0.00612486428566781","0.00955130404674892"
"2 on scale 1-7 ","2009","Urban Area","East Germany","6","","",""
"2 on scale 1-7 ","2009","Rural Area","West Germany","24","","",""
"2 on scale 1-7 ","2009","Rural Area","East Germany","18","","",""
"3 on scale 1-7 ","2009","Urban Area","West Germany","193","0.0209697006871099","0.018186073625825","0.0237533277483947"
"3 on scale 1-7 ","2009","Urban Area","East Germany","22","","",""
"3 on scale 1-7 ","2009","Rural Area","West Germany","60","0.0236036036345744","0.0183875558996595","0.0288196513694893"
"3 on scale 1-7 ","2009","Rural Area","East Germany","47","0.0176232605925865","0.0128791859302345","0.0223673352549384"
"4 on scale 1-7","2009","Urban Area","West Germany","498","0.0545648792164625","0.050152332336057","0.058977426096868"
"4 on scale 1-7","2009","Urban Area","East Germany","91","0.0525706833532763","0.0415871589252013","0.0635542077813514"
"4 on scale 1-7","2009","Rural Area","West Germany","168","0.0524476098268811","0.0447880505239656","0.0601071691297966"
"4 on scale 1-7","2009","Rural Area","East Germany","134","0.0456323387834454","0.0381080826685341","0.0531565948983568"
"5 on scale 1-7","2009","Urban Area","West Germany","1405","0.136180691523129","0.129517441813718","0.14284394123254"
"5 on scale 1-7","2009","Urban Area","East Germany","194","0.141639385038389","0.124479143087368","0.15879962698941"
"5 on scale 1-7","2009","Rural Area","West Germany","433","0.125746038250179","0.114353899212215","0.137138177288143"
"5 on scale 1-7","2009","Rural Area","East Germany","432","0.149112120219001","0.136269253075343","0.161954987362659"
"6 on scale 1-7","2009","Urban Area","West Germany","3371","0.321391614169858","0.312318763785264","0.330464464554452"
"6 on scale 1-7","2009","Urban Area","East Germany","532","0.312061726744908","0.28925875289818","0.334864700591636"
"6 on scale 1-7","2009","Rural Area","West Germany","1071","0.306666562786446","0.290823337342099","0.322509788230792"
"6 on scale 1-7","2009","Rural Area","East Germany","990","0.323759817085119","0.306889186798104","0.340630447372134"
"7 Strongly agree","2009","Urban Area","West Germany","4609","0.453414786213374","0.443743290434597","0.463086281992152"
"7 Strongly agree","2009","Urban Area","East Germany","731","0.463355494371539","0.438814226167926","0.487896762575151"
"7 Strongly agree","2009","Rural Area","West Germany","1488","0.478945352371897","0.461781137788196","0.496109566955597"
"7 Strongly agree","2009","Rural Area","East Germany","1320","0.454552472625545","0.436599438791433","0.472505506459658"
"1 Strongly disagree","2010","Urban Area","West Germany","","","",""
"1 Strongly disagree","2010","Urban Area","East Germany","","","",""
"1 Strongly disagree","2010","Rural Area","West Germany","","","",""
"1 Strongly disagree","2010","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2010","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2010","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2010","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2010","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2010","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2010","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2010","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2010","Rural Area","East Germany","","","",""
"4 on scale 1-7","2010","Urban Area","West Germany","","","",""
"4 on scale 1-7","2010","Urban Area","East Germany","","","",""
"4 on scale 1-7","2010","Rural Area","West Germany","","","",""
"4 on scale 1-7","2010","Rural Area","East Germany","","","",""
"5 on scale 1-7","2010","Urban Area","West Germany","","","",""
"5 on scale 1-7","2010","Urban Area","East Germany","","","",""
"5 on scale 1-7","2010","Rural Area","West Germany","","","",""
"5 on scale 1-7","2010","Rural Area","East Germany","","","",""
"6 on scale 1-7","2010","Urban Area","West Germany","","","",""
"6 on scale 1-7","2010","Urban Area","East Germany","","","",""
"6 on scale 1-7","2010","Rural Area","West Germany","","","",""
"6 on scale 1-7","2010","Rural Area","East Germany","","","",""
"7 Strongly agree","2010","Urban Area","West Germany","","","",""
"7 Strongly agree","2010","Urban Area","East Germany","","","",""
"7 Strongly agree","2010","Rural Area","West Germany","","","",""
"7 Strongly agree","2010","Rural Area","East Germany","","","",""
"1 Strongly disagree","2011","Urban Area","West Germany","","","",""
"1 Strongly disagree","2011","Urban Area","East Germany","","","",""
"1 Strongly disagree","2011","Rural Area","West Germany","","","",""
"1 Strongly disagree","2011","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2011","Rural Area","East Germany","","","",""
"4 on scale 1-7","2011","Urban Area","West Germany","","","",""
"4 on scale 1-7","2011","Urban Area","East Germany","","","",""
"4 on scale 1-7","2011","Rural Area","West Germany","","","",""
"4 on scale 1-7","2011","Rural Area","East Germany","","","",""
"5 on scale 1-7","2011","Urban Area","West Germany","","","",""
"5 on scale 1-7","2011","Urban Area","East Germany","","","",""
"5 on scale 1-7","2011","Rural Area","West Germany","","","",""
"5 on scale 1-7","2011","Rural Area","East Germany","","","",""
"6 on scale 1-7","2011","Urban Area","West Germany","","","",""
"6 on scale 1-7","2011","Urban Area","East Germany","","","",""
"6 on scale 1-7","2011","Rural Area","West Germany","","","",""
"6 on scale 1-7","2011","Rural Area","East Germany","","","",""
"7 Strongly agree","2011","Urban Area","West Germany","","","",""
"7 Strongly agree","2011","Urban Area","East Germany","","","",""
"7 Strongly agree","2011","Rural Area","West Germany","","","",""
"7 Strongly agree","2011","Rural Area","East Germany","","","",""
"1 Strongly disagree","2012","Urban Area","West Germany","4","","",""
"1 Strongly disagree","2012","Urban Area","East Germany","","","",""
"1 Strongly disagree","2012","Rural Area","West Germany","","","",""
"1 Strongly disagree","2012","Rural Area","East Germany","2","","",""
"2 on scale 1-7 ","2012","Urban Area","West Germany","27","","",""
"2 on scale 1-7 ","2012","Urban Area","East Germany","1","","",""
"2 on scale 1-7 ","2012","Rural Area","West Germany","8","","",""
"2 on scale 1-7 ","2012","Rural Area","East Germany","2","","",""
"3 on scale 1-7 ","2012","Urban Area","West Germany","45","0.013549349593527","0.00994400774890209","0.0171546914381519"
"3 on scale 1-7 ","2012","Urban Area","East Germany","6","","",""
"3 on scale 1-7 ","2012","Rural Area","West Germany","19","","",""
"3 on scale 1-7 ","2012","Rural Area","East Germany","8","","",""
"4 on scale 1-7","2012","Urban Area","West Germany","157","0.0455735510837686","0.0390696008246956","0.0520775013428417"
"4 on scale 1-7","2012","Urban Area","East Germany","13","","",""
"4 on scale 1-7","2012","Rural Area","West Germany","77","0.038763433561041","0.0299434974223332","0.0475833696997488"
"4 on scale 1-7","2012","Rural Area","East Germany","23","","",""
"5 on scale 1-7","2012","Urban Area","West Germany","641","0.150205503097687","0.139063855382022","0.161347150813352"
"5 on scale 1-7","2012","Urban Area","East Germany","83","0.176181860628306","0.14268792603469","0.209675795221922"
"5 on scale 1-7","2012","Rural Area","West Germany","285","0.163794870278563","0.146884787193879","0.180704953363247"
"5 on scale 1-7","2012","Rural Area","East Germany","94","0.120035523880825","0.0980702026318521","0.142000845129797"
"6 on scale 1-7","2012","Urban Area","West Germany","1399","0.33323761772326","0.318537794956814","0.347937440489707"
"6 on scale 1-7","2012","Urban Area","East Germany","181","0.366878087845268","0.324506527640717","0.409249648049818"
"6 on scale 1-7","2012","Rural Area","West Germany","739","0.388528155212123","0.36625720946856","0.410799100955685"
"6 on scale 1-7","2012","Rural Area","East Germany","285","0.340283388222775","0.308261334834348","0.372305441611202"
"7 Strongly agree","2012","Urban Area","West Germany","1677","0.4503435986266","0.43482804826782","0.465859148985381"
"7 Strongly agree","2012","Urban Area","East Germany","213","0.414248927423015","0.370942023225224","0.457555831620805"
"7 Strongly agree","2012","Rural Area","West Germany","712","0.395582077999474","0.373239866948465","0.417924289050483"
"7 Strongly agree","2012","Rural Area","East Germany","427","0.493398777546892","0.459609240274922","0.527188314818863"
"1 Strongly disagree","2013","Urban Area","West Germany","24","","",""
"1 Strongly disagree","2013","Urban Area","East Germany","4","","",""
"1 Strongly disagree","2013","Rural Area","West Germany","9","","",""
"1 Strongly disagree","2013","Rural Area","East Germany","12","","",""
"2 on scale 1-7 ","2013","Urban Area","West Germany","55","0.00474691957068111","0.00343880741458212","0.0060550317267801"
"2 on scale 1-7 ","2013","Urban Area","East Germany","13","","",""
"2 on scale 1-7 ","2013","Rural Area","West Germany","11","","",""
"2 on scale 1-7 ","2013","Rural Area","East Germany","11","","",""
"3 on scale 1-7 ","2013","Urban Area","West Germany","149","0.0144933133352348","0.0122188135088781","0.0167678131615916"
"3 on scale 1-7 ","2013","Urban Area","East Germany","21","","",""
"3 on scale 1-7 ","2013","Rural Area","West Germany","43","0.0135173757017756","0.00983517016552116","0.01719958123803"
"3 on scale 1-7 ","2013","Rural Area","East Germany","35","0.0123321548649233","0.00828954008530149","0.0163747696445451"
"4 on scale 1-7","2013","Urban Area","West Germany","452","0.0425796439721213","0.0387370489042781","0.0464222390399646"
"4 on scale 1-7","2013","Urban Area","East Germany","33","0.0168375959626367","0.0105253440747429","0.0231498478505305"
"4 on scale 1-7","2013","Rural Area","West Germany","169","0.0453224211602252","0.0386895428925095","0.0519552994279409"
"4 on scale 1-7","2013","Rural Area","East Germany","116","0.0370652360827943","0.0301450266950222","0.0439854454705664"
"5 on scale 1-7","2013","Urban Area","West Germany","1492","0.137653603541121","0.131096576894534","0.144210630187708"
"5 on scale 1-7","2013","Urban Area","East Germany","205","0.141786362417732","0.12467255724475","0.158900167590713"
"5 on scale 1-7","2013","Rural Area","West Germany","516","0.136293161272958","0.125352657358442","0.147233665187475"
"5 on scale 1-7","2013","Rural Area","East Germany","374","0.119466916067986","0.107586433468689","0.131347398667283"
"6 on scale 1-7","2013","Urban Area","West Germany","3738","0.349525424908247","0.340450838740427","0.358600011076068"
"6 on scale 1-7","2013","Urban Area","East Germany","575","0.346445379292838","0.32310058889637","0.369790169689305"
"6 on scale 1-7","2013","Rural Area","West Germany","1324","0.34363072708313","0.328486844604558","0.358774609561701"
"6 on scale 1-7","2013","Rural Area","East Germany","959","0.32728393173817","0.31009631505509","0.344471548421249"
"7 Strongly agree","2013","Urban Area","West Germany","4696","0.447015832320914","0.437553676821842","0.456477987819986"
"7 Strongly agree","2013","Urban Area","East Germany","745","0.47610915934372","0.451606945912264","0.500611372775176"
"7 Strongly agree","2013","Rural Area","West Germany","1706","0.455396627716455","0.439516566126392","0.471276689306519"
"7 Strongly agree","2013","Rural Area","East Germany","1356","0.491112552317999","0.472800424817539","0.509424679818459"
"1 Strongly disagree","2014","Urban Area","West Germany","","","",""
"1 Strongly disagree","2014","Urban Area","East Germany","","","",""
"1 Strongly disagree","2014","Rural Area","West Germany","","","",""
"1 Strongly disagree","2014","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2014","Rural Area","East Germany","","","",""
"4 on scale 1-7","2014","Urban Area","West Germany","","","",""
"4 on scale 1-7","2014","Urban Area","East Germany","","","",""
"4 on scale 1-7","2014","Rural Area","West Germany","","","",""
"4 on scale 1-7","2014","Rural Area","East Germany","","","",""
"5 on scale 1-7","2014","Urban Area","West Germany","","","",""
"5 on scale 1-7","2014","Urban Area","East Germany","","","",""
"5 on scale 1-7","2014","Rural Area","West Germany","","","",""
"5 on scale 1-7","2014","Rural Area","East Germany","","","",""
"6 on scale 1-7","2014","Urban Area","West Germany","","","",""
"6 on scale 1-7","2014","Urban Area","East Germany","","","",""
"6 on scale 1-7","2014","Rural Area","West Germany","","","",""
"6 on scale 1-7","2014","Rural Area","East Germany","","","",""
"7 Strongly agree","2014","Urban Area","West Germany","","","",""
"7 Strongly agree","2014","Urban Area","East Germany","","","",""
"7 Strongly agree","2014","Rural Area","West Germany","","","",""
"7 Strongly agree","2014","Rural Area","East Germany","","","",""
"1 Strongly disagree","2015","Urban Area","West Germany","","","",""
"1 Strongly disagree","2015","Urban Area","East Germany","","","",""
"1 Strongly disagree","2015","Rural Area","West Germany","","","",""
"1 Strongly disagree","2015","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2015","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2015","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2015","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2015","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2015","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2015","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2015","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2015","Rural Area","East Germany","","","",""
"4 on scale 1-7","2015","Urban Area","West Germany","","","",""
"4 on scale 1-7","2015","Urban Area","East Germany","","","",""
"4 on scale 1-7","2015","Rural Area","West Germany","","","",""
"4 on scale 1-7","2015","Rural Area","East Germany","","","",""
"5 on scale 1-7","2015","Urban Area","West Germany","","","",""
"5 on scale 1-7","2015","Urban Area","East Germany","","","",""
"5 on scale 1-7","2015","Rural Area","West Germany","","","",""
"5 on scale 1-7","2015","Rural Area","East Germany","","","",""
"6 on scale 1-7","2015","Urban Area","West Germany","","","",""
"6 on scale 1-7","2015","Urban Area","East Germany","","","",""
"6 on scale 1-7","2015","Rural Area","West Germany","","","",""
"6 on scale 1-7","2015","Rural Area","East Germany","","","",""
"7 Strongly agree","2015","Urban Area","West Germany","","","",""
"7 Strongly agree","2015","Urban Area","East Germany","","","",""
"7 Strongly agree","2015","Rural Area","West Germany","","","",""
"7 Strongly agree","2015","Rural Area","East Germany","","","",""
"1 Strongly disagree","2016","Urban Area","West Germany","","","",""
"1 Strongly disagree","2016","Urban Area","East Germany","","","",""
"1 Strongly disagree","2016","Rural Area","West Germany","","","",""
"1 Strongly disagree","2016","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2016","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2016","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2016","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2016","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2016","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2016","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2016","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2016","Rural Area","East Germany","","","",""
"4 on scale 1-7","2016","Urban Area","West Germany","","","",""
"4 on scale 1-7","2016","Urban Area","East Germany","","","",""
"4 on scale 1-7","2016","Rural Area","West Germany","","","",""
"4 on scale 1-7","2016","Rural Area","East Germany","","","",""
"5 on scale 1-7","2016","Urban Area","West Germany","","","",""
"5 on scale 1-7","2016","Urban Area","East Germany","","","",""
"5 on scale 1-7","2016","Rural Area","West Germany","","","",""
"5 on scale 1-7","2016","Rural Area","East Germany","","","",""
"6 on scale 1-7","2016","Urban Area","West Germany","","","",""
"6 on scale 1-7","2016","Urban Area","East Germany","","","",""
"6 on scale 1-7","2016","Rural Area","West Germany","","","",""
"6 on scale 1-7","2016","Rural Area","East Germany","","","",""
"7 Strongly agree","2016","Urban Area","West Germany","","","",""
"7 Strongly agree","2016","Urban Area","East Germany","","","",""
"7 Strongly agree","2016","Rural Area","West Germany","","","",""
"7 Strongly agree","2016","Rural Area","East Germany","","","",""
"1 Strongly disagree","2017","Urban Area","West Germany","41","0.00252088160375693","0.00176457138172778","0.00327719182578609"
"1 Strongly disagree","2017","Urban Area","East Germany","5","","",""
"1 Strongly disagree","2017","Rural Area","West Germany","5","","",""
"1 Strongly disagree","2017","Rural Area","East Germany","17","","",""
"2 on scale 1-7 ","2017","Urban Area","West Germany","92","0.00512863141894175","0.00405128331946076","0.00620597951842273"
"2 on scale 1-7 ","2017","Urban Area","East Germany","11","","",""
"2 on scale 1-7 ","2017","Rural Area","West Germany","18","","",""
"2 on scale 1-7 ","2017","Rural Area","East Germany","17","","",""
"3 on scale 1-7 ","2017","Urban Area","West Germany","252","0.016435804006949","0.0145181569788658","0.0183534510350322"
"3 on scale 1-7 ","2017","Urban Area","East Germany","37","0.0167957512400331","0.0113562724122244","0.0222352300678417"
"3 on scale 1-7 ","2017","Rural Area","West Germany","92","0.0152559610636666","0.012216519457489","0.0182954026698442"
"3 on scale 1-7 ","2017","Rural Area","East Germany","39","0.0119237492179037","0.00853063705328832","0.015316861382519"
"4 on scale 1-7","2017","Urban Area","West Germany","789","0.0517318543331118","0.0483913161261453","0.0550723925400783"
"4 on scale 1-7","2017","Urban Area","East Germany","82","0.040677512453894","0.032315800432115","0.0490392244756731"
"4 on scale 1-7","2017","Rural Area","West Germany","309","0.0550334007596231","0.0493783860038844","0.0606884155153619"
"4 on scale 1-7","2017","Rural Area","East Germany","164","0.0540598749531418","0.0469907458794527","0.0611290040268309"
"5 on scale 1-7","2017","Urban Area","West Germany","2502","0.162453089301378","0.156889687879909","0.168016490722847"
"5 on scale 1-7","2017","Urban Area","East Germany","337","0.170918546735673","0.154984396916634","0.186852696554711"
"5 on scale 1-7","2017","Rural Area","West Germany","891","0.14492426158674","0.136194845828959","0.153653677344522"
"5 on scale 1-7","2017","Rural Area","East Germany","552","0.140527752061037","0.129663657233391","0.151391846888683"
"6 on scale 1-7","2017","Urban Area","West Germany","5860","0.349382174667594","0.342191242533464","0.356573106801723"
"6 on scale 1-7","2017","Urban Area","East Germany","785","0.381755990506537","0.361191943433448","0.402320037579626"
"6 on scale 1-7","2017","Rural Area","West Germany","2201","0.371816276844774","0.35983177803672","0.383800775652828"
"6 on scale 1-7","2017","Rural Area","East Germany","1370","0.372729070540415","0.357613630923463","0.387844510157368"
"7 Strongly agree","2017","Urban Area","West Germany","7351","0.412347564668268","0.404923122538771","0.419772006797765"
"7 Strongly agree","2017","Urban Area","East Germany","887","0.380378859298818","0.359829087672946","0.400928630924689"
"7 Strongly agree","2017","Rural Area","West Germany","2731","0.40902277021667","0.3968308684468","0.421214671986541"
"7 Strongly agree","2017","Rural Area","East Germany","1772","0.409593989703624","0.394221339622071","0.424966639785176"
"1 Strongly disagree","2018","Urban Area","West Germany","","","",""
"1 Strongly disagree","2018","Urban Area","East Germany","","","",""
"1 Strongly disagree","2018","Rural Area","West Germany","","","",""
"1 Strongly disagree","2018","Rural Area","East Germany","","","",""
"2 on scale 1-7 ","2018","Urban Area","West Germany","","","",""
"2 on scale 1-7 ","2018","Urban Area","East Germany","","","",""
"2 on scale 1-7 ","2018","Rural Area","West Germany","","","",""
"2 on scale 1-7 ","2018","Rural Area","East Germany","","","",""
"3 on scale 1-7 ","2018","Urban Area","West Germany","","","",""
"3 on scale 1-7 ","2018","Urban Area","East Germany","","","",""
"3 on scale 1-7 ","2018","Rural Area","West Germany","","","",""
"3 on scale 1-7 ","2018","Rural Area","East Germany","","","",""
"4 on scale 1-7","2018","Urban Area","West Germany","","","",""
"4 on scale 1-7","2018","Urban Area","East Germany","","","",""
"4 on scale 1-7","2018","Rural Area","West Germany","","","",""
"4 on scale 1-7","2018","Rural Area","East Germany","","","",""
