"plh0212","year","migback","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2015","direct migration background","","","",""
"2 on scale 1-7 ","2015","indirect migration background","","","",""
"3 on scale 1-7 ","2015","no migration background","","","",""
"3 on scale 1-7 ","2015","direct migration background","","","",""
"3 on scale 1-7 ","2015","indirect migration background","","","",""
"4 on scale 1-7","2015","no migration background","","","",""
"4 on scale 1-7","2015","direct migration background","","","",""
"4 on scale 1-7","2015","indirect migration background","","","",""
"5 on scale 1-7","2015","no migration background","","","",""
"5 on scale 1-7","2015","direct migration background","","","",""
"5 on scale 1-7","2015","indirect migration background","","","",""
"6 on scale 1-7","2015","no migration background","","","",""
"6 on scale 1-7","2015","direct migration background","","","",""
"6 on scale 1-7","2015","indirect migration background","","","",""
"7 Strongly agree","2015","no migration background","","","",""
"7 Strongly agree","2015","direct migration background","","","",""
"7 Strongly agree","2015","indirect migration background","","","",""
"1 Strongly disagree","2016","no migration background","","","",""
"1 Strongly disagree","2016","direct migration background","","","",""
"1 Strongly disagree","2016","indirect migration background","","","",""
"2 on scale 1-7 ","2016","no migration background","","","",""
"2 on scale 1-7 ","2016","direct migration background","","","",""
"2 on scale 1-7 ","2016","indirect migration background","","","",""
"3 on scale 1-7 ","2016","no migration background","","","",""
"3 on scale 1-7 ","2016","direct migration background","","","",""
"3 on scale 1-7 ","2016","indirect migration background","","","",""
"4 on scale 1-7","2016","no migration background","","","",""
"4 on scale 1-7","2016","direct migration background","","","",""
"4 on scale 1-7","2016","indirect migration background","","","",""
"5 on scale 1-7","2016","no migration background","","","",""
"5 on scale 1-7","2016","direct migration background","","","",""
"5 on scale 1-7","2016","indirect migration background","","","",""
"6 on scale 1-7","2016","no migration background","","","",""
"6 on scale 1-7","2016","direct migration background","","","",""
"6 on scale 1-7","2016","indirect migration background","","","",""
"7 Strongly agree","2016","no migration background","","","",""
"7 Strongly agree","2016","direct migration background","","","",""
"7 Strongly agree","2016","indirect migration background","","","",""
"1 Strongly disagree","2017","no migration background","42","0.00273881655550021","0.00201946219653624","0.00345817091446418"
"1 Strongly disagree","2017","direct migration background","","","",""
"1 Strongly disagree","2017","indirect migration background","","","",""
"2 on scale 1-7 ","2017","no migration background","82","0.00415813563253158","0.00327240540695293","0.00504386585811023"
"2 on scale 1-7 ","2017","direct migration background","41","0.00704680715102182","0.00511786233273282","0.00897575196931081"
"2 on scale 1-7 ","2017","indirect migration background","","","",""
"3 on scale 1-7 ","2017","no migration background","309","0.0146502947612306","0.012996523934156","0.0163040655883053"
"3 on scale 1-7 ","2017","direct migration background","60","0.0133671829375901","0.0107189453429166","0.0160154205322637"
"3 on scale 1-7 ","2017","indirect migration background","51","0.037684944848063","0.0286563608726107","0.0467135288235153"
"4 on scale 1-7","2017","no migration background","930","0.0514044156999841","0.0483649467400036","0.0544438846599646"
"4 on scale 1-7","2017","direct migration background","302","0.0512912803949613","0.0462044478784051","0.0563781129115176"
"4 on scale 1-7","2017","indirect migration background","112","0.061757381522603","0.0503449266100746","0.0731698364351315"
"5 on scale 1-7","2017","no migration background","3207","0.159212967236581","0.154176927242396","0.164249007230767"
"5 on scale 1-7","2017","direct migration background","775","0.135329510191083","0.127441257832512","0.143217762549654"
"5 on scale 1-7","2017","indirect migration background","300","0.186804759311561","0.168326185793457","0.205283332829664"
"6 on scale 1-7","2017","no migration background","7791","0.36919268532928","0.362550180879196","0.375835189779365"
"6 on scale 1-7","2017","direct migration background","1869","0.312986692706046","0.302293565493137","0.323679819918955"
"6 on scale 1-7","2017","indirect migration background","556","0.335745248162315","0.313355493644452","0.358135002680178"
"7 Strongly agree","2017","no migration background","7915","0.398642684784892","0.391903379213825","0.405381990355958"
"7 Strongly agree","2017","direct migration background","4156","0.477987957429519","0.466469138248298","0.48950677661074"
"7 Strongly agree","2017","indirect migration background","670","0.368112881208832","0.345247032894996","0.390978729522668"
"1 Strongly disagree","2018","no migration background","","","",""
"1 Strongly disagree","2018","direct migration background","","","",""
"1 Strongly disagree","2018","indirect migration background","","","",""
"2 on scale 1-7 ","2018","no migration background","","","",""
"2 on scale 1-7 ","2018","direct migration background","","","",""
"2 on scale 1-7 ","2018","indirect migration background","","","",""
"3 on scale 1-7 ","2018","no migration background","","","",""
"3 on scale 1-7 ","2018","direct migration background","","","",""
"3 on scale 1-7 ","2018","indirect migration background","","","",""
"4 on scale 1-7","2018","no migration background","","","",""
"4 on scale 1-7","2018","direct migration background","","","",""
"4 on scale 1-7","2018","indirect migration background","","","",""
"5 on scale 1-7","2018","no migration background","","","",""
"5 on scale 1-7","2018","direct migration background","","","",""
"5 on scale 1-7","2018","indirect migration background","","","",""
"6 on scale 1-7","2018","no migration background","","","",""
"6 on scale 1-7","2018","direct migration background","","","",""
"6 on scale 1-7","2018","indirect migration background","","","",""
"7 Strongly agree","2018","no migration background","","","",""
"7 Strongly agree","2018","direct migration background","","","",""
"7 Strongly agree","2018","indirect migration background","","","",""
"1 Strongly disagree","2019","no migration background","52","0.00324288472125738","0.00245931979087536","0.0040264496516394"
"1 Strongly disagree","2019","direct migration background","36","0.00906246589311777","0.00605891163935972","0.0120660201468758"
"1 Strongly disagree","2019","indirect migration background","","","",""
"2 on scale 1-7 ","2019","no migration background","91","0.00481547076104728","0.00386138866560382","0.00576955285649073"
"2 on scale 1-7 ","2019","direct migration background","","","",""
"2 on scale 1-7 ","2019","indirect migration background","","","",""
"3 on scale 1-7 ","2019","no migration background","303","0.0160247032942049","0.0142940835310149","0.0177553230573948"
"3 on scale 1-7 ","2019","direct migration background","37","0.00908403066642099","0.00607693767271506","0.0120911236601269"
"3 on scale 1-7 ","2019","indirect migration background","32","0.0215479016791257","0.0146435376912792","0.0284522656669723"
"4 on scale 1-7","2019","no migration background","931","0.04775132695907","0.0448124427651793","0.0506902111529606"
"4 on scale 1-7","2019","direct migration background","197","0.0641621811427766","0.0563956157253661","0.0719287465601871"
"4 on scale 1-7","2019","indirect migration background","88","0.0530779714241765","0.0424177636452006","0.0637381792031523"
"5 on scale 1-7","2019","no migration background","2889","0.145554730073651","0.140694354279631","0.150415105867672"
"5 on scale 1-7","2019","direct migration background","429","0.121983043980309","0.111610379409401","0.132355708551216"
"5 on scale 1-7","2019","indirect migration background","248","0.137081446073131","0.120727383930218","0.153435508216045"
"6 on scale 1-7","2019","no migration background","7804","0.380115828799222","0.373425802677072","0.386805854921371"
"6 on scale 1-7","2019","direct migration background","1163","0.29783071446929","0.283336495931408","0.312324933007172"
"6 on scale 1-7","2019","indirect migration background","578","0.358554621508377","0.335750733256394","0.381358509760359"
"7 Strongly agree","2019","no migration background","8154","0.402495055391548","0.395736317737706","0.409253793045389"
"7 Strongly agree","2019","direct migration background","1940","0.49480417178844","0.478957586102241","0.510650757474639"
"7 Strongly agree","2019","indirect migration background","738","0.416003653469577","0.392566490545117","0.439440816394037"
