"plh0212","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2010","East Germany","Female","","","",""
"6 on scale 1-7","2010","West Germany","Male","","","",""
"6 on scale 1-7","2010","West Germany","Female","","","",""
"6 on scale 1-7","2010","East Germany","Male","","","",""
"6 on scale 1-7","2010","East Germany","Female","","","",""
"7 Strongly agree","2010","West Germany","Male","","","",""
"7 Strongly agree","2010","West Germany","Female","","","",""
"7 Strongly agree","2010","East Germany","Male","","","",""
"7 Strongly agree","2010","East Germany","Female","","","",""
"1 Strongly disagree","2011","West Germany","Male","","","",""
"1 Strongly disagree","2011","West Germany","Female","","","",""
"1 Strongly disagree","2011","East Germany","Male","","","",""
"1 Strongly disagree","2011","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","East Germany","Female","","","",""
"4 on scale 1-7","2011","West Germany","Male","","","",""
"4 on scale 1-7","2011","West Germany","Female","","","",""
"4 on scale 1-7","2011","East Germany","Male","","","",""
"4 on scale 1-7","2011","East Germany","Female","","","",""
"5 on scale 1-7","2011","West Germany","Male","","","",""
"5 on scale 1-7","2011","West Germany","Female","","","",""
"5 on scale 1-7","2011","East Germany","Male","","","",""
"5 on scale 1-7","2011","East Germany","Female","","","",""
"6 on scale 1-7","2011","West Germany","Male","","","",""
"6 on scale 1-7","2011","West Germany","Female","","","",""
"6 on scale 1-7","2011","East Germany","Male","","","",""
"6 on scale 1-7","2011","East Germany","Female","","","",""
"7 Strongly agree","2011","West Germany","Male","","","",""
"7 Strongly agree","2011","West Germany","Female","","","",""
"7 Strongly agree","2011","East Germany","Male","","","",""
"7 Strongly agree","2011","East Germany","Female","","","",""
"1 Strongly disagree","2012","West Germany","Male","2","","",""
"1 Strongly disagree","2012","West Germany","Female","2","","",""
"1 Strongly disagree","2012","East Germany","Male","","","",""
"1 Strongly disagree","2012","East Germany","Female","2","","",""
"2 on scale 1-7 ","2012","West Germany","Male","18","","",""
"2 on scale 1-7 ","2012","West Germany","Female","17","","",""
"2 on scale 1-7 ","2012","East Germany","Male","1","","",""
"2 on scale 1-7 ","2012","East Germany","Female","2","","",""
"3 on scale 1-7 ","2012","West Germany","Male","30","0.014429955255623","0.00962062740114995","0.0192392831100961"
"3 on scale 1-7 ","2012","West Germany","Female","34","0.0105247645950454","0.00710861921637525","0.0139409099737155"
"3 on scale 1-7 ","2012","East Germany","Male","9","","",""
"3 on scale 1-7 ","2012","East Germany","Female","5","","",""
"4 on scale 1-7","2012","West Germany","Male","85","0.0400594619677731","0.0321511668721418","0.0479677570634043"
"4 on scale 1-7","2012","West Germany","Female","149","0.0464629030434621","0.0394167892613462","0.0535090168255781"
"4 on scale 1-7","2012","East Germany","Male","15","","",""
"4 on scale 1-7","2012","East Germany","Female","21","","",""
"5 on scale 1-7","2012","West Germany","Male","372","0.154913421298985","0.140321809419417","0.169505033178552"
"5 on scale 1-7","2012","West Germany","Female","554","0.153364363279112","0.141301839435667","0.165426887122556"
"5 on scale 1-7","2012","East Germany","Male","77","0.15123821403631","0.120735826447241","0.181740601625379"
"5 on scale 1-7","2012","East Germany","Female","100","0.135568844761461","0.111964738353456","0.159172951169466"
"6 on scale 1-7","2012","West Germany","Male","939","0.369084322649809","0.349623705755524","0.388544939544093"
"6 on scale 1-7","2012","West Germany","Female","1199","0.333008783103239","0.317232104221198","0.34878546198528"
"6 on scale 1-7","2012","East Germany","Male","176","0.328794352648601","0.288799865524145","0.368788839773057"
"6 on scale 1-7","2012","East Germany","Female","290","0.368059777530855","0.334806106996341","0.40131344806537"
"7 Strongly agree","2012","West Germany","Male","916","0.413705143868646","0.39384366206492","0.433566625672371"
"7 Strongly agree","2012","West Germany","Female","1473","0.451459518851557","0.434800806349591","0.468118231353523"
"7 Strongly agree","2012","East Germany","Male","252","0.459234771441118","0.416808788078317","0.501660754803919"
"7 Strongly agree","2012","East Germany","Female","388","0.463866203089716","0.429480701101692","0.498251705077741"
"1 Strongly disagree","2013","West Germany","Male","14","","",""
"1 Strongly disagree","2013","West Germany","Female","19","","",""
"1 Strongly disagree","2013","East Germany","Male","8","","",""
"1 Strongly disagree","2013","East Germany","Female","8","","",""
"2 on scale 1-7 ","2013","West Germany","Male","37","0.00464254468578246","0.00301713309024483","0.0062679562813201"
"2 on scale 1-7 ","2013","West Germany","Female","29","","",""
"2 on scale 1-7 ","2013","East Germany","Male","18","","",""
"2 on scale 1-7 ","2013","East Germany","Female","6","","",""
"3 on scale 1-7 ","2013","West Germany","Male","96","0.0148237735274138","0.0119342108593461","0.0177133361954814"
"3 on scale 1-7 ","2013","West Germany","Female","96","0.0136998396582576","0.011097557971686","0.0163021213448292"
"3 on scale 1-7 ","2013","East Germany","Male","29","","",""
"3 on scale 1-7 ","2013","East Germany","Female","27","","",""
"4 on scale 1-7","2013","West Germany","Male","296","0.0418328533603183","0.0370457241200094","0.0466199826006272"
"4 on scale 1-7","2013","West Germany","Female","325","0.0446376961932708","0.040014663677801","0.0492607287087406"
"4 on scale 1-7","2013","East Germany","Male","85","0.0330245893398063","0.0253906541404778","0.0406585245391348"
"4 on scale 1-7","2013","East Germany","Female","64","0.0266706987631799","0.0201620331841031","0.0331793643422567"
"5 on scale 1-7","2013","West Germany","Male","998","0.148108220086828","0.139614898551047","0.15660154162261"
"5 on scale 1-7","2013","West Germany","Female","1010","0.127103280635924","0.119646492188081","0.134560069083768"
"5 on scale 1-7","2013","East Germany","Male","321","0.153960310180307","0.138542531814251","0.169378088546362"
"5 on scale 1-7","2013","East Germany","Female","258","0.101147882826094","0.0889673192470653","0.113328446405122"
"6 on scale 1-7","2013","West Germany","Male","2451","0.365924985904734","0.354407382424411","0.377442589385057"
"6 on scale 1-7","2013","West Germany","Female","2611","0.331121528345321","0.320585926990986","0.341657129699655"
"6 on scale 1-7","2013","East Germany","Male","730","0.341945606561565","0.321681313783725","0.362209899339405"
"6 on scale 1-7","2013","East Germany","Female","804","0.3263854423499","0.307443871891727","0.345327012808072"
"7 Strongly agree","2013","West Germany","Male","2827","0.421639432530491","0.409831721445724","0.433447143615259"
"7 Strongly agree","2013","West Germany","Female","3575","0.475128570415928","0.463949027403308","0.486308113428548"
"7 Strongly agree","2013","East Germany","Male","914","0.441023795932136","0.419813354240671","0.462234237623601"
"7 Strongly agree","2013","East Germany","Female","1187","0.530108027878779","0.509946378167383","0.550269677590174"
"1 Strongly disagree","2014","West Germany","Male","","","",""
"1 Strongly disagree","2014","West Germany","Female","","","",""
"1 Strongly disagree","2014","East Germany","Male","","","",""
"1 Strongly disagree","2014","East Germany","Female","","","",""
"2 on scale 1-7 ","2014","West Germany","Male","","","",""
"2 on scale 1-7 ","2014","West Germany","Female","","","",""
"2 on scale 1-7 ","2014","East Germany","Male","","","",""
"2 on scale 1-7 ","2014","East Germany","Female","","","",""
"3 on scale 1-7 ","2014","West Germany","Male","","","",""
"3 on scale 1-7 ","2014","West Germany","Female","","","",""
"3 on scale 1-7 ","2014","East Germany","Male","","","",""
"3 on scale 1-7 ","2014","East Germany","Female","","","",""
"4 on scale 1-7","2014","West Germany","Male","","","",""
"4 on scale 1-7","2014","West Germany","Female","","","",""
"4 on scale 1-7","2014","East Germany","Male","","","",""
"4 on scale 1-7","2014","East Germany","Female","","","",""
"5 on scale 1-7","2014","West Germany","Male","","","",""
"5 on scale 1-7","2014","West Germany","Female","","","",""
"5 on scale 1-7","2014","East Germany","Male","","","",""
"5 on scale 1-7","2014","East Germany","Female","","","",""
"6 on scale 1-7","2014","West Germany","Male","","","",""
"6 on scale 1-7","2014","West Germany","Female","","","",""
"6 on scale 1-7","2014","East Germany","Male","","","",""
"6 on scale 1-7","2014","East Germany","Female","","","",""
"7 Strongly agree","2014","West Germany","Male","","","",""
"7 Strongly agree","2014","West Germany","Female","","","",""
"7 Strongly agree","2014","East Germany","Male","","","",""
"7 Strongly agree","2014","East Germany","Female","","","",""
"1 Strongly disagree","2015","West Germany","Male","","","",""
"1 Strongly disagree","2015","West Germany","Female","","","",""
"1 Strongly disagree","2015","East Germany","Male","","","",""
"1 Strongly disagree","2015","East Germany","Female","","","",""
"2 on scale 1-7 ","2015","West Germany","Male","","","",""
"2 on scale 1-7 ","2015","West Germany","Female","","","",""
"2 on scale 1-7 ","2015","East Germany","Male","","","",""
"2 on scale 1-7 ","2015","East Germany","Female","","","",""
"3 on scale 1-7 ","2015","West Germany","Male","","","",""
"3 on scale 1-7 ","2015","West Germany","Female","","","",""
"3 on scale 1-7 ","2015","East Germany","Male","","","",""
"3 on scale 1-7 ","2015","East Germany","Female","","","",""
"4 on scale 1-7","2015","West Germany","Male","","","",""
"4 on scale 1-7","2015","West Germany","Female","","","",""
"4 on scale 1-7","2015","East Germany","Male","","","",""
"4 on scale 1-7","2015","East Germany","Female","","","",""
"5 on scale 1-7","2015","West Germany","Male","","","",""
"5 on scale 1-7","2015","West Germany","Female","","","",""
"5 on scale 1-7","2015","East Germany","Male","","","",""
"5 on scale 1-7","2015","East Germany","Female","","","",""
"6 on scale 1-7","2015","West Germany","Male","","","",""
"6 on scale 1-7","2015","West Germany","Female","","","",""
"6 on scale 1-7","2015","East Germany","Male","","","",""
"6 on scale 1-7","2015","East Germany","Female","","","",""
"7 Strongly agree","2015","West Germany","Male","","","",""
"7 Strongly agree","2015","West Germany","Female","","","",""
"7 Strongly agree","2015","East Germany","Male","","","",""
"7 Strongly agree","2015","East Germany","Female","","","",""
"1 Strongly disagree","2016","West Germany","Male","","","",""
"1 Strongly disagree","2016","West Germany","Female","","","",""
"1 Strongly disagree","2016","East Germany","Male","","","",""
"1 Strongly disagree","2016","East Germany","Female","","","",""
"2 on scale 1-7 ","2016","West Germany","Male","","","",""
"2 on scale 1-7 ","2016","West Germany","Female","","","",""
"2 on scale 1-7 ","2016","East Germany","Male","","","",""
"2 on scale 1-7 ","2016","East Germany","Female","","","",""
"3 on scale 1-7 ","2016","West Germany","Male","","","",""
"3 on scale 1-7 ","2016","West Germany","Female","","","",""
"3 on scale 1-7 ","2016","East Germany","Male","","","",""
"3 on scale 1-7 ","2016","East Germany","Female","","","",""
"4 on scale 1-7","2016","West Germany","Male","","","",""
"4 on scale 1-7","2016","West Germany","Female","","","",""
"4 on scale 1-7","2016","East Germany","Male","","","",""
"4 on scale 1-7","2016","East Germany","Female","","","",""
"5 on scale 1-7","2016","West Germany","Male","","","",""
"5 on scale 1-7","2016","West Germany","Female","","","",""
"5 on scale 1-7","2016","East Germany","Male","","","",""
"5 on scale 1-7","2016","East Germany","Female","","","",""
"6 on scale 1-7","2016","West Germany","Male","","","",""
"6 on scale 1-7","2016","West Germany","Female","","","",""
"6 on scale 1-7","2016","East Germany","Male","","","",""
"6 on scale 1-7","2016","East Germany","Female","","","",""
"7 Strongly agree","2016","West Germany","Male","","","",""
"7 Strongly agree","2016","West Germany","Female","","","",""
"7 Strongly agree","2016","East Germany","Male","","","",""
"7 Strongly agree","2016","East Germany","Female","","","",""
"1 Strongly disagree","2017","West Germany","Male","25","","",""
"1 Strongly disagree","2017","West Germany","Female","21","","",""
"1 Strongly disagree","2017","East Germany","Male","13","","",""
"1 Strongly disagree","2017","East Germany","Female","9","","",""
"2 on scale 1-7 ","2017","West Germany","Male","64","0.00525036295717906","0.00390332139914465","0.00659740451521348"
"2 on scale 1-7 ","2017","West Germany","Female","46","0.00406802778865625","0.00293282003002935","0.00520323554728315"
"2 on scale 1-7 ","2017","East Germany","Male","14","","",""
"2 on scale 1-7 ","2017","East Germany","Female","14","","",""
"3 on scale 1-7 ","2017","West Germany","Male","174","0.0194641224107254","0.016889114341265","0.0220391304801857"
"3 on scale 1-7 ","2017","West Germany","Female","170","0.0129509081469019","0.0109344554148723","0.0149673608789316"
"3 on scale 1-7 ","2017","East Germany","Male","41","0.0183041660852868","0.0134143992915113","0.0231939328790623"
"3 on scale 1-7 ","2017","East Germany","Female","35","0.00916990947820809","0.00586110539883934","0.0124787135575768"
"4 on scale 1-7","2017","West Germany","Male","562","0.0537461741026843","0.0495427129535587","0.0579496352518099"
"4 on scale 1-7","2017","West Germany","Female","536","0.0513908605701564","0.0474530469635943","0.0553286741767186"
"4 on scale 1-7","2017","East Germany","Male","124","0.0483995205656594","0.0405711287362706","0.0562279123950482"
"4 on scale 1-7","2017","East Germany","Female","122","0.0499058094255288","0.0423470970848495","0.0574645217662082"
"5 on scale 1-7","2017","West Germany","Male","1719","0.166656822854374","0.159710532587747","0.173603113121001"
"5 on scale 1-7","2017","West Germany","Female","1674","0.149927258827574","0.143560228723276","0.156294288931873"
"5 on scale 1-7","2017","East Germany","Male","478","0.17589958416412","0.162011345467376","0.189787822860864"
"5 on scale 1-7","2017","East Germany","Female","411","0.127723076805948","0.116136615591806","0.139309538020089"
"6 on scale 1-7","2017","West Germany","Male","3911","0.376989170148273","0.36795596920034","0.386022371096207"
"6 on scale 1-7","2017","West Germany","Female","4150","0.33367061124342","0.325261075505041","0.342080146981798"
"6 on scale 1-7","2017","East Germany","Male","1043","0.383004692937504","0.365272286495241","0.400737099379766"
"6 on scale 1-7","2017","East Germany","Female","1112","0.369153667927728","0.352402144086462","0.385905191768994"
"7 Strongly agree","2017","West Germany","Male","4602","0.375933600854951","0.366905416712821","0.384961784997082"
"7 Strongly agree","2017","West Germany","Female","5480","0.445779189002756","0.43691437010845","0.454644007897062"
"7 Strongly agree","2017","East Germany","Male","1174","0.361056008787285","0.343535634379624","0.378576383194946"
"7 Strongly agree","2017","East Germany","Female","1485","0.43625772457878","0.419042971346244","0.453472477811315"
"1 Strongly disagree","2018","West Germany","Male","","","",""
"1 Strongly disagree","2018","West Germany","Female","","","",""
"1 Strongly disagree","2018","East Germany","Male","","","",""
"1 Strongly disagree","2018","East Germany","Female","","","",""
"2 on scale 1-7 ","2018","West Germany","Male","","","",""
"2 on scale 1-7 ","2018","West Germany","Female","","","",""
"2 on scale 1-7 ","2018","East Germany","Male","","","",""
"2 on scale 1-7 ","2018","East Germany","Female","","","",""
"3 on scale 1-7 ","2018","West Germany","Male","","","",""
"3 on scale 1-7 ","2018","West Germany","Female","","","",""
"3 on scale 1-7 ","2018","East Germany","Male","","","",""
"3 on scale 1-7 ","2018","East Germany","Female","","","",""
"4 on scale 1-7","2018","West Germany","Male","","","",""
"4 on scale 1-7","2018","West Germany","Female","","","",""
"4 on scale 1-7","2018","East Germany","Male","","","",""
"4 on scale 1-7","2018","East Germany","Female","","","",""
"5 on scale 1-7","2018","West Germany","Male","","","",""
"5 on scale 1-7","2018","West Germany","Female","","","",""
"5 on scale 1-7","2018","East Germany","Male","","","",""
"5 on scale 1-7","2018","East Germany","Female","","","",""
"6 on scale 1-7","2018","West Germany","Male","","","",""
"6 on scale 1-7","2018","West Germany","Female","","","",""
"6 on scale 1-7","2018","East Germany","Male","","","",""
"6 on scale 1-7","2018","East Germany","Female","","","",""
"7 Strongly agree","2018","West Germany","Male","","","",""
"7 Strongly agree","2018","West Germany","Female","","","",""
"7 Strongly agree","2018","East Germany","Male","","","",""
"7 Strongly agree","2018","East Germany","Female","","","",""
"1 Strongly disagree","2019","West Germany","Male","49","0.00727148276652664","0.00557235457821571","0.00897061095483758"
"1 Strongly disagree","2019","West Germany","Female","27","","",""
"1 Strongly disagree","2019","East Germany","Male","10","","",""
"1 Strongly disagree","2019","East Germany","Female","7","","",""
"2 on scale 1-7 ","2019","West Germany","Male","56","0.00483663643215926","0.00344918331327546","0.00622408955104306"
"2 on scale 1-7 ","2019","West Germany","Female","42","0.00363624899659773","0.00248478262466835","0.00478771536852711"
"2 on scale 1-7 ","2019","East Germany","Male","15","","",""
"2 on scale 1-7 ","2019","East Germany","Female","10","","",""
"3 on scale 1-7 ","2019","West Germany","Male","149","0.015155542616375","0.0127122866160715","0.0175987986166785"
"3 on scale 1-7 ","2019","West Germany","Female","140","0.0152018281210024","0.0128611752095088","0.0175424810324961"
"3 on scale 1-7 ","2019","East Germany","Male","43","0.012485517365413","0.0082594507410593","0.0167115839897666"
"3 on scale 1-7 ","2019","East Germany","Female","40","0.0193413529920866","0.0143366467966076","0.0243460591875657"
"4 on scale 1-7","2019","West Germany","Male","544","0.061035237615935","0.0562476760328686","0.0658227991990014"
"4 on scale 1-7","2019","West Germany","Female","458","0.0467344308648369","0.042696666925893","0.0507721948037809"
"4 on scale 1-7","2019","East Germany","Male","127","0.0403236764040516","0.0328367462468557","0.0478106065612475"
"4 on scale 1-7","2019","East Germany","Female","85","0.0306956158148617","0.0244273920125916","0.0369638396171318"
