"plh0212","year","e11103","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2009","Not Working","480","0.0757049779559344","0.0693968144726439","0.0820131414392249"
"5 on scale 1-7","2009","Full Time","825","0.112784662319563","0.105372196001922","0.120197128637203"
"5 on scale 1-7","2009","Part Time","562","0.142963248092682","0.132404780218266","0.153521715967097"
"5 on scale 1-7","2009","Not Working","1077","0.155504918425946","0.146863082003223","0.164146754848669"
"6 on scale 1-7","2009","Full Time","2465","0.35555494427704","0.344338130757128","0.366771757796952"
"6 on scale 1-7","2009","Part Time","1446","0.318490527845146","0.304437393921296","0.332543661768995"
"6 on scale 1-7","2009","Not Working","2053","0.279419564639776","0.268719040444938","0.290120088834614"
"7 Strongly agree","2009","Full Time","3345","0.474248664588284","0.462547840741826","0.485949488434741"
"7 Strongly agree","2009","Part Time","1930","0.462445242706405","0.447405843430594","0.477484641982216"
"7 Strongly agree","2009","Not Working","2873","0.44202476662225","0.430181645324655","0.453867887919844"
"1 Strongly disagree","2010","Full Time","","","",""
"1 Strongly disagree","2010","Part Time","","","",""
"1 Strongly disagree","2010","Not Working","","","",""
"2 on scale 1-7 ","2010","Full Time","","","",""
"2 on scale 1-7 ","2010","Part Time","","","",""
"2 on scale 1-7 ","2010","Not Working","","","",""
"3 on scale 1-7 ","2010","Full Time","","","",""
"3 on scale 1-7 ","2010","Part Time","","","",""
"3 on scale 1-7 ","2010","Not Working","","","",""
"4 on scale 1-7","2010","Full Time","","","",""
"4 on scale 1-7","2010","Part Time","","","",""
"4 on scale 1-7","2010","Not Working","","","",""
"5 on scale 1-7","2010","Full Time","","","",""
"5 on scale 1-7","2010","Part Time","","","",""
"5 on scale 1-7","2010","Not Working","","","",""
"6 on scale 1-7","2010","Full Time","","","",""
"6 on scale 1-7","2010","Part Time","","","",""
"6 on scale 1-7","2010","Not Working","","","",""
"7 Strongly agree","2010","Full Time","","","",""
"7 Strongly agree","2010","Part Time","","","",""
"7 Strongly agree","2010","Not Working","","","",""
"1 Strongly disagree","2011","Full Time","","","",""
"1 Strongly disagree","2011","Part Time","","","",""
"1 Strongly disagree","2011","Not Working","","","",""
"2 on scale 1-7 ","2011","Full Time","","","",""
"2 on scale 1-7 ","2011","Part Time","","","",""
"2 on scale 1-7 ","2011","Not Working","","","",""
"3 on scale 1-7 ","2011","Full Time","","","",""
"3 on scale 1-7 ","2011","Part Time","","","",""
"3 on scale 1-7 ","2011","Not Working","","","",""
"4 on scale 1-7","2011","Full Time","","","",""
"4 on scale 1-7","2011","Part Time","","","",""
"4 on scale 1-7","2011","Not Working","","","",""
"5 on scale 1-7","2011","Full Time","","","",""
"5 on scale 1-7","2011","Part Time","","","",""
"5 on scale 1-7","2011","Not Working","","","",""
"6 on scale 1-7","2011","Full Time","","","",""
"6 on scale 1-7","2011","Part Time","","","",""
"6 on scale 1-7","2011","Not Working","","","",""
"7 Strongly agree","2011","Full Time","","","",""
"7 Strongly agree","2011","Part Time","","","",""
"7 Strongly agree","2011","Not Working","","","",""
"1 Strongly disagree","2012","Full Time","3","","",""
"1 Strongly disagree","2012","Part Time","2","","",""
"1 Strongly disagree","2012","Not Working","1","","",""
"2 on scale 1-7 ","2012","Full Time","12","","",""
"2 on scale 1-7 ","2012","Part Time","9","","",""
"2 on scale 1-7 ","2012","Not Working","17","","",""
"3 on scale 1-7 ","2012","Full Time","16","","",""
"3 on scale 1-7 ","2012","Part Time","24","","",""
"3 on scale 1-7 ","2012","Not Working","38","0.0251549472089598","0.0178076116225509","0.0325022827953687"
"4 on scale 1-7","2012","Full Time","71","0.0281277622616601","0.0220058626299579","0.0342496618933623"
"4 on scale 1-7","2012","Part Time","66","0.0273163768867824","0.0210278135598447","0.0336049402137202"
"4 on scale 1-7","2012","Not Working","133","0.0843856626502516","0.0713437586169698","0.0974275666835334"
"5 on scale 1-7","2012","Full Time","361","0.128445241311231","0.116056694269282","0.14083378835318"
"5 on scale 1-7","2012","Part Time","381","0.140114210554003","0.126723131720309","0.153505289387696"
"5 on scale 1-7","2012","Not Working","361","0.208594806755998","0.189531353703578","0.227658259808418"
"6 on scale 1-7","2012","Full Time","1087","0.372606012021868","0.354703699642514","0.390508324401223"
"6 on scale 1-7","2012","Part Time","933","0.341395625880759","0.323102186300351","0.359689065461168"
"6 on scale 1-7","2012","Not Working","584","0.321175799130581","0.299267914734254","0.343083683526909"
"7 Strongly agree","2012","Full Time","1252","0.457099014448344","0.438653979474941","0.475544049421748"
"7 Strongly agree","2012","Part Time","1166","0.480607899860124","0.461332774502368","0.49988302521788"
"7 Strongly agree","2012","Not Working","611","0.351325299344264","0.328926818284477","0.373723780404052"
"1 Strongly disagree","2013","Full Time","18","","",""
"1 Strongly disagree","2013","Part Time","6","","",""
"1 Strongly disagree","2013","Not Working","25","","",""
"2 on scale 1-7 ","2013","Full Time","30","0.00506517783059056","0.00339955266934217","0.00673080299183896"
"2 on scale 1-7 ","2013","Part Time","15","","",""
"2 on scale 1-7 ","2013","Not Working","45","0.0066863086543107","0.00481373819900548","0.00855887910961591"
"3 on scale 1-7 ","2013","Full Time","60","0.0089390930588835","0.00673068404849818","0.0111475020692688"
"3 on scale 1-7 ","2013","Part Time","67","0.0163791228049605","0.0127067374168694","0.0200515081930516"
"3 on scale 1-7 ","2013","Not Working","121","0.0168569557290094","0.0138989454800709","0.0198149659779479"
"4 on scale 1-7","2013","Full Time","168","0.0230602361688817","0.019538568443353","0.0265819038944104"
"4 on scale 1-7","2013","Part Time","164","0.0323486602669294","0.0272297600636947","0.037467560470164"
"4 on scale 1-7","2013","Not Working","438","0.0624976589557418","0.056935802179001","0.0680595157324826"
"5 on scale 1-7","2013","Full Time","830","0.115686511499442","0.108181919331616","0.123191103667269"
"5 on scale 1-7","2013","Part Time","602","0.133353276710951","0.123517425338433","0.14318912808347"
"5 on scale 1-7","2013","Not Working","1155","0.155754269504279","0.147422137102838","0.164086401905719"
"6 on scale 1-7","2013","Full Time","2556","0.361771597645914","0.350497341281947","0.37304585400988"
"6 on scale 1-7","2013","Part Time","1700","0.374199705386454","0.360198717997505","0.388200692775403"
"6 on scale 1-7","2013","Not Working","2340","0.313373684438071","0.302715254622316","0.324032114253827"
"7 Strongly agree","2013","Full Time","3316","0.482636997992817","0.470912598771823","0.494361397213811"
"7 Strongly agree","2013","Part Time","2035","0.438211536447026","0.423856067838229","0.452567005055822"
"7 Strongly agree","2013","Not Working","3152","0.440392413044004","0.428985622761213","0.451799203326795"
"1 Strongly disagree","2014","Full Time","","","",""
"1 Strongly disagree","2014","Part Time","","","",""
"1 Strongly disagree","2014","Not Working","","","",""
"2 on scale 1-7 ","2014","Full Time","","","",""
"2 on scale 1-7 ","2014","Part Time","","","",""
"2 on scale 1-7 ","2014","Not Working","","","",""
"3 on scale 1-7 ","2014","Full Time","","","",""
"3 on scale 1-7 ","2014","Part Time","","","",""
"3 on scale 1-7 ","2014","Not Working","","","",""
"4 on scale 1-7","2014","Full Time","","","",""
"4 on scale 1-7","2014","Part Time","","","",""
"4 on scale 1-7","2014","Not Working","","","",""
"5 on scale 1-7","2014","Full Time","","","",""
"5 on scale 1-7","2014","Part Time","","","",""
"5 on scale 1-7","2014","Not Working","","","",""
"6 on scale 1-7","2014","Full Time","","","",""
"6 on scale 1-7","2014","Part Time","","","",""
"6 on scale 1-7","2014","Not Working","","","",""
"7 Strongly agree","2014","Full Time","","","",""
"7 Strongly agree","2014","Part Time","","","",""
"7 Strongly agree","2014","Not Working","","","",""
"1 Strongly disagree","2015","Full Time","","","",""
"1 Strongly disagree","2015","Part Time","","","",""
"1 Strongly disagree","2015","Not Working","","","",""
"2 on scale 1-7 ","2015","Full Time","","","",""
"2 on scale 1-7 ","2015","Part Time","","","",""
"2 on scale 1-7 ","2015","Not Working","","","",""
"3 on scale 1-7 ","2015","Full Time","","","",""
"3 on scale 1-7 ","2015","Part Time","","","",""
"3 on scale 1-7 ","2015","Not Working","","","",""
"4 on scale 1-7","2015","Full Time","","","",""
"4 on scale 1-7","2015","Part Time","","","",""
"4 on scale 1-7","2015","Not Working","","","",""
"5 on scale 1-7","2015","Full Time","","","",""
"5 on scale 1-7","2015","Part Time","","","",""
"5 on scale 1-7","2015","Not Working","","","",""
"6 on scale 1-7","2015","Full Time","","","",""
"6 on scale 1-7","2015","Part Time","","","",""
"6 on scale 1-7","2015","Not Working","","","",""
"7 Strongly agree","2015","Full Time","","","",""
"7 Strongly agree","2015","Part Time","","","",""
"7 Strongly agree","2015","Not Working","","","",""
"1 Strongly disagree","2016","Full Time","","","",""
"1 Strongly disagree","2016","Part Time","","","",""
"1 Strongly disagree","2016","Not Working","","","",""
"2 on scale 1-7 ","2016","Full Time","","","",""
"2 on scale 1-7 ","2016","Part Time","","","",""
"2 on scale 1-7 ","2016","Not Working","","","",""
"3 on scale 1-7 ","2016","Full Time","","","",""
"3 on scale 1-7 ","2016","Part Time","","","",""
"3 on scale 1-7 ","2016","Not Working","","","",""
"4 on scale 1-7","2016","Full Time","","","",""
"4 on scale 1-7","2016","Part Time","","","",""
"4 on scale 1-7","2016","Not Working","","","",""
"5 on scale 1-7","2016","Full Time","","","",""
"5 on scale 1-7","2016","Part Time","","","",""
"5 on scale 1-7","2016","Not Working","","","",""
"6 on scale 1-7","2016","Full Time","","","",""
"6 on scale 1-7","2016","Part Time","","","",""
"6 on scale 1-7","2016","Not Working","","","",""
"7 Strongly agree","2016","Full Time","","","",""
"7 Strongly agree","2016","Part Time","","","",""
"7 Strongly agree","2016","Not Working","","","",""
"1 Strongly disagree","2017","Full Time","8","","",""
"1 Strongly disagree","2017","Part Time","3","","",""
"1 Strongly disagree","2017","Not Working","57","0.00610216540438071","0.00464049950178608","0.00756383130697535"
"2 on scale 1-7 ","2017","Full Time","22","","",""
"2 on scale 1-7 ","2017","Part Time","42","0.00448620446097869","0.00300653724965922","0.00596587167229816"
"2 on scale 1-7 ","2017","Not Working","74","0.00807526364052219","0.00639548145388248","0.00975504582716189"
"3 on scale 1-7 ","2017","Full Time","93","0.0106685132726309","0.00870044980131763","0.0126365767439442"
"3 on scale 1-7 ","2017","Part Time","98","0.0102345202880498","0.00800608116543738","0.0124629594106623"
"3 on scale 1-7 ","2017","Not Working","229","0.0250996177413258","0.0221636658827203","0.0280355695999312"
"4 on scale 1-7","2017","Full Time","307","0.0276644149471637","0.0245225676796659","0.0308062622146616"
"4 on scale 1-7","2017","Part Time","353","0.0519215567764397","0.0470091212202674","0.056833992332612"
"4 on scale 1-7","2017","Not Working","684","0.0785362244523475","0.0734871776184772","0.0835852712862178"
"5 on scale 1-7","2017","Full Time","1435","0.138767223041736","0.13214475368048","0.145389692402992"
"5 on scale 1-7","2017","Part Time","1140","0.14973708402263","0.141836809511629","0.157637358533631"
"5 on scale 1-7","2017","Not Working","1707","0.182054090997238","0.174811436475315","0.18929674551916"
"6 on scale 1-7","2017","Full Time","4042","0.392864332105722","0.383508543326242","0.402220120885203"
"6 on scale 1-7","2017","Part Time","2909","0.35898788806769","0.348366680573843","0.369609095561536"
"6 on scale 1-7","2017","Not Working","3265","0.320805001168172","0.312044013666303","0.329565988670041"
"7 Strongly agree","2017","Full Time","4561","0.427072147004015","0.417596326483843","0.436547967524186"
"7 Strongly agree","2017","Part Time","3291","0.424479561311548","0.413535975567139","0.435423147055956"
"7 Strongly agree","2017","Not Working","4889","0.379327636596014","0.370220670858493","0.388434602333535"
"1 Strongly disagree","2018","Full Time","","","",""
"1 Strongly disagree","2018","Part Time","","","",""
"1 Strongly disagree","2018","Not Working","","","",""
"2 on scale 1-7 ","2018","Full Time","","","",""
"2 on scale 1-7 ","2018","Part Time","","","",""
"2 on scale 1-7 ","2018","Not Working","","","",""
"3 on scale 1-7 ","2018","Full Time","","","",""
"3 on scale 1-7 ","2018","Part Time","","","",""
"3 on scale 1-7 ","2018","Not Working","","","",""
"4 on scale 1-7","2018","Full Time","","","",""
"4 on scale 1-7","2018","Part Time","","","",""
"4 on scale 1-7","2018","Not Working","","","",""
"5 on scale 1-7","2018","Full Time","","","",""
"5 on scale 1-7","2018","Part Time","","","",""
"5 on scale 1-7","2018","Not Working","","","",""
"6 on scale 1-7","2018","Full Time","","","",""
"6 on scale 1-7","2018","Part Time","","","",""
"6 on scale 1-7","2018","Not Working","","","",""
"7 Strongly agree","2018","Full Time","","","",""
"7 Strongly agree","2018","Part Time","","","",""
"7 Strongly agree","2018","Not Working","","","",""
"1 Strongly disagree","2019","Full Time","9","","",""
"1 Strongly disagree","2019","Part Time","19","","",""
"1 Strongly disagree","2019","Not Working","65","0.011196642241683","0.00889497108058594","0.01349831340278"
"2 on scale 1-7 ","2019","Full Time","33","0.00292331496835239","0.00189085595455572","0.00395577398214906"
"2 on scale 1-7 ","2019","Part Time","20","","",""
"2 on scale 1-7 ","2019","Not Working","70","0.00696210204964863","0.00514324941679576","0.0087809546825015"
"3 on scale 1-7 ","2019","Full Time","92","0.00814622895799693","0.00642724087860092","0.00986521703739294"
"3 on scale 1-7 ","2019","Part Time","86","0.0127578763039577","0.0101682866241054","0.01534746598381"
"3 on scale 1-7 ","2019","Not Working","194","0.0253021494322792","0.0218669012266116","0.0287373976379469"
"4 on scale 1-7","2019","Full Time","317","0.0302654039103117","0.0269892038314497","0.0335416039891737"
"4 on scale 1-7","2019","Part Time","309","0.0431001764329679","0.0384141721139317","0.0477861807520041"
"4 on scale 1-7","2019","Not Working","590","0.079249331682549","0.0733403419586047","0.0851583214064932"
"5 on scale 1-7","2019","Full Time","1280","0.119384322441203","0.113183667123844","0.125584977758562"
"5 on scale 1-7","2019","Part Time","930","0.134176199238499","0.12631149443835","0.142040904038649"
"5 on scale 1-7","2019","Not Working","1356","0.171763190459405","0.163512567854106","0.180013813064704"
"6 on scale 1-7","2019","Full Time","4167","0.405758237568534","0.396367796483862","0.415148678653205"
"6 on scale 1-7","2019","Part Time","2784","0.383315835730549","0.372097208898776","0.394534462562323"
"6 on scale 1-7","2019","Not Working","2594","0.308431282895067","0.298328493744166","0.318534072045968"
"7 Strongly agree","2019","Full Time","4606","0.433157467925445","0.423681472283432","0.442633463567458"
"7 Strongly agree","2019","Part Time","3067","0.421130131158737","0.409737381529458","0.432522880788017"
"7 Strongly agree","2019","Not Working","3159","0.397095301239368","0.386392040199651","0.407798562279086"
