"party","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"NPD Combination","1988","no migration background","Male","","","","","6"
"NPD Combination","1988","no migration background","Female","","","","","6"
"NPD Combination","1988","direct migration background","Female","","","","","6"
"NPD Combination","1988","direct migration background","Male","","","","","6"
"NPD Combination","1988","indirect migration background","Male","","","","","6"
"NPD Combination","1988","indirect migration background","Female","","","","","6"
"Other","1988","no migration background","Male","24","","","","8"
"Other","1988","no migration background","Female","16","","","","8"
"Other","1988","direct migration background","Male","4","","","","8"
"Other","1988","direct migration background","Female","2","","","","8"
"Other","1988","indirect migration background","Male","","","","","8"
"Other","1988","indirect migration background","Female","2","","","","8"
"PDS/Linke","1988","no migration background","Male","","","","","5"
"PDS/Linke","1988","no migration background","Female","","","","","5"
"PDS/Linke","1988","direct migration background","Male","","","","","5"
"PDS/Linke","1988","direct migration background","Female","","","","","5"
"PDS/Linke","1988","indirect migration background","Male","","","","","5"
"PDS/Linke","1988","indirect migration background","Female","","","","","5"
"SPD","1988","direct migration background","Female","179","0.467090769481194","0.409469992393687","0.524711546568701","2"
"SPD","1988","direct migration background","Male","377","0.575711943998558","0.534519406254698","0.616904481742419","2"
"SPD","1988","no migration background","Male","1016","0.470103266220732","0.449079457515068","0.491127074926397","2"
"SPD","1988","indirect migration background","Female","19","","","","2"
"SPD","1988","indirect migration background","Male","34","0.69685397585844","0.559478030932398","0.834229920784482","2"
"SPD","1988","no migration background","Female","975","0.451358611041757","0.430225499800102","0.472491722283412","2"
"AfD","1989","no migration background","Male","","","","","7"
"AfD","1989","no migration background","Female","","","","","7"
"AfD","1989","direct migration background","Female","","","","","7"
"AfD","1989","direct migration background","Male","","","","","7"
"AfD","1989","indirect migration background","Male","","","","","7"
"AfD","1989","indirect migration background","Female","","","","","7"
"CDU/CSU","1989","no migration background","Female","769","0.413696631187063","0.391650153073653","0.435743109300472","1"
"CDU/CSU","1989","direct migration background","Female","74","0.357625186713105","0.307975686775244","0.407274686650966","1"
"CDU/CSU","1989","no migration background","Male","771","0.378109899602251","0.357010363189434","0.399209436015068","1"
"CDU/CSU","1989","direct migration background","Male","100","0.3016600346038","0.264687470172543","0.338632599035057","1"
"CDU/CSU","1989","indirect migration background","Male","8","","","","1"
"CDU/CSU","1989","indirect migration background","Female","8","","","","1"
"FDP","1989","indirect migration background","Female","1","","","","3"
"FDP","1989","indirect migration background","Male","1","","","","3"
"FDP","1989","no migration background","Female","56","0.0314680525259958","0.0236530532317219","0.0392830518202696","3"
"FDP","1989","direct migration background","Female","4","","","","3"
"FDP","1989","no migration background","Male","71","0.0336508667022051","0.0258044345209882","0.041497298883422","3"
"FDP","1989","direct migration background","Male","6","","","","3"
"NPD Combination","1989","indirect migration background","Male","","","","","6"
"NPD Combination","1989","no migration background","Male","","","","","6"
"NPD Combination","1989","no migration background","Female","","","","","6"
"NPD Combination","1989","direct migration background","Male","","","","","6"
"NPD Combination","1989","direct migration background","Female","","","","","6"
"NPD Combination","1989","indirect migration background","Female","","","","","6"
"Other","1989","direct migration background","Female","5","","","","8"
"Other","1989","no migration background","Male","113","0.0567092083720502","0.0466455321137862","0.0667728846303142","8"
"Other","1989","indirect migration background","Male","","","","","8"
"Other","1989","indirect migration background","Female","","","","","8"
"Other","1989","no migration background","Female","54","0.0297966128556118","0.0221854348872829","0.0374077908239406","8"
"Other","1989","direct migration background","Male","14","","","","8"
"PDS/Linke","1989","no migration background","Male","","","","","5"
"PDS/Linke","1989","no migration background","Female","","","","","5"
"PDS/Linke","1989","direct migration background","Male","","","","","5"
"PDS/Linke","1989","direct migration background","Female","","","","","5"
"PDS/Linke","1989","indirect migration background","Male","","","","","5"
"PDS/Linke","1989","indirect migration background","Female","","","","","5"
"SPD","1989","direct migration background","Male","421","0.567284127430119","0.527373462191812","0.607194792668425","2"
"SPD","1989","direct migration background","Female","238","0.519954041754958","0.468201645232582","0.571706438277334","2"
"SPD","1989","no migration background","Male","964","0.478854827310766","0.457118390044253","0.50059126457728","2"
"SPD","1989","indirect migration background","Male","40","0.687954754781906","0.56321672526401","0.812692784299802","2"
"SPD","1989","indirect migration background","Female","30","0.451776804172159","0.309498123294666","0.594055485049652","2"
"SPD","1989","no migration background","Female","890","0.456816519208689","0.434517733620833","0.479115304796545","2"
"AfD","1990","direct migration background","Female","","","","","7"
"AfD","1990","no migration background","Male","","","","","7"
"AfD","1990","no migration background","Female","","","","","7"
"AfD","1990","direct migration background","Male","","","","","7"
"AfD","1990","indirect migration background","Male","","","","","7"
"AfD","1990","indirect migration background","Female","","","","","7"
"CDU/CSU","1990","direct migration background","Female","76","0.382379771804251","0.330648107283892","0.434111436324609","1"
"CDU/CSU","1990","no migration background","Female","791","0.40640264198767","0.384833758476075","0.427971525499265","1"
"CDU/CSU","1990","indirect migration background","Male","8","","","","1"
"CDU/CSU","1990","indirect migration background","Female","3","","","","1"
"CDU/CSU","1990","no migration background","Male","843","0.409330083534347","0.388122200416962","0.430537966651731","1"
"CDU/CSU","1990","direct migration background","Male","105","0.289025580429765","0.252571176853354","0.325479984006176","1"
"FDP","1990","indirect migration background","Female","","","","","3"
"FDP","1990","indirect migration background","Male","1","","","","3"
"FDP","1990","no migration background","Female","90","0.0452515864573788","0.0361238140784086","0.0543793588363491","3"
"FDP","1990","no migration background","Male","91","0.0451236534677857","0.0361707529567116","0.0540765539788599","3"
"FDP","1990","direct migration background","Male","14","","","","3"
"FDP","1990","direct migration background","Female","1","","","","3"
"NPD Combination","1990","indirect migration background","Male","","","","","6"
"NPD Combination","1990","no migration background","Male","46","0.0202699668720387","0.0141918675423157","0.0263480662017616","6"
"NPD Combination","1990","no migration background","Female","20","","","","6"
"NPD Combination","1990","direct migration background","Male","3","","","","6"
"NPD Combination","1990","direct migration background","Female","2","","","","6"
"NPD Combination","1990","indirect migration background","Female","2","","","","6"
"Other","1990","no migration background","Male","15","","","","8"
"Other","1990","direct migration background","Female","1","","","","8"
"Other","1990","no migration background","Female","9","","","","8"
"Other","1990","indirect migration background","Male","","","","","8"
"Other","1990","indirect migration background","Female","1","","","","8"
"Other","1990","direct migration background","Male","3","","","","8"
"PDS/Linke","1990","no migration background","Male","","","","","5"
"PDS/Linke","1990","no migration background","Female","","","","","5"
"PDS/Linke","1990","direct migration background","Male","","","","","5"
"PDS/Linke","1990","direct migration background","Female","","","","","5"
"PDS/Linke","1990","indirect migration background","Male","","","","","5"
"PDS/Linke","1990","indirect migration background","Female","","","","","5"
"SPD","1990","no migration background","Female","969","0.482344542834709","0.460401214218029","0.504287871451389","2"
"SPD","1990","direct migration background","Female","230","0.52863764397807","0.475499701695263","0.581775586260877","2"
"SPD","1990","direct migration background","Male","429","0.58889713447934","0.549328611326334","0.628465657632346","2"
"SPD","1990","no migration background","Male","967","0.472834786513324","0.451301211117571","0.494368361909076","2"
"SPD","1990","indirect migration background","Male","35","0.611202663243999","0.474711570519036","0.747693755968961","2"
"SPD","1990","indirect migration background","Female","34","0.536195959204797","0.396565848157253","0.675826070252341","2"
"AfD","1991","no migration background","Female","","","","","7"
"AfD","1991","direct migration background","Female","","","","","7"
"AfD","1991","no migration background","Male","","","","","7"
"AfD","1991","direct migration background","Male","","","","","7"
"AfD","1991","indirect migration background","Female","","","","","7"
"AfD","1991","indirect migration background","Male","","","","","7"
"CDU/CSU","1991","indirect migration background","Male","4","","","","1"
"CDU/CSU","1991","no migration background","Female","803","0.42422645327489","0.402234087349035","0.446218819200745","1"
"CDU/CSU","1991","direct migration background","Female","56","0.522211741126465","0.427566832820449","0.616856649432481","1"
"CDU/CSU","1991","no migration background","Male","849","0.43119290658381","0.409345855578621","0.453039957589","1"
"CDU/CSU","1991","indirect migration background","Female","4","","","","1"
"CDU/CSU","1991","direct migration background","Male","60","0.500636565851932","0.409252847934255","0.59202028376961","1"
"FDP","1991","indirect migration background","Female","","","","","3"
"FDP","1991","indirect migration background","Male","","","","","3"
"FDP","1991","no migration background","Female","94","0.0546937422792929","0.0445755643463491","0.0648119202122368","3"
"FDP","1991","no migration background","Male","104","0.0576817823106329","0.0473970582010704","0.0679665064201953","3"
"FDP","1991","direct migration background","Female","3","","","","3"
"FDP","1991","direct migration background","Male","4","","","","3"
"NPD Combination","1991","no migration background","Male","34","0.0149055758593684","0.00956008209999675","0.0202510696187401","6"
"NPD Combination","1991","direct migration background","Male","1","","","","6"
"NPD Combination","1991","direct migration background","Female","2","","","","6"
"NPD Combination","1991","indirect migration background","Male","","","","","6"
"NPD Combination","1991","indirect migration background","Female","1","","","","6"
"NPD Combination","1991","no migration background","Female","7","","","","6"
"Other","1991","no migration background","Male","11","","","","8"
"Other","1991","direct migration background","Female","","","","","8"
"Other","1991","no migration background","Female","8","","","","8"
"Other","1991","indirect migration background","Male","","","","","8"
"Other","1991","indirect migration background","Female","","","","","8"
"Other","1991","direct migration background","Male","","","","","8"
"PDS/Linke","1991","no migration background","Male","1","","","","5"
"PDS/Linke","1991","direct migration background","Male","","","","","5"
"PDS/Linke","1991","indirect migration background","Female","","","","","5"
"PDS/Linke","1991","indirect migration background","Male","1","","","","5"
"PDS/Linke","1991","no migration background","Female","2","","","","5"
"PDS/Linke","1991","direct migration background","Female","","","","","5"
"SPD","1991","direct migration background","Female","43","0.412256131484479","0.318987883753799","0.505524379215159","2"
"SPD","1991","no migration background","Female","910","0.452852401408306","0.430702193227913","0.475002609588699","2"
"SPD","1991","direct migration background","Male","45","0.393707523186218","0.304412528181793","0.483002518190644","2"
"SPD","1991","no migration background","Male","879","0.445254190852741","0.423329900762361","0.46717848094312","2"
"SPD","1991","indirect migration background","Female","8","","","","2"
"SPD","1991","indirect migration background","Male","6","","","","2"
"AfD","1992","direct migration background","Female","","","","","7"
"AfD","1992","no migration background","Male","","","","","7"
"AfD","1992","no migration background","Female","","","","","7"
"AfD","1992","direct migration background","Male","","","","","7"
"AfD","1992","indirect migration background","Male","","","","","7"
"AfD","1992","indirect migration background","Female","","","","","7"
"CDU/CSU","1992","indirect migration background","Male","8","","","","1"
"CDU/CSU","1992","indirect migration background","Female","7","","","","1"
"CDU/CSU","1992","no migration background","Female","904","0.42379529471749","0.403372281012688","0.444218308422292","1"
"CDU/CSU","1992","direct migration background","Female","77","0.405449983004376","0.347101915032538","0.463798050976214","1"
"CDU/CSU","1992","no migration background","Male","1002","0.414728933570906","0.395295558135318","0.434162309006494","1"
"CDU/CSU","1992","direct migration background","Male","106","0.340580141606673","0.296987735948724","0.384172547264622","1"
"FDP","1992","no migration background","Female","101","0.0458845168895496","0.0372370896443214","0.0545319441347778","3"
"FDP","1992","indirect migration background","Male","3","","","","3"
"FDP","1992","indirect migration background","Female","2","","","","3"
"FDP","1992","direct migration background","Male","11","","","","3"
"FDP","1992","direct migration background","Female","5","","","","3"
"FDP","1992","no migration background","Male","126","0.0527660873322936","0.0439476098334608","0.0615845648311264","3"
"NPD Combination","1992","indirect migration background","Female","","","","","6"
"NPD Combination","1992","indirect migration background","Male","","","","","6"
"NPD Combination","1992","direct migration background","Female","","","","","6"
"NPD Combination","1992","no migration background","Male","","","","","6"
"NPD Combination","1992","direct migration background","Male","","","","","6"
"NPD Combination","1992","no migration background","Female","","","","","6"
"Other","1992","indirect migration background","Female","3","","","","8"
"Other","1992","no migration background","Male","74","0.0311425766918881","0.0242909332713382","0.037994220112438","8"
"Other","1992","indirect migration background","Male","1","","","","8"
"Other","1992","direct migration background","Female","8","","","","8"
"Other","1992","no migration background","Female","27","","","","8"
"Other","1992","direct migration background","Male","6","","","","8"
"PDS/Linke","1992","direct migration background","Female","1","","","","5"
"PDS/Linke","1992","no migration background","Male","59","0.0177823219043193","0.0125693467728087","0.0229952970358298","5"
"PDS/Linke","1992","direct migration background","Male","9","","","","5"
"PDS/Linke","1992","no migration background","Female","57","0.0147040495545977","0.00972948362531031","0.019678615483885","5"
"PDS/Linke","1992","indirect migration background","Male","","","","","5"
"PDS/Linke","1992","indirect migration background","Female","","","","","5"
"SPD","1992","no migration background","Male","1052","0.427132231377354","0.40762049532471","0.446643967429998","2"
"SPD","1992","indirect migration background","Female","30","0.436543162622149","0.299073454451118","0.57401287079318","2"
"SPD","1992","no migration background","Female","984","0.441792360883511","0.421268439041021","0.462316282726001","2"
"SPD","1992","direct migration background","Female","155","0.487643506563908","0.42824151796129","0.547045495166525","2"
"SPD","1992","indirect migration background","Male","37","0.516290856938371","0.387681235599207","0.644900478277534","2"
"SPD","1992","direct migration background","Male","294","0.527402795951412","0.481479087359042","0.573326504543782","2"
"AfD","1993","direct migration background","Female","","","","","7"
"AfD","1993","no migration background","Male","","","","","7"
"AfD","1993","no migration background","Female","","","","","7"
"AfD","1993","direct migration background","Male","","","","","7"
"AfD","1993","indirect migration background","Male","","","","","7"
"AfD","1993","indirect migration background","Female","","","","","7"
"CDU/CSU","1993","indirect migration background","Male","9","","","","1"
"CDU/CSU","1993","indirect migration background","Female","4","","","","1"
"CDU/CSU","1993","direct migration background","Female","69","0.461486242300089","0.395158379345752","0.527814105254425","1"
"CDU/CSU","1993","no migration background","Female","741","0.399332465102644","0.377622501290723","0.421042428914566","1"
"CDU/CSU","1993","no migration background","Male","810","0.382745633579517","0.362370042315653","0.403121224843381","1"
"CDU/CSU","1993","direct migration background","Male","82","0.280924437327056","0.239165435388621","0.32268343926549","1"
"FDP","1993","indirect migration background","Female","","","","","3"
"FDP","1993","indirect migration background","Male","1","","","","3"
"FDP","1993","direct migration background","Male","9","","","","3"
"FDP","1993","direct migration background","Female","3","","","","3"
"FDP","1993","no migration background","Female","77","0.0495959034916184","0.0399719888357305","0.0592198181475064","3"
"FDP","1993","no migration background","Male","113","0.0531889617790308","0.0437816524414607","0.0625962711166008","3"
"NPD Combination","1993","indirect migration background","Female","1","","","","6"
"NPD Combination","1993","no migration background","Female","33","0.0150174171243356","0.00962620267122141","0.0204086315774497","6"
"NPD Combination","1993","direct migration background","Female","2","","","","6"
"NPD Combination","1993","indirect migration background","Male","","","","","6"
"NPD Combination","1993","no migration background","Male","100","0.0473452000451754","0.0384423559091506","0.0562480441812002","6"
"NPD Combination","1993","direct migration background","Male","3","","","","6"
"Other","1993","no migration background","Male","24","","","","8"
"Other","1993","indirect migration background","Female","","","","","8"
"Other","1993","direct migration background","Female","2","","","","8"
"Other","1993","indirect migration background","Male","","","","","8"
"Other","1993","no migration background","Female","16","","","","8"
"Other","1993","direct migration background","Male","3","","","","8"
"PDS/Linke","1993","direct migration background","Female","2","","","","5"
"PDS/Linke","1993","direct migration background","Male","7","","","","5"
"PDS/Linke","1993","no migration background","Female","70","0.0227434913244279","0.016134920287604","0.0293520623612517","5"
"PDS/Linke","1993","no migration background","Male","64","0.020078656394102","0.014198539704704","0.0259587730835","5"
"PDS/Linke","1993","indirect migration background","Male","","","","","5"
"PDS/Linke","1993","indirect migration background","Female","","","","","5"
"SPD","1993","no migration background","Female","825","0.417175716120396","0.395318087654794","0.439033344585997","2"
"SPD","1993","no migration background","Male","908","0.41747983260827","0.396807178156422","0.438152487060119","2"
"SPD","1993","indirect migration background","Male","45","0.531501205008395","0.412015195958766","0.650987214058024","2"
"SPD","1993","indirect migration background","Female","25","","","","2"
"SPD","1993","direct migration background","Male","299","0.522568740815711","0.47616048734674","0.568976994284683","2"
"SPD","1993","direct migration background","Female","122","0.419701518560613","0.354039502739201","0.485363534382026","2"
"AfD","1994","no migration background","Male","","","","","7"
"AfD","1994","no migration background","Female","","","","","7"
"AfD","1994","direct migration background","Male","","","","","7"
"AfD","1994","direct migration background","Female","","","","","7"
"AfD","1994","indirect migration background","Male","","","","","7"
"AfD","1994","indirect migration background","Female","","","","","7"
"CDU/CSU","1994","indirect migration background","Female","6","","","","1"
"CDU/CSU","1994","indirect migration background","Male","9","","","","1"
"CDU/CSU","1994","direct migration background","Female","69","0.40216743666012","0.340389465300434","0.463945408019806","1"
"CDU/CSU","1994","no migration background","Male","820","0.375225331190895","0.35511608626334","0.39533457611845","1"
"CDU/CSU","1994","no migration background","Female","753","0.389367166271807","0.368356608337742","0.410377724205872","1"
"CDU/CSU","1994","direct migration background","Male","105","0.353037299501458","0.308881093398946","0.39719350560397","1"
"FDP","1994","indirect migration background","Male","2","","","","3"
