"party","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"FDP","1985","in school","Urban Area","1","","","","3"
"FDP","1985","inadequately","Urban Area","","","","","3"
"FDP","1985","inadequately","Rural Area","","","","","3"
"FDP","1985","general elemantary","Urban Area","14","","","","3"
"FDP","1985","general elemantary","Rural Area","8","","","","3"
"FDP","1985","vocational + Abi","Rural Area","1","","","","3"
"FDP","1985","higher vocational","Rural Area","3","","","","3"
"FDP","1985","higher education","Urban Area","45","0.108399589891497","0.0794824353948386","0.137316744388156","3"
"FDP","1985","middle vocational","Urban Area","78","0.038287897514231","0.0305394669056846","0.0460363281227775","3"
"FDP","1985","middle vocational","Rural Area","15","","","","3"
"FDP","1985","higher education","Rural Area","6","","","","3"
"NPD Combination","1985","in school","Urban Area","","","","","6"
"NPD Combination","1985","in school","Rural Area","","","","","6"
"NPD Combination","1985","inadequately","Urban Area","","","","","6"
"NPD Combination","1985","vocational + Abi","Rural Area","","","","","6"
"NPD Combination","1985","higher vocational","Urban Area","","","","","6"
"NPD Combination","1985","inadequately","Rural Area","","","","","6"
"NPD Combination","1985","vocational + Abi","Urban Area","","","","","6"
"NPD Combination","1985","general elemantary","Urban Area","","","","","6"
"NPD Combination","1985","general elemantary","Rural Area","","","","","6"
"NPD Combination","1985","middle vocational","Rural Area","","","","","6"
"NPD Combination","1985","middle vocational","Urban Area","","","","","6"
"NPD Combination","1985","higher education","Urban Area","","","","","6"
"NPD Combination","1985","higher vocational","Rural Area","","","","","6"
"NPD Combination","1985","higher education","Rural Area","","","","","6"
"Other","1985","in school","Urban Area","3","","","","8"
"Other","1985","in school","Rural Area","1","","","","8"
"Other","1985","inadequately","Urban Area","1","","","","8"
"Other","1985","inadequately","Rural Area","","","","","8"
"Other","1985","general elemantary","Rural Area","3","","","","8"
"Other","1985","middle vocational","Rural Area","4","","","","8"
"Other","1985","vocational + Abi","Urban Area","2","","","","8"
"Other","1985","vocational + Abi","Rural Area","","","","","8"
"Other","1985","higher vocational","Urban Area","","","","","8"
"Other","1985","higher vocational","Rural Area","","","","","8"
"Other","1985","higher education","Urban Area","4","","","","8"
"Other","1985","general elemantary","Urban Area","5","","","","8"
"Other","1985","middle vocational","Urban Area","13","","","","8"
"Other","1985","higher education","Rural Area","","","","","8"
"PDS/Linke","1985","general elemantary","Urban Area","","","","","5"
"PDS/Linke","1985","higher education","Rural Area","","","","","5"
"PDS/Linke","1985","higher vocational","Rural Area","","","","","5"
"PDS/Linke","1985","higher education","Urban Area","","","","","5"
"PDS/Linke","1985","inadequately","Urban Area","","","","","5"
"PDS/Linke","1985","inadequately","Rural Area","","","","","5"
"PDS/Linke","1985","in school","Urban Area","","","","","5"
"PDS/Linke","1985","in school","Rural Area","","","","","5"
"PDS/Linke","1985","general elemantary","Rural Area","","","","","5"
"PDS/Linke","1985","middle vocational","Urban Area","","","","","5"
"PDS/Linke","1985","vocational + Abi","Urban Area","","","","","5"
"PDS/Linke","1985","vocational + Abi","Rural Area","","","","","5"
"PDS/Linke","1985","higher vocational","Urban Area","","","","","5"
"PDS/Linke","1985","middle vocational","Rural Area","","","","","5"
"SPD","1985","general elemantary","Urban Area","589","0.512689267423928","0.482456107403717","0.54292242744414","2"
"SPD","1985","general elemantary","Rural Area","142","0.388406208125528","0.337272181510176","0.43954023474088","2"
"SPD","1985","higher education","Rural Area","24","","","","2"
"SPD","1985","higher vocational","Rural Area","30","0.329338807595797","0.230583258640077","0.428094356551517","2"
"SPD","1985","inadequately","Rural Area","20","","","","2"
"SPD","1985","middle vocational","Urban Area","1216","0.490161370220974","0.46997555200927","0.510347188432677","2"
"SPD","1985","middle vocational","Rural Area","266","0.409673123285908","0.370774975668891","0.448571270902925","2"
"SPD","1985","vocational + Abi","Urban Area","67","0.344177666790659","0.268147331531213","0.420208002050104","2"
"SPD","1985","higher education","Urban Area","173","0.366856707762191","0.32202803889691","0.411685376627472","2"
"SPD","1985","higher vocational","Urban Area","107","0.325133379204309","0.27412807537085","0.376138683037768","2"
"SPD","1985","in school","Urban Area","15","","","","2"
"SPD","1985","in school","Rural Area","5","","","","2"
"SPD","1985","inadequately","Urban Area","125","0.734789475261881","0.665516692703036","0.804062257820727","2"
"SPD","1985","vocational + Abi","Rural Area","12","","","","2"
"AfD","1986","higher education","Rural Area","","","","","7"
"AfD","1986","inadequately","Rural Area","","","","","7"
"AfD","1986","general elemantary","Urban Area","","","","","7"
"AfD","1986","higher vocational","Rural Area","","","","","7"
"AfD","1986","higher education","Urban Area","","","","","7"
"AfD","1986","inadequately","Urban Area","","","","","7"
"AfD","1986","middle vocational","Urban Area","","","","","7"
"AfD","1986","general elemantary","Rural Area","","","","","7"
"AfD","1986","middle vocational","Rural Area","","","","","7"
"AfD","1986","in school","Urban Area","","","","","7"
"AfD","1986","in school","Rural Area","","","","","7"
"AfD","1986","vocational + Abi","Urban Area","","","","","7"
"AfD","1986","vocational + Abi","Rural Area","","","","","7"
"AfD","1986","higher vocational","Urban Area","","","","","7"
"CDU/CSU","1986","in school","Rural Area","4","","","","1"
"CDU/CSU","1986","higher vocational","Urban Area","150","0.555404094264019","0.496672875658377","0.614135312869662","1"
"CDU/CSU","1986","in school","Urban Area","15","","","","1"
"CDU/CSU","1986","inadequately","Urban Area","20","","","","1"
"CDU/CSU","1986","inadequately","Rural Area","4","","","","1"
"CDU/CSU","1986","general elemantary","Urban Area","366","0.428757574245474","0.397835638617048","0.4596795098739","1"
"CDU/CSU","1986","general elemantary","Rural Area","160","0.519307743618244","0.464820756739962","0.573794730496527","1"
"CDU/CSU","1986","middle vocational","Urban Area","875","0.415451162668456","0.395169808187724","0.435732517149188","1"
"CDU/CSU","1986","vocational + Abi","Rural Area","12","","","","1"
"CDU/CSU","1986","middle vocational","Rural Area","281","0.48198936564962","0.441670328605233","0.522308402694006","1"
"CDU/CSU","1986","vocational + Abi","Urban Area","36","0.34349883917221","0.262793427607978","0.424204250736442","1"
"CDU/CSU","1986","higher vocational","Rural Area","52","0.660549020576496","0.559286319510818","0.761811721642174","1"
"CDU/CSU","1986","higher education","Urban Area","167","0.41109779049803","0.364374065982888","0.457821515013172","1"
"CDU/CSU","1986","higher education","Rural Area","47","0.610344326559662","0.506671106896041","0.714017546223283","1"
"FDP","1986","inadequately","Rural Area","","","","","3"
"FDP","1986","vocational + Abi","Urban Area","7","","","","3"
"FDP","1986","in school","Rural Area","1","","","","3"
"FDP","1986","inadequately","Urban Area","","","","","3"
"FDP","1986","higher vocational","Urban Area","12","","","","3"
"FDP","1986","higher vocational","Rural Area","2","","","","3"
"FDP","1986","higher education","Urban Area","32","0.081009751229452","0.0550997524622562","0.106919749996648","3"
"FDP","1986","general elemantary","Urban Area","12","","","","3"
"FDP","1986","general elemantary","Rural Area","5","","","","3"
"FDP","1986","in school","Urban Area","1","","","","3"
"FDP","1986","vocational + Abi","Rural Area","1","","","","3"
"FDP","1986","middle vocational","Urban Area","75","0.0362091504952811","0.0285209069337664","0.0438973940567958","3"
"FDP","1986","middle vocational","Rural Area","13","","","","3"
"FDP","1986","higher education","Rural Area","7","","","","3"
"NPD Combination","1986","inadequately","Urban Area","","","","","6"
"NPD Combination","1986","vocational + Abi","Urban Area","","","","","6"
"NPD Combination","1986","vocational + Abi","Rural Area","","","","","6"
"NPD Combination","1986","in school","Urban Area","","","","","6"
"NPD Combination","1986","in school","Rural Area","","","","","6"
"NPD Combination","1986","inadequately","Rural Area","","","","","6"
"NPD Combination","1986","higher vocational","Urban Area","","","","","6"
"NPD Combination","1986","middle vocational","Rural Area","","","","","6"
"NPD Combination","1986","general elemantary","Urban Area","","","","","6"
"NPD Combination","1986","general elemantary","Rural Area","","","","","6"
"NPD Combination","1986","middle vocational","Urban Area","","","","","6"
"NPD Combination","1986","higher education","Urban Area","","","","","6"
"NPD Combination","1986","higher education","Rural Area","","","","","6"
"NPD Combination","1986","higher vocational","Rural Area","","","","","6"
"Other","1986","in school","Urban Area","2","","","","8"
"Other","1986","in school","Rural Area","","","","","8"
"Other","1986","middle vocational","Rural Area","4","","","","8"
"Other","1986","vocational + Abi","Urban Area","1","","","","8"
"Other","1986","vocational + Abi","Rural Area","","","","","8"
"Other","1986","higher vocational","Urban Area","1","","","","8"
"Other","1986","inadequately","Urban Area","","","","","8"
"Other","1986","inadequately","Rural Area","","","","","8"
"Other","1986","general elemantary","Urban Area","5","","","","8"
"Other","1986","higher vocational","Rural Area","","","","","8"
"Other","1986","higher education","Urban Area","1","","","","8"
"Other","1986","general elemantary","Rural Area","1","","","","8"
"Other","1986","middle vocational","Urban Area","14","","","","8"
"Other","1986","higher education","Rural Area","","","","","8"
"PDS/Linke","1986","higher education","Rural Area","","","","","5"
"PDS/Linke","1986","inadequately","Rural Area","","","","","5"
"PDS/Linke","1986","general elemantary","Urban Area","","","","","5"
"PDS/Linke","1986","inadequately","Urban Area","","","","","5"
"PDS/Linke","1986","higher vocational","Rural Area","","","","","5"
"PDS/Linke","1986","higher education","Urban Area","","","","","5"
"PDS/Linke","1986","general elemantary","Rural Area","","","","","5"
"PDS/Linke","1986","middle vocational","Urban Area","","","","","5"
"PDS/Linke","1986","in school","Urban Area","","","","","5"
"PDS/Linke","1986","in school","Rural Area","","","","","5"
"PDS/Linke","1986","vocational + Abi","Urban Area","","","","","5"
"PDS/Linke","1986","vocational + Abi","Rural Area","","","","","5"
"PDS/Linke","1986","higher vocational","Urban Area","","","","","5"
"PDS/Linke","1986","middle vocational","Rural Area","","","","","5"
"SPD","1986","general elemantary","Rural Area","138","0.417372487605964","0.363594538833171","0.471150436378756","2"
"SPD","1986","general elemantary","Urban Area","556","0.51522538137143","0.483999183802053","0.546451578940807","2"
"SPD","1986","higher vocational","Rural Area","26","","","","2"
"SPD","1986","higher education","Urban Area","154","0.339461859433777","0.294495499327574","0.384428219539979","2"
"SPD","1986","higher education","Rural Area","24","","","","2"
"SPD","1986","in school","Urban Area","17","","","","2"
"SPD","1986","in school","Rural Area","4","","","","2"
"SPD","1986","inadequately","Urban Area","129","0.756300583245217","0.690190904567627","0.822410261922806","2"
"SPD","1986","inadequately","Rural Area","11","","","","2"
"SPD","1986","middle vocational","Urban Area","1176","0.492810908533249","0.472235348052","0.513386469014498","2"
"SPD","1986","middle vocational","Rural Area","270","0.447276908108544","0.407156612127104","0.487397204089984","2"
"SPD","1986","vocational + Abi","Urban Area","63","0.373837174843921","0.291611555444555","0.456062794243286","2"
"SPD","1986","vocational + Abi","Rural Area","12","","","","2"
"SPD","1986","higher vocational","Urban Area","89","0.330529639411539","0.274932477038763","0.386126801784315","2"
"AfD","1987","higher education","Urban Area","","","","","7"
"AfD","1987","higher education","Rural Area","","","","","7"
"AfD","1987","inadequately","Rural Area","","","","","7"
"AfD","1987","general elemantary","Urban Area","","","","","7"
"AfD","1987","higher vocational","Rural Area","","","","","7"
"AfD","1987","inadequately","Urban Area","","","","","7"
"AfD","1987","general elemantary","Rural Area","","","","","7"
"AfD","1987","middle vocational","Urban Area","","","","","7"
"AfD","1987","middle vocational","Rural Area","","","","","7"
"AfD","1987","vocational + Abi","Urban Area","","","","","7"
"AfD","1987","in school","Urban Area","","","","","7"
"AfD","1987","in school","Rural Area","","","","","7"
"AfD","1987","vocational + Abi","Rural Area","","","","","7"
"AfD","1987","higher vocational","Urban Area","","","","","7"
"CDU/CSU","1987","in school","Rural Area","5","","","","1"
"CDU/CSU","1987","in school","Urban Area","19","","","","1"
"CDU/CSU","1987","inadequately","Urban Area","26","","","","1"
"CDU/CSU","1987","inadequately","Rural Area","5","","","","1"
"CDU/CSU","1987","vocational + Abi","Rural Area","12","","","","1"
"CDU/CSU","1987","higher vocational","Urban Area","154","0.555135422233747","0.498330259415394","0.611940585052099","1"
"CDU/CSU","1987","general elemantary","Urban Area","393","0.420492376213822","0.390577246609453","0.450407505818191","1"
"CDU/CSU","1987","vocational + Abi","Urban Area","46","0.394844970321953","0.3126916225901","0.476998318053806","1"
"CDU/CSU","1987","general elemantary","Rural Area","170","0.543689408079421","0.490192130064532","0.597186686094309","1"
"CDU/CSU","1987","middle vocational","Urban Area","987","0.433466898368932","0.413657491436922","0.453276305300941","1"
"CDU/CSU","1987","middle vocational","Rural Area","330","0.517146663838509","0.479166944572219","0.555126383104799","1"
"CDU/CSU","1987","higher education","Urban Area","161","0.389524007100643","0.343855959471624","0.435192054729663","1"
"CDU/CSU","1987","higher education","Rural Area","47","0.579627266838828","0.478761022577822","0.680493511099835","1"
"CDU/CSU","1987","higher vocational","Rural Area","49","0.700539553145252","0.598236453348753","0.802842652941752","1"
"FDP","1987","in school","Rural Area","","","","","3"
"FDP","1987","inadequately","Urban Area","3","","","","3"
"FDP","1987","inadequately","Rural Area","1","","","","3"
"FDP","1987","higher vocational","Rural Area","2","","","","3"
"FDP","1987","higher education","Urban Area","55","0.133886409916225","0.10199551470567","0.165777305126779","3"
"FDP","1987","vocational + Abi","Urban Area","6","","","","3"
"FDP","1987","higher vocational","Urban Area","23","","","","3"
"FDP","1987","in school","Urban Area","2","","","","3"
"FDP","1987","general elemantary","Urban Area","24","","","","3"
"FDP","1987","general elemantary","Rural Area","6","","","","3"
"FDP","1987","vocational + Abi","Rural Area","1","","","","3"
"FDP","1987","higher education","Rural Area","12","","","","3"
"FDP","1987","middle vocational","Urban Area","108","0.0524694453710838","0.0435563057878032","0.0613825849543645","3"
"FDP","1987","middle vocational","Rural Area","34","0.0562399498185897","0.0387297732524514","0.0737501263847281","3"
"NPD Combination","1987","inadequately","Urban Area","","","","","6"
"NPD Combination","1987","middle vocational","Rural Area","","","","","6"
"NPD Combination","1987","vocational + Abi","Urban Area","","","","","6"
"NPD Combination","1987","vocational + Abi","Rural Area","","","","","6"
"NPD Combination","1987","higher vocational","Urban Area","","","","","6"
"NPD Combination","1987","in school","Urban Area","","","","","6"
"NPD Combination","1987","in school","Rural Area","","","","","6"
"NPD Combination","1987","inadequately","Rural Area","","","","","6"
"NPD Combination","1987","higher vocational","Rural Area","","","","","6"
"NPD Combination","1987","general elemantary","Urban Area","","","","","6"
"NPD Combination","1987","general elemantary","Rural Area","","","","","6"
"NPD Combination","1987","middle vocational","Urban Area","","","","","6"
"NPD Combination","1987","higher education","Urban Area","","","","","6"
"NPD Combination","1987","higher education","Rural Area","","","","","6"
"Other","1987","in school","Urban Area","2","","","","8"
"Other","1987","in school","Rural Area","","","","","8"
"Other","1987","inadequately","Urban Area","","","","","8"
"Other","1987","inadequately","Rural Area","","","","","8"
"Other","1987","general elemantary","Urban Area","4","","","","8"
"Other","1987","middle vocational","Rural Area","6","","","","8"
"Other","1987","vocational + Abi","Urban Area","1","","","","8"
"Other","1987","vocational + Abi","Rural Area","","","","","8"
"Other","1987","higher vocational","Urban Area","1","","","","8"
"Other","1987","higher vocational","Rural Area","","","","","8"
"Other","1987","higher education","Urban Area","1","","","","8"
"Other","1987","higher education","Rural Area","1","","","","8"
"Other","1987","general elemantary","Rural Area","3","","","","8"
"Other","1987","middle vocational","Urban Area","18","","","","8"
"PDS/Linke","1987","higher education","Urban Area","","","","","5"
"PDS/Linke","1987","higher education","Rural Area","","","","","5"
"PDS/Linke","1987","general elemantary","Urban Area","","","","","5"
"PDS/Linke","1987","higher vocational","Rural Area","","","","","5"
"PDS/Linke","1987","inadequately","Rural Area","","","","","5"
"PDS/Linke","1987","general elemantary","Rural Area","","","","","5"
"PDS/Linke","1987","middle vocational","Urban Area","","","","","5"
"PDS/Linke","1987","inadequately","Urban Area","","","","","5"
"PDS/Linke","1987","in school","Urban Area","","","","","5"
"PDS/Linke","1987","in school","Rural Area","","","","","5"
"PDS/Linke","1987","middle vocational","Rural Area","","","","","5"
"PDS/Linke","1987","vocational + Abi","Urban Area","","","","","5"
"PDS/Linke","1987","vocational + Abi","Rural Area","","","","","5"
"PDS/Linke","1987","higher vocational","Urban Area","","","","","5"
"SPD","1987","higher vocational","Rural Area","23","","","","2"
"SPD","1987","higher education","Urban Area","138","0.297404326373444","0.254595096767135","0.340213555979753","2"
"SPD","1987","general elemantary","Urban Area","567","0.511288283170812","0.480995334802739","0.541581231538885","2"
"SPD","1987","general elemantary","Rural Area","135","0.392118796127651","0.339681032445653","0.444556559809649","2"
"SPD","1987","higher education","Rural Area","25","","","","2"
"SPD","1987","in school","Urban Area","31","0.391762504842269","0.277409626810157","0.506115382874382","2"
"SPD","1987","in school","Rural Area","6","","","","2"
"SPD","1987","inadequately","Urban Area","119","0.677817237035134","0.605632960483577","0.750001513586691","2"
"SPD","1987","inadequately","Rural Area","12","","","","2"
"SPD","1987","middle vocational","Urban Area","1123","0.445404092675816","0.425536452256306","0.465271733095326","2"
"SPD","1987","middle vocational","Rural Area","261","0.374279606435035","0.337498439364609","0.411060773505461","2"
"SPD","1987","vocational + Abi","Urban Area","51","0.284080548413956","0.208287134897002","0.35987396193091","2"
"SPD","1987","vocational + Abi","Rural Area","8","","","","2"
"SPD","1987","higher vocational","Urban Area","92","0.303709003251721","0.2511437635852","0.356274242918242","2"
"AfD","1988","higher education","Urban Area","","","","","7"
"AfD","1988","higher education","Rural Area","","","","","7"
"AfD","1988","inadequately","Rural Area","","","","","7"
"AfD","1988","inadequately","Urban Area","","","","","7"
"AfD","1988","general elemantary","Urban Area","","","","","7"
"AfD","1988","general elemantary","Rural Area","","","","","7"
"AfD","1988","higher vocational","Rural Area","","","","","7"
"AfD","1988","in school","Urban Area","","","","","7"
"AfD","1988","in school","Rural Area","","","","","7"
"AfD","1988","middle vocational","Urban Area","","","","","7"
"AfD","1988","middle vocational","Rural Area","","","","","7"
"AfD","1988","vocational + Abi","Urban Area","","","","","7"
"AfD","1988","higher vocational","Urban Area","","","","","7"
"AfD","1988","vocational + Abi","Rural Area","","","","","7"
"CDU/CSU","1988","in school","Urban Area","11","","","","1"
"CDU/CSU","1988","in school","Rural Area","2","","","","1"
"CDU/CSU","1988","inadequately","Urban Area","19","","","","1"
"CDU/CSU","1988","vocational + Abi","Rural Area","10","","","","1"
"CDU/CSU","1988","higher vocational","Urban Area","142","0.53204798447676","0.473603283954719","0.5904926849988","1"
"CDU/CSU","1988","vocational + Abi","Urban Area","44","0.368436780181221","0.287661641619997","0.449211918742445","1"
"CDU/CSU","1988","inadequately","Rural Area","4","","","","1"
"CDU/CSU","1988","general elemantary","Urban Area","337","0.400616464841418","0.369439646936604","0.431793282746232","1"
"CDU/CSU","1988","general elemantary","Rural Area","139","0.501876267404702","0.444429110099842","0.559323424709563","1"
"CDU/CSU","1988","middle vocational","Urban Area","796","0.395488727488491","0.374911466231989","0.416065988744993","1"
"CDU/CSU","1988","middle vocational","Rural Area","263","0.461943394625398","0.420834837706818","0.503051951543977","1"
"CDU/CSU","1988","higher education","Rural Area","42","0.569348450196564","0.462173511574398","0.67652338881873","1"
"CDU/CSU","1988","higher vocational","Rural Area","36","0.58510174953568","0.467124792634793","0.703078706436567","1"
"CDU/CSU","1988","higher education","Urban Area","149","0.384382211124984","0.336947678134077","0.431816744115891","1"
"FDP","1988","inadequately","Rural Area","","","","","3"
"FDP","1988","higher education","Urban Area","39","0.0998784264968182","0.0706406838082046","0.129116169185432","3"
"FDP","1988","in school","Rural Area","","","","","3"
"FDP","1988","inadequately","Urban Area","1","","","","3"
"FDP","1988","vocational + Abi","Urban Area","8","","","","3"
"FDP","1988","higher vocational","Urban Area","21","","","","3"
"FDP","1988","higher vocational","Rural Area","2","","","","3"
"FDP","1988","in school","Urban Area","2","","","","3"
"FDP","1988","general elemantary","Urban Area","12","","","","3"
"FDP","1988","general elemantary","Rural Area","8","","","","3"
"FDP","1988","vocational + Abi","Rural Area","3","","","","3"
"FDP","1988","higher education","Rural Area","5","","","","3"
"FDP","1988","middle vocational","Urban Area","88","0.0450630586682412","0.0363330234599549","0.0537930938765275","3"
"FDP","1988","middle vocational","Rural Area","25","","","","3"
"NPD Combination","1988","inadequately","Rural Area","","","","","6"
"NPD Combination","1988","inadequately","Urban Area","","","","","6"
"NPD Combination","1988","in school","Urban Area","","","","","6"
"NPD Combination","1988","in school","Rural Area","","","","","6"
"NPD Combination","1988","general elemantary","Urban Area","","","","","6"
"NPD Combination","1988","general elemantary","Rural Area","","","","","6"
"NPD Combination","1988","middle vocational","Urban Area","","","","","6"
"NPD Combination","1988","middle vocational","Rural Area","","","","","6"
"NPD Combination","1988","vocational + Abi","Urban Area","","","","","6"
"NPD Combination","1988","vocational + Abi","Rural Area","","","","","6"
"NPD Combination","1988","higher vocational","Urban Area","","","","","6"
"NPD Combination","1988","higher vocational","Rural Area","","","","","6"
"NPD Combination","1988","higher education","Urban Area","","","","","6"
"NPD Combination","1988","higher education","Rural Area","","","","","6"
"Other","1988","in school","Urban Area","2","","","","8"
"Other","1988","in school","Rural Area","1","","","","8"
"Other","1988","inadequately","Urban Area","2","","","","8"
"Other","1988","inadequately","Rural Area","","","","","8"
"Other","1988","general elemantary","Urban Area","8","","","","8"
"Other","1988","general elemantary","Rural Area","3","","","","8"
"Other","1988","middle vocational","Urban Area","17","","","","8"
"Other","1988","middle vocational","Rural Area","7","","","","8"
"Other","1988","vocational + Abi","Urban Area","1","","","","8"
"Other","1988","vocational + Abi","Rural Area","","","","","8"
"Other","1988","higher vocational","Urban Area","","","","","8"
"Other","1988","higher vocational","Rural Area","","","","","8"
"Other","1988","higher education","Urban Area","6","","","","8"
"Other","1988","higher education","Rural Area","1","","","","8"
"PDS/Linke","1988","higher education","Urban Area","","","","","5"
"PDS/Linke","1988","higher education","Rural Area","","","","","5"
"PDS/Linke","1988","general elemantary","Urban Area","","","","","5"
"PDS/Linke","1988","general elemantary","Rural Area","","","","","5"
"PDS/Linke","1988","higher vocational","Rural Area","","","","","5"
"PDS/Linke","1988","inadequately","Rural Area","","","","","5"
"PDS/Linke","1988","middle vocational","Urban Area","","","","","5"
"PDS/Linke","1988","middle vocational","Rural Area","","","","","5"
"PDS/Linke","1988","inadequately","Urban Area","","","","","5"
"PDS/Linke","1988","higher vocational","Urban Area","","","","","5"
"PDS/Linke","1988","in school","Urban Area","","","","","5"
"PDS/Linke","1988","in school","Rural Area","","","","","5"
"PDS/Linke","1988","vocational + Abi","Urban Area","","","","","5"
"PDS/Linke","1988","vocational + Abi","Rural Area","","","","","5"
"SPD","1988","higher education","Urban Area","148","0.346329017353736","0.299932919895679","0.392725114811793","2"
"SPD","1988","higher vocational","Rural Area","26","","","","2"
"SPD","1988","in school","Rural Area","5","","","","2"
"SPD","1988","inadequately","Urban Area","101","0.693437631943567","0.615372191167654","0.771503072719479","2"
"SPD","1988","general elemantary","Urban Area","562","0.556830965609889","0.525225559309902","0.588436371909876","2"
"SPD","1988","general elemantary","Rural Area","132","0.451022752987717","0.393851462574877","0.508194043400556","2"
"SPD","1988","higher education","Rural Area","29","","","","2"
"SPD","1988","in school","Urban Area","17","","","","2"
"SPD","1988","inadequately","Rural Area","5","","","","2"
"SPD","1988","vocational + Abi","Urban Area","55","0.323177667039212","0.244862510833459","0.401492823244966","2"
"SPD","1988","vocational + Abi","Rural Area","10","","","","2"
"SPD","1988","higher vocational","Urban Area","96","0.322450231488545","0.267701883063354","0.377198579913736","2"
"SPD","1988","middle vocational","Urban Area","1143","0.496381822829053","0.475340310632426","0.51742333502568","2"
"SPD","1988","middle vocational","Rural Area","251","0.441981208745999","0.401031559914195","0.482930857577803","2"
"AfD","1989","higher education","Urban Area","","","","","7"
"AfD","1989","higher education","Rural Area","","","","","7"
"AfD","1989","in school","Rural Area","","","","","7"
"AfD","1989","inadequately","Urban Area","","","","","7"
"AfD","1989","inadequately","Rural Area","","","","","7"
"AfD","1989","general elemantary","Urban Area","","","","","7"
"AfD","1989","general elemantary","Rural Area","","","","","7"
"AfD","1989","higher vocational","Rural Area","","","","","7"
"AfD","1989","in school","Urban Area","","","","","7"
"AfD","1989","middle vocational","Urban Area","","","","","7"
"AfD","1989","middle vocational","Rural Area","","","","","7"
"AfD","1989","higher vocational","Urban Area","","","","","7"
"AfD","1989","vocational + Abi","Urban Area","","","","","7"
"AfD","1989","vocational + Abi","Rural Area","","","","","7"
"CDU/CSU","1989","in school","Urban Area","8","","","","1"
"CDU/CSU","1989","in school","Rural Area","2","","","","1"
"CDU/CSU","1989","inadequately","Urban Area","16","","","","1"
"CDU/CSU","1989","inadequately","Rural Area","3","","","","1"
"CDU/CSU","1989","general elemantary","Urban Area","265","0.370069727863433","0.338295551541828","0.401843904185038","1"
"CDU/CSU","1989","general elemantary","Rural Area","118","0.491058366712164","0.430174986519882","0.551941746904447","1"
"CDU/CSU","1989","vocational + Abi","Urban Area","39","0.300500832939217","0.226385875328377","0.374615790550056","1"
"CDU/CSU","1989","vocational + Abi","Rural Area","6","","","","1"
"CDU/CSU","1989","higher vocational","Urban Area","131","0.537488239001315","0.476292120912525","0.598684357090106","1"
"CDU/CSU","1989","middle vocational","Urban Area","686","0.356352907295986","0.335746461092659","0.376959353499313","1"
"CDU/CSU","1989","middle vocational","Rural Area","237","0.473085258225764","0.429753841836071","0.516416674615457","1"
"CDU/CSU","1989","higher education","Urban Area","135","0.366141414718546","0.318693064762393","0.4135897646747","1"
"CDU/CSU","1989","higher education","Rural Area","38","0.508905479765825","0.40135554468887","0.61645541484278","1"
"CDU/CSU","1989","higher vocational","Rural Area","28","","","","1"
"FDP","1989","higher vocational","Rural Area","4","","","","3"
"FDP","1989","inadequately","Rural Area","","","","","3"
"FDP","1989","vocational + Abi","Urban Area","5","","","","3"
"FDP","1989","higher vocational","Urban Area","6","","","","3"
