"party","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"NPD","1984","35-65 y.","indirect migration background","","","","","6"
"NPD","1984","16-34 y.","direct migration background","","","","","6"
"NPD","1984","16-34 y.","indirect migration background","","","","","6"
"NPD","1984","35-65 y.","direct migration background","","","","","6"
"NPD","1984","35-65 y.","no migration background","","","","","6"
"NPD","1984","66 and older","no migration background","","","","","6"
"NPD","1984","66 and older","direct migration background","","","","","6"
"NPD","1984","66 and older","indirect migration background","","","","","6"
"Other","1984","35-65 y.","no migration background","10","","","","8"
"Other","1984","16-34 y.","direct migration background","6","","","","8"
"Other","1984","16-34 y.","indirect migration background","1","","","","8"
"Other","1984","35-65 y.","direct migration background","5","","","","8"
"Other","1984","16-34 y.","no migration background","12","","","","8"
"Other","1984","35-65 y.","indirect migration background","","","","","8"
"Other","1984","66 and older","no migration background","6","","","","8"
"Other","1984","66 and older","direct migration background","","","","","8"
"Other","1984","66 and older","indirect migration background","","","","","8"
"PDS/Linke","1984","16-34 y.","no migration background","","","","","5"
"PDS/Linke","1984","66 and older","indirect migration background","","","","","5"
"PDS/Linke","1984","35-65 y.","indirect migration background","","","","","5"
"PDS/Linke","1984","16-34 y.","direct migration background","","","","","5"
"PDS/Linke","1984","16-34 y.","indirect migration background","","","","","5"
"PDS/Linke","1984","35-65 y.","no migration background","","","","","5"
"PDS/Linke","1984","35-65 y.","direct migration background","","","","","5"
"PDS/Linke","1984","66 and older","no migration background","","","","","5"
"PDS/Linke","1984","66 and older","direct migration background","","","","","5"
"SPD","1984","16-34 y.","no migration background","726","0.444196341502126","0.42007494330815","0.468317739696102","1"
"SPD","1984","16-34 y.","direct migration background","304","0.550542525634033","0.503634629313913","0.597450421954153","1"
"SPD","1984","16-34 y.","indirect migration background","22","","","","1"
"SPD","1984","35-65 y.","no migration background","1317","0.455774549190312","0.437566258921774","0.47398283945885","1"
"SPD","1984","35-65 y.","direct migration background","481","0.57285358135079","0.535453404528487","0.610253758173092","1"
"SPD","1984","35-65 y.","indirect migration background","6","","","","1"
"SPD","1984","66 and older","no migration background","313","0.417597316034163","0.382581751018242","0.452612881050083","1"
"SPD","1984","66 and older","direct migration background","6","","","","1"
"SPD","1984","66 and older","indirect migration background","","","","","1"
"AfD","1985","35-65 y.","indirect migration background","","","","","7"
"AfD","1985","66 and older","direct migration background","","","","","7"
"AfD","1985","66 and older","indirect migration background","","","","","7"
"AfD","1985","16-34 y.","no migration background","","","","","7"
"AfD","1985","16-34 y.","direct migration background","","","","","7"
"AfD","1985","16-34 y.","indirect migration background","","","","","7"
"AfD","1985","35-65 y.","no migration background","","","","","7"
"AfD","1985","35-65 y.","direct migration background","","","","","7"
"AfD","1985","66 and older","no migration background","","","","","7"
"CDU/CSU","1985","66 and older","no migration background","350","0.524301874504166","0.486114321403154","0.562489427605179","2"
"CDU/CSU","1985","35-65 y.","no migration background","1238","0.471547487763762","0.452491077716085","0.490603897811438","2"
"CDU/CSU","1985","66 and older","direct migration background","13","","","","2"
"CDU/CSU","1985","16-34 y.","direct migration background","45","0.286957714548456","0.239363961944696","0.334551467152215","2"
"CDU/CSU","1985","16-34 y.","indirect migration background","7","","","","2"
"CDU/CSU","1985","35-65 y.","indirect migration background","2","","","","2"
"CDU/CSU","1985","16-34 y.","no migration background","520","0.354229745978075","0.329796806566763","0.378662685389388","2"
"CDU/CSU","1985","35-65 y.","direct migration background","146","0.404532782568753","0.365030105019158","0.444035460118349","2"
"CDU/CSU","1985","66 and older","indirect migration background","4","","","","2"
"FDP","1985","16-34 y.","no migration background","43","0.0266866291844097","0.0184534533377196","0.0349198050310997","3"
"FDP","1985","35-65 y.","no migration background","108","0.0408722355710114","0.0333138713476","0.0484305997944229","3"
"FDP","1985","16-34 y.","indirect migration background","","","","","3"
"FDP","1985","35-65 y.","direct migration background","8","","","","3"
"FDP","1985","66 and older","direct migration background","","","","","3"
"FDP","1985","66 and older","indirect migration background","","","","","3"
"FDP","1985","16-34 y.","direct migration background","3","","","","3"
"FDP","1985","35-65 y.","indirect migration background","","","","","3"
"FDP","1985","66 and older","no migration background","36","0.0603517197749529","0.0421424347874128","0.078561004762493","3"
"Grüne","1985","16-34 y.","no migration background","243","0.16521569013303","0.14624395864684","0.184187421619221","4"
"Grüne","1985","16-34 y.","direct migration background","52","0.153586997376449","0.115650979452214","0.191523015300684","4"
"Grüne","1985","66 and older","indirect migration background","","","","","4"
"Grüne","1985","16-34 y.","indirect migration background","6","","","","4"
"Grüne","1985","35-65 y.","no migration background","73","0.0263541149786101","0.0202390634272949","0.0324691665299253","4"
"Grüne","1985","35-65 y.","direct migration background","31","0.039511649588647","0.0238322518849282","0.0551910472923658","4"
"Grüne","1985","35-65 y.","indirect migration background","","","","","4"
"Grüne","1985","66 and older","no migration background","3","","","","4"
"Grüne","1985","66 and older","direct migration background","","","","","4"
"NPD","1985","16-34 y.","no migration background","","","","","6"
"NPD","1985","16-34 y.","direct migration background","","","","","6"
"NPD","1985","16-34 y.","indirect migration background","","","","","6"
"NPD","1985","35-65 y.","direct migration background","","","","","6"
"NPD","1985","35-65 y.","indirect migration background","","","","","6"
"NPD","1985","35-65 y.","no migration background","","","","","6"
"NPD","1985","66 and older","no migration background","","","","","6"
"NPD","1985","66 and older","direct migration background","","","","","6"
"NPD","1985","66 and older","indirect migration background","","","","","6"
"Other","1985","35-65 y.","direct migration background","","","","","8"
"Other","1985","35-65 y.","no migration background","19","","","","8"
"Other","1985","16-34 y.","no migration background","13","","","","8"
"Other","1985","16-34 y.","direct migration background","","","","","8"
"Other","1985","16-34 y.","indirect migration background","","","","","8"
"Other","1985","35-65 y.","indirect migration background","","","","","8"
"Other","1985","66 and older","no migration background","4","","","","8"
"Other","1985","66 and older","direct migration background","","","","","8"
"Other","1985","66 and older","indirect migration background","","","","","8"
"PDS/Linke","1985","16-34 y.","no migration background","","","","","5"
"PDS/Linke","1985","66 and older","indirect migration background","","","","","5"
"PDS/Linke","1985","35-65 y.","indirect migration background","","","","","5"
"PDS/Linke","1985","16-34 y.","direct migration background","","","","","5"
"PDS/Linke","1985","16-34 y.","indirect migration background","","","","","5"
"PDS/Linke","1985","35-65 y.","no migration background","","","","","5"
"PDS/Linke","1985","35-65 y.","direct migration background","","","","","5"
"PDS/Linke","1985","66 and older","no migration background","","","","","5"
"PDS/Linke","1985","66 and older","direct migration background","","","","","5"
"SPD","1985","16-34 y.","no migration background","653","0.444937612229144","0.419550421504099","0.47032480295419","1"
"SPD","1985","16-34 y.","direct migration background","247","0.544894119228897","0.492498420330138","0.597289818127656","1"
"SPD","1985","16-34 y.","indirect migration background","25","","","","1"
"SPD","1985","35-65 y.","no migration background","1198","0.4540089934299","0.435002571741331","0.473015415118469","1"
"SPD","1985","35-65 y.","direct migration background","408","0.534705325213851","0.494559347417009","0.574851303010693","1"
"SPD","1985","35-65 y.","indirect migration background","5","","","","1"
"SPD","1985","66 and older","no migration background","264","0.405143391618644","0.367604976619989","0.442681806617299","1"
"SPD","1985","66 and older","direct migration background","8","","","","1"
"SPD","1985","66 and older","indirect migration background","","","","","1"
"AfD","1986","35-65 y.","indirect migration background","","","","","7"
"AfD","1986","66 and older","indirect migration background","","","","","7"
"AfD","1986","66 and older","direct migration background","","","","","7"
"AfD","1986","16-34 y.","no migration background","","","","","7"
"AfD","1986","16-34 y.","direct migration background","","","","","7"
"AfD","1986","16-34 y.","indirect migration background","","","","","7"
"AfD","1986","35-65 y.","no migration background","","","","","7"
"AfD","1986","35-65 y.","direct migration background","","","","","7"
"AfD","1986","66 and older","no migration background","","","","","7"
"CDU/CSU","1986","16-34 y.","indirect migration background","7","","","","2"
"CDU/CSU","1986","66 and older","direct migration background","12","","","","2"
"CDU/CSU","1986","16-34 y.","direct migration background","45","0.248813734116173","0.202027061161434","0.295600407070913","2"
"CDU/CSU","1986","35-65 y.","no migration background","1199","0.474317075502834","0.45483273185363","0.493801419152038","2"
"CDU/CSU","1986","35-65 y.","indirect migration background","6","","","","2"
"CDU/CSU","1986","66 and older","no migration background","298","0.51026070628613","0.469855440659162","0.550665971913097","2"
"CDU/CSU","1986","16-34 y.","no migration background","492","0.349272677681365","0.324299954619651","0.37424540074308","2"
"CDU/CSU","1986","35-65 y.","direct migration background","142","0.409620466196903","0.369071448510693","0.450169483883113","2"
"CDU/CSU","1986","66 and older","indirect migration background","3","","","","2"
"FDP","1986","16-34 y.","no migration background","36","0.0259835476953998","0.0176502586976055","0.0343168366931941","3"
"FDP","1986","66 and older","indirect migration background","","","","","3"
"FDP","1986","66 and older","direct migration background","1","","","","3"
"FDP","1986","35-65 y.","direct migration background","7","","","","3"
"FDP","1986","66 and older","no migration background","36","0.05775004199546","0.0388953846769532","0.0766046993139669","3"
"FDP","1986","35-65 y.","no migration background","88","0.034189813248078","0.0270992012544679","0.0412804252416882","3"
"FDP","1986","16-34 y.","direct migration background","2","","","","3"
"FDP","1986","16-34 y.","indirect migration background","","","","","3"
"FDP","1986","35-65 y.","indirect migration background","","","","","3"
"Grüne","1986","16-34 y.","direct migration background","43","0.145315479787133","0.107176415974929","0.183454543599337","4"
"Grüne","1986","16-34 y.","no migration background","233","0.162982116496303","0.143634769609442","0.182329463383164","4"
"Grüne","1986","16-34 y.","indirect migration background","10","","","","4"
"Grüne","1986","35-65 y.","indirect migration background","","","","","4"
"Grüne","1986","66 and older","no migration background","4","","","","4"
"Grüne","1986","66 and older","direct migration background","","","","","4"
"Grüne","1986","66 and older","indirect migration background","","","","","4"
"Grüne","1986","35-65 y.","no migration background","74","0.0278981170643132","0.0214722342083659","0.0343239999202606","4"
"Grüne","1986","35-65 y.","direct migration background","21","","","","4"
"NPD","1986","16-34 y.","direct migration background","","","","","6"
"NPD","1986","16-34 y.","no migration background","","","","","6"
"NPD","1986","16-34 y.","indirect migration background","","","","","6"
"NPD","1986","35-65 y.","no migration background","","","","","6"
"NPD","1986","35-65 y.","indirect migration background","","","","","6"
"NPD","1986","66 and older","no migration background","","","","","6"
"NPD","1986","66 and older","direct migration background","","","","","6"
"NPD","1986","35-65 y.","direct migration background","","","","","6"
"NPD","1986","66 and older","indirect migration background","","","","","6"
"Other","1986","35-65 y.","no migration background","16","","","","8"
"Other","1986","35-65 y.","direct migration background","2","","","","8"
"Other","1986","16-34 y.","no migration background","5","","","","8"
"Other","1986","16-34 y.","direct migration background","3","","","","8"
"Other","1986","16-34 y.","indirect migration background","","","","","8"
"Other","1986","35-65 y.","indirect migration background","","","","","8"
"Other","1986","66 and older","no migration background","3","","","","8"
"Other","1986","66 and older","direct migration background","","","","","8"
"Other","1986","66 and older","indirect migration background","","","","","8"
"PDS/Linke","1986","66 and older","indirect migration background","","","","","5"
"PDS/Linke","1986","16-34 y.","no migration background","","","","","5"
"PDS/Linke","1986","16-34 y.","direct migration background","","","","","5"
"PDS/Linke","1986","16-34 y.","indirect migration background","","","","","5"
"PDS/Linke","1986","35-65 y.","indirect migration background","","","","","5"
"PDS/Linke","1986","66 and older","direct migration background","","","","","5"
"PDS/Linke","1986","35-65 y.","no migration background","","","","","5"
"PDS/Linke","1986","66 and older","no migration background","","","","","5"
"PDS/Linke","1986","35-65 y.","direct migration background","","","","","5"
"SPD","1986","16-34 y.","no migration background","634","0.458092966941288","0.431994002300884","0.484191931581693","1"
"SPD","1986","16-34 y.","direct migration background","235","0.592768292416326","0.539597339427583","0.645939245405069","1"
"SPD","1986","16-34 y.","indirect migration background","21","","","","1"
"SPD","1986","35-65 y.","no migration background","1146","0.457472204787367","0.438032806477197","0.476911603097537","1"
"SPD","1986","35-65 y.","direct migration background","393","0.519399174908021","0.478202064933175","0.560596284882868","1"
"SPD","1986","35-65 y.","indirect migration background","5","","","","1"
"SPD","1986","66 and older","no migration background","247","0.416839731662445","0.376988848973795","0.456690614351095","1"
"SPD","1986","66 and older","direct migration background","10","","","","1"
"SPD","1986","66 and older","indirect migration background","","","","","1"
"AfD","1987","35-65 y.","indirect migration background","","","","","7"
"AfD","1987","66 and older","indirect migration background","","","","","7"
"AfD","1987","66 and older","direct migration background","","","","","7"
"AfD","1987","16-34 y.","no migration background","","","","","7"
"AfD","1987","16-34 y.","direct migration background","","","","","7"
"AfD","1987","16-34 y.","indirect migration background","","","","","7"
"AfD","1987","35-65 y.","no migration background","","","","","7"
"AfD","1987","35-65 y.","direct migration background","","","","","7"
"AfD","1987","66 and older","no migration background","","","","","7"
"CDU/CSU","1987","16-34 y.","direct migration background","52","0.269649510935357","0.222127898489035","0.317171123381679","2"
"CDU/CSU","1987","66 and older","no migration background","345","0.507939885472626","0.469914003894033","0.54596576705122","2"
"CDU/CSU","1987","66 and older","direct migration background","14","","","","2"
"CDU/CSU","1987","35-65 y.","no migration background","1222","0.470010109502592","0.450899046782166","0.489121172223017","2"
"CDU/CSU","1987","16-34 y.","indirect migration background","9","","","","2"
"CDU/CSU","1987","35-65 y.","indirect migration background","6","","","","2"
"CDU/CSU","1987","16-34 y.","no migration background","610","0.398258523817994","0.373840418846506","0.422676628789481","2"
"CDU/CSU","1987","35-65 y.","direct migration background","157","0.425954994093266","0.385431684703793","0.466478303482739","2"
"CDU/CSU","1987","66 and older","indirect migration background","4","","","","2"
"FDP","1987","35-65 y.","direct migration background","16","","","","3"
"FDP","1987","35-65 y.","no migration background","154","0.0587858736205566","0.0497789153208169","0.0677928319202963","3"
"FDP","1987","16-34 y.","no migration background","61","0.0416647009915039","0.0316976353080573","0.0516317666749505","3"
"FDP","1987","16-34 y.","direct migration background","2","","","","3"
"FDP","1987","16-34 y.","indirect migration background","","","","","3"
"FDP","1987","66 and older","no migration background","45","0.0708867500469814","0.051366700713615","0.0904067993803477","3"
"FDP","1987","66 and older","direct migration background","","","","","3"
"FDP","1987","66 and older","indirect migration background","","","","","3"
"FDP","1987","35-65 y.","indirect migration background","","","","","3"
"Grüne","1987","16-34 y.","direct migration background","66","0.198555639848796","0.155838369849484","0.241272909848109","4"
"Grüne","1987","16-34 y.","no migration background","257","0.166858779994479","0.148261120757918","0.18545643923104","4"
"Grüne","1987","16-34 y.","indirect migration background","7","","","","4"
"Grüne","1987","35-65 y.","indirect migration background","","","","","4"
"Grüne","1987","66 and older","no migration background","4","","","","4"
"Grüne","1987","66 and older","direct migration background","","","","","4"
"Grüne","1987","66 and older","indirect migration background","","","","","4"
"Grüne","1987","35-65 y.","no migration background","101","0.0348878705514659","0.0278616211160475","0.0419141199868843","4"
"Grüne","1987","35-65 y.","direct migration background","36","0.0557088122551888","0.0369128313738985","0.074504793136479","4"
"NPD","1987","16-34 y.","no migration background","","","","","6"
"NPD","1987","16-34 y.","indirect migration background","","","","","6"
"NPD","1987","16-34 y.","direct migration background","","","","","6"
"NPD","1987","35-65 y.","no migration background","","","","","6"
"NPD","1987","35-65 y.","indirect migration background","","","","","6"
"NPD","1987","66 and older","no migration background","","","","","6"
"NPD","1987","66 and older","direct migration background","","","","","6"
"NPD","1987","35-65 y.","direct migration background","","","","","6"
"NPD","1987","66 and older","indirect migration background","","","","","6"
"Other","1987","35-65 y.","direct migration background","1","","","","8"
"Other","1987","35-65 y.","no migration background","17","","","","8"
"Other","1987","16-34 y.","no migration background","11","","","","8"
"Other","1987","16-34 y.","direct migration background","2","","","","8"
"Other","1987","16-34 y.","indirect migration background","","","","","8"
"Other","1987","35-65 y.","indirect migration background","","","","","8"
"Other","1987","66 and older","no migration background","6","","","","8"
"Other","1987","66 and older","direct migration background","","","","","8"
"Other","1987","66 and older","indirect migration background","","","","","8"
"PDS/Linke","1987","66 and older","indirect migration background","","","","","5"
"PDS/Linke","1987","16-34 y.","no migration background","","","","","5"
"PDS/Linke","1987","16-34 y.","direct migration background","","","","","5"
"PDS/Linke","1987","16-34 y.","indirect migration background","","","","","5"
"PDS/Linke","1987","35-65 y.","no migration background","","","","","5"
"PDS/Linke","1987","35-65 y.","indirect migration background","","","","","5"
"PDS/Linke","1987","66 and older","no migration background","","","","","5"
"PDS/Linke","1987","66 and older","direct migration background","","","","","5"
"PDS/Linke","1987","35-65 y.","direct migration background","","","","","5"
"SPD","1987","16-34 y.","no migration background","605","0.385737641046845","0.361457712475205","0.410017569618486","1"
"SPD","1987","16-34 y.","direct migration background","213","0.521811677883803","0.468320511536538","0.575302844231069","1"
"SPD","1987","16-34 y.","indirect migration background","32","0.504092864615461","0.362649386886464","0.645536342344458","1"
"SPD","1987","35-65 y.","no migration background","1126","0.429617577243082","0.410662675697979","0.448572478788184","1"
"SPD","1987","35-65 y.","direct migration background","362","0.481550696302318","0.440603494205089","0.522497898399546","1"
"SPD","1987","35-65 y.","indirect migration background","5","","","","1"
"SPD","1987","66 and older","no migration background","264","0.402894563158253","0.365587997786837","0.440201128529668","1"
"SPD","1987","66 and older","direct migration background","11","","","","1"
"SPD","1987","66 and older","indirect migration background","","","","","1"
"AfD","1988","16-34 y.","no migration background","","","","","7"
"AfD","1988","16-34 y.","direct migration background","","","","","7"
"AfD","1988","35-65 y.","indirect migration background","","","","","7"
"AfD","1988","66 and older","direct migration background","","","","","7"
"AfD","1988","66 and older","indirect migration background","","","","","7"
"AfD","1988","16-34 y.","indirect migration background","","","","","7"
"AfD","1988","35-65 y.","no migration background","","","","","7"
"AfD","1988","35-65 y.","direct migration background","","","","","7"
"AfD","1988","66 and older","no migration background","","","","","7"
"CDU/CSU","1988","16-34 y.","direct migration background","49","0.236698192983739","0.189228289441752","0.284168096525725","2"
"CDU/CSU","1988","16-34 y.","indirect migration background","7","","","","2"
"CDU/CSU","1988","35-65 y.","direct migration background","124","0.402924963487123","0.359932767054199","0.445917159920047","2"
"CDU/CSU","1988","16-34 y.","no migration background","461","0.345536643143887","0.319716086188637","0.371357200099136","2"
"CDU/CSU","1988","66 and older","indirect migration background","3","","","","2"
"CDU/CSU","1988","35-65 y.","indirect migration background","6","","","","2"
"CDU/CSU","1988","66 and older","no migration background","313","0.490945027779371","0.451657773882295","0.530232281676447","2"
"CDU/CSU","1988","35-65 y.","no migration background","1034","0.438145608422552","0.418170228900938","0.458120987944166","2"
"CDU/CSU","1988","66 and older","direct migration background","17","","","","2"
"FDP","1988","16-34 y.","no migration background","45","0.0375194307254275","0.0272013246426388","0.0478375368082161","3"
"FDP","1988","16-34 y.","indirect migration background","","","","","3"
"FDP","1988","35-65 y.","no migration background","117","0.0479638563592488","0.039360702634735","0.0565670100837627","3"
"FDP","1988","66 and older","direct migration background","1","","","","3"
"FDP","1988","16-34 y.","direct migration background","7","","","","3"
"FDP","1988","35-65 y.","direct migration background","8","","","","3"
"FDP","1988","66 and older","no migration background","36","0.0605355846772858","0.0417943397388542","0.0792768296157175","3"
"FDP","1988","35-65 y.","indirect migration background","","","","","3"
"FDP","1988","66 and older","indirect migration background","","","","","3"
"Grüne","1988","16-34 y.","no migration background","180","0.149224377256831","0.129877837973254","0.168570916540408","4"
"Grüne","1988","16-34 y.","indirect migration background","6","","","","4"
"Grüne","1988","16-34 y.","direct migration background","49","0.157686211299877","0.116985073776687","0.198387348823067","4"
"Grüne","1988","35-65 y.","no migration background","76","0.0310599814460278","0.0240756802389823","0.0380442826530733","4"
"Grüne","1988","35-65 y.","direct migration background","24","","","","4"
"Grüne","1988","35-65 y.","indirect migration background","2","","","","4"
"Grüne","1988","66 and older","no migration background","2","","","","4"
"Grüne","1988","66 and older","direct migration background","","","","","4"
"Grüne","1988","66 and older","indirect migration background","","","","","4"
"NPD","1988","16-34 y.","direct migration background","","","","","6"
"NPD","1988","16-34 y.","no migration background","","","","","6"
"NPD","1988","16-34 y.","indirect migration background","","","","","6"
"NPD","1988","35-65 y.","no migration background","","","","","6"
"NPD","1988","35-65 y.","direct migration background","","","","","6"
"NPD","1988","35-65 y.","indirect migration background","","","","","6"
"NPD","1988","66 and older","no migration background","","","","","6"
"NPD","1988","66 and older","direct migration background","","","","","6"
"NPD","1988","66 and older","indirect migration background","","","","","6"
"Other","1988","35-65 y.","direct migration background","3","","","","8"
"Other","1988","16-34 y.","no migration background","13","","","","8"
"Other","1988","35-65 y.","no migration background","19","","","","8"
"Other","1988","16-34 y.","direct migration background","3","","","","8"
"Other","1988","16-34 y.","indirect migration background","1","","","","8"
"Other","1988","35-65 y.","indirect migration background","1","","","","8"
"Other","1988","66 and older","no migration background","8","","","","8"
"Other","1988","66 and older","direct migration background","","","","","8"
"Other","1988","66 and older","indirect migration background","","","","","8"
"PDS/Linke","1988","16-34 y.","no migration background","","","","","5"
"PDS/Linke","1988","16-34 y.","direct migration background","","","","","5"
"PDS/Linke","1988","16-34 y.","indirect migration background","","","","","5"
"PDS/Linke","1988","35-65 y.","no migration background","","","","","5"
"PDS/Linke","1988","66 and older","indirect migration background","","","","","5"
"PDS/Linke","1988","35-65 y.","direct migration background","","","","","5"
"PDS/Linke","1988","35-65 y.","indirect migration background","","","","","5"
"PDS/Linke","1988","66 and older","no migration background","","","","","5"
"PDS/Linke","1988","66 and older","direct migration background","","","","","5"
"SPD","1988","16-34 y.","no migration background","604","0.458035608313383","0.43098289184635","0.485088324780415","1"
"SPD","1988","16-34 y.","direct migration background","200","0.547593588099071","0.49200747769969","0.603179698498452","1"
"SPD","1988","16-34 y.","indirect migration background","47","0.652714112136061","0.533236029986249","0.772192194285872","1"
"SPD","1988","35-65 y.","no migration background","1124","0.473545230360593","0.453443419437721","0.493647041283465","1"
"SPD","1988","35-65 y.","direct migration background","341","0.541526391479936","0.497851677162474","0.585201105797398","1"
"SPD","1988","35-65 y.","indirect migration background","6","","","","1"
"SPD","1988","66 and older","no migration background","263","0.43127368308971","0.392352947470412","0.470194418709008","1"
"SPD","1988","66 and older","direct migration background","15","","","","1"
"SPD","1988","66 and older","indirect migration background","","","","","1"
"AfD","1989","16-34 y.","direct migration background","","","","","7"
"AfD","1989","66 and older","indirect migration background","","","","","7"
"AfD","1989","16-34 y.","no migration background","","","","","7"
"AfD","1989","16-34 y.","indirect migration background","","","","","7"
"AfD","1989","35-65 y.","no migration background","","","","","7"
"AfD","1989","35-65 y.","direct migration background","","","","","7"
"AfD","1989","35-65 y.","indirect migration background","","","","","7"
"AfD","1989","66 and older","no migration background","","","","","7"
"AfD","1989","66 and older","direct migration background","","","","","7"
"CDU/CSU","1989","16-34 y.","no migration background","377","0.318976014988016","0.292360451597586","0.345591578378447","2"
"CDU/CSU","1989","16-34 y.","direct migration background","37","0.182353357751534","0.140817923031079","0.22388879247199","2"
"CDU/CSU","1989","35-65 y.","direct migration background","114","0.335005012996374","0.296493106094078","0.373516919898671","2"
"CDU/CSU","1989","35-65 y.","indirect migration background","5","","","","2"
"CDU/CSU","1989","66 and older","no migration background","289","0.466739125609608","0.42658522786415","0.506893023355066","2"
"CDU/CSU","1989","66 and older","indirect migration background","3","","","","2"
"CDU/CSU","1989","16-34 y.","indirect migration background","8","","","","2"
"CDU/CSU","1989","35-65 y.","no migration background","874","0.405355646588498","0.384722511405604","0.425988781771393","2"
"CDU/CSU","1989","66 and older","direct migration background","23","","","","2"
"FDP","1989","35-65 y.","no migration background","75","0.031456388117924","0.0241208415540098","0.0387919346818383","3"
"FDP","1989","16-34 y.","no migration background","30","0.0281064895651595","0.0186683131615998","0.0375446659687193","3"
"FDP","1989","16-34 y.","indirect migration background","2","","","","3"
"FDP","1989","16-34 y.","direct migration background","2","","","","3"
"FDP","1989","66 and older","no migration background","22","","","","3"
"FDP","1989","66 and older","direct migration background","1","","","","3"
"FDP","1989","35-65 y.","direct migration background","7","","","","3"
"FDP","1989","35-65 y.","indirect migration background","","","","","3"
"FDP","1989","66 and older","indirect migration background","","","","","3"
"Grüne","1989","16-34 y.","no migration background","169","0.153769004097258","0.133169616423705","0.17436839177081","4"
"Grüne","1989","16-34 y.","direct migration background","59","0.219891048584434","0.175339741019729","0.264442356149138","4"
"Grüne","1989","16-34 y.","indirect migration background","11","","","","4"
"Grüne","1989","35-65 y.","no migration background","86","0.0368467962894463","0.0289296984165474","0.0447638941623452","4"
"Grüne","1989","35-65 y.","direct migration background","29","","","","4"
"Grüne","1989","35-65 y.","indirect migration background","1","","","","4"
"Grüne","1989","66 and older","no migration background","3","","","","4"
"Grüne","1989","66 and older","direct migration background","","","","","4"
"Grüne","1989","66 and older","indirect migration background","","","","","4"
"NPD","1989","16-34 y.","direct migration background","","","","","6"
"NPD","1989","16-34 y.","no migration background","","","","","6"
"NPD","1989","35-65 y.","no migration background","","","","","6"
"NPD","1989","35-65 y.","direct migration background","","","","","6"
"NPD","1989","16-34 y.","indirect migration background","","","","","6"
"NPD","1989","35-65 y.","indirect migration background","","","","","6"
"NPD","1989","66 and older","no migration background","","","","","6"
"NPD","1989","66 and older","direct migration background","","","","","6"
"NPD","1989","66 and older","indirect migration background","","","","","6"
"Other","1989","16-34 y.","no migration background","64","0.0531467216944679","0.0403365476674419","0.0659568957214939","8"
"Other","1989","35-65 y.","direct migration background","13","","","","8"
"Other","1989","16-34 y.","direct migration background","6","","","","8"
"Other","1989","16-34 y.","indirect migration background","","","","","8"
"Other","1989","35-65 y.","no migration background","78","0.0380713401466148","0.0300288789371186","0.046113801356111","8"
