"party","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"FDP","1999","West Germany","Male","63","0.0271715836473104","0.0208500659507326","0.0334931013438881","3"
"FDP","1999","West Germany","Female","48","0.0258199115351796","0.0192210891466952","0.0324187339236641","3"
"NPD","1999","West Germany","Male","39","0.0119958878358771","0.00776295543667562","0.0162288202350785","6"
"NPD","1999","West Germany","Female","12","","","","6"
"NPD","1999","East Germany","Male","22","","","","6"
"NPD","1999","East Germany","Female","6","","","","6"
"Other","1999","East Germany","Male","19","","","","8"
"Other","1999","East Germany","Female","9","","","","8"
"Other","1999","West Germany","Male","25","","","","8"
"Other","1999","West Germany","Female","19","","","","8"
"PDS/Linke","1999","East Germany","Male","129","0.178600081069116","0.151078094605237","0.206122067532995","5"
"PDS/Linke","1999","West Germany","Male","20","","","","5"
"PDS/Linke","1999","West Germany","Female","21","","","","5"
"PDS/Linke","1999","East Germany","Female","134","0.202761199608544","0.172430470930959","0.233091928286128","5"
"SPD","1999","West Germany","Male","1198","0.457454303684707","0.438083939822648","0.476824667546765","1"
"SPD","1999","East Germany","Female","259","0.395091157243536","0.358211249497174","0.431971064989899","1"
"SPD","1999","East Germany","Male","284","0.392987013670554","0.357891652667119","0.428082374673989","1"
"SPD","1999","West Germany","Female","1016","0.433900107755987","0.413279053970669","0.454521161541304","1"
"AfD","2000","West Germany","Male","","","","","7"
"AfD","2000","West Germany","Female","","","","","7"
"AfD","2000","East Germany","Male","","","","","7"
"AfD","2000","East Germany","Female","","","","","7"
"CDU/CSU","2000","West Germany","Female","1639","0.418668910228374","0.403433628449941","0.433904192006807","2"
"CDU/CSU","2000","West Germany","Male","1808","0.409514557345802","0.395020899926433","0.424008214765171","2"
"CDU/CSU","2000","East Germany","Male","378","0.332739789312578","0.305144238794332","0.360335339830823","2"
"CDU/CSU","2000","East Germany","Female","357","0.3400999009983","0.310825268611205","0.369374533385395","2"
"FDP","2000","East Germany","Female","15","","","","3"
"FDP","2000","West Germany","Male","134","0.0325158651809087","0.0272881934915523","0.0377435368702651","3"
"FDP","2000","East Germany","Male","24","","","","3"
"FDP","2000","West Germany","Female","107","0.0327478303060112","0.0272516055743094","0.0382440550377129","3"
"NPD","2000","West Germany","Male","50","0.0101730601926955","0.00721542800606347","0.0131306923793275","6"
"NPD","2000","West Germany","Female","24","","","","6"
"NPD","2000","East Germany","Female","14","","","","6"
"NPD","2000","East Germany","Male","34","0.030181550606923","0.020161842389451","0.040201258824395","6"
"Other","2000","East Germany","Male","19","","","","8"
"Other","2000","East Germany","Female","9","","","","8"
"Other","2000","West Germany","Male","44","0.00990461849538101","0.00698587375514823","0.0128233632356138","8"
"Other","2000","West Germany","Female","38","0.00945009562788093","0.0064622397715219","0.0124379514842399","8"
"PDS/Linke","2000","East Germany","Male","240","0.21519535195941","0.191127556815262","0.239263147103558","5"
"PDS/Linke","2000","West Germany","Male","36","0.00855780948174286","0.00584291017323429","0.0112727087902514","5"
"PDS/Linke","2000","West Germany","Female","24","","","","5"
"PDS/Linke","2000","East Germany","Female","230","0.236433323818459","0.210177422723223","0.262689224913695","5"
"SPD","2000","East Germany","Female","328","0.331153519270842","0.302071335716519","0.360235702825165","1"
"SPD","2000","East Germany","Male","383","0.354330984441419","0.32631869416454","0.382343274718299","1"
"SPD","2000","West Germany","Female","1829","0.445372366477449","0.430023873292893","0.460720859662004","1"
"SPD","2000","West Germany","Male","2063","0.462087963934537","0.447393400732067","0.476782527137008","1"
"AfD","2001","West Germany","Male","","","","","7"
"AfD","2001","West Germany","Female","","","","","7"
"AfD","2001","East Germany","Male","","","","","7"
"AfD","2001","East Germany","Female","","","","","7"
"CDU/CSU","2001","West Germany","Female","1372","0.403011177768736","0.386866834949123","0.419155520588348","2"
"CDU/CSU","2001","East Germany","Male","325","0.324716956305436","0.295233281758307","0.354200630852565","2"
"CDU/CSU","2001","West Germany","Male","1550","0.401428545629064","0.386028436369536","0.416828654888592","2"
"CDU/CSU","2001","East Germany","Female","286","0.347209001737343","0.314722444955172","0.379695558519514","2"
"FDP","2001","East Germany","Male","32","0.0279110352287815","0.0175398788799739","0.0382821915775891","3"
"FDP","2001","West Germany","Male","157","0.0452594137895752","0.0387287273853416","0.0517901001938089","3"
"FDP","2001","East Germany","Female","19","","","","3"
"FDP","2001","West Germany","Female","97","0.0315326700398001","0.0257808990500946","0.0372844410295057","3"
"NPD","2001","West Germany","Male","46","0.00925202335412406","0.00624413555252094","0.0122599111557272","6"
"NPD","2001","West Germany","Female","21","","","","6"
"NPD","2001","East Germany","Male","28","","","","6"
"NPD","2001","East Germany","Female","3","","","","6"
"Other","2001","West Germany","Male","33","0.00836901460721117","0.0055069865793713","0.0112310426350511","8"
"Other","2001","West Germany","Female","29","","","","8"
"Other","2001","East Germany","Male","16","","","","8"
"Other","2001","East Germany","Female","12","","","","8"
"PDS/Linke","2001","West Germany","Male","30","0.00804616986708273","0.00523943103659002","0.0108529086975755","5"
"PDS/Linke","2001","West Germany","Female","23","","","","5"
"PDS/Linke","2001","East Germany","Male","199","0.211743414032619","0.186020215949163","0.237466612116076","5"
"PDS/Linke","2001","East Germany","Female","181","0.226308610477878","0.19775536115255","0.254861859803207","5"
"SPD","2001","East Germany","Female","277","0.324285128232471","0.292342814451562","0.35622744201338","1"
"SPD","2001","East Germany","Male","332","0.350684412232891","0.320639402572648","0.380729421893134","1"
"SPD","2001","West Germany","Female","1650","0.454973275621953","0.43858321469301","0.471363336550896","1"
"SPD","2001","West Germany","Male","1815","0.461540449262027","0.445878597766287","0.477202300757767","1"
"AfD","2002","West Germany","Male","","","","","7"
"AfD","2002","West Germany","Female","","","","","7"
"AfD","2002","East Germany","Male","","","","","7"
"AfD","2002","East Germany","Female","","","","","7"
"CDU/CSU","2002","West Germany","Male","1886","0.413671402089327","0.39926125731644","0.428081546862214","2"
"CDU/CSU","2002","East Germany","Male","360","0.330337674950485","0.301600280398882","0.359075069502088","2"
"CDU/CSU","2002","West Germany","Female","1617","0.415172762527229","0.3999158504936","0.430429674560858","2"
"CDU/CSU","2002","East Germany","Female","292","0.317403765850198","0.286438400391706","0.348369131308689","2"
"FDP","2002","East Germany","Male","44","0.0379913957600923","0.0263105979508421","0.0496721935693424","3"
"FDP","2002","West Germany","Male","262","0.051338614388133","0.04488136232871","0.057795866447556","3"
"FDP","2002","East Germany","Female","31","0.032618856580821","0.0208014710581587","0.0444362421034834","3"
"FDP","2002","West Germany","Female","147","0.0314322261475985","0.0260297731441252","0.0368346791510718","3"
"NPD","2002","West Germany","Male","35","0.00909925879150717","0.00632090119983487","0.0118776163831795","6"
"NPD","2002","West Germany","Female","14","","","","6"
"NPD","2002","East Germany","Male","23","","","","6"
"NPD","2002","East Germany","Female","3","","","","6"
"Other","2002","West Germany","Male","46","0.0123420143209672","0.00911153943576386","0.0155724892061705","8"
"Other","2002","West Germany","Female","33","0.00871366525909083","0.00583601231248531","0.0115913182056964","8"
"Other","2002","East Germany","Male","19","","","","8"
"Other","2002","East Germany","Female","5","","","","8"
"PDS/Linke","2002","West Germany","Female","36","0.00939230618018916","0.00640571767652925","0.0123788946838491","5"
"PDS/Linke","2002","West Germany","Male","42","0.0111864154699204","0.00810909489182798","0.0142637360480128","5"
"PDS/Linke","2002","East Germany","Male","242","0.248894467069167","0.222476554082842","0.275312380055492","5"
"PDS/Linke","2002","East Germany","Female","233","0.289975689678788","0.259789685156108","0.320161694201468","5"
"SPD","2002","East Germany","Female","261","0.298830383354513","0.268378640849409","0.329282125859618","1"
"SPD","2002","West Germany","Male","1924","0.440159635365782","0.42563493215987","0.454684338571695","1"
"SPD","2002","East Germany","Male","303","0.303121885756725","0.275039922715233","0.331203848798217","1"
"SPD","2002","West Germany","Female","1777","0.45213018777519","0.436719967097934","0.467540408452445","1"
"AfD","2003","West Germany","Male","","","","","7"
"AfD","2003","West Germany","Female","","","","","7"
"AfD","2003","East Germany","Male","","","","","7"
"AfD","2003","East Germany","Female","","","","","7"
"CDU/CSU","2003","West Germany","Male","2066","0.450833924859062","0.436212926345291","0.465454923372833","2"
"CDU/CSU","2003","East Germany","Male","404","0.360198376950974","0.331078375907562","0.389318377994385","2"
"CDU/CSU","2003","West Germany","Female","1839","0.448886303402611","0.433702419422152","0.464070187383069","2"
"CDU/CSU","2003","East Germany","Female","347","0.357434047646366","0.326499808046523","0.38836828724621","2"
"FDP","2003","East Germany","Male","45","0.0478567651264945","0.0349082295522116","0.0608053007007775","3"
"FDP","2003","East Germany","Female","24","","","","3"
"FDP","2003","West Germany","Male","228","0.045576585263097","0.039448026953848","0.0517051435723459","3"
"FDP","2003","West Germany","Female","127","0.0304123544197917","0.0251701656542451","0.0356545431853384","3"
"NPD","2003","East Germany","Male","22","","","","6"
"NPD","2003","East Germany","Female","5","","","","6"
"NPD","2003","West Germany","Male","27","","","","6"
"NPD","2003","West Germany","Female","11","","","","6"
"Other","2003","West Germany","Male","42","0.00951509301523334","0.00666245058071245","0.0123677354497542","8"
"Other","2003","West Germany","Female","27","","","","8"
"Other","2003","East Germany","Male","12","","","","8"
"Other","2003","East Germany","Female","10","","","","8"
"PDS/Linke","2003","West Germany","Male","21","","","","5"
"PDS/Linke","2003","West Germany","Female","21","","","","5"
"PDS/Linke","2003","East Germany","Male","181","0.180998896564955","0.157643994592739","0.20435379853717","5"
"PDS/Linke","2003","East Germany","Female","163","0.19757296686553","0.171872017447071","0.22327391628399","5"
"SPD","2003","East Germany","Female","305","0.326366088357376","0.296100639815995","0.356631536898757","1"
"SPD","2003","East Germany","Male","324","0.329959606747693","0.301437689022366","0.35848152447302","1"
"SPD","2003","West Germany","Female","1594","0.398285046333459","0.383340370466136","0.413229722200782","1"
"SPD","2003","West Germany","Male","1691","0.394973401134748","0.38060898271963","0.409337819549866","1"
"AfD","2004","West Germany","Male","","","","","7"
"AfD","2004","East Germany","Male","","","","","7"
"AfD","2004","East Germany","Female","","","","","7"
"AfD","2004","West Germany","Female","","","","","7"
"CDU/CSU","2004","West Germany","Male","1837","0.463288008032561","0.447563324424663","0.479012691640458","2"
"CDU/CSU","2004","East Germany","Male","331","0.34488958778298","0.31339460631354","0.37638456925242","2"
"CDU/CSU","2004","West Germany","Female","1594","0.468156524448562","0.451585139274975","0.484727909622148","2"
"CDU/CSU","2004","East Germany","Female","269","0.365501198960795","0.331013280105385","0.399989117816204","2"
"FDP","2004","East Germany","Male","42","0.0482644899614902","0.0340635836637883","0.0624653962591922","3"
"FDP","2004","East Germany","Female","23","","","","3"
"FDP","2004","West Germany","Male","199","0.0468195384094004","0.0401578108664327","0.053481265952368","3"
"FDP","2004","West Germany","Female","119","0.03129118959422","0.0255091772354534","0.0370732019529866","3"
"NPD","2004","East Germany","Male","22","","","","6"
"NPD","2004","East Germany","Female","5","","","","6"
"NPD","2004","West Germany","Male","31","0.00980586541441502","0.00669852469772736","0.0129132061311027","6"
"NPD","2004","West Germany","Female","11","","","","6"
"Other","2004","West Germany","Male","44","0.0115908904495232","0.00821558945627122","0.0149661914427753","8"
"Other","2004","West Germany","Female","29","","","","8"
"Other","2004","East Germany","Male","16","","","","8"
"Other","2004","East Germany","Female","3","","","","8"
"PDS/Linke","2004","West Germany","Male","34","0.00984315096919482","0.00672996683869074","0.0129563350996989","5"
"PDS/Linke","2004","West Germany","Female","22","","","","5"
"PDS/Linke","2004","East Germany","Male","185","0.221843287038381","0.19431363358655","0.249372940490212","5"
"PDS/Linke","2004","East Germany","Female","178","0.248340607393871","0.217399090853464","0.279282123934277","5"
"SPD","2004","East Germany","Female","209","0.264877207515523","0.2332755821029","0.296478832928146","1"
"SPD","2004","East Germany","Male","236","0.288801534404378","0.258772648615629","0.318830420193126","1"
"SPD","2004","West Germany","Female","1273","0.377161907991825","0.361065726930961","0.393258089052689","1"
"SPD","2004","West Germany","Male","1380","0.370959093910231","0.355725997451951","0.38619219036851","1"
"AfD","2005","West Germany","Male","","","","","7"
"AfD","2005","East Germany","Male","","","","","7"
"AfD","2005","East Germany","Female","","","","","7"
"AfD","2005","West Germany","Female","","","","","7"
"CDU/CSU","2005","West Germany","Female","1472","0.427915728625078","0.41144148059411","0.444389976656045","2"
"CDU/CSU","2005","West Germany","Male","1711","0.4364121263529","0.420674832843737","0.452149419862062","2"
"CDU/CSU","2005","East Germany","Male","322","0.315953501029607","0.286265767864646","0.345641234194569","2"
"CDU/CSU","2005","East Germany","Female","260","0.302606897470268","0.270326674354361","0.334887120586174","2"
"FDP","2005","East Germany","Male","48","0.0512053848355603","0.0371297963127047","0.0652809733584158","3"
"FDP","2005","West Germany","Male","197","0.0423123849657138","0.0359246555949651","0.0487001143364626","3"
"FDP","2005","West Germany","Female","116","0.0299587535309604","0.0242826090422059","0.0356348980197148","3"
"FDP","2005","East Germany","Female","24","","","","3"
"NPD","2005","East Germany","Male","46","0.0835409750277562","0.0658712848071005","0.101210665248412","6"
"NPD","2005","East Germany","Female","9","","","","6"
"NPD","2005","West Germany","Male","53","0.0163577702148794","0.012332625915054","0.0203829145147048","6"
"NPD","2005","West Germany","Female","21","","","","6"
"Other","2005","West Germany","Male","37","0.00943154680320409","0.00636440024554398","0.0124986933608642","8"
"Other","2005","West Germany","Female","26","","","","8"
"Other","2005","East Germany","Male","15","","","","8"
"Other","2005","East Germany","Female","7","","","","8"
"PDS/Linke","2005","West Germany","Male","29","","","","5"
"PDS/Linke","2005","West Germany","Female","29","","","","5"
"PDS/Linke","2005","East Germany","Male","202","0.207931555941657","0.18201578116563","0.233847330717683","5"
"PDS/Linke","2005","East Germany","Female","177","0.240741379700828","0.210699401211942","0.270783358189715","5"
"SPD","2005","East Germany","Female","233","0.295453075135591","0.263393518528148","0.327512631743033","1"
"SPD","2005","East Germany","Male","259","0.260502795718962","0.232474473466048","0.288531117971875","1"
"SPD","2005","West Germany","Female","1333","0.397505526856794","0.381210893574647","0.413800160138941","1"
"SPD","2005","West Germany","Male","1472","0.39565751837916","0.380140720859003","0.411174315899317","1"
"AfD","2006","West Germany","Male","","","","","7"
"AfD","2006","East Germany","Male","","","","","7"
"AfD","2006","East Germany","Female","","","","","7"
"AfD","2006","West Germany","Female","","","","","7"
"CDU/CSU","2006","West Germany","Male","1871","0.408283372672113","0.39362641103848","0.422940334305747","2"
"CDU/CSU","2006","West Germany","Female","1775","0.431258308608824","0.416084082583663","0.446432534633984","2"
"CDU/CSU","2006","East Germany","Male","342","0.315212563468925","0.286948860151452","0.343476266786398","2"
"CDU/CSU","2006","East Germany","Female","336","0.335109123945761","0.30524974383398","0.364968504057542","2"
"FDP","2006","East Germany","Male","59","0.050697381825393","0.0373515846789303","0.0640431789718556","3"
"FDP","2006","West Germany","Female","140","0.0294153838080813","0.0242383113914629","0.0345924562246997","3"
"FDP","2006","West Germany","Male","263","0.0618629698922145","0.0546791615073681","0.0690467782770608","3"
"FDP","2006","East Germany","Female","31","0.0275408543748236","0.0171885540768601","0.0378931546727872","3"
"NPD","2006","East Germany","Female","7","","","","6"
"NPD","2006","East Germany","Male","42","0.063724613131881","0.0488650917450088","0.0785841345187531","6"
"NPD","2006","West Germany","Female","18","","","","6"
"NPD","2006","West Germany","Male","65","0.0198897591850601","0.0157262603873268","0.0240532579827934","6"
"Other","2006","West Germany","Male","42","0.0104887188738184","0.00745078850622081","0.013526649241416","8"
"Other","2006","West Germany","Female","32","0.0088083122558114","0.00594541702426359","0.0116712074873592","8"
"Other","2006","East Germany","Male","11","","","","8"
"Other","2006","East Germany","Female","7","","","","8"
"PDS/Linke","2006","West Germany","Male","96","0.0239388358470641","0.0193806057159547","0.0284970659781734","5"
"PDS/Linke","2006","West Germany","Female","62","0.0186138327915709","0.0144727096139087","0.0227549559692331","5"
"PDS/Linke","2006","East Germany","Male","240","0.241636968625802","0.215595247693882","0.267678689557723","5"
"PDS/Linke","2006","East Germany","Female","218","0.249128654813763","0.221769222521212","0.276488087106313","5"
"SPD","2006","East Germany","Female","296","0.296892384903526","0.267990717128602","0.325794052678449","1"
"SPD","2006","East Germany","Male","291","0.278273785734594","0.251010901315917","0.30553667015327","1"
"SPD","2006","West Germany","Male","1635","0.393778209014318","0.379208602294277","0.408347815734359","1"
"SPD","2006","West Germany","Female","1589","0.403341818371556","0.388311101142428","0.418372535600684","1"
"AfD","2007","West Germany","Male","","","","","7"
"AfD","2007","East Germany","Male","","","","","7"
"AfD","2007","East Germany","Female","","","","","7"
"AfD","2007","West Germany","Female","","","","","7"
"CDU/CSU","2007","East Germany","Female","233","0.260420572564068","0.229442745016446","0.291398400111691","2"
"CDU/CSU","2007","West Germany","Male","1613","0.416448163682278","0.400578892058693","0.432317435305863","2"
"CDU/CSU","2007","East Germany","Male","278","0.286522017152473","0.256563980181094","0.316480054123852","2"
"CDU/CSU","2007","West Germany","Female","1437","0.420123400150731","0.403574016296205","0.436672784005256","2"
"FDP","2007","West Germany","Female","127","0.0289875521353149","0.0233622769638513","0.0346128273067785","3"
"FDP","2007","East Germany","Female","22","","","","3"
"FDP","2007","East Germany","Male","55","0.0674832529341923","0.0508617462333251","0.0841047596350595","3"
"FDP","2007","West Germany","Male","248","0.0550993197557619","0.0477541303792887","0.062444509132235","3"
"NPD","2007","West Germany","Male","55","0.0176986216387641","0.0134540985803611","0.0219431446971672","6"
"NPD","2007","West Germany","Female","22","","","","6"
"NPD","2007","East Germany","Male","33","0.0436659855707847","0.0301259283597238","0.0572060427818456","6"
"NPD","2007","East Germany","Female","5","","","","6"
"Other","2007","West Germany","Male","42","0.0111623254771885","0.00778030181976742","0.0145443491346097","8"
"Other","2007","West Germany","Female","22","","","","8"
"Other","2007","East Germany","Male","6","","","","8"
"Other","2007","East Germany","Female","8","","","","8"
"PDS/Linke","2007","West Germany","Male","84","0.026910886112078","0.0217016132766618","0.0321201589474942","5"
"PDS/Linke","2007","West Germany","Female","52","0.0159991177357088","0.0117921288690801","0.0202061066023376","5"
"PDS/Linke","2007","East Germany","Male","214","0.248517495835129","0.21988349812611","0.277151493544148","5"
"PDS/Linke","2007","East Germany","Female","200","0.280413100088158","0.248705623856374","0.312120576319941","5"
"SPD","2007","East Germany","Male","242","0.287578782224199","0.257587784948468","0.31756977949993","1"
"SPD","2007","West Germany","Male","1356","0.378476157037054","0.362863207445134","0.394089106628974","1"
"SPD","2007","West Germany","Female","1311","0.402684107955833","0.386240016570569","0.419128199341096","1"
"SPD","2007","East Germany","Female","235","0.298781121397175","0.266472064701872","0.331090178092479","1"
"AfD","2008","West Germany","Female","","","","","7"
"AfD","2008","West Germany","Male","","","","","7"
"AfD","2008","East Germany","Male","","","","","7"
"AfD","2008","East Germany","Female","","","","","7"
"CDU/CSU","2008","West Germany","Male","1579","0.433331522697348","0.416902975128078","0.449760070266617","2"
"CDU/CSU","2008","East Germany","Female","230","0.308820009187042","0.275049940796009","0.342590077578076","2"
"CDU/CSU","2008","East Germany","Male","272","0.308463695655863","0.277042799607042","0.339884591704684","2"
"CDU/CSU","2008","West Germany","Female","1419","0.433900720215123","0.4168484491697","0.450952991260545","2"
"FDP","2008","West Germany","Female","132","0.0309930031795871","0.0250303983526619","0.0369556080065123","3"
"FDP","2008","East Germany","Female","28","","","","3"
"FDP","2008","East Germany","Male","47","0.0494762154201342","0.0347229289627947","0.0642295018774737","3"
"FDP","2008","West Germany","Male","232","0.0606814313555107","0.0527662865787946","0.0685965761322268","3"
"NPD","2008","West Germany","Male","45","0.0118085216059033","0.00822720416695515","0.0153898390448514","6"
"NPD","2008","West Germany","Female","16","","","","6"
"NPD","2008","East Germany","Male","34","0.0578636102460595","0.0419792876887458","0.0737479328033732","6"
"NPD","2008","East Germany","Female","6","","","","6"
"Other","2008","West Germany","Male","31","0.011390835369014","0.00787268332373075","0.0149089874142972","8"
"Other","2008","West Germany","Female","22","","","","8"
"Other","2008","East Germany","Male","3","","","","8"
"Other","2008","East Germany","Female","2","","","","8"
"PDS/Linke","2008","West Germany","Female","70","0.0195992828885154","0.0148298950355948","0.024368670741436","5"
"PDS/Linke","2008","West Germany","Male","113","0.0340815563436516","0.0280662958457223","0.040096816841581","5"
"PDS/Linke","2008","East Germany","Male","223","0.275243924441778","0.244858602101758","0.305629246781797","5"
"PDS/Linke","2008","East Germany","Female","192","0.282994800447288","0.250069175531689","0.315920425362886","5"
"SPD","2008","East Germany","Male","210","0.240443941646928","0.211370537843139","0.269517345450716","1"
"SPD","2008","East Germany","Female","198","0.255714643479723","0.22382635704629","0.287602929913155","1"
"SPD","2008","West Germany","Male","1203","0.351990940631107","0.336157300037475","0.367824581224738","1"
"SPD","2008","West Germany","Female","1186","0.39394119722367","0.37712941241224","0.4107529820351","1"
"AfD","2009","West Germany","Female","","","","","7"
"AfD","2009","West Germany","Male","","","","","7"
"AfD","2009","East Germany","Male","","","","","7"
"AfD","2009","East Germany","Female","","","","","7"
"CDU/CSU","2009","West Germany","Male","1353","0.407487220456711","0.390392953291842","0.424581487621581","2"
"CDU/CSU","2009","East Germany","Female","218","0.28206016468281","0.248036714028387","0.316083615337234","2"
"CDU/CSU","2009","East Germany","Male","248","0.284659799024485","0.253429201589828","0.315890396459142","2"
"CDU/CSU","2009","West Germany","Female","1239","0.429951942735069","0.41208997999661","0.447813905473528","2"
"FDP","2009","East Germany","Female","32","0.0598213021455415","0.0418906292028774","0.0777519750882056","3"
"FDP","2009","West Germany","Female","198","0.0572310677251343","0.0488503340129688","0.0656118014372998","3"
"FDP","2009","East Germany","Male","59","0.0754333083864416","0.0571560266462871","0.0937105901265961","3"
"FDP","2009","West Germany","Male","322","0.0932105035805852","0.0830963324532004","0.10332467470797","3"
"NPD","2009","West Germany","Female","18","","","","6"
"NPD","2009","East Germany","Male","33","0.071794798978498","0.05392871390764","0.0896608840493561","6"
"NPD","2009","West Germany","Male","44","0.0188979607158894","0.0141608973958487","0.0236350240359301","6"
"NPD","2009","East Germany","Female","6","","","","6"
"Other","2009","West Germany","Female","24","","","","8"
"Other","2009","West Germany","Male","37","0.0117157838915335","0.00797234079804613","0.0154592269850209","8"
"Other","2009","East Germany","Male","10","","","","8"
"Other","2009","East Germany","Female","5","","","","8"
"PDS/Linke","2009","West Germany","Female","56","0.0176880563525425","0.0129322051844456","0.0224439075206394","5"
"PDS/Linke","2009","West Germany","Male","93","0.0322699831542301","0.0261221636954868","0.0384178026129734","5"
"PDS/Linke","2009","East Germany","Male","208","0.239291503089597","0.209763527079884","0.268819479099311","5"
"PDS/Linke","2009","East Germany","Female","179","0.307260384357981","0.272378354347868","0.342142414368095","5"
"SPD","2009","West Germany","Male","1037","0.333309918142483","0.316910412920979","0.349709423363987","1"
"SPD","2009","East Germany","Female","161","0.22407463980803","0.192548573748948","0.255600705867111","1"
"SPD","2009","West Germany","Female","989","0.348243941941367","0.331055052838685","0.36543283104405","1"
"SPD","2009","East Germany","Male","199","0.236646192227331","0.207230870322252","0.266061514132409","1"
"AfD","2010","West Germany","Female","","","","","7"
"AfD","2010","West Germany","Male","","","","","7"
"AfD","2010","East Germany","Male","","","","","7"
"AfD","2010","East Germany","Female","","","","","7"
"CDU/CSU","2010","West Germany","Male","1783","0.401253940495479","0.386664640872094","0.415843240118863","2"
"CDU/CSU","2010","West Germany","Female","1733","0.402963709002822","0.38860880804973","0.417318609955914","2"
"CDU/CSU","2010","East Germany","Male","319","0.281474339200998","0.254076364417257","0.308872313984739","2"
"CDU/CSU","2010","East Germany","Female","341","0.316435598823683","0.288237337421228","0.344633860226137","2"
"FDP","2010","East Germany","Female","40","0.0231162676108412","0.014005179610401","0.0322273556112815","3"
"FDP","2010","West Germany","Female","268","0.0565223373167","0.0497639553270605","0.0632807193063396","3"
"FDP","2010","East Germany","Male","63","0.042696623359928","0.0303797783428679","0.0550134683769882","3"
"FDP","2010","West Germany","Male","339","0.0662213200050525","0.0588197415332064","0.0736228984768986","3"
"NPD","2010","West Germany","Female","29","","","","6"
"NPD","2010","East Germany","Male","48","0.0706883509586941","0.0550736909684768","0.0863030109489113","6"
"NPD","2010","West Germany","Male","62","0.014380264621635","0.0108366899513212","0.0179238392919488","6"
"NPD","2010","East Germany","Female","22","","","","6"
"Other","2010","West Germany","Female","38","0.00751510389273478","0.00498757391690977","0.0100426338685598","8"
"Other","2010","West Germany","Male","55","0.0159686833311694","0.0122375353960487","0.0196998312662901","8"
"Other","2010","East Germany","Male","13","","","","8"
"Other","2010","East Germany","Female","8","","","","8"
"PDS/Linke","2010","West Germany","Female","150","0.0337181714576689","0.0284355343110059","0.039000808604332","5"
"PDS/Linke","2010","West Germany","Male","169","0.0430602637011959","0.037018216813332","0.0491023105890597","5"
"PDS/Linke","2010","East Germany","Male","270","0.298275310503438","0.270403194049862","0.326147426957015","5"
"PDS/Linke","2010","East Germany","Female","292","0.328370492486746","0.29989725227023","0.356843732703261","5"
"SPD","2010","East Germany","Female","222","0.201007196464947","0.176709383607104","0.22530500932279","1"
"SPD","2010","West Germany","Male","1376","0.346062254829651","0.331902726928864","0.360221782730438","1"
"SPD","2010","East Germany","Male","237","0.22005680280198","0.194817532036385","0.245296073567574","1"
"SPD","2010","West Germany","Female","1407","0.340300162482964","0.326433525886867","0.35416679907906","1"
"AfD","2011","West Germany","Female","","","","","7"
"AfD","2011","West Germany","Male","","","","","7"
"AfD","2011","East Germany","Male","","","","","7"
"AfD","2011","East Germany","Female","","","","","7"
"CDU/CSU","2011","East Germany","Female","260","0.335837213721317","0.302543670095265","0.36913075734737","2"
"CDU/CSU","2011","West Germany","Female","1402","0.391678552441402","0.375691169030813","0.407665935851991","2"
"CDU/CSU","2011","West Germany","Male","1621","0.40287129521927","0.387249980746866","0.418492609691674","2"
"CDU/CSU","2011","East Germany","Male","275","0.308922733905772","0.278325351383946","0.339520116427598","2"
"FDP","2011","East Germany","Male","36","0.0312015819721472","0.0196882492506067","0.0427149146936877","3"
"FDP","2011","East Germany","Female","13","","","","3"
"FDP","2011","West Germany","Female","95","0.0214448264636378","0.0167002237021803","0.0261894292250954","3"
"FDP","2011","West Germany","Male","156","0.0320755208427815","0.0264636452628727","0.0376873964226902","3"
"NPD","2011","West Germany","Female","13","","","","6"
"NPD","2011","East Germany","Male","39","0.0662577979768953","0.0497864921441782","0.0827291038096124","6"
"NPD","2011","East Germany","Female","13","","","","6"
"NPD","2011","West Germany","Male","42","0.0133597671703404","0.00970315168866811","0.0170163826520126","6"
"Other","2011","East Germany","Male","9","","","","8"
"Other","2011","West Germany","Female","39","0.0112403033963565","0.00778743261989305","0.0146931741728199","8"
"Other","2011","West Germany","Male","56","0.019627998077105","0.0152099148600288","0.0240460812941813","8"
"Other","2011","East Germany","Female","4","","","","8"
"PDS/Linke","2011","West Germany","Male","99","0.0271739456946429","0.0219955600898038","0.0323523312994821","5"
"PDS/Linke","2011","West Germany","Female","66","0.0218503576973303","0.0170620962436009","0.0266386191510597","5"
"PDS/Linke","2011","East Germany","Male","224","0.263479137826322","0.234307441685939","0.292650833966705","5"
"PDS/Linke","2011","East Germany","Female","195","0.279061672390647","0.247441990403294","0.310681354378","5"
"SPD","2011","East Germany","Female","195","0.244157880925988","0.213874158132422","0.274441603719554","1"
"SPD","2011","East Germany","Male","232","0.239872856129557","0.211596091835657","0.268149620423457","1"
"SPD","2011","West Germany","Female","1166","0.348587811886793","0.332980433136896","0.36419519063669","1"
"SPD","2011","West Germany","Male","1239","0.34867385069681","0.333496031162196","0.363851670231425","1"
"AfD","2012","West Germany","Male","","","","","7"
"AfD","2012","West Germany","Female","","","","","7"
"AfD","2012","East Germany","Male","","","","","7"
"AfD","2012","East Germany","Female","","","","","7"
"CDU/CSU","2012","West Germany","Male","1577","0.412745593433396","0.396681020248827","0.428810166617965","2"
"CDU/CSU","2012","East Germany","Female","261","0.365805473909605","0.331172480621846","0.400438467197364","2"
