"party","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","1984","Couple + C. LE 16 ","vocational + Abi","1","","","","8"
"Other","1984","Couple + C. LE 16 ","higher vocational","","","","","8"
"Other","1984","Couple + C. LE 16 ","higher education","","","","","8"
"Other","1984","Couple + C. GT 16 ","in school","","","","","8"
"Other","1984","Couple + C. GT 16 ","inadequately","2","","","","8"
"Other","1984","Couple + C. GT 16 ","general elemantary","2","","","","8"
"Other","1984","Couple + C. GT 16 ","middle vocational","3","","","","8"
"Other","1984","Couple + C. GT 16 ","vocational + Abi","","","","","8"
"Other","1984","Couple + C. GT 16 ","higher vocational","","","","","8"
"Other","1984","Couple + C. GT 16 ","higher education","","","","","8"
"Other","1984","Couple + C. LE and GT 16","in school","","","","","8"
"Other","1984","Couple + C. LE and GT 16","inadequately","1","","","","8"
"Other","1984","1-pers.-HH","general elemantary","3","","","","8"
"Other","1984","1-pers.-HH","middle vocational","4","","","","8"
"Other","1984","1-pers.-HH","vocational + Abi","1","","","","8"
"Other","1984","1-pers.-HH","higher vocational","","","","","8"
"Other","1984","1-pers.-HH","higher education","","","","","8"
"Other","1984","(Married) couple without C. ","general elemantary","3","","","","8"
"Other","1984","(Married) couple without C. ","middle vocational","6","","","","8"
"Other","1984","(Married) couple without C. ","vocational + Abi","1","","","","8"
"Other","1984","(Married) couple without C. ","higher vocational","","","","","8"
"Other","1984","(Married) couple without C. ","higher education","1","","","","8"
"Other","1984","Single parent ","in school","1","","","","8"
"Other","1984","Single parent ","higher education","","","","","8"
"Other","1984","Couple + C. LE 16 ","in school","","","","","8"
"Other","1984","Couple + C. LE 16 ","inadequately","","","","","8"
"Other","1984","Couple + C. LE 16 ","general elemantary","1","","","","8"
"Other","1984","Single parent ","inadequately","","","","","8"
"Other","1984","Single parent ","general elemantary","2","","","","8"
"Other","1984","Single parent ","middle vocational","1","","","","8"
"Other","1984","Single parent ","vocational + Abi","","","","","8"
"Other","1984","Single parent ","higher vocational","1","","","","8"
"Other","1984","Couple + C. LE and GT 16","general elemantary","3","","","","8"
"Other","1984","Couple + C. LE and GT 16","middle vocational","","","","","8"
"Other","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","8"
"Other","1984","Couple + C. LE and GT 16","higher vocational","","","","","8"
"Other","1984","Couple + C. LE and GT 16","higher education","","","","","8"
"PDS/Linke","1984","Couple + C. LE and GT 16","in school","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","inadequately","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","general elemantary","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","higher vocational","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","higher education","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","higher education","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","higher education","","","","","5"
"PDS/Linke","1984","Single parent ","in school","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","middle vocational","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","higher vocational","","","","","5"
"PDS/Linke","1984","Couple + C. LE and GT 16","middle vocational","","","","","5"
"PDS/Linke","1984","1-pers.-HH","vocational + Abi","","","","","5"
"PDS/Linke","1984","1-pers.-HH","higher vocational","","","","","5"
"PDS/Linke","1984","1-pers.-HH","higher education","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","in school","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","general elemantary","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","middle vocational","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","vocational + Abi","","","","","5"
"PDS/Linke","1984","Single parent ","general elemantary","","","","","5"
"PDS/Linke","1984","1-pers.-HH","in school","","","","","5"
"PDS/Linke","1984","1-pers.-HH","inadequately","","","","","5"
"PDS/Linke","1984","1-pers.-HH","general elemantary","","","","","5"
"PDS/Linke","1984","1-pers.-HH","middle vocational","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","inadequately","","","","","5"
"PDS/Linke","1984","(Married) couple without C. ","higher vocational","","","","","5"
"PDS/Linke","1984","Single parent ","inadequately","","","","","5"
"PDS/Linke","1984","Single parent ","middle vocational","","","","","5"
"PDS/Linke","1984","Single parent ","vocational + Abi","","","","","5"
"PDS/Linke","1984","Single parent ","higher vocational","","","","","5"
"PDS/Linke","1984","Single parent ","higher education","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","in school","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","inadequately","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","general elemantary","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","middle vocational","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","higher vocational","","","","","5"
"PDS/Linke","1984","Couple + C. LE 16 ","higher education","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","in school","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","inadequately","","","","","5"
"PDS/Linke","1984","Couple + C. GT 16 ","general elemantary","","","","","5"
"SPD","1984","1-pers.-HH","inadequately","13","","","","1"
"SPD","1984","Couple + C. GT 16 ","inadequately","35","0.561687108170232","0.418300521829181","0.705073694511283","1"
"SPD","1984","1-pers.-HH","in school","","","","","1"
"SPD","1984","1-pers.-HH","general elemantary","105","0.486713859023671","0.418293116022208","0.555134602025134","1"
"SPD","1984","1-pers.-HH","middle vocational","169","0.458129843006557","0.40694524375168","0.509314442261433","1"
"SPD","1984","1-pers.-HH","vocational + Abi","11","","","","1"
"SPD","1984","1-pers.-HH","higher vocational","17","","","","1"
"SPD","1984","1-pers.-HH","higher education","24","","","","1"
"SPD","1984","(Married) couple without C. ","in school","","","","","1"
"SPD","1984","Couple + C. LE 16 ","higher education","70","0.388445909943479","0.3164389507818","0.460452869105157","1"
"SPD","1984","Couple + C. GT 16 ","in school","16","","","","1"
"SPD","1984","Couple + C. LE 16 ","general elemantary","173","0.548213638178704","0.491033780166622","0.605393496190787","1"
"SPD","1984","Couple + C. LE 16 ","middle vocational","479","0.520641995627452","0.48740759749367","0.553876393761233","1"
"SPD","1984","(Married) couple without C. ","inadequately","30","0.710857920531218","0.564776735783834","0.856939105278602","1"
"SPD","1984","Couple + C. LE 16 ","vocational + Abi","30","0.416140614767435","0.278126267417994","0.554154962116876","1"
"SPD","1984","Couple + C. LE 16 ","higher vocational","58","0.440862315291278","0.355185343866314","0.526539286716242","1"
"SPD","1984","(Married) couple without C. ","vocational + Abi","22","","","","1"
"SPD","1984","(Married) couple without C. ","higher vocational","37","0.339517279170321","0.250618353390244","0.428416204950397","1"
"SPD","1984","(Married) couple without C. ","higher education","33","0.203608714117356","0.135681682422931","0.271535745811781","1"
"SPD","1984","Single parent ","in school","2","","","","1"
"SPD","1984","Single parent ","vocational + Abi","2","","","","1"
"SPD","1984","Single parent ","higher vocational","4","","","","1"
"SPD","1984","Single parent ","higher education","5","","","","1"
"SPD","1984","Couple + C. LE 16 ","in school","","","","","1"
"SPD","1984","Couple + C. LE 16 ","inadequately","78","0.916760948969783","0.858034973267025","0.975486924672541","1"
"SPD","1984","(Married) couple without C. ","general elemantary","237","0.556092004758811","0.507999657784976","0.604184351732647","1"
"SPD","1984","(Married) couple without C. ","middle vocational","430","0.490091311110027","0.456680765103688","0.523501857116366","1"
"SPD","1984","Single parent ","inadequately","13","","","","1"
"SPD","1984","Single parent ","general elemantary","52","0.549645322567853","0.447422939330691","0.651867705805015","1"
"SPD","1984","Single parent ","middle vocational","73","0.466527663111959","0.385605717592073","0.547449608631844","1"
"SPD","1984","Couple + C. GT 16 ","middle vocational","264","0.492923603510451","0.449448288253586","0.536398918767317","1"
"SPD","1984","Couple + C. GT 16 ","vocational + Abi","13","","","","1"
"SPD","1984","Couple + C. GT 16 ","higher vocational","15","","","","1"
"SPD","1984","Couple + C. GT 16 ","higher education","24","","","","1"
"SPD","1984","Couple + C. LE and GT 16","inadequately","31","0.593459468324493","0.444910068049216","0.74200886859977","1"
"SPD","1984","Couple + C. LE and GT 16","general elemantary","106","0.340000644878883","0.279435078083586","0.400566211674181","1"
"SPD","1984","Couple + C. LE and GT 16","middle vocational","159","0.388530979681605","0.338111202433207","0.438950756930003","1"
"SPD","1984","Couple + C. LE and GT 16","vocational + Abi","6","","","","1"
"SPD","1984","Couple + C. LE and GT 16","higher education","15","","","","1"
"SPD","1984","Couple + C. LE and GT 16","in school","11","","","","1"
"SPD","1984","Couple + C. LE and GT 16","higher vocational","5","","","","1"
"SPD","1984","Couple + C. GT 16 ","general elemantary","136","0.462912695383396","0.405425495036887","0.520399895729904","1"
"AfD","1985","Couple + C. GT 16 ","higher vocational","","","","","7"
"AfD","1985","Couple + C. GT 16 ","higher education","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","in school","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","inadequately","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","middle vocational","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","vocational + Abi","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","higher vocational","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","higher education","","","","","7"
"AfD","1985","(Married) couple without C. ","higher education","","","","","7"
"AfD","1985","Couple + C. GT 16 ","middle vocational","","","","","7"
"AfD","1985","Couple + C. GT 16 ","vocational + Abi","","","","","7"
"AfD","1985","Couple + C. LE and GT 16","general elemantary","","","","","7"
"AfD","1985","Single parent ","in school","","","","","7"
"AfD","1985","1-pers.-HH","vocational + Abi","","","","","7"
"AfD","1985","1-pers.-HH","higher vocational","","","","","7"
"AfD","1985","1-pers.-HH","higher education","","","","","7"
"AfD","1985","(Married) couple without C. ","in school","","","","","7"
"AfD","1985","(Married) couple without C. ","general elemantary","","","","","7"
"AfD","1985","(Married) couple without C. ","middle vocational","","","","","7"
"AfD","1985","(Married) couple without C. ","vocational + Abi","","","","","7"
"AfD","1985","(Married) couple without C. ","higher vocational","","","","","7"
"AfD","1985","Single parent ","inadequately","","","","","7"
"AfD","1985","Single parent ","general elemantary","","","","","7"
"AfD","1985","Single parent ","middle vocational","","","","","7"
"AfD","1985","Single parent ","vocational + Abi","","","","","7"
"AfD","1985","Single parent ","higher vocational","","","","","7"
"AfD","1985","Single parent ","higher education","","","","","7"
"AfD","1985","1-pers.-HH","in school","","","","","7"
"AfD","1985","1-pers.-HH","inadequately","","","","","7"
"AfD","1985","1-pers.-HH","general elemantary","","","","","7"
"AfD","1985","1-pers.-HH","middle vocational","","","","","7"
"AfD","1985","(Married) couple without C. ","inadequately","","","","","7"
"AfD","1985","Couple + C. LE 16 ","in school","","","","","7"
"AfD","1985","Couple + C. LE 16 ","inadequately","","","","","7"
"AfD","1985","Couple + C. LE 16 ","general elemantary","","","","","7"
"AfD","1985","Couple + C. LE 16 ","middle vocational","","","","","7"
"AfD","1985","Couple + C. LE 16 ","vocational + Abi","","","","","7"
"AfD","1985","Couple + C. LE 16 ","higher vocational","","","","","7"
"AfD","1985","Couple + C. LE 16 ","higher education","","","","","7"
"AfD","1985","Couple + C. GT 16 ","in school","","","","","7"
"AfD","1985","Couple + C. GT 16 ","inadequately","","","","","7"
"AfD","1985","Couple + C. GT 16 ","general elemantary","","","","","7"
"CDU/CSU","1985","Couple + C. LE and GT 16","general elemantary","78","0.512258332970251","0.441184336625121","0.583332329315381","2"
"CDU/CSU","1985","Couple + C. GT 16 ","vocational + Abi","8","","","","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","inadequately","3","","","","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","higher education","14","","","","2"
"CDU/CSU","1985","Single parent ","inadequately","","","","","2"
"CDU/CSU","1985","Couple + C. GT 16 ","middle vocational","197","0.426073216393513","0.382943881031523","0.469202551755502","2"
"CDU/CSU","1985","Single parent ","in school","4","","","","2"
"CDU/CSU","1985","(Married) couple without C. ","higher education","73","0.530842302745446","0.449332652390521","0.61235195310037","2"
"CDU/CSU","1985","Couple + C. GT 16 ","general elemantary","115","0.458618859557414","0.399939451679718","0.51729826743511","2"
"CDU/CSU","1985","Couple + C. GT 16 ","higher vocational","42","0.582875503871","0.469763834912819","0.695987172829181","2"
"CDU/CSU","1985","1-pers.-HH","in school","","","","","2"
"CDU/CSU","1985","1-pers.-HH","vocational + Abi","6","","","","2"
"CDU/CSU","1985","1-pers.-HH","higher vocational","28","","","","2"
"CDU/CSU","1985","1-pers.-HH","higher education","27","","","","2"
"CDU/CSU","1985","(Married) couple without C. ","general elemantary","133","0.41943448417773","0.366981969089928","0.471886999265532","2"
"CDU/CSU","1985","(Married) couple without C. ","middle vocational","343","0.447629802019246","0.413194297600331","0.482065306438161","2"
"CDU/CSU","1985","(Married) couple without C. ","vocational + Abi","22","","","","2"
"CDU/CSU","1985","(Married) couple without C. ","higher vocational","58","0.555886854897077","0.45993143841576","0.651842271378393","2"
"CDU/CSU","1985","Single parent ","general elemantary","33","0.424944069663869","0.317290976884743","0.532597162442995","2"
"CDU/CSU","1985","Single parent ","middle vocational","44","0.404945361685271","0.317480816396562","0.49240990697398","2"
"CDU/CSU","1985","Single parent ","vocational + Abi","","","","","2"
"CDU/CSU","1985","Single parent ","higher vocational","9","","","","2"
"CDU/CSU","1985","Single parent ","higher education","4","","","","2"
"CDU/CSU","1985","Couple + C. LE 16 ","in school","","","","","2"
"CDU/CSU","1985","Couple + C. LE 16 ","inadequately","1","","","","2"
"CDU/CSU","1985","Couple + C. LE 16 ","general elemantary","66","0.385664833919928","0.321635451633141","0.449694216206716","2"
"CDU/CSU","1985","Couple + C. LE 16 ","middle vocational","292","0.406703293188129","0.371984890628501","0.441421695747757","2"
"CDU/CSU","1985","Couple + C. LE 16 ","vocational + Abi","10","","","","2"
"CDU/CSU","1985","Couple + C. LE 16 ","higher vocational","55","0.476060307136429","0.388156257037256","0.563964357235603","2"
"CDU/CSU","1985","Couple + C. LE 16 ","higher education","54","0.313363486061343","0.244440972240099","0.382285999882587","2"
"CDU/CSU","1985","Couple + C. GT 16 ","in school","18","","","","2"
"CDU/CSU","1985","Couple + C. GT 16 ","higher education","31","0.499148922644648","0.379425240609758","0.618872604679538","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","middle vocational","150","0.547096285701304","0.491232161358061","0.602960410044547","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","higher vocational","14","","","","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","in school","7","","","","2"
"CDU/CSU","1985","Couple + C. LE and GT 16","vocational + Abi","3","","","","2"
"CDU/CSU","1985","1-pers.-HH","inadequately","4","","","","2"
"CDU/CSU","1985","1-pers.-HH","middle vocational","117","0.389695073597184","0.336592999849126","0.442797147345242","2"
"CDU/CSU","1985","(Married) couple without C. ","in school","","","","","2"
"CDU/CSU","1985","(Married) couple without C. ","inadequately","6","","","","2"
"CDU/CSU","1985","Couple + C. GT 16 ","inadequately","10","","","","2"
"CDU/CSU","1985","1-pers.-HH","general elemantary","72","0.467315982663747","0.391417307101983","0.543214658225511","2"
"FDP","1985","(Married) couple without C. ","inadequately","","","","","3"
"FDP","1985","Single parent ","higher vocational","1","","","","3"
"FDP","1985","Couple + C. LE and GT 16","inadequately","","","","","3"
"FDP","1985","1-pers.-HH","inadequately","","","","","3"
"FDP","1985","(Married) couple without C. ","in school","","","","","3"
"FDP","1985","Couple + C. GT 16 ","inadequately","","","","","3"
